Index	Bogennummer	REDE_Namen	Sprache	tu	hinein	etwas	kohle	in1	den	ofen	dass	wird	die	milch	bald	zu	kochen	anfangen
gh	23545	Tüddern	1	Don - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahle - - - - - - -	en - -	de	Stoof - - - - - -	dat - -	- - - - - -	de	Melek -	bou - - - - - - - -	de -	koake - -	anföngt - -
gh	23566	Porselen	1	Dönn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	egn - -	e	Ofen - - - - - -	dät - -	- - - - - -	die	Melk -	bau - - - - - - - -	te -	koke - -	anfängt - -
gh	23602	Holzweiler	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	en - -	der	Ofe - - - - - -	dat - -	- - - - - -	de	Melech -	bal - - - - - - - -	ze -	koche - -	anfängt - -
gh	23630	Evinghoven	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	dä	Owe - - - - - -	dat - -	- - - - - -	de	Milch -	bal - - - - - - - -	zo -	koche - -	anfänk - -
gh	23817	Reusrath	1	Dunn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	de	Offen - - - - - -	dat - -	- - - - - -	die	Milch -	bahl - - - - - - - -	zo -	koche - -	anfängt - -
gh	23843	(Stolzenberg)	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	den	Ouwen - - - - - -	dat - -	- - - - - -	de	Melch -	bahl - - - - - - - -	te -	kochen - -	anfängt - -
gh	23858	Oberklüppelberg	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuollen - - - - - - -	in - -	n'n	Uoven - - - - - -	dat - -	- - - - - -	de	Melk -	bolle - - - - - - - -	te -	koacken - -	anfingt - -
gh	23873	Valbert	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kualen - - - - - - -	in - -	den	Uaven - - - - - -	dat - -	- - - - - -	dei	Mielke -	bolle - - - - - - - -	te -	kuaken - -	ahnfänget - -
gh	23885	Sporke	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuoallen - - - - - - -	in - -	den	Uoawen - - - - - -	dät - -	- - - - - -	de	Mielk -	balle - - - - - - - -	te -	kuoaken - -	anfänget - -
gh	23902	Schmallenberg	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuallen - - - - - - -	in - -	nen	Uawen - - - - - -	dat - -	- - - - - -	te	Mielk -	balle - - - - - - - -	te -	kuacken - -	anfänget - -
gh	23906	Elmpt	1	Doet - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	- op -	en	Ofen - - - - - -	dat - -	- - - - - -	de	Melk -	- - - gauw - - - - -	- -	koeken - -	- - -
gh	23922	Helenabrunn	1	Döü - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kol - - - - - - -	en - -	ne	Oeve - - - - - -	dat - -	- - - - - -	de	Melk -	- - - - - - - - -	te -	koeke - -	vängt - -
gh	23933	Weißenberg	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koel - - - - - - -	- op -	der	Oefe - - - - - -	dat - -	- - - - - -	de	Melk -	bahl - - - - - - - -	te -	koeke - -	anfänk - -
gh	2398	Mertensdorf (Tjomkino)	1	- - - Schmit - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	in - -	de	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	bolt - - - - - - - -	te -	koake - -	anfangt - -
gh	2409	Trausen (Lipnyaki)	1	- - - - Schedd - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	ißen - -	ne	Oawe - - - - - -	datt - -	- - - - - -	de	Mi/elk -	ball - - - - - - - -	tau -	koake - -	anfankt - -
gh	24107	Hubbelrath	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	en - -	der	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	baul - - - - - - - -	te -	koke - -	anfängt - -
gh	24134	Barmen	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	den	Owen - - - - - -	datt - -	- - - - - -	de	Melk -	bold - - - - - - - -	to -	koken - -	anfängt - -
gh	24156	Delle	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuoallen - - - - - - -	in - -	'n	Uowen - - - - - -	datt - -	- - - - - -	de	Melke -	boalle - - - - - - - -	te -	kuoaken - -	anfängt - -
gh	24167	Altena	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Ko͡ahlen - - - - - - -	in - -	den	O͡awen - - - - - -	dat - -	- - - - - -	de	Mi͡älke -	- - - - - - - - -	te -	ko͡aken - -	ahnfänget - -
gh	24180	Stockum	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuallen - - - - - - -	in - -	den	Oafen - - - - - -	datt - -	- - - - - -	de	Miälke -	bolle - - - - - - - -	te -	kuaken - -	anfänget - -
gh	24208	Wall	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koal - - - - - - -	en - -	den	Oafen - - - - - -	dat - -	- - - - - -	de	Melk -	bald - - - - - - - -	te -	koaken - -	anfänk - -
gh	24218	Vennikel	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koal - - - - - - -	in - -	den	Owen - - - - - -	det - -	- - - - - -	de	Melk -	bald - - - - - - - -	de -	koake - -	anfänk - -
gh	2426	Groß Pentlack (Kamenka)	1	- - - - Schöd - - - - - - -	- - - -	- - - - - - - - - -	Kaale - - - - - - -	in - -	de	- Kachel - - - - -	datt - -	- - - - - -	de	Melk -	- - - - - - - - -	- -	kokt - -	- - -
gh	24336	Berghausen	1	Dück - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	e - -	dä	Owe - - - - - -	däß - -	- - - - - -	de	Melche -	bale - - - - - - - -	ze -	koche - -	ofengt - -
gh	2436	Kowarren (Zaozernoye)	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	en - -	ne	Awe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	kake - -	anfangt - -
gh	24360	Bottendorf	1	Dü - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	-	Owe - - - - - -	daß - -	- - - - - -	de	Melche -	bale - - - - - - - -	ze -	kochen - -	onfengt - -
gh	24380	Bergfreiheit	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	den	Owen - - - - - -	daß - -	- - - - - -	de	Melch -	balle - - - - - - - -	ze -	kochen - -	anfengt - -
gh	24412	Roppershain	1	- - - - - Stopp - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	nen	Owen - - - - - -	daß - -	- - - - - -	d	Melch -	- - - - - - - - -	- -	- ſirret -	- - -
gh	24431	Konnefeld	1	- - Mach - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	'en	Ohwen - - - - - -	daß - -	- - - - - -	de	Mellch -	bahl - - - - - - - -	ze -	kochen - -	anfanget - -
gh	24454	Berneburg	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	den	Owen - - - - - -	deß - -	- - - - - -	de	Mälch -	bale - - - - - - - -	zu -	kachen - -	anfängt - -
gh	24466	Lüderbach	1	Dhu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	dän	Owen - - - - - -	däß - -	- - - - - -	die	Mellich -	bahle - - - - - - - -	ſe -	kochen - -	anfengt - -
gh	24490	Züschen	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	nen	Owen - - - - - -	dätt - -	- - - - - -	de	Milk -	balle - - - - - - - -	te -	kuaken - -	ananfängget - -
gh	2452	Kleschowen (Kutusowo)	1	Dho - - - - - - - - - - -	- - - -	- - - - - - - - - -	Khle - - - - - - -	en - -	ne	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bold - - - - - - - -	to -	koke - -	anfangt - -
gh	24636	Rhadern	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	denn	Owen - - - - - -	det - -	- - - - - -	de	Melk -	balle - - - - - - - -	to -	koken - -	anfenget - -
gh	24659	Buhlen	1	- - Mach' - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	nen	Oowen - - - - - -	daß - -	- - - - - -	d'	Melch -	bahle - - - - - - - -	z' -	kochen - -	aanfenget - -
gh	2466	Tolkmicko	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	ön - -	ne	Awe - - - - - -	dat - -	- - - - - -	de	Melk -	bohl - - - - - - - -	to -	kake - -	anfangt - -
gh	24677	Metze	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	dänn	Owen - - - - - -	däß - -	- - - - - -	dä	Mälch -	bahlä - - - - - - - -	zä -	kochen - -	ohnfenget - -
gh	24695	Wattenbach	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Owwen - - - - - -	doß - -	- - - - - -	de	Mälch -	bahle - - - - - - - -	z' -	kochen - -	anfenget - -
gh	24715	Vockerode	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	dn	Ouwen - - - - - -	daß - -	- - - - - -	die	Melg -	bääle - - - - - - - -	zu -	kochen - -	anfänged - -
gh	24737	Grosstöpfer	1	Thuk - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	dähn	Omen - - - - - -	daß - -	- - - - - -	deh	Mälch -	bähle - - - - - - - -	zu -	kochen - -	ahnfängt - -
gh	2474	Pierzchaly	1	- Leg - - - - - - - - - -	- - - -	- - - - - - - - - -	Kole - - - - - - -	ene - -	-	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	koke - -	anfangt - -
gh	2482	Peterswalde (Piotrowiec)	1	- Legg - - - - - - - - - -	- - - -	- - - - - - - - - -	Koole - - - - - - -	ön - -	ne	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	te -	koke - -	anfangt - -
gh	24884	Olsberg	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuallen - - - - - - -	in - -	däin	Aawen - - - - - -	dätt - -	- - - - - -	dei	Milk -	balle - - - - - - - -	tu -	kuaken - -	anfänget - -
gh	24901	Sudeck	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	denn	Owwen - - - - - -	dat - -	- - - - - -	dei	Milk -	balle - - - - - - - -	te -	kockene - -	anfänget - -
gh	24917	Braunsen	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	'n	Owen - - - - - -	dat - -	- - - - - -	de	Milk -	balle - - - - - - - -	t' -	kockene - -	anfänget - -
gh	24926	Zierenberg	1	Thau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolen - - - - - - -	in - -	den	Owen - - - - - -	dat - -	- - - - - -	de	Melk -	balle - - - - - - - -	de -	koken - -	anfänget - -
gh	2494	Saruny	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	ön - -	ne	Owe - - - - - -	dat - -	- - - - - -	de	Melk -	bohl - - - - - - - -	to -	koke - -	anffangt - -
gh	24942	Speele	1	- - Mach - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	-	Obben - - - - - -	daß - -	- - - - - -	de	Melch -	baule - - - - - - - -	zo -	kochen - -	ahnfinget - -
gh	24959	Hermannrode	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	en - -	den	Omen - - - - - -	dat - -	- - - - - -	da	Melk -	bale - - - - - - - -	de -	koken - -	anfänget - -
gh	2507	Wojciechy	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahle - - - - - - -	ön - -	ne	Oawe - - - - - -	dett - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	koke - -	anfangt - -
gh	25113	Meiste	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kualn - - - - - - -	in - -	den	Uawen - - - - - -	dat - -	- - - - - -	dai	Milk -	bolle - - - - - - - -	te -	kuaken - -	anfänget - -
gh	25131	Fürstenberg	1	De - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuelen - - - - - - -	in - -	'n	Uewen - - - - - -	datt - -	- - - - - -	de	Milk -	balle - - - - - - - -	te -	kueken - -	anfän(g)et - -
gh	25136	Scherfede	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouhlen - - - - - - -	in - -	nen	Uwen - - - - - -	dat - -	- - - - - -	däi	Milk -	balle - - - - - - - -	tou -	koukene - -	anfänget - -
gh	25150	Körbecke	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouhlen - - - - - - -	in - -	den	Ouwen - - - - - -	dat - -	- - - - - -	de	Millek -	balle - - - - - - - -	te -	kouken - -	anfäng'et - -
gh	25163	Gottstreu	1	Tau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouhlen - - - - - - -	in - -	den	Owen - - - - - -	dat - -	- - - - - -	de	Melk -	bale - - - - - - - -	te -	koken - -	anfängt - -
gh	25179	Esebeck	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Om - - - - - -	dat - -	- - - - - -	dei	Melk -	baole - - - - - - - -	tau -	koken - -	anfänget - -
gh	25197	Ebergötzen	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Ow'n - - - - - -	dat - -	- - - - - -	dä	Melk -	bahle - - - - - - - -	de -	koken - -	anfenget - -
gh	25214	Bönninghausen	1	Däu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuolen - - - - - - -	in - -	nen	Uowen - - - - - -	dat - -	- - - - - -	de	Miälke -	bolle - - - - - - - -	ti -	kuoken - -	anfänget - -
gh	25223	Kirchborchen	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuohlen - - - - - - -	in - -	den	Uowen - - - - - -	dat - -	- - - - - -	dei	Milk -	balle - - - - - - - -	te -	kuoken - -	anfänght - -
gh	25343	Siebenstern	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kurhlen - - - - - - -	in - -	den	Owen - - - - - -	dat - -	- - - - - -	dai	Mielk -	balle - - - - - - - -	to -	kuoken - -	anfänget - -
gh	25354	Bruchhausen	1	Da? - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuolon - - - - - - -	in - -	den	Uaben - - - - - -	dat - -	- - - - - -	de	Mälk -	balle - - - - - - - -	to -	kuoken - -	anfänget - -
gh	25363	Schönhagen	1	Dau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Köaelen - - - - - - -	in - -	'n	owen - - - - - -	dat - -	- - - - - -	de	melk -	balle - - - - - - - -	tau -	koken - -	annefänget - -
gh	25373	Oldenrode	1	Deau - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Omen - - - - - -	datt - -	- - - - - -	dei	Melk -	- gleik - - - - - - -	te -	koken - -	anfängt - -
gh	25391	Marke	1	D(öau) - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	din	Uhmen - - - - - -	dat - -	- - - - - -	de	Melk -	balle - - - - - - - -	tau -	kuken - -	anfänget - -
gh	25407	Westerwiehe	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuolen - - - - - - -	in - -	'n	Owen - - - - - -	dat - -	- - - - - -	de	Miälke -	bolle - - - - - - - -	to -	kuoken - -	anfänget - -
gh	25514	Haustenbeck	1	Deu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolln - - - - - - -	in - -	'n	Ohm'm - - - - - -	dar - -	- - - - - -	de	Melke -	baule - - - - - - - -	ta -	kokken - -	anfängt - -
gh	25522	Heesten	1	Deu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koln - - - - - - -	in - -	'n	Oben - - - - - -	dat - -	- - - - - -	deu	Mälke -	baule - - - - - - - -	teu -	kocken - -	anfengt - -
gh	25543	Rischenau	1	Deu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohln - - - - - - -	in - -	'n	Omen - - - - - -	dat - -	- - - - - -	deu	Melk -	baule - - - - - - - -	täu -	koken - -	anfenkt - -
gh	25560	Lobach	1	Dä - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	dän	Oben - - - - - -	datt - -	- - - - - -	dei	Melk -	baule - - - - - - - -	tau -	koken - -	anfänget - -
gh	25579	Wenzen	1	Däu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Köhle - - - - - - -	in - -	den	Omen - - - - - -	datt - -	- - - - - -	de	Mälk -	balle - - - - - - - -	te -	kokene - -	anfanget - -
gh	25596	Ackenhausen	1	Dea - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	in - -	daen	Uhmen - - - - - -	dat - -	- - - - - -	dei	Melk -	balle - - - - - - - -	te -	kueken - -	anfänget - -
gh	25607	Wolfshagen im Harz	1	Dhaue - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koll'n - - - - - - -	in - -	'n	Uomen - - - - - -	dat - -	- - - - - -	de	Melk -	balle - - - - - - - -	de -	kuoken - -	anfäng?? - -
gh	25798	Kell	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	in - -	de	Owe - - - - - -	dat - -	- - - küt - -	de	Merlich -	- - - - - - - - -	et -	koche - -	- - -
gh	25824	Stromberg	1	De - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	in - -	de	Owe - - - - - -	datt - -	- - - - - -	die	Milch -	bal - - - - - - - -	ze -	koche - -	anfängt - -
gh	25845	Staudt	1	Duh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	de	Owe - - - - - -	det - -	- - - - - -	'd	Melech -	bahl' - - - - - - - -	z -	koche - -	onfängt - -
gh	2586	Jurkiszki	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	en - -	ne	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	to -	koake - -	anfängt - -
gh	25876	Steinbach	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Köhle - - - - - - -	in - -	de	Owe - - - - - -	det - -	- - - - - -	dei	Milch -	bal - - - - - - - -	ze -	koche - -	anfängt - -
gh	25904	Höfen	1	Dög - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	nenä	Oäfen - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	ze -	koochen - -	ahnfängt - -
gh	25914	Gemünd	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koele - - - - - - -	en - -	de	Oeve - - - - - -	dat - -	- - - - - -	de	Mellech -	baal - - - - - - - -	ze -	kauche - -	anfängk - -
gh	2602	Maciejowieta	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kahle - - - - - - -	in - -	den	Awe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	tu -	kake - -	anfängt - -
gh	26141	Iversheim	1	Don - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	dä	Oefe - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	zo -	kauche - -	ahnfängk - -
gh	26155	Gelsdorf	1	Do - - - - - - - - - - -	- - - -	- - - - - jed - - - -	Kolln - - - - - - -	en - -	de	Offe - - - - - -	dad - -	- - - - - -	de	Melech -	- - - - - - - - -	ze -	kauche - -	afäng - -
gh	26178	Ohlenberg	1	Don - - - - - - - - - - -	- - - -	- - - - - - - - - -	kolle - - - - - - -	en - -	dä	Owe - - - - - -	dat - -	- - - - - -	dä	Melech -	bal - - - - - - - -	ze -	koche - -	anfänk - -
gh	26205	Seifen	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	ön - -	den	Owwen - - - - - -	dat - -	- - - - - -	de	Mellich -	bahl - - - - - - - -	ze -	kochen - -	anfängt - -
hi	26228	Gehlert	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	de	Owe - - - - - -	daß - -	- - - - - -	die	Melch -	boal - - - - - - - -	zu -	koche - -	anfängt - -
hi	26261	Waigandshain	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	i - -	de	Uwe - - - - - -	dät - -	- - - - - -	de	Milch -	bal - - - - - - - -	ze -	koche - -	ufängt - -
hi	26283	Sinn	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	-	Owe - - - - - -	doß - -	- - - - - -	d'	Melch -	bal - - - - - - - -	z' -	koche - -	ofengt - -
hi	26312	Venwegen	1	Döt - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	egän - -	-	Ofend - - - - - -	dat - -	- - - - - -	de	Mellich -	bo - - - - - - - -	ze -	kauche - -	anfengt - -
hi	26324	Üdingen	1	Dohn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolln - - - - - - -	en - -	de	Oafend - - - - - -	dat - -	- - - - - -	de	Melich -	bal - - - - - - - -	ze -	kauche - -	anfänk - -
hi	26351	Borr	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	dä	Offe - - - - - -	dat - -	- - - - - -	de	Mellech -	- - - - - - - - -	zo -	kauche - -	ahnfänk - -
hi	26578	Roisdorf	1	Denn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolln - - - - - - -	en - -	dä	Ovve - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	ze -	kauche - -	ahnfänk - -
hi	26604	Geistingen	1	Don - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	dän	Offen - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	zo -	kauchen - -	ahnfängk - -
hi	26627	Herchen	1	Dohn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	den	Ofen - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	zo -	kauchen - -	ähnfängk - -
hi	26642	Mittelhof	1	Dö - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	den	Owen - - - - - -	dat - -	- - - - - -	die	Melich -	bal - - - - - - - -	ze -	kooche - -	anfäng - -
hi	26664	Wilden	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Köelln - - - - - - -	ing - -	de	Oewe - - - - - -	datt - -	- - - - - -	de	Melch -	bahl - - - - - - - -	z' -	koche - -	ahfängt - -
hi	26683	Straßebersbach	1	Duck - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koln - - - - - - -	i - -	de	Owe - - - - - -	daß - -	- - - - - -	de	Melch -	bal - - - - - - - -	ze -	koche - -	ofinget - -
hi	26712	Mariagrube	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koele - - - - - - -	en - -	der	Oawend - - - - - -	datt - -	- - - - - -	de	Melech -	bau - - - - - - - -	ze -	kauche - -	afengt - -
hi	26734	Niederzier	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	der	Ofen - - - - - -	dat - -	- - - - - -	de	Melch -	bal - - - - - - - -	ze -	kauche - -	anfänk - -
hi	26753	Horrem	1	Donn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	en - -	de	Offe - - - - - -	dat - -	- - - - - -	de	Melech -	bahl - - - - - - - -	ze -	kohche - -	ahnfänk - -
hi	2676	Rygarby	1	- - - - Schödd - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	en - -	e	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	te -	koke - -	anfangt - -
hi	26763	Poll	1	Dunn - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kolle - - - - - - -	- op -	dr	Ovve - - - - - -	datt - -	- - - - - -	de	Miluch -	bahl - - - - - - - -	et -	koche - -	ohnkätt - -
hi	2691	Kolwiny	1	Do - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koahle - - - - - - -	en - -	'e	Oawe - - - - - -	dat - -	- - - - - -	de	Melk -	bol - - - - - - - -	te -	koake - -	anfangt - -
hi	27003	Heiligenhaus	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	denn	Ovven - - - - - -	datt - -	- - - - - -	de'	Melich -	- - - - - - - - -	- -	kocht - -	- - -
hi	27025	Faulmert	1	Dhu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kollen - - - - - - -	en - -	den	Oefen - - - - - -	dat - -	- - - - - -	de	Melch -	bahl - - - - - - - -	ze -	kochen - -	anfängt - -
hi	2703	Srokowo	1	Doh - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	ön - -	ne	Ofwe - - - - - -	datt - -	- - - - - -	de	Malk -	bohl - - - - - - - -	toh -	koke - -	anfangt - -
hi	27038	Hahnseifen	1	Du - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohlen - - - - - - -	in - -	den	Owen - - - - - -	dat - -	- - - - - -	die	Melich -	bal - - - - - - - -	zu -	kochen - -	anfängt - -
hi	27064	Müsen	1	Dö - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kole - - - - - - -	e - -	de	Uewe - - - - - -	datt - -	- - - - - -	de	Melch -	bal - - - - - - - -	ze -	koche - -	afängt - -
hi	27074	Schameder	1	Dück - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kuhle - - - - - - -	e - -	de	Owe - - - - - -	doß - -	- - - - - -	de	Melche -	bale - - - - - - - -	ze -	koche - -	ofengt - -
hi	27106	Dudenhofen	1	Dou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Koule - - - - - - -	en - -	de	Ouwe - - - - - -	daß - -	- - - - - -	die	Milch -	baal - - - - - - - -	te -	koche - -	onfengt - -
hi	27135	Wenighösbach	1	Thou - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kouhle - - - - - - -	en - -	-	Oufe - - - - - -	daß - -	- - - - - -	die	Milich -	baal - - - - - - - -	zu -	koche - -	oufängt - -
hi	2715	Stregiel	1	- - - - Schoedd - - - - - - -	- - - -	- - - - - - - - - -	Koale - - - - - - -	ön - -	ne	Oawe - - - - - -	dat - -	- - - - - -	te	Mälk -	bool - - - - - - - -	to -	koake - -	anfangt - -
hi	27150	Wiesthal	1	Thu - - - - - - - - - - -	- - - -	- - - - - - - - - -	Kohle - - - - - - -	arin - -	-	Ofn - - - - - -	daß - -	- - - - - -	die	Melch -	bal - - - - - - - -	- -	köcht - -	- - -
hi	27163	Massenbuch	1	Thua - - - - - - - - - - -	- nei - -	- - - - - - - - - -	Kouhle - - - - - - -	n - -	-	Oufe - - - - - -	daß - -	- - - - - -	die	Milch -	bald - - - - - - - -	za -	koche - -	onfängt - -
