Index	Bogennummer	REDE_Namen	Sprache	tu	leg	mach	schmeiß	schütt	stopp	steck	gooi	wirf	krieg	holz	gib	Kohle	Scheid	Holz	Grüß	Feuer	Glut	Brand	Torf	in	op	bei	den	Ofen	Kachel	Herd	Stoof	Küche	Feuer2	Kachelofen	dass	dann	damit	tut	wird	soll	kann	beginnt	geht	die	Milch	Rahm	bald	gleich	geschwind	gauw	schnell	rasch	enta	hortig	vlug	zu	mit	kochen	sieden	wellen	anfangen	anheben	ankommen
kl	39459	Kaufering	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
kl	39475	Eching am Ammersee	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	a - - f ä ng - t -	-	-
kl	3949	Grzymiradz	1	d u ch	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	d e n	- ah - n - - -	-	-	-	-	-	-	d e t	-	-	-	-	-	-	-	-	d i	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t u	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
kl	39494	Perlach	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - ll i - -	-	b oa l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	oa - - f ä ng - t -	-	-
kl	39503	Zorneding	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b oa l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
kl	39509	Albaching	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - l - - -	-	b o l d - -	-	-	-	-	-	-	-	-	z u	-	k o - ch a - -	-	-	a n - f ä ng - t -	-	-
kl	39515	Sankt Leonhard	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k o - - ih n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b oe - d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
kl	39517	Niederraunau	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch e t -	-	-	- - - - - - - - -	-	-
kl	39529	Walkertshofen	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	39546	Oberottmarshausen	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	3957	Lubiszyn	1	dh ue -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	n	- - - - - - -	-	-	-	-	-	k a ch e l oa w e n	d e t	-	-	-	-	-	-	-	-	d e	m ö - l - k -	-	b a ll - - -	-	-	-	-	-	-	-	-	t ue	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
kl	39647	Mittelstetten	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch - n -	-	-	a - - f a ng - t -	-	-
kl	3965	Heinersdorf	1	d uhe -	-	-	-	-	-	-	-	-	-	-	-	k uoh - l e n	-	-	-	-	-	-	-	i	-	-	d e n	- - - - - - -	-	-	-	-	-	k a ch e l o f e n	d e t	-	-	-	-	-	-	-	-	d ie	m e - l - k -	-	b a ll - e -	-	-	-	-	-	-	-	-	t o	-	k o - ch e n -	-	-	a n - f ä ng - t -	-	-
kl	39662	Bergkirchen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia n	-	a - - f a ng - t -	-	-
kl	39667	Unterschleissheim	1	t u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	-	m i - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	a s e	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	39673	Moosinning	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	39687	Oberdorfen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oia - - - -	-	-	-	-	-	-	-	eiö	-	-	a n	- o - f a - -	-	-	-	-	-	-	d a	-	-	-	-	-	-	-	-	d	m üi - - - - -	-	b o i d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	39693	Wettenhausen	1	- - -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d e ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ui t	-	- - - - - - - - -	-	-
kl	39710	Zusmarshausen	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
kl	39723	Täfertingen	1	d ue -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll e - -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch e - -	-	-	a - - f a ng - t -	-	-
kl	39742	Gallenbach	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	a n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m u - l i - -	-	b a l - - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a n - f a ng - - -	-	-
kl	39865	Hilgertshausen	1	d ue -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i - -	-	b a l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s iö t	-	- - - - - - - - -	-	-
kl	39880	Allershausen	1	- - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - -	-	-	-	f eu r	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i - -	-	b a ll - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s iea t	-	- - - - - - - - -	-	-
kl	39891	Rast	1	dh ue -	-	-	-	-	-	-	-	-	-	-	-	k öi - - - n	-	-	-	-	-	-	-	n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m öi - - - ch -	-	b ä i d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ie d	-	- - - - - - - - -	-	-
kl	39901	Vilsheim	1	d uh -	-	-	-	-	-	-	-	-	-	-	-	k o - - ih n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m ü - - - ch -	-	b a i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o - - f a ng - t -	-	-
lm	39954	Sattelbogen	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f o - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b o l - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
lm	39962	Krailing	1	d au -	-	-	-	-	-	-	-	-	-	-	-	k öh - l a -	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d ö	m ei - - - - -	-	b oa - d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	39968	Oberried	1	- - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - -	-	-	-	-	l aö t	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	-	m i - l - - -	-	b oö - - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ui n	-	a - - f a ng - t -	-	-
lm	40000	Pertolzhofen	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l - - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	40012	Tiefenbach	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k o - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	40047	Pemfling	1	th ou -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ü - l - - -	-	b o l - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o - - f a ng - t -	-	-
lm	40057	Arnschwang	1	d ou -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o - - f a ng - d -	-	-
lm	40112	Wald an der Alz	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oie - - - r	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia d	-	- - - - - - - - -	-	-
lm	40137	Ranoldsberg	1	dh ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - - e n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	o n - f a ng - d -	-	-
lm	40145	Erharting	1	- - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b aö - d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ie t	-	- - - - - - - - -	-	-
lm	40155	Gumpersdorf	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
lm	40191	Vilsbiburg	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll i - -	-	b a i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o - - f a ng - t -	-	-
lm	40202	Gangkofen	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	a n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b o i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
lm	40212	Neuhofen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oö - - - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b oö - d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s oö t	-	- - - - - - - - -	-	-
lm	40220	Bad Birnbach	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b o i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
lm	40231	Ruhstorf an der Rott	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b a i d - -	-	-	-	-	-	-	-	-	s	-	- - - - - - -	s ia d n	-	a n - f a ng - t -	-	-
lm	40274	Wörth an der Isar	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oi - - - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b o i d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a r -	-	-	a - - f a ng - d -	-	-
lm	40286	Griesbach	1	th ou -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch - n -	-	-	a - - f o ng - t -	-	-
lm	40297	Indersbach	1	t ou -	-	-	-	-	-	-	-	-	-	-	-	k o - - - -	-	-	-	-	-	-	-	i n	-	-	ö n	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b o i d - -	-	-	-	-	-	-	-	-	s	-	- - - - - - -	s oi n	-	a - - f a ng - t -	-	-
lm	40308	Walchsing	1	d u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	n	- o - f e n -	-	-	-	-	-	-	d ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch e n -	-	-	a n - f a ng - t -	-	-
lm	40320	Kirchberg	1	t ua -	-	-	-	-	-	-	-	-	-	-	-	k öh - l e rn	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b o l - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	d s oi d n	-	a - - f a ng - t -	-	-
lm	40331	Haag	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l ö n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b o i d - -	-	-	-	-	-	-	-	-	s a n	-	k o - ch a - -	-	-	- - - - - - - - -	ah ö b t	-
lm	40402	Hankofen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	k oö - - - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m ui - - - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	o - - f a ng - t -	-	-
lm	40414	Plattling	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oih - l - n	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	- - - - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
lm	40420	Auerbach	1	- - -	-	-	-	-	-	-	-	-	-	h oi t z	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s oi t	-	- - - - - - - - -	-	-
lm	40428	Saldenburg	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	- - - - - -	-	h o l z	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	- - - - - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a n - f a ng - t -	-	-
lm	40439	Karlsbach	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k ei - l i ng	-	-	-	-	-	-	-	ö n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b a i d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	40516	Steinach	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l i - -	-	b oa l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	o n - f a ng - t -	-	-
lm	40524	Perasdorf	1	- - -	-	-	-	-	-	-	-	-	-	h oa z	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	-	m ui - - - - -	-	b a i d - -	-	-	-	-	-	-	-	-	-	-	k o - ch - t -	-	-	- - - - - - - - -	-	-
lm	40531	Regen	1	- - -	-	-	-	-	-	-	-	w ia f	-	-	-	- - - - - -	sch ei d l	-	-	-	-	-	-	e n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - ll i - -	-	b oa l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia d t	-	- - - - - - - - -	-	-
lm	40535	Klingenbrunn	1	- - -	-	-	-	-	-	-	-	-	-	h oi zz	-	- - - - - -	-	-	-	-	-	-	-	-	-	-	-	- - - - - - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - - -	-	b aö - d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia d t	-	- - - - - - - - -	-	-
lm	40538	Riekofen	1	th au -	-	-	-	-	-	-	-	-	-	-	-	k oh - l - n	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s iea d t	-	- - - - - - - - -	-	-
lm	40597	Lindau (Bodensee)	1	th u r	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	40605	Schnellers	1	d uo r	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i	-	-	d e	h o - v e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch e - -	-	-	a - - f o - - t -	-	-
lm	40613	Ratholz	1	d ua r	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	-	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch e - -	-	-	a z - f a ng e t -	-	-
lm	40637	Eschbach	1	th u -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i	-	-	d e	- o - f a - -	-	-	-	-	-	-	a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch a - -	-	-	a - - f a ng - t -	-	-
lm	40655	Erzingen	1	th ue -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i	-	-	d e	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch e - -	-	-	a - - f a ng - t -	-	-
lm	40757	Schienen	1	d u r	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	- - - - - -	g l i	-	-	-	-	-	-	-	-	-	- - - - - - -	s ü t	-	- - - - - - - - -	-	-
lm	40771	Wollmatingen	1	th ue -	-	-	-	-	-	-	-	-	-	-	-	k o - l e -	-	-	-	-	-	-	-	i	-	-	d e	- o - f e - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch e - -	-	-	a - - f a ng - t -	-	-
lm	40785	Kluftern	1	d u r	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	- - - - - -	g l i	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia d a	-	a - - f a ng - t -	-	-
lm	40798	Obereisenbach	1	d ua r	-	-	-	-	-	-	-	-	-	-	-	k o - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	- - - - - - -	s ia t	-	- - - - - - - - -	-	-
lm	40807	Ratzenried	1	d ua r	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	- - - - - -	-	-	-	-	r a sch	-	-	-	-	-	- - - - - - -	-	-	- - - - - - - - -	-	-
lm	4081	Bantikow	1	d ö -	-	-	-	-	-	-	-	-	-	-	-	k a - l e n	-	-	-	-	-	-	-	i n	-	-	d e n	- a - b e n -	-	-	-	-	-	-	d ä t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k a - k e n -	-	-	a n - f ä ng - t -	-	-
lm	40819	Kreuzthal	1	th ua -	-	-	-	-	-	-	-	-	-	-	-	k oh - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - ll - - -	-	b a l d - -	-	-	-	-	-	-	-	-	s	-	k o - ch a - -	-	-	a - - f a ngk - - -	-	-
lm	40844	Münchingen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	ch o - l a -	-	-	-	-	-	-	-	i n	-	-	-	- o - f a - -	-	-	-	-	-	-	a ß	-	-	-	-	-	-	-	-	d	m i - l - ch -	-	- - - - - -	g l i	-	-	-	-	-	-	-	-	-	ch o - ch a t -	-	-	- - - - - - - - -	-	-
lm	40863	Tengen	1	d ua -	-	-	-	-	-	-	-	-	-	-	-	ch o - l a -	-	-	-	-	-	-	-	i n	-	-	d a	- o - f a - -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	d	m i - l a ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	ch o - ch a t -	-	-	- - - - - - - - -	-	-
lm	40898	Billafingen	1	d ue -	-	-	-	-	-	-	-	-	-	-	-	ch oh - l e -	-	-	-	-	-	-	-	i n	-	-	d e	- o - f e - -	-	-	-	-	-	-	d a s	-	-	-	-	-	-	-	-	-	m i - l - ch -	-	b a l d - -	-	-	-	-	-	-	-	-	-	-	k o - ch e t -	-	-	- - - - - - - - -	-	-
lm	4093	Kränzlin	1	d oh -	-	-	-	-	-	-	-	-	-	-	-	k oh - l e n	-	-	-	-	-	-	-	i n	-	-	d e nn	- o - w e n -	-	-	-	-	-	-	d e t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
lm	41018	Eigeltingen	1	d u r	-	-	-	-	-	-	-	-	-	-	-	k oh - l e -	-	-	-	-	-	-	-	i n	-	-	-	- o - f - n -	-	-	-	-	-	-	d a ß	-	-	-	-	-	-	-	-	-	m i - l e ch -	-	b a l d - -	-	-	-	-	-	-	-	-	z	-	k o - ch i t -	-	-	a - - f a ng - t -	-	-
lm	4102	Seebeck	1	d o -	-	-	-	-	-	-	-	-	-	-	-	k oa - l - n	-	-	-	-	-	-	-	i n	-	-	d ä n	- o - w e n -	-	-	-	-	-	-	d e t	-	-	-	-	-	-	-	-	d e	m e - l - k -	-	b a l d - -	-	-	-	-	-	-	-	-	t o	-	k o - k e n -	-	-	a n - f ä ng - t -	-	-
