Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	Transliteration WS34
542767	14,08715095	50,50156837	15638	LUKAWETZ (LUKAVEC)	1	- Dos - Wort - kom’ m - - vun Harzn. - -
522784	22,25700873	55,00557634	1565	GIERVER LAUKEN	1	- Dat - Woort - keem em - - von Herze. - -
542813	14,78356188	50,53120776	15681	NEUDORF (VRCHBￄﾚLA)	1	- Dôôs - Wort(Wurt) - kôm - - - von Harzn. - -
542817	14,60808505	50,45343095	15685	GASTORF (HOￅﾠTKA)	1	- Dos - Wort - kom’ n - - vurn Harzen! - -
542822	14,37491447	50,45239746	15690	WEGSTￃﾄDTL (ￅﾠTￄﾚTￃﾍ)	1	- Dos - Wort - kom dn - - vun Harzn! - -
522772	22,59096608	55,07130157	1571	SCHMALLENINGKEN	1	- Dat - Woort - kėm emm - - von Herze. - -
542853	14,36367041	50,96533327	15725	NIXDORF (MIKULￃﾁￅﾠOVICE)	1	- Dos - Wort - koh’ m - - vo Harzn. - -
541600	19,96594881	54,93887292	1573	GROￃﾟ DIRSCHKEIM (DONSKOYE)	1	- Dat - Woat - köm emm - - vom Herz - -
542878	15,17855469	50,94940265	15751	RￃﾜCKERSDORF (DOLNￃﾍ ￅﾘASNICE)	1	- Dos - wurt - kom em - - vun Harzen. - -
540919	20,25705523	54,95056245	1578	RANTAU (ZAOSTROV'YE)	1	- Datt - Woatt - köm emm - - von Harrde! - -
370788	16,09538	53,76262	158	POLCZYN-ZDROJ	1	- Datt - Woort - kamm emm - - vŏ Herze. - -
541603	20,51939251	54,91991342	1580	SCHULSTEIN (VOL'NOE)	1	- De - W[o/a?]at - kem em - - von Harte - -
542974	14,37790266	50,79284652	15807	KAMNITZ-NEUDￃﾖRFL (KAMENICKￃﾁ NOVￃﾁ Vￃﾍ	1	- Dos - Wuat - koamm - - - vun Hatze. - -
542975	14,63295874	50,77707134	15824	ZWICKAU (CVIKOV)	1	- Dos - Wurt - kom’ n - - vunn Harzn! - -
