Index	Bogennummer	REDE_Namen	Sprache	IM	DES	-	WINTER	FLIEGEN	DIE	TROCKENEN	BLATTER	LAAB	DURCH	IN	LUFT	HERUM	UMEINANDER	RUND	UMBEI	__parsed_extra
no	44371	Allerheiligen bei Wildon	1	I m	-	-	W i n t a - - -	f l ia g - n - - - - - -	d a	-	B l ä t t a	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
no	44398	Leibnitz	1	U m	-	-	W i n t a - - -	f l ia g - n - - - - - -	t ’	t t r u c k n a n	P l ë i t a	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - a n au n d a -	-	-	-
no	44414	Klöch	1	I n	-	-	W i n t a - - -	f l ia g - n - - - - - -	d '	d i a r n	B l a t t l n	-	-	i n	L u f t	u m - - a d u m - - - - -	- - - - - - - - - - - -	-	-	-
no	44425	Ratschendorf	1	I n	-	-	W i n t a - - -	f l ia g - n - - - - - -	d '	d ü r r ' n	B l ä t t a	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - a n a n d - -	-	-	-
no	44433	Langegg	1	I m	-	-	W i n t a - - -	f l ie g - n - - - - - -	d e r	d ü r r e n	B l ä t t a	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - a n o n d a -	-	-	-
no	44439	Ebental (Polom)	1	I m	-	-	B i n t - r - -	w l i a c h n t - - - -	d r	t r u c k n	-	L a p u e i n	-	i n	L u f t	ü m - h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44442	Steinwand (Podstenice)	1	I n	-	-	B e n t - r - -	w l i ä c h n t - - - -	d r	t r u ̂ c k n	-	L a p l a n	-	i n	L u ̂ f t	u ̂ m h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44445	Obergras (Trava)	1	-	P e i	-	B i n t - r a’ -	v l i a h e n t - - - -	d r	t r u k a	-	L a y l e i n	-	i n	L u f t	u m a r - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44447	Göttenitz (Gotenica)	1	I n	-	-	B u n t - r - -	w l i ä c h n t - - - -	d r	t r u c k n	-	L a p l a i n	-	i n	L u f t	o m h h a r - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44454	Nesseltal (Koprivnik)	1	I n	-	-	b i n t - r - -	w l i o h n t - - - - -	d r	d o r r n	-	L a g l e i n	-	i n	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	i n d o j a
no	44461	Tiefenbach (Briga)	1	I n	-	-	B e n t - r ȧ -	w l i ä c h n t - - - -	d r	d ä r r n	-	L u p l e i n	-	i n	L u f t	ä m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44465	Unterlag (Spodnji Log)	1	I n	-	-	B i n t - r - -	w l i ä c h n t - - - -	d r	t r ü c k n	P l ä t t r	-	-	i n	L ü f t	u m ä r - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44519	Wildensbuch	1	I m	-	-	W i n t e r - -	f l ü ü g e t - - - - -	d e r	d ü r e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44610	Wittenwil	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d e	t r o c h n e ̹	B l e t t e r	-	-	i	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
no	44685	Neukirch an der Thur	1	I m	-	-	W e n t e r - -	f l ü g e d - - - - - -	d e e	t r o c h n e e	B l ä t t e r	-	-	i	L o f t	- - - - - - - - - - - - -	- o m e n a n d - - - -	-	-	-
no	44770	Mont-Tramelan	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	t r o c k e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44771	Pieterlen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	d r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44796	Merzligen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	d r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44801	Gals	1	J m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	d ü r e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44832	Huggerwald	1	I m	-	-	W i n t e r - -	f l i ē g e - - - - - -	d e r	t r ō g g e ̯ ̄ n e ̯ ̄	B l ē t t e r	-	-	ī n	L ŏ f t	ŏ m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44851	Ziefen	1	I m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e r	d r o c h e n e	B l ä d d e r	-	-	i n	L u f t	u m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44858	Anwil	1	I m	-	-	W i n t e r - -	f l i ë g e - - - - - -	d e r	d r o c h e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44888	Umiken	1	J m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d r	t r o c h n e	B l ä t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	44994	Gänsbrunnen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	d ü r e	B l e t e r	-	-	i	L u f t	u m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
no	45009	Oensingen	1	I m	-	-	W i n t e r - -	f l ü ü g e - - - - - -	d e r	d r o c h n e	B l e t t e r	-	-	i	L u f t	u m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45022	Mühlethal	1	i m	-	-	w i n t e r - -	f l ü ü g e - - - - - -	d e ̊ r	t r o c h e n e	b l i t t e r	-	-	i	l u f t	ù m e - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45067	Meisterschwanden	1	I m	-	-	W i n t e r - -	f l ü ü g e - - - - - -	d e	t r o c h n e	B l ä t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45192	Mülchi	1	J m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45195	Eigenthal	1	E m	-	-	W e n t e r - -	f l ü g i d - - - - - -	d e	t ö r e	B l e t t e r	-	-	e	L o f t	a m e - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4521	Wollin	1	I n ' n	-	-	W i n t e r - -	f l e h - n - - - - - -	d e	d r ö h n	B l e ä d d e r	-	d ö r c h	-	L u f t	- - - - - r ü mm - - - - -	- - - - - - - - - - - -	-	-	-
op	4527	Rädel	1	J n	-	-	W i n t e r - -	f l e h e n - - - - - -	d e	d r ö h e n	B l ä t t e r	-	d ö r c h	-	L u f t	- - - - - r ü mm e - - r -	- - - - - - - - - - - -	-	-	-
op	45279	Hildisrieden	1	J m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d e	t r o c h n e	B l e t t e r	-	-	i	L u f t	o m e - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45299	Willisau	1	I m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d e	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45312	Bleuen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	d e s u m e - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45345	Dielsdorf	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d e r	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45356	Unterwagenburg	1	I m	-	-	W i n t e r - -	f l ü g e t - - - - - -	d e r	t r o c h n e	P l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4539	Wildenbruch	1	I n	-	-	W i n t e r - -	f l e h - n - - - - - -	d e	d r ö h n	B l ä d e r	-	-	i n	L u f t	ü mm e h ä - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45474	Boden bei Fischenthal	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d e r	t r o c h n e	B l e t t e r	-	-	i	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	4549	Löwenbruch	1	I n	-	-	W i n t e r - -	f l e h - n - - - - - -	d e	-	B l ä d e r e	-	d o r c h	-	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45492	Dicken bei Degersheim	1	I m	-	-	W i n t e r - -	f l ü g e t - - - - - -	d e	t r o c h n e	B l a c k e	-	-	i	L o f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45501	Bonstetten	1	I m	-	-	W i n t e r - -	f l i e g e d - - - - -	d e r	t r o c h n e	B l ä t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45529	Riedikon	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d e r	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4560	Deutsch Wusterhausen	1	I n	-	-	W i n t e r - -	f l e h e n - - - - - -	d i e	d r e i	B l ä d e r	-	d u r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
op	45611	Feusisberg	1	I m	-	-	W i n t e r - -	f l ü g e t - - - - - -	d r	t r o c h n e	B l ä t t e r	-	-	i	L u f t	u m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45627	Starkenbach	1	I m	-	-	W i n t e r - -	f l ü g e t - - - - - -	d ä	t r o c h n e	B l e t t e r	-	-	i	L o f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	45630	Risch	1	I m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d r	t r o c h n e	B l e t t e r	-	-	i	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	45644	Reichenburg	1	J m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d e	t r o c h e n e	B l ä t t e r	-	-	i	L u f t	u m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45692	Süri	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45694	Courlevon	1	J m	-	-	W i n t e r - -	f l ü g ä - - - - - - -	d r	t r o c h e n ä	B l e t t e r	-	-	i	L u f t	u m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45716	Brünisried	1	J m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45718	Ferpicloz	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	d ü r e	B l e t t e r	-	-	i	L u f t	- - - - - - - - - - - - -	- u m e n a n g e r e -	-	-	-
op	45722	Abländschen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c k e n e	B l e t t e r	-	-	i	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4573	Neu Golm	1	J m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d e r	d r e i e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i mm e - - r -	- - - - - - - - - - - -	-	-	-
op	45734	Dentenberg	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45758	Mutten	1	I m	-	-	W i n t e r - -	f l ü ü g e - - - - - -	d r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45764	Oberfrittenbach	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45784	Schüpfheim	1	I m	-	-	W i n t - r - -	f l ü g ä - - - - - - -	d r	t r o c h n e	B l e t t r	-	-	i	L u o f t	u o m ä - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	458	Wietrzno	1	I m	-	-	W ie n t e - - -	f l ei g e - - - - - - -	t	d r ä u g e	B l ä r e	-	d ü r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
op	4584	Hohenwalde	1	I m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d e r	d r e e n	B l ä t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
op	45863	Gurzelen	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	d e s u m e - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45878	Linden (Oberlangenegg)	1	J m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d r	t r o c h e n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45891	Sörenberg	1	E m	-	-	W e n t e r - -	f l ü ü g e - - - - - -	d e	d r o c h e n e	B l e t t e r	-	-	i	L o f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45892	Lungern	1	I m	-	-	W i n t e r - -	f l a i g i d - - - - -	d r	d d i r ä	B l e t t l i	-	-	i	L u f t	- - - - - - - - - - - - -	- u m ä n a n d - - - -	-	-	-
op	4590	Kunice	1	I n	-	-	W i n t e r - -	f l i - e n - - - - - -	d i e	t r e i e n	B l a d e r	-	-	i n	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
op	4595	Mierczany	1	I m	-	-	W i n t e r - -	f l i e e n - - - - - -	d i e	t r e e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
op	45962	Entschwil	1	I m	-	-	W i n t e r - -	f l ü g e - - - - - - -	d e r	t r o c h e n a	B l e t t e r	-	-	i	L u f t	u mm - - a - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45980	Saxeten	1	I m	-	-	W i n t e r - -	f l ü g e n - - - - - -	d r	t r o c h e n e n	B l e t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	45992	Guttannen	1	I m	-	-	W i n t e r - -	f l ä i g e n - - - - -	d e r	t r o c h e n n e n	B l e t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46009	Ulrichen	1	I m	-	-	W i n t e r - -	f l e i g u n - - - - -	d e r	t r o c h n u	B l e t t e r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
op	46017	Gersau	1	I m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d e	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46021	Illgau	1	I m	-	-	W i n t e r - -	f l ü g i d - - - - - -	d ä r	t r o c h n ä	B l e t t ä r	-	-	i	L u f t	u m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46026	Engi	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d r	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46027	Leuggelbach	1	I m	-	-	W i n t e r - -	f l ü g e d - - - - - -	d r	t r o c h n e	B l e t t e r	-	-	i	L u f t	u m m e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4603	Toporow	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e	t r e -i g e n	B l ä t t e r	-	d u r c h	-	L u f t	r ü m ̄ e r - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46038	Linthal	1	I m	-	-	W i n t e r - -	f l ü g ä d - - - - - -	d e r	t r o c h n ä	B l e t t e r	-	-	i	L u f t	u m m ä - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46040	Engelberg	1	I m	-	-	W i n t e r - -	f l u i g i d - - - - -	d ä r	t r o c h ö n ä	B l ä t t e r	-	-	i	L u f t	u m ä - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46045	Erstfeld	1	J m	-	-	W i n t e r - -	f l i g e d - - - - - -	d e	t r o c h n ä	B l r t t e r	-	-	i	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	46048	Valendas	1	I m	-	-	W i n t e r - -	f l ie g e - - - - - - -	d e r	t r o c h n e	B l ä t t e r	-	-	i n	L u f t	u m - - e - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46050	Meierhof	1	I m	-	-	W i n t e r - -	f l e i g e n d - - - -	d e r	t r o c h a n e	B l e t t e r	-	-	i n	L u f t	u mm - - a - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46051	Camana	1	I m	-	-	W i n t e r - -	f l ü g a - - - - - - -	d a r	t r o c h n a	B l e t t a r	-	-	i n n	L o f t	o m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46055	Nufenen	1	I m	-	-	W i n t - r - -	f l ü g ä - - - - - - -	d r	t r o c h n ä	P l e t t r	-	-	i n	L u f t	u m - - a - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46059	Fanas	1	I m	-	-	W i n t e r - -	f l ü g ä n d - - - - -	d ä r	t r o c h n ä	B l e t t ä r	-	-	i n	L u f t	u m ä r - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46070	Mathon	1	-	D a	-	W i n t - r - -	f l i a g a - - - - - -	d r	t r u c k n a	B l ö t t r	-	-	i n	L u f t	u m c h a - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46071	Galtür	1	I m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r u c k n a	B l ö t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46073	Felsberg	1	J m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d a r	t r o c h n a	P l e t t e r	-	-	i n	L u f t	u mm - - a - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46079	Fideris	1	I m	-	-	W i n t e r - -	f l e u g e n d - - - -	d e r	t r o c k n e n	P l e t t e r	-	-	i n	L u f t	u m m e r - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	4608	Alt Stahnsdorf	1	J m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d i e	d r e i e n	B l ä t t e r e	-	d u r c h	-	L u f t	h e r u m e r - - - - - -	- - - - - - - - - - - -	-	-	-
op	46083	Klosters	1	J m	-	-	W i n t e r - -	f l e u g e n d - - - -	d e r	t r o c h n e n	P l ä t t e r	-	-	i n	L u f t	u m m e r - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46101	Wiesen	1	I m	-	-	W i n t e r - -	f l e u g e - - - - - -	d e r	t r o c h n e	B l ä t t t e r	-	-	i n	L u f t	u m m e n - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46104	Am Bach	1	I m	-	-	W i n t e r - -	f l i g a - - - - - - -	d r	t r o c k n a	B l e t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46115	Lauenen	1	-	-	-	- - - - - - - -	- - - - - - - - - - - -	-	-	-	-	-	-	-	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46118	Stiegelschwand	1	Ä m	-	-	W i n t e r - -	f l ö g ä - - - - - - -	d ä r	t r o c h e n ä	B l e t t e r	-	-	ä n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46119	Fieschertal	1	Ä m	-	-	W i n t ä r - -	f l e i g ä n t - - - -	d ' r	t r o c h ä n ä	B l e t t e r	-	-	i n	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	z ' r i n g
op	46127	Bitsch	1	J m	-	-	W i n t e r - -	f l e i g e n t - - - -	e r	t r o c h e n e	B l e t t e r	-	-	n i	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	46129	Agarn	1	I m	-	-	W i n t e r - -	f l e i g u t ' s - - -	d r	t r o c h u	-	L o i b	-	i n	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	46132	Hasel	1	J m	-	-	W i n t e r - -	f l e i g u n t - - - -	d e r	t r o c h u n d u	B l e t t e r	-	-	i n	L u f t	u m h e - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46142	Saas Grund	1	I m	-	-	W i n t e r - -	f l e i g u n d - - - -	d e r	t r o c h u n d u	B l e t t e r	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m e n a n d - - - -	-	-	-
op	46143	Zwischbergen	1	I m	-	-	W i n t ä r - -	f l e i g u n t - - - -	d ä r	t r o c h u n u	B l e t t ä r	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m u n a n d - - - -	-	-	-
op	46145	Zermatt	1	I m	-	-	w i n t e r - -	f l ei g e n - - - - - -	d e r	t r o c h n u	B l e t t e r	-	-	i n	L u f t	u m h a - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	-46146	Prettau (Predoi)	1	I n	-	-	W i n t o - - -	f l ie g - n - - - - - -	d o	t r u k n	P l a t l a n	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m a n o n d o - - -	-	-	-
op	46157	Luttach (Lutago)	1	I n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d r	d u r g n	B l a a l a n	-	-	i n	L u f t	- - - - - - - - - - - - -	- u m a n o n d r - - -	-	-	-
op	-46161	Hinterkirch (Graun)	1	I m	-	-	F i n t - r - -	f l ia g - n - - - - - -	t '	t r u c k n a	b l ö t t r	-	-	i n	l u f t	- - - - - - - - - - - - -	- u m ̄ a n o n d r - -	-	-	-
op	-46162	Rabenstein (Moos)	1	i n	-	-	w i n t e r - -	f l ie g - n - - - - - -	d e r	d u r r n	-	l a p e r	-	i n	L u f t	u m m e r - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	46170	Tschöfs (Ceves)	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	-	t r u k n e n	-	L a b	-	-	-	- - - - - - - - - - - - -	- - m i n a n d - - - -	-	-	-
op	-46175	Pfunders (Fundres)	1	I n	-	-	W i n t o - - -	f l o i g s - - - - - -	-	d u u r ö	-	L a b	-	-	-	- - - - - - - - - - - - -	- u m a n o n d o - - -	-	-	-
op	-46181	Antholz (Anterselva Di Mezzo)	1	I n	-	-	w i n t o - - -	f l i a g s - - - - - -	d o	t r u c k n e	-	l a b	-	í n	L u f t	- - - - - - - - - - - - -	- - m a n o n d o - - -	-	-	-
op	-46195	Schabs (Sciaves)	1	I n	-	-	W i n t o - - -	f l i o g n - - - - - -	d o	d i a n	-	L a p o	-	i n	L u f t	- - - - - - - - - - - - -	- - m a n o n t - - - -	-	-	-
op	-46215	Pichl	1	i n	-	-	w i n t o̜ - - -	f l i o ̜ g n - - - - -	d o ̜	-	B l ö i t o ̜	-	-	i n	L u f t	d u m ̄ i d u m - - - - -	- - - - - - - - - - - -	-	-	-
op	-46217	Burgeis (Burgusio)	1	I n	-	-	W i n t e r - -	f l i a c h n - - - - -	T	d u r r e	-	L a b e s	-	i n	l u f t	- - - - - - - - - - - - -	- u mm - a n o n d - - -	-	-	-
op	-46226	Kurzras (Corteraso)	1	N	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	d u r r n	-	L a b e r	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - a n o n d e r	-	-	-
op	-46227	Katharinaberg (Santa Caterina)	1	I m	-	-	W i n t e r - -	f l a t t e r n - - - -	d e r	d u r r n	-	L a b e r	-	i n	L u f t	- - - - - - - - - - - - -	- u m a n o n d r - - -	-	-	-
op	-46234	Vernuer (Vernurio)	1	I n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	t r u c k n e n	B l a t l e r	-	-	i n	L u f t	- - - - - - u m e - - r -	- - - - - - - - - - - -	-	-	-
op	-46262	Stilfs (Stelvio)	1	i n	-	-	w i n t - r - -	f l i a c h n - - - - -	-	d u r n	-	l a p r	-	i n	-	- - - - - - u m e - - r -	- - - - - - - - - - - -	-	-	-
op	46267	Laas (Lasa)	1	I n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d e r	t r u c k n a n	-	L a b b e l	-	i n	L u f t	- - - - - - u m e - - r -	- - - - - - - - - - - -	-	-	-
op	46283	Gargazon (Gargazzone)	1	I n	-	-	w i n t e r - -	f l ie g - n - - - - - -	d e r	g e d u r r t n	-	l a b r	-	i n	l u f t	u m m r - - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	-46293	Sankt Peter Hinter Lajen (San Pietr	1	I m	-	-	W i n t - r - -	f l i e a g e n - - - -	-	d u r r n	B l a t t l e r	-	-	-	-	- - - - - - - - - - - - -	- u m - - a n o n d - -	-	-	-
op	-46305	Sankt Walburg (Santa Valburga)	1	N	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	d u r n	-	L a p r	-	i n	L u f t	u m m e r - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	-46319	Wangen (Vanga)	1	I n	-	-	W i n t - r - -	f l ia g - n - - - - - -	d r	t r u c k n e n	B l ö t t r	-	-	i n	l u f t	- - - - - - - - - - - - -	d u mm - a n a n d r - -	-	-	-
op	46324	Laurein (Lauregno)	1	N	-	-	w i n t o r - -	f l ia g e n - - - - - -	d o r	d u r n	-	l a a b o r	-	i n	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	i n a h ö r
op	-46340	Kaltern (Caldaro)	1	I n	-	-	w i n t - r - -	f l i a c h n - - - - -	d e r	t r u c k n a n	-	L a b r	-	i n	L u f t	- - - - - - - - - - - - -	- u m - - a n a n d - -	-	-	-
op	-46344	Deutschnofen (Nova Ponente)	1	I n	-	-	W i n t e r - -	f l ia g - n - - - - - -	d r	t r u c k n e n	B l ä t t r	-	-	i n	L u f t	u m - - a d u m - - - - -	- - - - - - - - - - - -	-	-	-
op	-46351	Altrei (Anterivo)	1	I n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r u k n e n	-	L a b e r	-	i n	L u f t	u m m e r - - - - - - - -	- - - - - - - - - - - -	-	-	-
op	-46353	Salurn (Salorno)	1	I n	-	-	W i n t a r - -	f l ia g - n - - - - - -	d a r	t r u k n a n	-	L a b a r	-	i n	L u f t	u m - - a d u m - - - - -	- - - - - - - - - - - -	-	-	-
op	46361	Stefansdorf (Santo Stefano)	1	I n	-	-	W i n t o - - -	f l ia g - n - - - - - -	d o	t r u c k n	B l a t t l a n	-	-	i n	L u f t	d u m e d u m - - - - - -	- - - - - - - - - - - -	-	-	-
op	46365	Lusern (Luserna)	1	I m	-	-	W i n t e r - -	f l a t e r n - - - - -	-	-	-	L ö a b a r	-	i m	-	u n w a r - - - - - - - -	- - - - - - - - - - - -	-	-	-
pq	46367	Ljetzan (Giazza)	1	i m	-	-	ƀ í n t ə r - -	- - - - - - - - - - - -	d ə	d ú r ə n	-	l ö ́ p ə r	-	i n	-	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
