Index	Bogennummer	REDE_Namen	Sprache	WS1::TransliterationWS1
fg	22249	Roxförde	1	Jm Winter flegen de drögen Blaöer dörch de Luft herüm.
fg	2225	Moritten (Oktjabrskoe)	1	Oem Winta flöge de dröge Bleda derch de Loft röm.
fg	22264	Grieben	1	Jn'n Winter flehe de dröi Bläÿer in'ne Luft ümher.
fg	22276	Zabakuck	1	In'n Winter flehe deh dröen Blätter in'e Luft ümmeher.
fg	22375	Westerholz	1	Jn Winter flegt de drögen Bläe dörch de Luft herum.
fg	22384	Tülau-Fahrenhorst	1	Jn̄ Winter flegen de drögen Blärer dörch de Luft rum.
fg	22394	Köbbelitz	1	In Winder flegen de dröj Blä[d/t?]er derch die Luft rum.
fg	22407	Schenkenhorst	1	In'n Winter fleg'n de drög Blärer dörch dei Luft rumher.
fg	2242	Naunienen	1	Öm Winta flöge dö dröge Bläda dörch dö Loft röm.
fg	22423	Querstedt	1	In Winter flejen de dröj Blaejer dörch de Luft ümher.
fg	22443	Staffelde	1	Im Winter flegen de drögen Bläger in de Luft umher.
fg	22453	Grosswudicke	1	In Winter flehṅ de dröje Blätter dörch de Luft ümmehä.
fg	22574	Masel	1	Jn'n Winter fle͡igt de͡i drögen Bläder dörch de͡i Luft herum.
fg	22581	Höddelsen	1	Jm Winder fleg'n de dreug'n Blärer dörg de Luft herum.
fg	22599	Wöpel	1	In'n Winter flegen de drögen Bläder dörch de Luft umhä.
fg	22621	Molitz	1	In'n Winder flehe de dreu Bläer int Luft rüm.
fg	22636	Rönnebeck	1	In'n Winter fle'n de drö Bläer dörch de Luft.
fg	22654	Iden	1	In'e Winter flegen de drögen Bläiger dörch't Luft rüm.
fg	22667	Kuhlhausen	1	Jm Winter fleje de drö[j?]e Bläger dörch de Luft ümher.
fg	22685	Proitze	1	Jn Winder fleeg'n de drög' Blärer dörch de Luft 'erum.
fg	22773	Holdenstedt	1	Jm Winder fläigt de drögen Bläh dorg de Luft rum.
fg	22796	Wustrow (Wendland)	1	Jn Winder flegen de drög Blärer dörch de Luft rum.
fg	22810	Lomitz	1	Jn Winder fleg'n de drög Blärer in de Luft rüm.
fg	22819	Jeggel	1	In'n Winder flög'n de drög Bläder dörch de Luft herüm.
fg	22832	Gross Lüben	1	In Winter flegen de drögn Blä̰rrer dörch de Luft herüm.
fg	22846	Görike	1	Im Winter flegen die drögen Bläger in die(/de) Luft rüm(her).
fg	22910	Holthausen	1	Im We-inter flegen de drüg Bleer dörr de Luch herüm.
fg	22931	Dahlhausen	1	Im Winter fleiget de drögen Blaer dürch de Locht herüm.
fg	22965	Langeloh	1	Im Winter fleiget de drö͡ügen Bli͡är dü͡ö de Loch herüm.
fg	22990	Halingen	1	Jmme Winter flaiget de dreugen (droigen) Bliär düär de Luft herüm.
fg	22998	Neheim	1	Imme Winter fleiget de dreugen Blaar düähr de Luft rümme.
fg	23010	Niederbergheim	1	Im Winter flaijet dei droijen Blaar dö̆ä̆r dei Luft rümmer.
fg	23021	Kapellen	1	In de Wenter vliegen de drööge Bläär döa de Locht herröm.
fg	23031	Rheinberg	1	In de Wenter fliege die dröge Bläer dör de Lof heröm.
fg	23184	Holthausen bei Kirchhellen	1	Jn't Winter fleigt dä drüge Blar dühr dä Lugte herüm.
fg	23191	Herten	1	Jnn Winte fleigt dä dröüge Bla düade Locht harüm.
fg	23207	Waltrop	1	Im Winter flaigt dä dröge Blah duä dä Locht harrüm.
fg	23218	Kamen	1	Jm Winter flaiget dei dräugen Bliär düär de Luft herum.
fg	23231	Norddinker	1	Im Winter fleiget dei dräugen Blar döire Luft herüm.
fg	23261	Kessel	1	In de Wenter fliege de dröge Blöhr dör de Locht heröm.
fg	23271	Kehrum	1	In de Wenter fliegen de dröge Blär dürr de Locht heröm.
fg	23284	Hamminkeln	1	Jn'en Winter fliegt de dröge Blär dör de Luft herömm
gh	23293	Erle	1	Jnn Winnter fligt de dröge Blǟer in de Lucht harüm.
gh	23343	Göttingen	1	Jn Winter fleiget de dröügen Blier inne Luft herümmer.
gh	2338	Wenslowischken (Voznesenskoye)	1	Em Winter flege de druckene Bläder dorch e Loft romm.
gh	23402	Holtwick	1	Int Winter fleigt de trügen Blähr döhr de Luft herüm.
gh	23412	Seppenrade	1	Jn die Winter flaiget de drügen Blaare dör de Luft herümme.
gh	23419	Davensberg	1	Im Winter fleigt de drugen Blaar dör de Lucht.
gh	23426	Vorhelm	1	Jn'n Winter fleigt de drügen Blar düör de Lugt.
gh	23435	Stromberg	1	Inn Winter flaiget de drögen Blier dür de Luft herüm.
gh	23453	Stockum bei Coesfeld	1	Jm Winter fleigt deh drügen Blaar dör deih Luft.
gh	23466	Nottuln	1	Jnn Winter fleigt de drügen Blar döer de Lucht herüm.
gh	23471	Münster	1	Jn’n Winter fleigt de drügen Bliäder düör de Luft herüm.
gh	23478	Einen	1	In'n Winter fläigt de drügen Blahr döhr de Lucht hä̆rrüm.
gh	23483	Greffen	1	Jn'n Winter fläiget de dröügen Blaare düör de Luft herüm.
gh	23494	Speelberg	1	In de wénter fliege de dröge blär dör de locht heröm.
gh	23498	Hemden	1	Vann'e Winter flegt de dröge Blade dör de Lucht.
gh	23507	Weseke	1	Jn'n Winter fleget de dröge Blah dör de Luft herüm.
gh	23545	Tüddern	1	En de Wenkter flege de drög Blahr en de Logt eröm.
gh	23566	Porselen	1	E[g/j?-radiert]ene Wenter flege die drüch Blar dur de Loch heröm.
gh	23602	Holzweiler	1	Em Wènkter flege de drǖg Blar en der Lud heröm.
gh	23630	Evinghoven	1	Em Wenkter flegen de drüg Blar durch de Lut heröm.
gh	23817	Reusrath	1	Em Wenkter flegen die drüh Bläder en de Luot heröm.
gh	23843	(Stolzenberg)	1	Em Wengter fleegen de drüggen Blader dorch de Lo͡ut erömm.
gh	23858	Oberklüppelberg	1	Im Winter fleigen de drügen Blaer dürch de Luft rümme.
gh	23873	Valbert	1	Im Winter fleiget de drögen Blaar dürg de Luft rümme.
gh	23885	Sporke	1	Jm'me Winter flaiget de droigen Blaaer diär de Luft rümme.
gh	23902	Schmallenberg	1	Jmme Winter fleuget de droigen Bläär in der Luft rümme.
gh	23906	Elmpt	1	Emm Wenkter flegen de drüg Blä͜er ro͜unk dor de Lo͜ugt herröm.
gh	23922	Helenabrunn	1	En ne Wönter flege die drügge Blaer dur di Lout.
gh	23933	Weißenberg	1	Ém Wéngter flége (l) de drüg (l) Blahre dorch de Lout eröm.
gh	2398	Mertensdorf (Tjomkino)	1	Im Winta flöge de drege Bläda dorch de Loft rem.
gh	2409	Trausen (Lipnyaki)	1	Iem Winta fläige de draige Bläda i|en̄a Lofft r[i?]|emma.
gh	24107	Hubbelrath	1	Em Wengter flege de drüg Blader dorch de Loft erömm.
gh	24134	Barmen	1	Em Wenter flegen die drügen Bläder dörch de Loft herom.
gh	24156	Delle	1	Jm Winter fleiget de trögen Blaër dör de Locht.
gh	24167	Altena	1	Im Winter fleihet de dreugen Bläer dör de Luf herümme.
gh	24180	Stockum	1	Des Winters fleuget de droigen Blaar in der Luft rümme
gh	24208	Wall	1	Em Wenkter flegen de drüch Bläer dur de Lo͡ut.
gh	24218	Vennikel	1	Inne Wehnter fliegen die dröge Bler dor de Lŏg heröm.
gh	2426	Groß Pentlack (Kamenka)	1	Em Winter flöge de dröge Bläder enne Lofft römm
gh	24336	Berghausen	1	Em Wänter flichen de drocke Blaerrer derch de Luft rem.
gh	2436	Kowarren (Zaozernoye)	1	Em Winter flöge de druckene Bläder enne Loft rom.
gh	24360	Bottendorf	1	Em Wänter fliehn de drocke Blärrer derch de Loft rem.
gh	24380	Bergfreiheit	1	Jn Wender fliegen de tregen Blädder derch de Loft rem.
gh	24412	Roppershain	1	Em Wender fliejen die treje Blärrer en dr Loft remm.
gh	24431	Konnefeld	1	In Wender fliggen die drehgen Bletter derch de Loft.
gh	24454	Berneburg	1	Em Winter fliegen die tracknen Blätter derch de Loft hän.
gh	24466	Lüderbach	1	Im W[e?]inter fliehe die trockene Blatter därch de Luft rim.
gh	24490	Züschen	1	Jm Winter flaigen de dreugen Blädder in derr Lucht rümme her.
gh	2452	Kleschowen (Kutusowo)	1	Em Winter flöge de druckne Bläder dorch de Loft herom.
gh	24636	Rhadern	1	Im Winter fleegen de träugen Blädder dörr de Luft rümm.
gh	24659	Buhlen	1	Den Wender fliegen de dregen Blääder derch d‘ Loft remhär.
gh	2466	Tolkmicko	1	Ömm Winta flegĕ dĕ dregĕ Bläda dörch dĕ Lŏft 'römm.
gh	24677	Metze	1	Em Weinder fliegen dä dregen Blärer därch dä Loft remm.
gh	24695	Wattenbach	1	Im Winter fliggen de drägen Blätter därch de Lofft dorümmĕ.
gh	24715	Vockerode	1	Jm Winter flegen die dreggen Blädder därch die Lufd häremm.
gh	24737	Grosstöpfer	1	Im Winter flieg'n deh trocknen Blätter därch deh Luft rimm.
gh	2474	Pierzchaly	1	Em Winta flöge de dröge Bläda derch de Loft herem.
gh	2482	Peterswalde (Piotrowiec)	1	Em Wingta flöge de dröge Bläda önna Loft erem.
gh	24884	Olsberg	1	Imme Winter flaiget de droigen Blar in d'r Luft rümme.
gh	24901	Sudeck	1	In'en Winter flë͜iget dë͜i dru͜igen Bläder dür dë͜i Luft herümme.
gh	24917	Braunsen	1	Im Wintern fleget de drügen Bläder dür (/in) de Luft rümme
gh	24926	Zierenberg	1	Im Wender flägen de trügen Bläder dörch de Loft rümer.
gh	2494	Saruny	1	Öm Winta flöge de dröge Bläda dörch de Loft röm.
gh	24942	Speele	1	Im Wenter flegen de dröhgen Blähter dörch de Luft rümmer.
gh	24959	Hermannrode	1	Im Winter fleigen de trügen Bläre dor da Luft rüm.
gh	2507	Wojciechy	1	Em (öm) Winta flöge de drege Bläde derch de Loft rem.
gh	25113	Meiste	1	Jmme Winter fleiget dai droigen Blaer düör de Luft rümme.
gh	25131	Fürstenberg	1	Jn'n Winter (Wönter) fleiget der dröigen Bleere dörr de Luft römmer.
gh	25136	Scherfede	1	Jmme Wintere fläiget däi drÿgen Bläddere dür däi Luft.
gh	25150	Körbecke	1	Jm Winter fleihet de dreuen Bläddere dür de Luft rüm.
gh	25163	Gottstreu	1	Im Winter fleiget de trügen Bläre dor dei Luft rümmer.
gh	25179	Esebeck	1	Jn Winter fleiget dei drögen Blöre dur dei Luft rüm
gh	25197	Ebergötzen	1	Jn'n Wintere fleijet dä drögen Bläre dor d[ë?] Luft rümm.
gh	25214	Bönninghausen	1	Jm Winter fleiget de droigen Blaar in der Lucht herümmer.
gh	25223	Kirchborchen	1	Jm Wenter fleihet deī dröihen Blöher dör de Loft heröm.
gh	25343	Siebenstern	1	Jm Winter fleihet dai druhen Bläre dür dai Luft ümher.
gh	25354	Bruchhausen	1	Jm Winter flaihet de drun Bläer in de Luft her[ü?]m.
gh	25363	Schönhagen	1	In'n winter [(torwinterstil)???] fleiget de drögen bläere dordeluft.
gh	25373	Oldenrode	1	Jm Winter fleiget dei druigen Bloa dur dei Luft rüm.
gh	25391	Marke	1	Jn Winter fleiget de dr(üö)gen Bl(oa)he dur de Luft herümmer.
gh	25407	Westerwiehe	1	In'n Winter fläiget de dröügen Blär inne Luft härümme.
gh	25514	Haustenbeck	1	Jn'n Winter fleuget de drugen Bleer dür de Lucht herüm'm.
gh	25522	Heesten	1	Jn'n Winter fleuht deu dreuen Blähr dür deu Luft herüm.
gh	25543	Rischenau	1	Jn'n Winter flȫht deu druen Bleer dör deu Luft herümmer.
gh	25560	Lobach	1	Im Winter fleiget dei dreugen (druigen) Bläer dor de Luft herümmer.
gh	25579	Wenzen	1	Jn Wintere fleiget de drögen Bleer darr de Luft herümmer.
gh	25596	Ackenhausen	1	Jm Winter fleiget dei drögen Bläe dour dei Luft herüm.
gh	25607	Wolfshagen im Harz	1	Jm Winter fleihet dĕ drieen Bläder dorch dĕ Luft hĕrum.
gh	25798	Kell	1	Em Wenter flejen die treuge Blätter en de Loft heröm.
gh	25824	Stromberg	1	Emm Wender fliehjen die treje Blährer en̄ derr Luft heremm.
gh	25845	Staudt	1	m Wenta fliehe de treie Blä=ra en da Loft e=rem.
gh	2586	Jurkiszki	1	Em Winter flöge de druckene Bläder dorche Loft romm.
gh	25876	Steinbach	1	Jm Wennter fle(e) de treue Blerer durch de Luft herim.
gh	25904	Höfen	1	Em Wönkter flegen de drü Blahr dorch'n Luet eröm.
gh	25914	Gemünd	1	Em Wöngter fleegen de drügg Blader dörch de Luet eröm.
gh	2602	Maciejowieta	1	Jn Winter flöge de drukkene Bläder dorch de Luft rum
gh	26141	Iversheim	1	Em Wönkter flege de drüch Blader dörch de Luech heröm.
gh	26155	Gelsdorf	1	Em Wönde flege de drüg Bladde dörch de Luech erömm.
gh	26178	Ohlenberg	1	Em Wänder flejen die trü Blädder durch die Lof eröm.
gh	26205	Seifen	1	Öm Wönter flejen de treuen Blärrer dorch de Lofft heröm.
hi	26228	Gehlert	1	Im Wenter fliegen die treuen Blärrer in der Luft harüm.
hi	26261	Waigandshain	1	Em Wenter fleje de dreun Blarer durch de Luft rem.
hi	26283	Sinn	1	Em Wenter fle-i dĕ trockene Blärer durch dĕ Loft herrem.
hi	26312	Venwegen	1	Em Wenkter flege de drü Blar dorch de Loft erömm.
hi	26324	Üdingen	1	Em Wöngte flege de drüje Blaade dorch de Luet öröm.
hi	26351	Borr	1	Em Wönkte flege de drüch Blade dörch de Luhet eröm.
hi	26578	Roisdorf	1	Emm Wönkte flege de drüche Blade dorch de Luig erömm.
hi	26604	Geistingen	1	Em Wönkter flegen de drühe Blader dorch de Loog häröm.
hi	26627	Herchen	1	Em Wonkter flegen de drühen Bläder dur de Luf eröm.
hi	26642	Mittelhof	1	Em Wenter fleje die treue Blarer dorch die Loft herem.
hi	26664	Wilden	1	Im Wenter fleh de drejje Blärer durch de Loft rem.
hi	26683	Straßebersbach	1	Ihm Wender fleje de treue Blarer i der Lofft 'rim
hi	26712	Mariagrube	1	En der Wenkter fleege de drügg Blaar dörch de Lu|eht erömm.
hi	26734	Niederzier	1	Em Wenkte flege de trüg Bla dorch de Luet eröm.
hi	26753	Horrem	1	Em Wöngte flege de drüch Blade dorch de Luet h’röm.
hi	2676	Rygarby	1	Em Winta flöge de drege Bläda ema Löft römm
hi	26763	Poll	1	Em Winter flēge dĕ drüsch Blädder durch dĕ Looch erömm.
hi	2691	Kolwiny	1	Em Winta flege dĕ (ĕ kurz) Bläda dörch dĕ Lŏft rĕma.
hi	27003	Heiligenhaus	1	Em Wénkter flégen dé drü Bladder én der Luf heröm.
hi	27025	Faulmert	1	Em Wengter fliën de drü Blaar duhr de Loht herömmen.
hi	2703	Srokowo	1	Oemm Winter flöge dö dröge Bläder dörch dö Lofft herömm.
hi	27038	Hahnseifen	1	Em Wengter flieen die trüen Blaer dur die Luht eröm.
hi	27064	Müsen	1	Em Wenter flege de trügge Blarer dörch de Loft röm.
hi	27074	Schameder	1	Em Wenter flieh'n de trocke Blärrer e der Luft rem.
hi	27106	Dudenhofen	1	Em Wenter fliege die trockene Blerrer dorch die Luft erim.
hi	27135	Wenighösbach	1	Im Wintar fliegen die trocknen Ble̯ra̯ in der Luft rüm.
hi	2715	Stregiel	1	Ömm Winter flegen de dreege Bläder dorche Lofft romm.
hi	27150	Wiesthal	1	Im Wenter fliehen die treckene Bletter in der Luft röm̄.
hi	27163	Massenbuch	1	Im Winter fligā die trockanā Blēitter in der Luft röm.
hi	27186	Neubessingen	1	Iam Winter flian die trukane Bläiter in dr Luft rüm.
hi	27209	Dittelbrunn	1	Im Winter flian die trockana Blaitr in der Luft rüm.
hi	27223	Vockenhausen	1	Em Wenter fläija(ng) de trockene Blerre(ng) dorch die Luft herrimm.
hi	27244	Heddernheim	1	Jm Winter flieje die trockene Blädder dorch die Luft erum.
hi	2727	Budziska	1	Em Winter flöge de dreege Bläder enne Loft rom.
hi	27425	Bruchköbel	1	Emm Wender fle͡-ihe di trockne Blerrer dorch di Loft errimm.
hi	27444	Hailer	1	Em Wenter fleïhe dei drockele Blärrer dorch deï Loft h'rim.
hi	2746	Chelchy	1	Em Winter flege de druckene Bläder dorch de Loft herom
hi	27461	Oberndorf	1	Im Wenter fliege de drockene Bleder in dr Luft röm.
hi	27469	Rossbach	1	Ḛm Winter fliegḛ die trockene Blehtr ḛn der Luft römm.
hi	27480	Hassenbach	1	Im Winter fliege die trouckene Bläitter in der Luft rümm.
hi	27501	Poppenlauer	1	N Winter fliegä die truckänä Bläiter in die Luft rümm.
hi	27507	Cratzenbach	1	Em Went'r fleia di drockena Blärra en d'r Loft 'rimm.
hi	2762	Wilkowo	1	Im Winte flege de drege Bläde derch de Lofft eremm.
hi	27692	Friedrichstal	1	Im Wenter fleie die truckenen Blerer durch die Luft (Loft) herim.
hi	27719	Leidhecken	1	Eam We͡anter flaeje die trockne Blerre e͡an dé Loft 'rimm.
hi	27742	Gelnhaar	1	Eam Weander fläije di droakle Blerr'r ean d' Loft a' rim.
hi	27765	Ulmbach	1	Im Wenter fli=en die trockene Blä=er dorch die Luft ärem.
hi	27775	Eichenried	1	Emm Wenter fliege die drockene Bleher enn dr Luft erämm.
hi	27792	Wildflecken	1	Em Wenter fliēge die trouckene Bläöter i[e/n?]n dr Luoft röm
hi	27807	Bastheim	1	In Wenter fliege die trockene Bläder in die Luft röm.
hi	2781	Karwiny	1	Em Winter fliege die treige Bläter dörch de Loft heröm.
hi	27821	Philippstein	1	Jm Wenter fleje die trockene Blärrer in dr Luft herim.
hi	27835	Dornholzhausen	1	Em Wenter flähe die troackene Blerrer dorch die Loft herim.
hi	2800	Krzykaly	1	Öm Wingta fliege de treige Blätta ema Loft herem.
hi	28010	Nonnenroth	1	Em Wenter fleije däi troackene Blärrer dourch däi Loft e'rimm.
hi	28027	Götzen	1	Eam Weanter fliegea troackne Blörrer dorch die Loft h'rüm.
hi	28045	Altenschlirf	1	Im Wenter floauge die troakele Bleter doarch die Luft erem.
hi	28063	Fulda	1	Im Weinter fläen de trockene Bleder in der Luft herem.
hi	28080	Rupsroth	1	Im Wé inter flejen die trockene Bleder duhrch die röm.
hi	28107	Gerthausen	1	Im We-inter fliege die trockene Bleder durch die Luft römm.
hi	2817	Mawry	1	Ömm Wingta fliege de traige Bläta dörch de Loft nerömma.
hi	282	Zolna	1	Im Winter fleige dei drēge Bläda i de Luft rümme.
hi	2827	Sarnowo	1	Em Wingta fliege de traig Bläta durch de Loft herem.
hi	28278	Krumbach	1	Eam Weant'r fleuhe die droakena Blerrer dorch die Loft arüm.
hi	28298	Londorf	1	Eam Weanter fläje die troackene Blarrar dorch die Loft erim.
hi	28315	Otterbach	1	Eam Weanter fläihn däi trockena Blöhrer dorch düi Loft erimm.
hi	28330	Schwarz	1	Im Wöinter fliehe de troackne Blärrer dorch de Loft rem. (in de Loft 'rem.)
hi	28346	Grossenmoor	1	Im Wäinter fliehen dee tro͡ackene Bleder in der Luft rem.
hi	28358	Rasdorf	1	Im Weÿnter fli͜änn de trockenä Blēter dūrch de Luft äremm.
hi	28369	Wiesenthal	1	In Weeinter fliege die trakene Bleder durch die Luft heröm.
hi	28392	Herzhausen	1	Em Wiënter fliehe d' trockene Blärer en d'r Loft rim.
hi	2846	Ledlawki	1	Öm Wingta flege de dreege Bläida dörch de Loft.
hi	285	Kosobudy	1	Im Winter fläj'e de dreje Bläder durch die Luft herum.
hi	28568	Betziesdorf	1	Äem Wänder fligge die dro͡akkeneh Blärrer doãrch die Loft herrim.
hi	28589	Neustadt (Hessen)	1	Im Wenter fliehe die trockene Blärrer därch die Loft rimm
hi	28605	Neukirchen	1	Im Wender fläïje die droackene Blärrer dörch die Loaft rem.
hi	28623	Gittersdorf	1	Em Weihnder fliehn de drockene Blärrer dorch de Loft rem.
hi	28640	Herfa	1	Em Weihnter fliehen de trockene Blätter dorch de Luft herremm.
hi	28651	Frauensee	1	Em Wë͡inter fliehn de Blätter dörch de Loft herem.
hi	289	Königswiese (Leśna Huta)	1	Im Winte flege de drej Bläde dirch de Luft rim.
hi	2900	Borawskie	1	Öm Winter flege de drokne Bläder dorch e Loft rem
hi	2906	Zabrowo	1	Im Winte fleige dei dräge Bläde dörch d Loft rem.
hi	291	Lubichowo	1	Jm Wintä flegä däh dregä Blädä dürch däh Luft rümme.
hi	2916	Stanowo	1	Ĕm Winter fliege die trockne Blätter dorch die Loft ĕrom̄.
hi	2923	Fijewo	1	Em Wenter fliege de truckne Blätter dorch de Loft rom.
hi	2935	Groß Koschlau	1	Emm Winter flige di trockne Bätter durch die Luft herum
hi	2955	Liksajny	1	Oem Winter fliege die treige Blätter dorch die Loft herem.
hi	2962	Molza	1	Em Winter fliege de treige Bläter dorch de Luft herum.
hi	2970	Warkaly	1	Em Wingta fliege die traige Bleta derch die Luft herem
hi	2996	Bucznik	1	Em Winter fliege die treige Blätter d[e?]rch die Loft herem.
hi	300	Montauerweide	1	Em Winter flege de dröge Bläder dörch de Loft herom.
hi	300660	Sankt Roman	1	Im Winta floign de trukan Blatl in da Luft umadum.
hi	300798	Reikersdorf	1	In Wintá fliágn d'truckán Bládln in dá Luft umánand (umánond).
hi	301042	Rigaus	1	In Winta fliangd dö druckna Blattl ö da Luft umanand.
hi	3058	Zyndaki	1	Em Winta flege de drege Bläda ena Loft herom.
hi	3069	Rychliki	1	Öm Winter fliege de treige Blätter dorch de Loft heröm.
hi	3083	Chojnik	1	Oemm Winter fliege die treige Bläter dorch die Loft h'römm.
hi	3093	Ksiaznik	1	Em Wintē fliege die treige Bläter dorch die Loft heröm̄er
hi	3111	Glotowo	1	Öm Wingta fliege de traige Bläta en a Loft 'erem.
hi	312	Ryman	1	Jm Winta fl̄eiga dei dröga Blära dürch dei Luft herüm.
ij	3122	Derc	1	Em Wingta fliege de traig Blähta derch de Loft erem.
ij	31677	Battweiler	1	Im Winder fliĕ die droggene Blädder in dĕ Luft erum.
ij	31695	Heltersberg	1	Im Winder fliehe die truckene Blärrer in der Luft erum.
ij	31700	Ramberg	1	Im Winder fliegn die truckene Blérrer in dr Luft erum.
ij	31719	Geinsheim	1	Imm Winder fliejn die druckene Blädder in d'r Luft rumm.
ij	31737	Diedenhofen	1	Em Wénter fle͡jen de drechen (dir) Bléder en der (d'r) Luft ĕrem̄.
ij	31765	Laumesfeld	1	Em Wénter flé|ihen d' dréchen Bli|eder énn d'r Loft èrèm.
ij	31789	Beckingen	1	Ömm Wänder fleien d drocken Blääder dorch d Lofft eremm.
ij	31800	Calmesweiler	1	Em Wenter flieen dei trocken Bläder dorch die Luft eremm.
ij	31824	Steinbach bei Ottweiler	1	Im Winder fliä die drockene Blärrer dorch die Luft errom.
ij	32019	Dietschweiler	1	Im Winter fliehen die trocknen Blätter in der Luft herum.
ij	32040	Siegelbach	1	Im Winder fliehen die drocknen Blärrer in de Luft erum.
ij	32053	Alsenborn	1	Im Winter fliehen die druckene Blerre in de Luft erum.
ij	32067	Erpolzheim	1	Im Winter flijen die truckene Blerer in de Luft erum.
ij	32085	Kreuzweiler	1	Am Wanter flüen d'e trechen Bledder durch de Lut r'em.
ij	32102	Greimerath	1	Em Wẽanter flien di drecke Blädder dorch de Loft.
ij	32119	Oberlöstern	1	Em Wenter fleihen de trecken Blädder dorch de Loft erem.
ij	324	Podwilcze	1	Im Wiente fleige dei dröge Blär do͡at Luft rümme.
ij	3254	Jurkowo	1	Oem Winta flege de drege Blöda dörch de Luft heröm
ij	3267	Pozarki	1	Öm Winter flege de drege Bläder derche Loft herem.
ij	3272	Gawliki Wielkie	1	Em̅ Winter flegn de dregn Bläder dorch de Loft romm.
ij	3280	Swietajno	1	Im Winter fleege de druckne Bläder dorch de Loft rom.
ij	32855	Altviller	1	Im Wänta fliegen de drucken Blädda in d' Luft herim.
ij	32883	Woustviller	1	Em Windēr flieē d'trugene Bleddēr in der Luft erum.
ij	3301	Barschken	1	Em Winter flege de drege Bläder dorch de Loft herom.
ij	33035	Rimling	1	I̩m Wi̩ntér fli̩hn dé trukéné Blèd̟ér i̩n dér Luft 'érum.
ij	3304	Dawillen	1	Ömm Winter flöge deh dröhge Bläder inne Loft herom.
ij	33055	Roppeviller	1	Im Windr flīn die trukne Bledr in der Luft erum
ij	33064	Dahn	1	Im Winder fliegen die drock'ne Blérrer in dè Luft rum.
ij	3309	Dittauen	1	Imm Winter flege de drege Bläder dorch de (L[o?]ft) Loft
ij	33102	Gleiszellen	1	Im Winter fliegen die trockene Blärrer in du Luft rum.
ij	33111	Herxheimweyher	1	Im Winter flieg'n die druckene Bledder in d'r Luft rum.
ij	33126	Guinkirchen	1	Emm Wänt'r flehn de drockene Bläder enn d'r Luft herimm.
ij	33146	Überherrn	1	Em Winter flehen de trocke Blädda en d[e?]r Loft erom.
ij	33159	Malstatt	1	Im Winter flieh'n die trockne Blätter in der Luft herum.
ij	3318	Deegeln	1	Om Winter flöge de dröge Bläder dorch de Loft rommer.
ij	33185	Niederwürzbach	1	Im Winter flie die truckene Blärrer in de Luft erum.
ij	33331	Steinbuch	1	Im Winter fliehe die truckne Blärrer in der Luft rim.
ij	33346	Breitendiel	1	Im Wintr fliega die trockata Blett(e)r in dr Luft römm.
ij	33364	Hundheim	1	Jm Wint'r flieche die drugene Blēider in d'r Luft rüm.
ij	33381	Steinbach	1	Im Winter fli͜ēga di druckna Bletter in der Luft rumm.
ij	33400	Eibelstadt	1	In Wintar fliaga die truckeni Bletter in darr Luft rüm.
ij	3342	Pillkoppen	1	Öem Winter flehge de drehge Bläder öenne Loft röem.
ij	33420	Rödelsee	1	Jm Wint'r flieg'n die truckana Blett'r in d'r Luft 'rüm.
ij	3343	Karkeln	1	Öm Winter flöge de dröge Bläder dorche Loft.
ij	3345	Dünen (Ackmenischken)	1	Im Winter flege de drege Bläder dorche Loft herem.
ij	3351	Pleine	1	Ömm Winter fleeje de dreeje Blähder dor̄che Lofft romm.
ij	33605	Erfelden	1	Im Winter flieje die trockne Blärrer durch die Luft erimm.
ij	33614	Traisa	1	Im Winter fli'e die trockene Blerra durch die Luft erim.
ij	3362	Cullmen-Kulken	1	Em̄ (Öm̄) Winter fleege di dreege Bläder dorch di Lofft.
ij	33631	Heubach	1	Im Wind'r fliege die droggene Blerre'r in d'r Luft 'rimm.
ij	3364	Rositten (Rybachiy)	1	Em Winter fleege de drege Bläder dorch dem Loft.
ij	33648	Hofstetten	1	Im Winter fliege die trockene Blerer in de Luft rimm.
ij	33660	Bischbrunn	1	Im Winter flieha die trockena Bläiter in der Lūft rüm.
ij	33677	Birkenfeld	1	In Winter fliëga die trockene Bl[?]der in dr Lūft rüm.
ij	33692	Rupprechtshausen	1	Im Winter fliage diă truckana Bläitter in dr Luft rümm.
ij	33711	Gaibach	1	n Winter fli͡aga die truckna Blétter in der Luft rüm.
ij	33725	Rüsselsheim	1	Im Winder fliehe die trockne Blärre dorch die Luft erim.
ij	33741	Langen (Hessen)	1	Jm Winter flije die trockene Blärrer durch die Luft erim.
ij	33849	Altlussheim	1	Jm Wintar flichḛ die druggenḛ Bletter in dè Luft rum.
ij	33860	Schatthausen	1	Ä̆m Winder fliegä die drugedä Bledär in dä Luft rŭm.
ij	3387	Sassenhöhe (Augsgirren)	1	Em Winter flege de dröge Bläder dorch de Loft herom.
ij	34001	Daudenzell	1	Em Wintr fliegé truckene Blettr in dr Luft rum.
ij	34015	Billigheim	1	Im (Am) Winder flieche die truckḛne Bledder in d'r Luft rum.
ij	34025	Oberkessach	1	Allewail fliege Blätter in der Luft rum.
ij	34044	Ailringen	1	Im Winter flieche die truckene Bleiter in der Luft rim.
ij	34058	Lichtel	1	Im Winter flia̰cha̰ di truckiä̰ Blä̰i[d/t?]er in dr Lūft rum.
ij	34065	Windelsbach	1	Im Wintr fliăgă die truckiă Blöter in der Luăft rum.
