Index	Bogennummer	REDE_Namen	Sprache	WS1::TransliterationWS1
mn	43161	Unterberg	1	In Winter fliag'n die truk'nen Blattln in der Luft umanander.
mn	43162	Pertisau	1	On Winter fliagn die truckna (dürn) Labä a da Luft umanänd.
mn	43173	Brixlegg	1	In Winta fliag'n die truckna Laba in da Luft umanond.
mn	43183	Penningdörfl	1	Im Winta flieagn die trocknen Blätta in da Luft herum.
mn	4321	Fahrland	1	In'n Winter fleen die dröhe Blätter dörch die Luft ümhäe.
mn	43210	Innsbruck	1	In Winter fliagn die trocknen Blätter inehr Luft umer.
mn	43224	Kolsassberg	1	Im Winta fliagn die trucknen Blattla an der Luft diman?
mn	43251	Aschau im Zillertal	1	Am Winter fliagn die trucknen Laba in der Luft umanon[d/t].
mn	43280	Krimml	1	An Winta fliagn de̊ trucknan Blattl a da Luft umano̊nna.
mn	43285	Trins	1	In Wint'r fliegn die trucknen Blattlar in dr Luft umanonder.
mn	43288	Dornauberg	1	Eni Wintr fliegnd de trucknen Blatlar ei dr Luft umhar
mn	4329	Steglitz	1	Im Winter flehen de drohe Bläder dörch de Luft rum.
mn	43297	Schmirn	1	N Wintr fli[?]gn de trucknen Blöter e der Luft ummenånder.
mn	43301	Kitzbühel	1	N'winta flo͡ign (fliagn) dö truckna Blattl a da Luft uma (umanand).
mn	43303	Hochfilzen	1	In Winta fliag'n truckene Blattl in der Luft ummer.
mn	43310	Saalfelden am Steinernen Meer	1	An Wintta fliagn dö druckna Blattl a da Luft um̄anontt.
mn	43315	Werfen	1	In Winta fliagn dö truckna Blödda in (ön) da Luft uma.
mn	43331	Bramberg am Wildkogel	1	N’Winta fliagn dö druckna Blatl a da Luft umanånd.
mn	43340	Niedernsill	1	An Winda floigt dös die Lab a da Luft umanoan.
mn	43347	Sankt Georgen	1	In Winta fliagn dö truckna Blattl in da Luft umanond.
mn	43354	Goldegg	1	En Winta fliagn dö truckna Blötta ö da Luft umanant.
mn	43359	Kleinarl	1	An Winda floign dé truckan Bladl a da Luft umadum.
mn	43372	Bad Gastein	1	In Winta fliagn dö trukna Blattln ö da Luft umanånda.
mn	43378	Berg-Gruben	1	In Winta floign die trucknin Blätta in da Luft umha.
mn	43379	Heiligenblut	1	In Winta fliagn die truknen Bleita in da Luft uma.
mn	4338	Köpenick-Kietz	1	Im Winter flegen die drockenen Blätter dörch die Luft herüm.
mn	43381	Sankt Martin am Tennengebirge	1	In Winta fliagn die trukan Blattl in da Luft umanand.
mn	43384	Ramsau	1	In Winta fliegt s' Lab umanånda.
mn	43391	Assach	1	In Winta fliagn de truckna Blattla in da Luft umanåna.
mn	43393	Donnersbach	1	Im Winda fliagand die trockna Blattla in da Luft amananda.
mn	43412	Untertauern	1	En Winta fliang dö truckna Blattl ö da Luft umanand.
mn	43420	Pöllau	1	In Winta fliagn di trucknan Bläitta in da Luft umanaund.
mn	43427	Oberweissburg	1	En Winta fliagn dö truckna Blattla e da Luft umanond.
mn	43433	Sauerfeld	1	An (Im) Wintå fliagn dö trukna Blattl[a?] in da Luft umanånda.
mn	43439	Ranten	1	Im Winter fliag's trukne Lab in da Luft umanånd.
mn	43453	Strechen	1	Im Winter fliagn die trucknan Blattln in da Luft umanond.
no	43455	Treglwang	1	Im Winta fliagn die trucknan Blattl in da Luft uma.
no	43457	Kalwang	1	Im Winta fliagn die trucknan Blätta in da Luft umanonda.
no	43458	Trofaiach	1	In Winta fliagn die trucknan Blattln in da Luft umanond.
no	43462	Hafendorf	1	In Winta fliagn die trucknan Blattln in da Luft umanauna.
no	4347	Herzfelde	1	In'n Winter flehn de dreie Bläder dörch de Luft rumheh.
no	43480	Sankt Michael in Obersteiermark	1	Im Winta fliagn di trukanan Blatl inda Luft harum.
no	43488	Pusterwald	1	Im Winta fliagn di trucknen Blattla in de Luft umanaund.
no	43489	Sankt Oswald	1	Im Winta fliag'n die truckan Blattl in da Luft ummanand.
no	43494	Sankt Marein bei Knittelfeld	1	In Winta fliag'n d' triknan Blattln ('s Laab) in da Luft amanand.
no	43497	Frohnleiten	1	In Wínda flíag'n di drucknan Bladdln in d'Luft umadum.
no	43505	Sankt Peter ob Judenburg	1	In Winta fliagn die trucknan Blattl en̄ da Luft umanond.
no	43530	Teufenbach	1	Im Winta fliagen die trucknan Blätta in da Luft umanonda
no	43534	Sankt Johann	1	Im Winta fliag'n die trucknan Blattl in da Luft uma.
no	43537	Kainach bei Voitsberg	1	Im Winta fliagn die trucknan Blattla in der Luft umanund.
no	43544	Gratwein	1	Im Winta fliagn dia trucknan Blötta in da Luft umanand.
no	4357	Tempelberg	1	Im Winter flieen die drehen Bläder durch die Luft herum
no	43576	Fochnitz	1	Im Winta fliagn die trucknen Blattla in der Luft umeinander.
no	43579	Wenigzell	1	Im Winter fliagn die trucknan Blattl umanander
no	43633	Ehrenschachen	1	Im Winta fliagn die truckanan Blattl in da Luft umananda.
no	4364	Döbberin	1	Im Winter flien die dree Bläder derch die Luft rimmer.
no	43640	Salmannsdorf	1	a-iN winta flo̜uin di drugan bladln ătă luft umano̜nda
no	43662	Sankt Kathrein am Offenegg	1	In Winta fliagn die trucknan Blatln umher.
no	43699	Siget in der Wart	1	Im Winter fluigen die trockenen Blatl in der Luft herum.
no	43715	Stubenberg	1	Im Winta fliagn dö troknan Bladln in der Luft umananda.
no	43726	Unterrohr	1	Im Winter fliag'n die truckanan Blattl in da Luft umanaund.
no	43756	Eggersdorf	1	In Winta fliagn die dia(r)n Blatln in da Luft um.
no	43761	Sinabelkirchen	1	In Winta flia(g)n die drucknen Blat(e)ln in dea Luft um̄anaunda.
no	4377	Pamiecin	1	In Winter fli[e?]gen die drehe Bläider derch die Luft rümm.
no	43773	Bad Blumau	1	Im Winta fliagn die truckanen Blattln in da Luft harum.
no	43782	Deutsch Tschantschendorf	1	Im Wint[er?] fliagn die trucknan Blattl in da Luft herum.
no	43850	Klostermarienberg	1	In Winta fluign die dirrn Bladln in da Luft umanaunda.
no	4388	Grabno	1	Im Winter fliehen die treen Blätter durch die Luft rum.
no	43889	Moschendorf	1	In Winter fluig 'as diari Lawi in da Luft umanaona.
no	43896	St. Jakob	1	Im Winter floignt die trockinin Labblattlin (oder: s’bruckine Lab) in der Luft umeher.
no	43905	Oberpeischlach	1	Im Winta floigng die truckinin Blattlin in da Luft imanonda.
no	43909	Mörtschach	1	Im Winta fliegn die trucknen Blaöta in da Luft um̄a.
no	43910	Flattach	1	In Winta fliagn de trucknan Blätter in da Luft uma.
no	43938	Kolbnitz	1	Im Winter fliagn die truknen Blötter in der Luft umer.
no	43939	Ausservillgraten	1	In Wintŏ floig'n die trucknen Blöttŏ in do Luft uma.
no	43948	Assling	1	Im Wintr flögen die trucknenBlötter in dar Luft herum.
no	43959	Lindsberg	1	In Winta fliegn die trocknen Blätla in da Luft uma.
no	43977	Kornat	1	Im Winter fliag[e?] dö trucknan Blattlan in der Luft umatum.
no	43982	Berg im Drautal	1	In Winta fliagn die trucknen Blöita in da Luft uma.
no	43988	Goderschach	1	In Wintr fliegnt de trukan Blötr in dr Luft umhar.
no	4400	Trzemeszno Lubuskie	1	Im Winter flien die trehen Blätter durch die Luft rum.
no	44006	Kremsbrücke	1	Im Winta fliang tö trucknan Blötta in dar Luft uma (a genäselt)
no	44010	Oberhof	1	Im Wintar fliagn dö trucknan Blötar en da Luft umanond.
no	44038	Kleblach-Lind	1	In Winter fliagn die trucknan Blötter in der Luft umar.
no	44040	Obermillstatt	1	En Winta fliegnt de trucknen Blötta en da Luft uma.
no	44054	Patergassen	1	In Winta fliagn de dirrn Blattlan in da Luft umenonda.
no	44056	Steuerberg	1	In Winter fliagt's truckane Law in der Luft umanånder.
no	44109	Hermagor	1	In Winta fliachan die trukan Blatlan in da Luft umanånd.
no	44117	Bleiberg-Kreuth	1	In Wintar fliagts Lab in dar Luft uma.
no	44124	Villach	1	Im Winta fliag̃ adie trucknan Blattl in da Luft uma.
no	44142	Schiefling	1	Im Winter fliegn die trocknen Blätter in der Luft umr.
no	44162	Suetschach	1	In Winta fliagn die trucknan Blatln (Bläta) in da Luft uma.
no	44174	Sankt Salvator	1	In Winter fliachnt truckne Blöter in dar Luft umar.
no	44182	Heft	1	Im Wintar fliachnt dö dürrn Blöttar in da Luft umar.
no	44189	Schiefling	1	Im Winter fliagn die truknen Blättar in der Luft uma.
no	44196	Modriach	1	Im Winta fliagn die trucknan Blätta in da Luft herum.
no	44200	Launegg	1	n Winta fliagn die dian Blattl in da Luft umananda.
no	44234	Obermühlbach	1	In Winta fliagn die trucknen Blötta in da Luft umha.
no	44243	Hochfeistritz	1	Im Winter fliachn die truckn[e?]n Blattlan in da Luft uma.
no	44248	Sankt Andrä	1	Im Wint’r fliagt’s fliag’n „fliagt’s“ über „fliag’n“ die truckne[?] genau auf Linie trucknan „truckne“ über „trucknan“ Lab Blätter „Lab“ über „Blätter“ in dar Luft umranond(ar)’
no	44256	Glashütten	1	Im Winta fliagn die trucknan Blattln in da Luft umaranonda.
no	44261	Sankt Peter im Sulmtal	1	Im Winta fliagt's truckne Lab in da Luft uma.
no	44295	Oberhaag	1	In Winta fliagn di trucknan Blatla in da Luft umanaunda.
no	44303	Klagenfurt-Harbach	1	Im Winta fliagn de truckanan Ble(i)ta in da Luft uma.
no	44308	Eberndorf	1	Im Winta fliagn die trukenen Bleta in da Luft uma.
no	44313	Lorenzenberg	1	Im Winter fliagn die truckanan Bl[ä/å?]t'ar in da Luft umanånd.
no	44314	Sankt Margarethen	1	Im Winta fliagn die trucknan Bläta in da Luft uma.
no	44320	Bad Eisenkappel	1	Im Winta fliegn die trocknan Blätta durch die Luft umanånd.
no	44333	Paldau	1	In Winta fliagn di trucknan Blätta in da Luft umananda.
no	44347	Hohenbrugg an der Raab	1	Im Winta fliag'n die trucknan Bläta in da Luft herum.
no	44358	Mogersdorf	1	An Winta fluign die truckanan Blattln af da Luft umanand.
no	44371	Allerheiligen bei Wildon	1	Im Winta fliagn die Blätta in da Luft herum.
no	44398	Leibnitz	1	Um Winta fliagn t trucknan Plëita in t’Luft umanaunda.
no	44414	Klöch	1	In Winta fliagn d' diarn Blattln ('s Laba) in d'Luft umadum.
no	44425	Ratschendorf	1	In Winta fliagn die dürr'n Blätta in d' Luft umanand.
no	44433	Langegg	1	Im Winta fliegn die dürren Blätta in der Luft umanonda.
no	44439	Ebental (Polom)	1	Im Bintr wliachnt dä truckn Lapuein in dr Luft ümhar
no	44442	Steinwand (Podstenice)	1	In Bentr wliächnt da trûckn Laplan in dr Lûft ûmhar
no	44445	Obergras (Trava)	1	Pei Bintra’ vliahent dä truka Laylein in dr Luft umar
no	44447	Göttenitz (Gotenica)	1	In Buntr wliächnt dä truckn Laplain in dr Luft omhhar
no	44454	Nesseltal (Koprivnik)	1	In bintr wliohnt do dorrn Laglein in dr Luft indoja
no	44461	Tiefenbach (Briga)	1	In Bentrȧ wliächnt dä därrn Luplein in dr Luft ämä
no	44465	Unterlag (Spodnji Log)	1	In Bintr wliächnt dä trückn Plättr in dr Lüft umär
no	44519	Wildensbuch	1	Im Winter flüüget die düre Bletter i der Luft ume.
no	44610	Wittenwil	1	Im Winter flüged di trochne̹ Bletter i de Luft umenand
no	44685	Neukirch an der Thur	1	Im Wenter flüged die trochnee Blätter i dee Loft omenand.
no	44770	Mont-Tramelan	1	Im Winter flüge di trockene Bletter i dr Luft ume.
no	44771	Pieterlen	1	Im Winter flüge die drochene Bletter i der Luft ume.
no	44796	Merzligen	1	Im Winter flüge die drochene Bletter i dr Luft ume.
no	44801	Gals	1	Jm Winter flüge die düre Bletter i der Luft ume.
no	44832	Huggerwald	1	Im Winter diē̯n diē̯ trōggē̯nē̯ Blētter īn der Lŏft ŏmme fliēge
no	44851	Ziefen	1	Im Winter fliege die drochene Blädder in der Luft umme.
no	44858	Anwil	1	Im Winter fliëge dië droche Bletter i der Luft ume.
no	44888	Umiken	1	Jm Winter fliege die trochne Blätter i dr Luft ume.
no	44994	Gänsbrunnen	1	Im Winter flüge die düre Bleter i der Luft umme.
no	45009	Oensingen	1	Im Winter flüüge di drochne Bletter i der Luft umme.
op	45022	Mühlethal	1	im winter flüüge di trochene blitter i de̊r luft ùme.
op	45067	Meisterschwanden	1	Im Winter flüüge di trochne Blätter i de Luft ume.
op	45192	Mülchi	1	Jm Winter flüge die trochene Bletter i der Luft ume.
op	45195	Eigenthal	1	Em Wenter flügid di töre Bletter e de Loft ame.
op	4521	Wollin	1	In'n Winter flehn de dröhn Bleädder dörch de Luft rümm.
op	4527	Rädel	1	Jn Winter flehen de dröhen Blätter dörch de Luft rümmer.
op	45279	Hildisrieden	1	Jm Winter flügid die trochne Bletter i de Luft ome.
op	45299	Willisau	1	Im Winter flügid di trochne Bletter i de Luft ume.
op	45312	Bleuen	1	Im Winter flüge die trochene Bletter i dr Luft [des?]ume.
op	45345	Dielsdorf	1	Im Winter flüged die trochne Bletter i der Luft ume.
op	45356	Unterwagenburg	1	Im Winter flüget di trochne Pletter i der Luft ume.
op	4539	Wildenbruch	1	In Winter flehn die dröhn Bläder in de Luft ümmehä.
op	45474	Boden bei Fischenthal	1	Im Winter flüged die trochne Bletter i der Luft umenand.
op	4549	Löwenbruch	1	In Winter flehn die Blädere dorch de Luft umha.
op	45492	Dicken bei Degersheim	1	Im Winter flüget di trochne Blacke i de Loft ume.
op	45501	Bonstetten	1	Im Winter flieged die trochne Bläter i der Luft ume.
op	45529	Riedikon	1	Im Winter flüged di trochne Bletter i der Luft ume.
op	4560	Deutsch Wusterhausen	1	In Winter flehen die drei Bläder durch die Luft rum.
op	45611	Feusisberg	1	Im Winter flüget die trochne Blätter i dr Luft umä.
op	45627	Starkenbach	1	Im Winter flüget diä trochne Bletter i dä Loft umenand.
op	45630	Risch	1	Im Winter flügid die trochne Bletter i dr Luft umenand.
op	45644	Reichenburg	1	Jm Winter flügid diä trochene Blätter i de Luft umä.
op	45692	Süri	1	Im Winter flüge die trochene Bletter i dr Luft ume.
op	45694	Courlevon	1	Jm Winter flügä di trochenä Bletter i dr Luft umä.
op	45716	Brünisried	1	Jm Winter flüge die trochene Bletter i der Luft umha.
op	45718	Ferpicloz	1	Im Winter flüge die düre Bletter i der Luft umenang(ere)
op	45722	Abländschen	1	Im Winter flüge die trockene Bletter i der Luft umha
op	4573	Neu Golm	1	Jm Winter fliehen die dreien Blätter in der Luft rimmer.
op	45734	Dentenberg	1	Im Winter flüge di trochene Bletter i der Luft ume.
op	45758	Mutten	1	Im Winter flüüge die trochene Bletter i dr Luft ume.
op	45764	Oberfrittenbach	1	Im Winter flüge die trochene Bletter i dr Luft ume.
op	45784	Schüpfheim	1	Im Wintr flügä di trochne Blettr i dr Luoft uomä.
op	458	Wietrzno	1	Im Wiente fleige dei dräuge Bläre dürcht Luft rum.
op	4584	Hohenwalde	1	Im Winter fliehen die dreen Blätter in der Luft herum.
op	45863	Gurzelen	1	Im Winter flüge die trochene Bletter i der Luft des[u]me.
op	45878	Linden (Oberlangenegg)	1	Jm Winter flüge di trochene Bletter i dr Luft ume.
op	45891	Sörenberg	1	Em Wenter flüüge die drochene Bletter i de Loft ume.
op	45892	Lungern	1	Im Winter flaigid diä ddirä Blettli i dr Luft umänand.
op	4590	Kunice	1	In Winter flien die treien Blader in die Luft rümme.
op	4595	Mierczany	1	Im Winter flieen die treen Blätter durch die Luft rüm.
op	45962	Entschwil	1	Im Winter flüge die trochena Bletter i der Luft umma.
op	45980	Saxeten	1	Im Winter flügen dië trochenen Bletter in dr Luft umha
op	45992	Guttannen	1	Im Winter fläigen dee trochennen Bletter in der Luft umha.
op	46009	Ulrichen	1	Im Winter fleigun die trochnu Bletter in der Luft herum.
op	46017	Gersau	1	Im Winter flügid die trochne Bletter i de Luft ume.
op	46021	Illgau	1	Im Winter flügid die trochnä Blettär i där Luft umä.
op	46026	Engi	1	Im Winter flüged di trochne Bletter i dr Luft umme.
op	46027	Leuggelbach	1	Im Winter flüged die trochne Bletter i dr Luft umme.
op	4603	Toporow	1	Im Winter fliegen de tre-igen Blätter durch de Luft rüm̄er.
op	46038	Linthal	1	Im Winter flügäd de trochnä Bletter i der Luft ummä.
op	46040	Engelberg	1	Im Winter fluigid diä trochönä Blätter i där Luft umä.
op	46045	Erstfeld	1	Jm Winter fliged die trochnä Blrtter i de Luft umenand
op	46048	Valendas	1	Im Winter fliege die trochne Blätter in der Luft ume.
op	46050	Meierhof	1	Im Winter fleigend die trochane Bletter in der Luft umma.
op	46051	Camana	1	Im Winter flüga dia trochna Blettar inn dar Loft omha.
op	46055	Nufenen	1	Im Wintr flügä diä trochnä Plettr in dr Luft uma.
op	46059	Fanas	1	Im Winter flügänd di trochnä Blettär in där Luft umär.
op	46070	Mathon	1	Da Wintr fliaga die truckna Blöttr in dr Luft umcha.
op	46071	Galtür	1	Im Winter fliega die truckna Blötter in der Luft umha.
op	46073	Felsberg	1	Jm Winter fliegen dia trochna Pletter in dar Luft umma.
op	46079	Fideris	1	Im Winter fleugend di trocknen Pletter in der Luft ummer.
op	4608	Alt Stahnsdorf	1	Jm Winter fliegen die dreien Blättere durch die Luft herumer.
op	46083	Klosters	1	Jm Winter fleugend di trochnen Plätter in der Luft ummer.
op	46101	Wiesen	1	Im Winter fleuge di trochne Blättter in der Luft ummen.
op	46104	Am Bach	1	Im Winter fliga dia trockna Bletter in dr Luft umha.
op	46115	Lauenen	1	[Sagt man hier nicht, weil wohl Schnee fliegt, aber keine Blätter.]
op	46118	Stiegelschwand	1	Äm Winter flögä die trochenä Bletter än där Luft umha.
op	46119	Fieschertal	1	Äm Wintär fleigänt die trochänä Bletter in d'r Luft z'ring
op	46127	Bitsch	1	Jm Winter fleigent trochene Bletter nier Luft umenand.
op	46129	Agarn	1	Im Winter fleigut's trochu Loib in dr Luft u menand.
op	46132	Hasel	1	Jm Winter fleigunt die trochundu Bletter in der Luft umhe.
op	46142	Saas Grund	1	Im Winter fleigund die trochundu Bletter in der Luft umenand.
op	46143	Zwischbergen	1	Im Wintär fleigunt die trochunu Blettär in där Luft umunand.
op	46145	Zermatt	1	Im winter fleigen die trochnu Bletter in der Luft umha
op	-46146	Prettau (Predoi)	1	In Winto fliegn di trukn Platlan in do Luft umanondo.
op	46157	Luttach (Lutago)	1	In Wintr fliegn die durgn Blaalan in dr Luft umanondr.
op	-46161	Hinterkirch (Graun)	1	Im Fintr fliagn die truckna blöttr in t'luft um̄anondr
op	-46162	Rabenstein (Moos)	1	in winter fliegn die durrn laper ummer in der Luft
op	46170	Tschöfs (Ceves)	1	In Winter fliegen die truknen Lab[?] [min?]and
op	-46175	Pfunders (Fundres)	1	In Winto floigs duurö Lab umanondo
op	-46181	Antholz (Anterselva Di Mezzo)	1	In winto fliags truckne lab ín do Luft manondo.
op	-46195	Schabs (Sciaves)	1	In Winto fliogn die dian Lapo in do Luft manont.
op	-46215	Pichl	1	in winto̜ flio̜gn die vo̜dorrschtn Blöito̜ in do̜ Luft dum̄idum (manondo.)
op	-46217	Burgeis (Burgusio)	1	In Winter fliachn die durre Labes in Tluft ummanond.
op	-46226	Kurzras (Corteraso)	1	N Winter fliegn die durrn Laber in der Luft umanonder.
op	-46227	Katharinaberg (Santa Caterina)	1	Im Winter flattern die durrn Laber in der Luft umanondr
op	-46234	Vernuer (Vernurio)	1	In Winter fliegn die trucknen Blatler in der Luft umer.
op	-46262	Stilfs (Stelvio)	1	in wintr fliachn di durn lapr in wint umer.
op	46267	Laas (Lasa)	1	In Wintr fliegn die trucknan Labbel in der Luft umer
op	46283	Gargazon (Gargazzone)	1	In winter fliegn di gedurrtn labr in der luft ummr.
op	-46293	Sankt Peter Hinter Lajen (San Pietr	1	Im Wintr flieagen durrn Blattler umanond.
op	-46305	Sankt Walburg (Santa Valburga)	1	N Winter fliegn di durn Lapr in dr Luft ummer.
op	-46319	Wangen (Vanga)	1	In Wintr fliagn die trucknen Blöttr in dr luft dummanandr
op	46324	Laurein (Lauregno)	1	N wintor fliagen di durn laabor in dor Luft inahör.
op	-46340	Kaltern (Caldaro)	1	In wintr fliachn (flattrn) di trucknan Labr in der Luft umanand.
op	-46344	Deutschnofen (Nova Ponente)	1	In Winter fliagn di trucknen Blättr in dr Luft umadum.
op	-46351	Altrei (Anterivo)	1	In Winter fliegen die truknen Laber in der Luft ummer
op	-46353	Salurn (Salorno)	1	In Wintar fliagn die truknan Labar (Blattlan) in dar Luft umadum.
op	46361	Stefansdorf (Santo Stefano)	1	In Winto fliagn di truckn Blattlan in do Luft dumedum.
op	46365	Lusern (Luserna)	1	Im Winter flatern dié Löabar im hir unwar
pq	46367	Ljetzan (Giazza)	1	im ƀíntər šnúran in də húa̯ʒə (oder: pɛr ā́ria) de lö́pər dúrən.
pq	46369	Lusern (Luserna)	1	im ƀíntər lṑfən də blā́tsən (oder: s’ lṓp) par ḗr.
pq	46385	Nauders	1	In Winter fliaga die truckna Blöttr in dr Luft ummer.
pq	46386	Heiligkreuz	1	Im Wintr fliögn die truckn Blötter in der Luft umha.
pq	46391	Poppenbüll	1	Jn 'ne Winder fleg'n de dröge Bläder in de Luf herum.
pq	46407	Dahrenwurth	1	s Wind'rs flêgd de drö̂g'n Blä̂d dä̂r de Luf (rum?).
pq	46420	Bergenhusen	1	Jn'n Winder fleeg de dröge Blää dör de Luf 'rum.
pq	46430	Owschlag	1	Jn'n Windder fleegt de drög'n Bläd in de Luft rüm.
pq	46443	Holtsee	1	Jn de Winter fleegt de drög'n Bläd in de Luft rümm.
pq	46459	Pries	1	Jn Winder flegt de drögen Bläder dörch de Luft herüm.
pq	46481	Stakendorf	1	Jn Winter flegt de drögen Blä inner Luff rüm.
pq	46492	Behrensdorf (Ostsee)	1	Jn'n Winter fleet de drög'n Bläder in de Luf herüm. ('s Winter[s?])
pq	465	Okunino	1	Im Wintdä fleign dei dregä Blärä dirch dei Luft h'rimmä.
pq	46554	Sulsdorf	1	Jn Winter fleegt de dröch Bläder dörch de Luff herum.
pq	46570	Staberdorf	1	Jn'n Winter flegt de drögen Bläder dörch de Luft.
pq	46637	Alte Kirche	1	Jn de Winder fleg'n de dröge Bläder dör de Luff herum.
pq	46652	Sollerupfeld	1	Jnt Winder flegen de drögen Blaeder dörch de Loft herŏm.
pq	46666	Neuberend	1	Jn de Winder flegen de dröge Bläre dör de Luft harum.
pq	46684	Zimmert	1	Des Winters flegen de dröge Blärer dör de Loft herum.
pq	46687	Damp	1	Im Winder fleegt de dröge Bläder in de Luft heröm.
pq	46693	Westermarkelsdorf	1	Jn'n Windder fleg de drögn Bläder dörch de Luff herrüm.
pq	46784	Grossenwiehe	1	Jn de Winder flegen de dröge Bläder dör de Luft ombi.
pq	46798	Estrup	1	In de Winter flegen de dröge Bläder in de Loft herum
pq	46806	Wippendorf	1	Jn de Winder flegen de dröge Blädder in de Luft herüm.
pq	46823	Maasholm	1	In de Wind'r flegt de dröge Bläder in de Luft umhi.
pq	46924	Beken (Bækken)	1	In 'e Winter fleegen de drögen Bläder in de Luft herum.
pq	47139	Sandhatten	1	Jn'n Winter fleegt de drögen Bläer in'n'r Luch rum.
pq	47154	Adelheide	1	Jn'n Winter flēgt de drögen Blä d[örr/är?] de Luft.
pq	47171	Dreye	1	Jn Winter flēgt de drögen Bläör däör de Luft herrüm.
pq	47183	Allerdorf	1	Jn'n Winter flegt de drög'n Blär dör de Luft herüm'n.
pq	47189	Heerenland	1	In de Winter flegen de dröge Bladen dör de Lücht herum.
pq	47203	Steenfelde	1	s Winters flijgen de dröge Bladen dör de Lügt herum.
pq	47219	Lohe	1	Jn Winter fleiget dei drögen Bläre dör dei Luft herüm.
pq	47224	Burgfelde	1	Jn'n Winter flegt de drögen Blö͡er dör de Luch herüm.
pq	47235	Moorhausen	1	Z'winters flegt de drög'n Bläe dör de Luch herum.
pq	4727	Klein Glien	1	In'n Winter fleg'n de dröh'n Blåder dorch de Luft rum.
pq	47370	Bardenfleth	1	In'n Winter fleegt de dreegen Blär in̄e Lucht wat rum.
pq	4738	Niederwerbig	1	Jn Winter flehn de dröhn Bläder dörch de Luft rum.
pq	474	Kramarzyny	1	Im Winte fleige dei dröge Bläde dürch dei Luft rümme.
pq	47402	Mittelbauer	1	Jn'n Winter flegt de drögen Blär dör de Lucht herum.
pq	47422	Neuenbülstedt	1	Jn'n Winter flegt de drög'n Bläer Blöer dör de Luft herüm.
pq	47447	Neermoor	1	S=Winters flegen de dröge Blaa'n döör de Lügt herum.
pq	47455	Remels	1	Int Winter (ö Winters fleÿgen deÿ dröge Blöde (Bladen) dör deÿ Lücht herüm.
pq	47463	Petersfeld	1	Jn'n Winter flegt de drögen Blär in de Lucht herum.
pq	47470	Jaderbollenhagen	1	Jn Wint'r flegt de drögen Bla'r inni Lucht herum.
pq	4749	Zülichendorf	1	Im Winter fliehen die dröe Blädere derch die Luft rum.
pq	47598	Offenwardenermoor	1	Jn'n Winter fleegt de drögen Blör in de Luch herum.
pq	4761	Schöneweide	1	In n Winter fli͡ehn di͡é drehen Bläderä derch di͡é Luft umha.
pq	47612	Paddewisch	1	Jn Winter flegt de drögn Blär dör de Luf rüm.
pq	47624	Ober-Ochtenhausen	1	Jn'n Winter flegt de drögn Blär in de Lucht rüm.
pq	47650	Cirkwehrum	1	In't winter flijgen de dröge bladen in de lücht herum.
pq	47657	Westerende-Holzloog	1	Jn d' Winter fleg'n de dröge Blaad'n dör de Lucht herum.
pq	47670	Wiesede	1	Jn d' Winter flegen de dröge Bloe dör de Lugt herum.
pq	47677	Neustadtgödens	1	Jn' Winter fleegt de dröge Blöä dör de Luft herüm.
pq	4770	Egsdorf	1	In Winter fliegen die dree Bläder derch die Luft herümmer.
pq	4776	Birkholz	1	Im Winter fliehn die drucknen Blätter durch die Luft herum.
pq	478	Pradzonka	1	Jm Wintä fleigä die Blädä in dä Luft rümä.
pq	47840	Kükelühn	1	Jn'n Winter flegt de drögen Bloeder dörch de Luft.
pq	47861	Siggeneben	1	J'n(iho) Windter flė(i)g(t) de drög'n Bläder dö'r de Luff herüm.
pq	47863	Hedwigenkoog	1	Jn Winter fleigt de dreugn Blöd dör de Luf rum.
pq	47885	Edemannswisch	1	Jm Winder flegd de drögn Bläd in de Luft herum.
pq	4789	Briescht	1	In Winter fliegen die drehen Blätter in der Luft herum.
pq	47893	Oesterborstel	1	Jn Winder fleek de drögn Bläd där de Luff rum.
pq	47907	Hamweddel	1	Jn'n Wind'r flegt de drög'n Blä in de Loff rüm.
pq	47916	Warder	1	Jm Winder flegt de drögen Blä dörch de Loff.
pq	47935	Klein Barkau	1	Winders fleht de drög'n Blä dör de Luff herüm.
pq	47952	Mucheln	1	Jn Winder fleeg de drögn Blä dor de Loft herüm.
pq	4800	Gross Briesen	1	Im Winter fliehen die treegen Blätter in der Luft rum.
pq	48096	Grömitz	1	Jn'n Winter fleegt de drögen Bläder in de Luft rümmer.
pq	48098	Friedrichskoog	1	Winterdags flengt de drög’n Bläd in ’ne Luf h’rum.
pq	48105	Barlteraltendeich	1	Jn'n Winter fleegt de drög'n Bloet in 'e Luf rum.
pq	48115	Holstenniendorf	1	Jn Winter flegt dè drög'n Blä där de Loff.
pq	48126	Jahrsdorf	1	Jn Windder fleegt de drög'n Blää in de Lof rüm.
pq	4813	Klopot	1	Im Wingter fliehen die trehen Blater durch die Luft harum.
pq	48141	Ehndorf	1	Jn Winter flegt (suust) de drögen Blääd dörch de Luft herum.
pq	48156	Gönnebek	1	Jn Winter fleg de drög[e/i?]n Blä in de Luff rüm
pq	48164	Wöbs	1	Jn Winter fleegt de drögn Blär in de Luff hrüm.
pq	48186	Süsel	1	Jn'n Winter fleegt de drögen Bläder dörch de Luff herüm.
pq	48233	Brunsbüttelerhafen	1	Jn'n Winder fleegt de drögn Blaed dör de Luf rum
