Index	Bogennummer	REDE_Namen	Sprache	WS9Transliteration
ef	19823	Vorderfager	1	I bi - bei da Frau gwön und - hå - - ia s gsågt und - sie håt - gsågt - - sie håt - - - s a - ihra Tochta - - - sågn woin -
ef	19851	Schwendt	1	I bin - bei da Frau g'wes'n und - hu(n) - - ihr 's g'sagt und - sie hat - g'sagt - - sie - - wüi - s - - ihra Tochta - - - sog'n - -
ef	19854	Waidring	1	I bi - bei dea Frau gwesn und - hu 's - ia - gsåg und - sie håt - gsåg - - sie - - weascht - 's a - ihra Tåchta - - - sogn - -
ef	19859	Kuchl	1	I bi(n) - bei da Frau gwen u - hon - - ihr - gsagt u - si(e) - - sågt - - sie - - werd - 's - - ihra Tochtā - ā - sågn - -
ef	1987	Pregelswalde (-)	1	Eck si - bi de Fru gewese on - heb et - ä - geseggt on - se - - sed - - se - - wull - et - - ära Doachta - ok - segge - -
ef	19886	Schörfling	1	I bi - bei dera Frau gwön und - han - - ihr s gsagt - - sie - - sagt - - sie - - wird - s a - ihre Tachtr - - - sagn - -
ef	19896	Gschwandt	1	I bi - ba da Frau gwen und - hab - - ir s gsagt u - sie hat - gsagt - - sie - - will - es - - ihrer Tochter - - - sagn - -
ef	19901	Schlierbach	1	I bĩ - ba n Weib gwön und - ha͜͠o - - ia s gsaogd und - si haod - gsa͜ogd - - si - - wü - s a - iana Da͜ochda - - - sa͜ogn - -
ef	19941	Sankt Gilgen	1	I bie - bei da Frau gwön und - ho̊ - - ir s gsågt und - si håt - gsågt - daß si - - - - ’s á - ira Tåchta - - - sågat - -
ef	19945	Ebensee	1	I bi - bo n Weib gwen und - ha - - ir 's gsagt und - sie hat - gsagt - - sie - - wiad - ä's aft - - schã - - - sãgn - -
ef	19947	Steyrling	1	I bi - ba da Frau gwest und - ha - - ihr s gsagt und - sie hat - gsagt - - sie - - wird - s a - ihrer Tochter - - - sagn - -
ef	19956	Bad Ischl	1	I bi - bo da Frau gwin und - hab - - ihr s g'sagt - - sö - - sagt - - sö - - wiad - s - - ihrana Tochta - a - sagn - -
ef	19965	Windischgarsten	1	I bi - ba n Weib gwön - - hã̊ - - ihr s gsågt und - sie håd - gsågt - - sie - - muaß - s - - ihra Tåchta - a - sågn - -
ef	19971	Bad Goisern	1	I bi - bo n Weib g'wes'n u - hå - - ia s g'sagt u - sie håt - g'sågt - - sie - - wird - s - - ihr Dåchda - - - sãg'n - -
ef	19977	Grundlsee	1	I bi - ba da Frau gwesn und - hañ - - ihr s gsågt und - sie håt - gsågt - - sie - - wirscht - s a - ihrsch Tåchta - - - sågn - -
ef	19993	Wörschachwald	1	I bi - bei da Frau gwest und - ha(u) - - iha s g'sagt und - sie hōd - g'sågt - - si - - wiacht - s scho(n) - ihra tōchta - - - sagn - -
ef	20005	Trattenbach	1	I bi - bei da Frau gwen und - ha̰n - - ihr s gsagt und - sie hat - gsagt - - sie - - wüs - z a - ihra Tochta - - - sagn - -
ef	20008	Sulzbach	1	I bin - ba da Moam gwen und i han - - ir - gsagt und - sie hat - gsagt - - sie - - - sag z - - ihra Dâchda - - - - - -
ef	20019	Ybbsitz	1	I bi - bei da Frau g'wèn und - hon - - ihr 's g'sogt und - sie hot - g'sogt - - si - - - sogt 's eh - ihra Tochta - - - - - -
ef	20023	Gaming	1	I bi - bei dea Frau g'west u - hob - - iahr 's g'sogt und - si hot - g'sogt - - sie - - wü - 's a - ihra Tochta - - - sågn - -
ef	20046	Kleinreifling	1	I bin - bei m Weib gwen und - hoan - - ihr s gsagt und - sie - - sagt - - sie - - wird - s - - ihrn Mensch - - - sogn - -
ef	20049	Mariazell	1	I bin - bei da Frau gwest und - hob 's - iha - gsogt und - se hot - gsogt - - sie - - wü - 's a - ian Diandl - - - sogn - -
ef	20051	Neuhaus	1	I bi - bei da Frau gwest und - hon - - ihr s gsogt und - sie hot - gsogt - - sie - - wüll - s a - ihra Tochta - - - sogn - -
ef	20058	Lassing	1	I bin - bei der Frau gwest und - hob - - ihr 's gsogt - - sie hot - gsogt - - sie - - - sogt 's eha - ihra Tochta - - - - - -
ef	20062	Ardning	1	I bin - bei da Frau gwest und - hän s - ihr - gsogt u - sie hot - gsogt - - sie - - wird - s schon - ihra Tochta - - - sogn - -
ef	20065	Weng	1	I bin - ba da Frau gwei'sn und - haon - - ir s gsogt und - sie hot - gsogt - - sie - - wü - s a - ihra Touchta - - - sogn - -
ef	20067	Lainbach	1	I bi - bei da Frau gwes'n und - hon s - ihr - gsogt und - sie - - sogt - - sie - - woit - s a - ihra Tochta - - - sogn - -
ef	20069	Gollrad	1	I bin - bei da Frau gwesn und - hob 's - ihr - gsogt - - sie hot - gsogt - - sie - - wü(ll) - s - - ihra Tochta - a - sogn - -
ef	20077	Oberort	1	I bi - bei dr Frau güest u - hob 's - ihra - gsogt u - sie hat - g'sogt - - sie hot 's wölln - - a - ihra Tochter - - - sogn - -
ef	20090	Wext	1	Jk sin - bi de Frou wäst un - häb t - ähr - sächt un - se - - sag - - se - - woll - t ok - ähre Dochter - - - seggen - -
ef	20099	Leer	1	Ick sum - bie de Frɑu wiɑ̈rst un - hɑ̈ff t - öhr - seggt un - se - - siɑ̈rt - - se - - wull - t ɑuk - öhr Dochter - - - seggen - -
ef	20110	Herbern	1	Jk sin - bie de Frau wiesen un - häv t - üör - segt un - se - - sagg - - se - - woll - t auk - üöre Dochter - - - seggen - -
ef	20117	Ringel	1	Ick sinn - bi de Fruwwen wirsen un - häw et - iär - säggt un - se - - siär - - se - - wull - t auk - iärer Dochter - - - säggin - -
ef	20128	Hilter am Teutoburger Wald	1	Jck bin - bi de Fru wiäsen un - häwe ät - iähr - segt un - se - - siä - - se - - woll - et auk - iährer Dachter - - - seggen - -
ef	20240	Bardel	1	Ik bin - bi de vrouw west un - heb et - er - zegt en - se - - sä - - se - - wol - het ok - erre dogter - - - seggen - -
ef	20248	Haddorf	1	Ik sin - bi de Frau wisen un - hepp t - iär - segt un - sei - - siä - - se - - woll - t auk - iäre Dochter - - - seggen - -
ef	20259	Hörstel	1	Jk sin - bi de Frau wiäsen un - heb t - ehr - segt un - se - - säe - - se - - woll - 't ok - ere Dochter - - - seggen - -
ef	20269	Westerkappeln	1	Ik sin - bie dei Fruwen wiesen un - häwwe et - iär - seggt un - sei - - siäh - - sei - - wioll - t - - iärn Dochter - auk - seggen - -
ef	20283	Astrup	1	Jck bin - bie de Fruwwe wiäsen un - heww et - ähr - seggt un - se - - seggte - - se - - woll - t ak - ähre Dachter - - - seggen - -
ef	20346	Frensdorf	1	Ik sin - bie de Frau west un - heb et - ihr - segt un - se - - seide - - se - - woll - et ok - ihre Dochter - - - seggen - -
ef	20350	Elbergen	1	Jck bin - bi de Frau wessen un - häbb ´t - ehr - segg't un - se - - segg'te - - se - - woll - ´t aɜk - ehre Daɜchter - - - seggen - -
ef	20361	Setlage	1	Jk bin - bi de Frau wesen un - hebb 't - er - seg un - se - - säh - - se - - woll - 't ock - ere Dochter - - - seggen - -
ef	20370	Merzen	1	Jck bin - bie de Fru wesen un - häbbe - - ehr dat segt un - se - - säh - - se - - wull - t ock - ehre Dochter - - - säggen - -
ef	20381	Vörden	1	Jk bin - bie de Fruwwen wjän un - hewwe et - ehr - seggt un - se - - sjä - - se - - woll - t auk - ehre Do͡achter - - - seggen - -
ef	20384	Wielen	1	Ik sin - bij de Vrouw west en - heb t - eer - segt en - se - - see - - se - - wol - t ook - de Dochter - - - seggen - -
ef	20446	Hoogstede	1	Ik bin - by de vrouw west un - heb et - är - segt un - se - - sä - - se - - woll - et oake - are dogter - - - zeggen - -
ef	20454	Geeste	1	Jk bün̄ - bi de͜ï Frau wäsen un - häbbe ´t - ähr - segg un - se͜ï - - sē - - se͜ï - - wull - t uk - ähre Dogter - - - seggen - -
ef	20463	Dohren	1	Jk bün - bie de Frau wäsen un - häbbe dat - ähr - segd un - seh - - säh - - seh - - wold - et auk - ähre Dochter - - - seggen - -
ef	20468	Renslage	1	Ick benn - bie de Frau wesen un - häbbe ät - ähr - sägt und - sei - - sägte - - sei - - wolle - ät - - ähr Dochter - - - säggen - -
ef	20481	Dinklage	1	Jk bin - bi dei Frau wesen un - hebbe et - ehr - segt un - sei - - segte - - sei - - wull - et uk - ehre Dochter - - - seggen - -
ef	20543	Haren (Ems)	1	Jk bün - bi de Frou wäsen un - häbb e´t - ähr - sägg un - se - - säh - - se - - woll - 't uk - ähre Dochter - - - seggen - -
ef	20555	Hüven	1	Jk bün - bie de Frou wäsen un - häbb et - ehr - seggt un - see - - seggte - - see - - wull - et - - ähre Dachter - - - seggen - -
ef	20562	Garen	1	Jck bün - bi dëi Frau wäsen un - häbb e´t - ǟr - segt un - sëi - - sä - - sëi - - wull - 't uck - ǟre Dochter - - - seggen - -
ef	20575	Sevelten	1	Jk bün - bi de Froue wäsen un - hebb et - är - segt un - se - - sä - - se - - wul - t ok - äre Dochter - - - seggen - -
ef	20589	Neudersum	1	Jck bün - bie däi Frou wäsen un - häb et - ähr - segt un - säi - - sä - - säi - - woll - et ouck - ähr Dochter - - - säggen - -
ef	20596	Neubörger	1	Ik bün - bi de Fro wesen un - habb et - er - segt un - se - - segte - - se - - wol - t - - äre Dochter - ok - seggen - -
ef	20599	Neuarenberg	1	Jck bünn - bi da Wief wäest unn - häbbe - - ähr datt segt un - säi - - säh - - säi - - wull - t - - ähre Dachter - - - seggen - -
ef	20604	Garrel	1	Jk bünn - bi datt Wief wäsen un - hebb et - ähr - segt un - sey - - säh - - seÿ - - wull - 't - - ähr Dochter - ok - seggen - -
ef	20638	Visbek	1	Jck bin - bi de Fraue wäsen un - hebb ´t - ehr - seg un - se - - säh - - se - - wull - 't uck - ehr Dochter - - - sägen - -
ef	2067	Enskemen (-)	1	Eck si - bei dĕ Fru gewäse ŏn - hebb ĕt - ähr - gesĕgt ŏn - se - - säd - - se - - wull - ĕt ōk - ähre Dochter - - - segge - -
ef	20710	Wietzendorf	1	Jck bin - bi dei Frau wesen und - häw et - ähr - sägt un - sei - - säh - - sei - - woll - 't ok - ähr Dochder - - - säggen - -
ef	20734	Colonie Syke	1	Jck bünn - bi͜i dee Fro'o wäsen un - hebb t - äär - secht un - see - - sä - - see - - woll - t - - äär Deern - ook - senng'n - -
ef	20753	Magelsen	1	Jck bin - noch der Frou wesen un - hebb ´t - ehr - segt un - sei - - säh - - sei - - woll - t ok - ehrer Dochter - - - seggen - -
ef	20763	Nordkampen	1	Jk bin - bie de Frou wäsen un - hew et - ähr - segt un - see - - sä - - see - - woll - 't äk - ähre Dochder - - - seggen - -
ef	20774	Vierde	1	Jck bin - bie däi Frau wäsen un - hef et - ohr - segt un - säi - - säh - - säi - - woll - t - - öhre Dochter - - - säng'n - -
ef	20788	Schmarbeck	1	Jck hew - bie dei Frau wän und - hew t - är - seggt und - sei - - sä - - sei - - wull - t - - är Dochter - ōk - sengn - -
ef	20798	Brümsen	1	Eck bin - bie d'r Frau wesen un - häw´ - - ähr t segt un - se - - säe - - se - - woll - 't ok - ähr Dern - - - seng'n - -
ef	2081	Eydtkau (Eydtkuhnen)	1	Eck sie - bie de Fru gewese und - häbb et - er - gesächt un - se - - säd - - se - - well - et ock - ährer Dochter - - - sägge - -
ef	20891	Dörpel	1	Jck bin - bi de Froen wesen un - hebbe et - ehr - segt un - se - - säh - - se - - wull - et uck - ehre Dochter - - - seggen - -
ef	20901	Maasen	1	Jk bin - bi de Froo wäsen un - hebb et - er - segt un - se - - segde - - se - - woll - t ok - errer Dochter - - - seggen - -
fg	20917	Drakenburg	1	Jck bin - bie dei Fro wäsen un - hebbt et - ähr - seggt un - sei - - säe - - sei - - wull - et ok - ährer Dochter - - - seggen - -
fg	20920	Unterrodewald	1	Jck bin - bie dëi Frou wäsen und - hebbe et - öhr - segt und - sëi - - säh - - sëi - - woll - et ok - öhre Dochter - - - seggen - -
fg	20933	Thören	1	Jck bin - bi dei Frau wähn un - häff t - öhr - seggt un - sei - - sä - - sei - - woll - t ook - öhrer Dochter - - - seng'n - -
fg	20936	Hassel	1	Jck bin - bi dei Frau wesen un - hew et - öhr - segt un - sei - - sä'e - - sei - - wollt - et - - öhre Dochter - - - segg'n - -
fg	20946	Scharnhorst	1	Ick bin - bi dei Frue wäsen un - häwwe ett - öhr - seggt un - sei - - sä - - sei - - woll - ett - - öhre Dochter - uck - segg'n - -
fg	20948	Aschen	1	Ik bin - bi der Froh wesen und - hebb et - eer - seggt un - se - - säh - - se - - wollde - et ok - eere Dochter - - - seggen - -
fg	21024	Burlage	1	Jk bin - bi de Fro wesen un - heb ´et - ehr - seggt un - se - - sä - - se - - wull - 'et ok - ehre Dochter - - - seggen - -
fg	21033	Hoysinghausen	1	Jck binn - bih dei Frauh wesen un - hebbe 't - ähr - seggt un - sei - - säh - - sei - - woll - e't ohk - ährer Dochter - - - seggen - -
fg	21045	Brokeloh	1	Jk bin - bie dei Frou wäsen un - heffe et - öhr - segt un - sei - - sä - - sei - - schöll - et ok - öhr Dochter - - - seggen - -
fg	21050	Empede	1	Jck bin - bie de Fruen wesen un - hewwe et - öhr - segt un - sei - - säh - - sei - - wolle - et ok - öhrer Dochter - - - seggen - -
fg	21065	Gailhof	1	Eck bin - bi dä Frue wäsen un - hewwe et - örre - secht un - sei - - säh - - sei - - woll - t ok - öhre Dochter - - - seggen - -
fg	21074	Adelheidsdorf	1	Jck bin - bi de Frue wesen un - hewwe et - öhr - 'esegt un - sei - - sä - - sei - - woll - et ok - öhrer Dochder - - - seggen - -
fg	21085	Nordburg	1	Jck bin - bi de Frue wesen unn - hewwe et - öhr - segt und - sei - - sä - - sei - - woll - et ok - öre Dochter - - - seggen - -
fg	211	Rodowo	1	Oech bönn - bei der Frau gewest onn - hoab es - err - gesoagt onn - sie - - - - - - - - wull - et - - ährer T - - - sagn - -
fg	21105	Preussisch Ströhen	1	Ick bin - bi di Fruen wesen und - hebbe es - er - seggt und - se - - seggt - - sie - - wullt - es ok - ihrer Dochter - - - seggen - -
fg	21190	Brockhausen	1	Jck binn - bi de Fruwwen we͡äsen un - heww e´t - e͡är - ßeggt un - ße - - - - - ße - - woll - 't auk - i͡ähre Dochtär - - - ßeggen - -
fg	21199	Isenstedt	1	Ick bin - bi denn Wiewe wesen un - häwwe ett - ör - sägt un - se - - sā̈ee - - se - - wolle - ett auk - ören Lüte - - - seggen - -
fg	21218	Wietersheim	1	Eck bin - bie dän Wiewe wäsen un - heww et - ühre - seggt un - sei - - sähe - - sei - - woll - t - - ühre Dochter - ok - seggen - -
fg	21235	Hülshagen	1	Eck sin - bie dä Fr[o/u?]en wäsen un - hewe dat - öre - sejt - - sei - - säh - - sei - - woll - t ok - öre Meiken - - - segen - -
fg	21252	Holtensen	1	Ek bin - böi der Friuen wäsen un - heww et - ör - eseggt un - sei - - sä - - sei - - woll't - eok - - örer Dochter - - - seggen - -
fg	2127	Klein Nuhr (Sukhodol'Ye)	1	Eck sie - bie de Fru gewese onn - hebb et - ehr - gesegt on - se - - sääd - - se - - wull - et uck - ehrer Dachter - - - segge - -
fg	21280	List	1	Eck bin - bi dä Fru ewäsen unn - hewwe et - öhr - seggt unn - sei - - sä - - sei - - woll - et ok - öhrer Dochter - - - seggen - -
fg	21295	Immensen	1	Eck bin - bi de Frue wesen un - hebbe 't - ühr - seggt un - sei - - sä - - sei - - woll - 't ock - ührer Dochter - - - seggen - -
fg	21305	Voigtholz-Ahlemissen	1	Jck bin - bi de Frue wesen und - hebb et - öhre - sägt un - sei - - säh - - sei - - woll - et ock - öhre Dochter - - - säggen - -
fg	21316	Steinhagen	1	Jk senn - bie der Frubben wiersen un - häwwe et - iär - säggt un - sä͜i - - siär - - se - - woll - 't auk - i͜ärer Dochter - - - saiggen - -
fg	21342	Krentruperhagen	1	Ek sin - büi düener Frübben wesen un - hewwe et - öhr - säggt - - - - - - - - seu - - woll - et äuk - ährer Dochter - - - seuggen - -
fg	2135	Skungirren (Pen'Ki)	1	Eck sie - bie dä Fru gewäse un - hebb - - er et gesegt on - se - - säd - - se - - wull - ett - - ähre Dochter - - - sage - -
fg	21355	Wendlinghausen	1	Eck sinn - bui der Fruggen wesen un - häbbe et - ühr - segt un - seu - - see - - seu - - woll - et auk - ührer Dochter - - - seggen - -
fg	21362	Reher	1	Ek sin - bê͡î der Frä̂͡ûen west un - heww et - ühr - seggt un - - - - - - - sê͡î - - wol - t - - ühr Dochter - auk - seggen - -
fg	21384	Harderode	1	Eck sünn - be͡ï dei Fri͡u wesst un - hebb et - sei - seggt un - sei - - sä - - sei - - woll - t ä͡ük - ö͡ure Dochter - - - seggen - -
fg	21405	Rheden	1	Ek sinn - böi dä Friuen ewest un - hewe öt - ör - eseggt un - sei - - seggt - - sei - - woll - et e͡uk - öhre Dochter - - - seggen - -
fg	21429	Nette	1	Eck bin - bä̆i dei Frĭu west un - hebbe et - ehr - esegt un - sei - - sä - - sei - - woll - et ok - ehrer Dochter - - - seggen - -
fg	21446	Steinlah	1	Ek bin - bi der Fruen ewest un - hĕw et - ehr - segt un - se - - sä - - se - - wolle - et uk - ührer Dochter - - - seggen - -
fg	2145	Kurschen (Kuz'Mino)	1	Ek si - bi de Fru gewese on - heb et - er - gesegt on - se - - segt - - se - - w[u?]ll - et ok - ehre Dochter - - - segge - -
fg	21455	Gross Schiplage	1	Jk sen - bui de Frawe wiasen un - häw et - iahr - sagt un - se - - siar - - se - - woll - t auk - iar Dochter - - - seggen - -
fg	2161	Kalnen (-)	1	Öck sieh - bie dä Fru gewäse onn - hebb ett - ähr - gesegt onn - seh - - säd - - seh - - well - öt ōk - ähre Dochter - - - segge - -
fg	21611	Schweicheln-Bermbeck	1	Ick bin - bie de Fruen wesen und - hebbe et - ühr - sagt un - sei - - säe - - sei - - wolle - et auck - ührer Dochter - - - seggen - -
fg	21632	Veltheim	1	Eck bin - bie den Wiewe wäs'n u - heww et - ühr - seggt un - sei - - süe - - sei - - woll - t - - ühr'n Lüe - ok - segg'n - -
fg	21666	Rohden	1	Eck sin - bei 'r Fruen 'ewesen un - häwwe ´t - öhr - eseggt un - sei - - säë - - sei - - woll - 't eok - ührer Dochter - - - seggen - -
fg	21679	Springe	1	Eck bin - bẽ der Frũ wäsen un - hebbet et - öhr - ´segt - - - - - - - - sei - - woll - 't õk - ührer Dochter - - - seggen - -
fg	21687	Vardegötzen	1	Ek sin - bi der Fri͡u 'ewest un - heww et - öhr - 'eseggt un - sei - - säh - - se - - woll - 't - - öhrer Dogder - - - seggen - -
fg	21707	Rautenberg	1	Eck bin - nah der Friun wäsen un - hewwet ´t - ´r - seggt un - se - - säe - - se - - woll - t eok - öhrer Dochter - - - seggen - -
fg	2182	Soginten (Svirskoe)	1	Eck sī - bī de Fru gewese un - heb et - är - gesecht un - sē - - secht - - se - - wö̆ll - et uck - äre Dochter - - - sä̆ke - -
fg	21882	Bodenstedt	1	Jik bin - bai dei Fräue west un - häbb et - ör - segt un - sei - - säe - - sei - - wolle - et ok - örer Dochter - - - seggen - -
fg	21902	Rautheim	1	Ick bin - bie der Fruhen ewest un - häw et - öhr - esegt un - sei - - sähe - - sei - - wolle - et ok - öhrer Dochter - - - säggen - -
fg	21936	Bartensleben	1	Ik bin - bi de Frue west un - hewe - - se te segt un - se - - säe - - se - - woll - t ok - öhre Dochter - - - seggen - -
fg	2200	Narmeln (Polski)	1	Eck si - bi der Fru gewese onn - hebb et - err - geseggt onn - se - - säd - - sihh - - wull - t' uck - ärer Dochter - - - seie - -
fg	2204	Leysuhnen (Ščukino)	1	Eck sie - bi a Fru gewese onn - hebb et - äh - gesegt onn - se - - säd - - se - - wull - et ok - ähra Dochta - - - segge - -
fg	22044	Rottorf	1	Ick bin - bi der Fru 'ewest un - heww et - 'er - eseggt un - sei - - sä - - se - - wolle - et ok - öhrer Dochter - - - seggen - -
fg	22063	Hundisburg	1	Ick bin - bi de Fruhe west un - hewwe et - ehr - e´seggt un - se - - säh - - se - - woll - et ok - ehre Dochter - - - seggen - -
fg	22074	Farsleben	1	Ick bin - bi de Frue west un - hebb et - ehre - seggt un - se - - seggte - - se - - woll - et ok - ehre Dochter - - - segg'n - -
fg	22083	Reesen	1	Jk bin - bei de Frue west un - hewe et - ähr - segt un - se - - segte - - se - - wolle - et ok - öhre Dochter - - - segen - -
fg	22092	Paplitz	1	Ik bin - bei de Fraue west un - hewwe et - öähre - särt un - sie - - särt - - sie - - woll - et ok - öähre Dochter - - - seggen - -
fg	22111	Wasbüttel	1	Jck bin - bie de Fröe wesen un - hebbe et - öhr - segt un - sei - - sä - - sei - - wolle - et ok - öhre Dochter - - - seggen - -
fg	22149	Rätzlingen	1	Jck bin - bie de Fru west un - hebbe et - öhre - segt un - sei - - säe - - se - - wolle - et ook - öhre Dochter - - - seggen - -
fg	2216	Hermsdorf (Pograničnyj)	1	Ek si - bi da Fru gewese onn - hebb et - ähr - geseggt onn - se - - säd - - se - - wull - et ok - ähra Dochta - - - segge - -
fg	22172	Burgstall	1	Jck bin - bai de Frau west un - hew - - öahr - segt und - se - - säh - - se - - woll - et ok - öahr Dochter - - - säng'n - -
fg	22222	Reislingen	1	Jk bin - bi dä Fru ewest un - hewwe et - sei - segt un - sei - - sä - - sei - - woll - et - - öhrer Dochter - - - seggen - -
fg	22249	Roxförde	1	Jk bin - bie de Fru wesst und - hebb det - äer - säegt und - se - - sä - - se - - woll - t a[n?]k - äerer Dochter - - - seng - -
fg	2225	Moritten (Oktjabrskoe)	1	Oeck si - bi a Fru gewese on - hebb ett - ä - gesegt - - - - - - - - se - - wull - ett ok - ära Doachta - - - segge - -
fg	22264	Grieben	1	Jck bin - bäi de Frau wäst un - häut - - er - säht un - säi - - säht - - säi - - woll - t ook - öähre Dochter - - - säng - -
fg	22276	Zabakuck	1	Ick bün - bei deh Frau ewest un - heww 'et - öhr - esäd un - se - - serre - - se - - woll - ett ok - öähre Dochter - - - seng'n - -
fg	22375	Westerholz	1	Jck bin - bi' e Frau wesen un - hewwe et - öre - seggt un - se - - sä - - se - - wolle - et o[h?]k - öre Dochder - - - segg'n - -
fg	22384	Tülau-Fahrenhorst	1	Jck hew - bi de Fro west und - häff - - öhr dat segt und - se - - segt - - se - - woll - dat ock - öhre Dochter - - - segn - -
fg	22394	Köbbelitz	1	Ick bin - bie de Frau west un - heff - - er det segt un - se - - sä - - se - - wollt - ett auk - er Dochder - - - sengn - -
fg	22407	Schenkenhorst	1	Ick bin - beï deï Frou west un - heb t - ähr - sergt un - seï - - sä - - seï - - woll - d ouk - ähr Dochter - - - seng'n - -
fg	2242	Naunienen	1	Ök sie - bi a Fru gewese un - hebb öt - a - gesegt on - se - - säd - - se - - wull - öt ok - a Dachta - - - segge - -
fg	22423	Querstedt	1	Ick bin - be de Froau wäßt un - hep ´t - öhr - segt un - se - - seeu - - se - - woll - 't ook - öhr Dochter - - - säng - -
fg	22443	Staffelde	1	Ick bin - bei de Frau west un - heb - - öehr - segt - de - - - segt - - sei - - woll - det ook - öhr Dochter - - - seg'n - -
fg	22453	Grosswudicke	1	Ick bin - bei de Fraue west un - hebb et - ähre - säht un - sie - - säht - - sie - - will - t ok - ähre Dochter - - - säng'n - -
fg	22574	Masel	1	Jck bin - bi de͡i Fra͡u weßt un - hef t - err - segt un - se͡i - - sä - - se͡i - - woll - t - - äre Dogter - - - seg'n - -
fg	22581	Höddelsen	1	Jk bin - bi de Frau west un - hew - - ehr det seggt un - se - - sä - - se - - woll - dat ök - ehr Dochter - - - segg'n - -
fg	22599	Wöpel	1	Jck heff - bi 't Frau wesst und - hebb t - ehr - seggt und - se - - säh - - se - - woll - 't - - ehr Dochter - - - segg'n - -
fg	22621	Molitz	1	Ik bin - beei de Frou west un - heb t - öur - säggt un - se - - sä - - se - - woll - t ouk - öur Dogter - - - seng - -
fg	22636	Rönnebeck	1	Ik bin - bäi de Fr(ao)u west un - heb ´t - (äö)r - s(äe)gt - - - - - - - - se - - woll - 't ok - (äo)r Dochter - - - seng - -
fg	22654	Iden	1	Ick bin - bi 't Frau west und - heb 't - ör - säigt un - se - - säigt - - se - - woll - 't ok - öhr Dochter - - - seng'n - -
fg	22667	Kuhlhausen	1	Jk bin - bei de Frau weßt un - heb det - öhr - sächt un - se - - sächt - - se - - will - det ok - öhre Dochter - - - seggen - -
fg	22685	Proitze	1	Jk 'eff - bi de Fro wast un - 'eff - - ehr dat ßeggt un - ße - - ßä' - - ße - - woll - dat ok - ehr Dochter - - - ßeggn - -
fg	22773	Holdenstedt	1	Jck heff - bi däih Frau weßt und - heff t - eer - segt und - säih - - säh - - säih - - woll - t - - eer Dērn - - - seng'n - -
fg	22796	Wustrow (Wendland)	1	Jk bin - bi de Fru west un - hew - - er dat segt un - se - - sä - - se - - woll - - - - de Dochder dat ok - segg'n - -
fg	22810	Lomitz	1	Jck bün - bi de Frö͜ü west un - hef - - ähr dät segt un - se - - sä - - se - - woll - dat ock - ähr Dochder - - - seg'n - -
fg	22819	Jeggel	1	Ik bin - be de Fro͡u west un - hebb ´t - ehr - seggt un - se - - sä - - se - - woll - 't ook - ehr Dochter - - - segg'n - -
fg	22832	Gross Lüben	1	Ik bin - bie de Frau wäst und - häb dät - er - sägt un - se - - säg - - se - - woll - dät ok - er Doachter - - - säng - -
fg	22846	Görike	1	Ik bin - bei de Frau weßt und - hep - - ihr - sägt und - se - - sägt - - se - - wollte - et ok - ihre Dochter - - - sen? - -
fg	22910	Holthausen	1	Ick sinn - be-i der Frau gewees un - hebb et - äöur - gesach on - söü - - sach - - se - - woul - et ouk - äöur Dochter - - - säggen - -
fg	22931	Dahlhausen	1	Ek si - bi de Frau gewiärst un - häf et - ier - gesaggt - - se - - sagg - - se - - wol - t - - iere Dochter - ouk - seggen - -
fg	22965	Langeloh	1	Eck sin - bi dä Frau wiäst und - he ´t - iär - sagt un - sä - - sagte - - se - - woll - 't ok - iär Dochter - - - seggen - -
fg	22990	Halingen	1	Jek sinn - beÿ diär Frau wiäsen un - hewwe et - iär - saggt un - sai - - saggte - - sai - - woll - et iauk - iärer Dochter - - - seggen - -
fg	22998	Neheim	1	Iek sin - boi diär Frau wiäsen un - hewwe et - iär - saggt un - sai - - saggte - - sei - - woll - et äouk - iährer Dochter - - - seggen - -
fg	23010	Niederbergheim	1	Iëk sin - bui diär Fruje wiäst un - hewwe et - iähr - sagt un - sei - - sagte - - sei - - woll - et ëuk - iährer Dochter - - - seggen - -
fg	23021	Kapellen	1	Ek ben - bej de vrauw gewä͡est onn - hebb et - öör - gesaagd onn - [?]e - - sei - - se - - woll - et ock - öör dochter - - - zegge - -
fg	23031	Rheinberg	1	Ek bön - be de Frau gewäs on - häb et - öhr - gesagg on - se - - sagg - - se - - woll - et - - öhr Döchter - - - sägge - -
fg	23184	Holthausen bei Kirchhellen	1	Ik sin - bü dä Frau gewässen un - häff ät - ähr - gesaggt un - säu - - sagg - - säu - - wolle - et ock - ähre Dochter - - - seg'n - -
fg	23191	Herten	1	Eck sin - bie dä Frau gewiast un - häf t - jia - gesaggt - - - - - - - - sää - - woll - t ock - iarre Dochte - - - seggen - -
fg	23207	Waltrop	1	Eck sinn - bi dä Frau wiäßt un - hew et - iär - saggt un - se - - sagg - - se - - woll - t ock - iäre Dochter - - - seggen - -
fg	23218	Kamen	1	Jik sin - bei dei Frau wiäsen und - hewe ät - iär - sagt und - sei - - sachte - - sei - - wolle - ät äuk - iäre Dochter - - - seggen - -
fg	23231	Norddinker	1	Ick sin - bui de Frau weäsen un - he t - iär - sagt un - sei - - sag - - sei - - woll - t - - de Dochter - äeuk - segen - -
fg	23261	Kessel	1	Ek sin - bej de Frou gewäst ĕn - häw et - öhr - geſähd ĕn - sej - - ſäj - - sej - - woll - et ock - öhr Dochdr - - - sägge - -
