Index	Bogennummer	REDE_Namen	Sprache	WS9Transliteration
qr	49881	Setzin	1	Ik bün - bi dei Frug west un - heww - - ehr dat seggt un - sei - - säd - - sei - - wull - dat ok - ehr Doche - - - seggen - -
qr	49898	Neuhof	1	Ick bün - bi dei Fru west un - hew - - ea datt seggt un - sei - - sähr - - sei - - wohl - datt ok - e͡a Dochda - - - segg'n - -
qr	50010	Gresse	1	Jck bün - bi dei Fru wǟst un - hew ´t - i͡äh(r) - seggt un - sei - - säh(r) - - sei - - wull - 't uk - i͡äh(r) Dochde - - - sēg'n - -
qr	50027	Moraas	1	Ick bün - bi dei Fru west un - hew dat - ihr - segt un - sei - - sär - - sei - - wull - dat ok - ihr Dahte - - - seggen - -
qr	50058	Paarsch	1	Ik bün - bi de Fru wähst un - hew - - ehr dat seggt un - se - - sähr - - se - - wo͡ul - dat ohk - ehr Dochde - - - segg'n - -
qr	50068	Barkow	1	Ick bün - bi dei Fru wäst un - häv 't - ehr - segt un - sei - - sär - - sei - - woll - 't ock - ehr Dochte - - - seng'n - -
qr	50073	Schwinge	1	Ick bün - bi de Fro wen un - heb - - er dat segt un - se - - sä - - se - - wull - dat ok - er Dochter - - - seg'n - -
qr	50087	Wisch	1	Jck bän - bi de Frau wes'n un - heb et - ehr - seg un - se - - sä - - se - - wull - et ok - ehr Dochter - - - seg'n - -
qr	50117	Ottensen	1	Ik bön - bi de Fru west und - hew t - eer - seggt - - - - - - - - se - - woll - dad ok - eer Dochter - - - seg'n - -
qr	50130	Willinghusen	1	Jk bön - bi de Frau wèß un - hev - - jem - seggt un - sè - - sä - - se - - wol - dat - - èr Dochder - - - seggn - -
qr	50142	Basthorst	1	Jk bün - bi dei Fru west und - hef - - i͡ehr dat seggt und - sei - - säh - - sei - - wull - dad ook - i͡ehr Dochder - - - segg'n - -
qr	503	Szpegawsk	1	Eck bin - bi de Fru gewese un - hebb et - er - geseggt un - see - - seed - - see - - wull - et oot - eere Dochter - - - segge - -
qr	5031	Lugow	1	Ich bin - boi der Fro gewast und ich ho s - er - gesoit und - sie - - soit - - sie - - wull - s o - ihrer Tochter - - - soin - -
qr	50321	Lehmrade	1	Jck bün - bi dei Fruh west un - hef - - iher dat segt un - sei - - säh - - sei - - wull - dat ock - iher Dochder - - - seg'n - -
qr	50332	Drönnewitz	1	Ick bünn - bi dei Frug wäst un - hef - - i et seggt un - sei - - sär - - sei - - wull - - - - ih'e Dochde - - - segg'n - -
qr	50343	Gross Rogahn	1	Ick bün - bi dei Fru wäst un - hew - - iȇr datt secht un - sei - - sär - - sei - - woll - - - - iȇr Dochtȇ datt ok - seg'n - -
qr	50357	Kladow	1	Ick bünn - bie dei Frug wäsen un - heff es - ehr - segt un - sei - - sär - - sei - - wolt - es ok - ehr Dogder - - - segn - -
qr	50365	Hohen Pritz	1	Jck bünn - bie dei Fruh west unn - heff - - ehr datt seggt unn - sei - - sähr - - sei - - woll - datt - - ehr Dochta - uck - seggen - -
qr	50377	Jellen	1	Jck bün - bie dei Frug west un - hef - - ehr dat segt un - sei - - sähr - - sei - - woll - dat ock - ehr Dochte - - - seng' - -
qr	50385	Lübsee	1	Jk bün - bi dei Feu wäst un - heff - - ehr - seggt un - sei - - sähr - - sei - - wull - 't ok - ehr Dochter - - - seggen - -
qr	50471	Bellin	1	Ick bin - bi de Fru weßt unn - hef t - ä - segt unn - se - - segt - - se - - wull - t ock - a D[?]chtä - - - seggen - -
qr	50523	Retzow	1	Ick bün - bi der Frug wesen un - hew dat - ehr - seggt un - sei - - sprök - - sei - - wull - dat uck - ehr Dochte - - - seggen - -
qr	50538	Hohenbollentin	1	Ick bin - bi dei Fru wäst un - häw - - ähr datt sägt un - sei - - sär - - sei - - wull - dat auk - ähr Dochter - - - sägg'n - -
qr	50552	Golchen	1	Ick bün - bie dei Fru wäst un - häf 't - ehr - sägt un - sei - - sär - - sei - - wull - 't uck - ehr Dochta - - - seggen - -
qr	5056	Biala Wies	1	Ich bin - bei dirr Froh gewast und - ho͜a 's - irr - gesäut und - si - - säut - - si - - wullt - 's o - dirr Tochter - - - säu'n - -
qr	50567	Strippow	1	Jk bün - bi de Fru west un - hew det - eer - segt un - sei - - sähr - - sei - - wull - dar uk - eer Dochta - - - seggen - -
qr	50575	Rosenhagen	1	Ick bünn - bie dei Fru wäst unn - heff et - er - segt unn - sei - - sähr - - sei - - wull - 't uck - er Dochda - - - seng'n - -
qr	50583	Siniechowo	1	Jck bin - bi där Fru wäst on - häw t - är - sägt on - sei - - säer - - sei - - woll - t oak - ohrer Dochter - - - säge - -
qr	50604	Drzewica	1	Ick bün - bi ne Fru west uo - hewwe - - èh - seggt - - sei - - sä - - sei - - wud - 't uck - èhre Dochte - - - segge - -
qr	50622	Lisowo	1	Ick bö - bi däer Frugg west o - heww - - ä det seggt o - seih - - säe - - seih - - wa - dett - - äere Dochter - - - segge - -
qr	50719	Lubin	1	Ik bün - bie dei Fru west un - hef - - ä dat segt un - sei - - sär - - sei - - wull - dat uck - ära Dochta - - - sega - -
qr	50765	Gross Ridsenow	1	Jck bün - bi dei Fru west un - heft dat - eh'n - segt un - sei - - sär - - sei - - woll - dar ok - eh'a Dochta - - - segg'n - -
qr	50779	Schlutow	1	Jck bün - bi dei Fru wäst un - hef - - ehr datt segt un - sei - - sär - - sei - - wull - datt - - ehr Dochdr - ock - seg'n - -
qr	50794	Seedorf	1	Ich bünn - bi dei Fru wäst un - hef - - eä dat segt un - sei - - säär - - sei - - wull - dat uck - eä Dochdä - - - sekken - -
qr	50805	Bentzin	1	Ick bün - bie dei Fru west un - hew - - eh'r - segt u - sei - - sehr - - sei - - wull - dat uck - ehr'e Docht'r - - - segn - -
qr	50818	Ranzin	1	Ick bün̄ - bie dei Fru wäst un - hew dat - eä - segt un - sei - - sär - - sei - - wull - - ok - eä Dochtä - - - seg'n - -
qr	50830	Lassan	1	Ick bün - bi dei Fru wäst un - hew - - ehr dat seggt un - sei - - sähr - - sei - - wull - dat uck - ehr Dochtä - - - segg'n - -
qr	50840	Sallenthin	1	Ik bün - bi dei Fru wäs't un - hef dat - ehr - segt un - sei - - sähr - - sei - - wull - dat ok - ehra Dochda - - - seg'n - -
qr	50844	Miedzyzdroje	1	Ick bün - bi de Fru weest u - häw' - - ähr dat seggt u - sei - - sähr - - sei - - wull - dat uck - ähr Dochder - - - säg'n - -
qr	50850	Sieroslaw	1	Jch bün - bie döi Fru wäst e - hef - - ä - sägt un - sei - - sär - - sei - - wul - et uck - ärä Dochtä - - - sägä - -
qr	50872	Bedzieszewo	1	Jck bün - bi dä Fru wäst o - hef t - ä - säg[h?]t o - sei - - säha - - sei - - wull - t uck - ähra Dochta - - - säga - -
qr	50892	Skalin	1	Jk bin - by de Fruê wêst oh - hef t - en - serht oh - sei - - serht - - sei - - wull - t uk - êhre Dochtê - - - seggê - -
qr	5091	Boruja	1	J' bin - bei der Fro gewasen und - ho es - sehr - geseut un - sä - - seute - - sa - - wult - 's och - ihr'r Tochter - - - seun - -
rs	50973	Koserow	1	Ik binn - bi de Fru west un - hew t - ehe - seht un - sei - - sähr - - sei - - wul - t uk - ehe Dochter - - - sägen - -
rs	50986	Trzesacz	1	Ick bün̄ - bi de Fru wäst o - hĕw - - äh datt seggt o - sei - - sär - - sei - - wull - t uck - ährĕ Dochtĕ - - - sägĕ - -
rs	51	Baerwalde	1	Ick bǚ - bī dä̌ Frug wā̈st ǔ - hä̌w t - ää̌ - sä̌ggt ǔ - sei - - sā̈d - - sei - - wǔ - d ōk - ā̈rä̌ Dǒchtä̌ - - - sä̌ggä̌ - -
rs	51012	Hohen Wangelin	1	Ick bünn - bie dei Fru wäst unn - hef 't - iehr - segt unn - sei - - sähr - - sei - - wul - t ok - iehr Dahda - - - seg'n - -
rs	51030	Rittermannshagen	1	Ick bün - bi dei Fru west un - hef - - ehr dat seggt un - sei - - sähr - - sei - - wull - 't uck - ehr Dochte - - - seggen - -
rs	51048	Tarnow	1	Ick bün - bi dei Frug wäst un - hef - - ehr dat segt un - sei - - sähr - - sei - - wull - dad ōk - ehr Dochta - - - seg'n - -
rs	51065	Trollenhagen	1	Jk bün̄ - bi ra Fru west un - hef t - ehr - segt un - se - - sähr - - se - - wull - t ok - eh'a Dochta - - - seg'n - -
rs	51081	Brohm	1	Jck bünn - bi de Fru wähßt unn - heff - - ähr datt seggt unn - se - - sähr - - se - - wull - - - - ähr Dochta datt ohk - segg'n - -
rs	51089	Eichhof	1	Ik bün - bi de Fruh west un - hef t - eha - segt un - se - - sähr - - se - - wull - t uck - ea Dochta - - - seggen - -
rs	51098	Gegensee	1	Ick bin - bi de Fru weest un - hew et - ehr - seggt un - se - - sähr - - se - - wull - dat uck - ehr Dochta - - - seggen - -
rs	511	Krasniewo	1	Eck sie - bi de Fru gewese onn - heb ditt - err - gesegt on - se - - sed - - se - - wull - ditt uck - ere Dochter - - - segge - -
rs	51101	Drogoradz	1	Ick bin - bi di Fru west un - hewwe - - ehr dat seggt - - - - - - - - se - - well - - uck - ehr Dochter - - - seggen - -
rs	51112	Budzien	1	Ick binn - bie de Fru weest eu - hew ett - ehr - sägt eu - se - - sägt - - se - - wull - ett uck - ehr Dochter - - - segg'n - -
rs	51123	Krzywice	1	Ick bünn - bi de͡ä Fruhg wähst u͡o - hew - - e͡ä dat sächt u͡o - sai - - säe͡ä - - sai - - wu͡o - dat uck - äre͡ä Dochte͡ä - - - sejje͡ä - -
rs	51135	Plantikow	1	Ick bü̆ - bi de Frugĕ wäst u - hăw - - ä dat seggt un - sei - - seggĕ - - sei - - wu - 't uck - ährär Dochtĕr - - - segge - -
rs	51143	Kloster	1	Ick bün - bi dei Fru wäst un - heff - - ehr dat seggt un - sei - - sähr - - sei - - wull - dat uck - ehre Dochte - - - seggen - -
rs	51146	Wiek	1	Ick bün - bi dē͡i Fru wäst un - hef - - ehr dat segt un - sē͡i - - sähr - - sē͡i - - wull - - - - ehr Dochda dat ok - segg'n - -
rs	51162	Nardevitz	1	Ick bünn - bie dei Fruh wäst unn - heff dat - E - äsegt - - sei - - sähr - - sei - - wull - dat ock - eh'ä Dochdä - - - segg'n - -
rs	51170	Zingst	1	Ick bünn - bi dei Fru wääst un - heww - - ehr dat seggt un - sei - - säh'r - - sei - - wull - 't uck - ehr Dochdă - - - segg'n - -
rs	51173	Wendisch Langendorf	1	Jk bün - bi dei Fru wäst un - heww 't - eh(r) - seggt un - sei - - sähr - - sei - - wull - t uk - eh(r) Dochte(r) - - - segg'n - -
rs	51179	Wüstenei	1	Ick bün - bi dei Fru wäst un - hew dat - ehr - seggt un - sei - - sär - - sei - - wull - dat ouk - ehra Tochda - - - seggen - -
rs	51188	Saiser	1	Ick bünn - bī dei Frū west un - heff - - ehă datt segt un - sei - - sähr - - sei - - wull - - - - ehă Dochda datt uck - seng'n - -
rs	51191	Ahrenshoop	1	Ick bün - bi dei Fru wäßt un - heff - - ēă dat secht un - sei - - sähr - - sei - - woll - dat uck - eă Dochdă - - - seng'n - -
rs	5122	Gorzyca	1	Ich bin - bei der Fru gewast r - habe es - ihr - gesoot u - sie - - sogte - - sie - - wollte - es ouch - ihrer Tochter - - - son - -
rs	51232	Neu-Reddevitz	1	Jck bün - bie dei Fru west un - hef t - ehr - segt un - sei - - sähr - - sei - - wull - t uck - ehr Dochte - - - seggen - -
rs	51243	Langendamm	1	Ick bünn - bi ra Fru wähst un - heff - - eha datt seggt un - sei - - sähr - - sei - - wull - datt uck - eha Dochda - - - segg'n - -
rs	51257	Redebas	1	Ick bün - bi dei Fru west un - hew dat - ehr - seggt un - sei - - seer - - sei - - wull - dat uck - ehr Dochda - - - seggn - -
rs	51267	Pütte	1	Ick bün - bi dei Fru west un - hew - - ehr dat secht - - sei - - sär - - sei - - wull - dat uck - ehre Dochter - - - seg'n - -
rs	51277	Poseritz	1	Îk bü̂n - bie dei Frū wǟst ûn - hêw 't - ēâ - sêgt ûn - sei - - sǟâr - - sei - - wûll - 't ûk - ērâ Dôchdâ - - - sêng'n - -
rs	51288	Thiessow	1	Ick bün - bi dei Fru wäst un - hew - - ehr dat seggt un - sei - - sähr - - sei - - wull - - - - ehr Dochter dat ok - segg'n - -
rs	5130	Ransko	1	Ich bin - bei dar Frô gewast und - ho s - ihr - gesogt und - sie - - sogte - - sie - - wüllte - es och - ihrer Tochter - - - sogen - -
rs	51346	Reppelin	1	Ick bünn - bi dei Fru wäst und - hef t - ehr - segt un - sei - - sähr - - sei - - woll - t ok - ehr Dochde - - - segg'n - -
rs	51355	Kavelsdorf	1	Jck binn - bi dei Frug west un - hew 't - ehr - segt un - sei - - säd - - sei - - wull - t ok - ehra Dochter - - - seggen - -
rs	51370	Müggenwalde	1	Ick bünn - bi dei Fru west un - heff - - ehr 't seggt un - sei - - sär - - sei - - wull - 't - - ehr Dochda - uck - seggn - -
rs	51387	Steffenshagen	1	Jck bün - bie dei Fru wäst und - heff - - ehr dat seggt un - sei - - sähr - - sei - - wull - dat uck - ehr Dochda - - - seggen - -
rs	5139	Grudna	1	Ich bin - bei der Fro g'west und - hob es - ihr - gesecht und - sie - - sachte - - sie - - wulte - es och - ihrer Tochter - - - sagen - -
rs	51397	Vierow	1	Ick bün - bi dei Fru wäst un - hev t - ehr - secht un - sei - - sär - - sei - - wull - t uck - ehr Dochta - - - seg'n - -
rs	51409	Karlshagen	1	Ick bün - bie dei Fru weßt und - häfft 't - ehr - seggt und - sei - - sär - - sei - - wull - 't uck - ehr Dochter - - - seggen - -
rs	5141	Brody	1	Ich bin - bei der Fro gewest und - hobe es - ihr - gesagt und - sie - - sagte - - sie - - wollte - es och - ihrer Tochter - - - sagen - -
rs	51413	Trzebusz	1	Ick bün - bi de Fruwe west o - hew t - ä - sägt o - sei - - säe - - sei - - wu - t uk - äre Dochte - - - säge - -
rs	51539	Kisserow	1	Jck bünn - bie dei Fru west un - heff - - eh'r dat seggt - - sei - - säh'r - - sei - - wull - dat ock - eh'r Dochte - - - seggen - -
rs	51549	Federow	1	Jck bünn - bie dei Fru west un - häff 't - ehr - segt un - sei - - sär - - sei - - woll - 't ock - eha Dochte - - - segg'n - -
rs	51561	Klein Vielen	1	Jck bün - bi dei Fru west un - hew - - ehr dat seggt un - sei - - sär - - sei - - wull - - - - ehr Dochter dat uck - seggen - -
rs	51571	Holldorf	1	Ik bün - bi de Fru west un - häw - - ehr dat seggt un - se - - sähr - - se - - wull - dat ok - ehr Dochta - - - segg'n - -
rs	51584	Woldegk	1	Jck bünn - bi de Fru west un - hew 't - ea - secht un - se - - sär - - se - - wull - 't ok - ea Dochta - - - segg'n - -
rs	51598	Trebenow	1	Ick bin - bie de Fru west un ick hew t - ehr - segt un - se - - sädt - - se - - wull - et ok - ehr Dochta - - - segg'n - -
rs	51611	Rossow	1	Ek bö - bi de Fru wäst o - häf t - er - sägt o - se - - sägt - - se - - wä - t - - er Dochter - ok - säng - -
rs	51624	Wawelnica	1	Ik bin - bi de Fruh west un - hew t - ehr - segt - - se - - sehr - - se - - wull - t uk - eh(r) Dochter - - - segn - -
rs	51637	Bergland	1	Ick bü - bi de Fru wääst oo - hew - - ä - secht o - se - - sä - - se - - wu - t uk - ärä Dochtä - - - seg'n - -
rs	51646	Dabrowica	1	Ick bü - bie de Frug west oh - heww - - eh dat segt oh - sei - - säd - - sei - - wu - dat uck - ehre Dochte - - - sege - -
rs	51661	Bobrowniki	1	Ick bü - bi de Fruga wäst un - häf t - ä - sägt u - sei - - sägt - - sei - - will - - uk - ära Dochte - - - säga - -
rs	51805	Grabow	1	Ick bün - bi dei fru west un - heff dat - er - seggt un - sei - - sähr - - sei - - wull - dat ok - ehr dochter - - - seng'n - -
rs	51816	Lärz	1	Ick bün - bi dei Frau wĕst un - heww 't - eă - seggt un - sei - - sähr - - sei - - wull - 't ook - eă Dochdă - - - seng'n - -
rs	51832	Ahrensberg	1	Jck bünn - bie de Fru west un - heff - - ea - segt un - se - - sär - - se - - wull - dat ok - ea Dochta - - - seng'n - -
rs	51838	Hasselförde	1	Ick bünn - bi de Fro west und - heff t - öa - segt un - se - - sär - - se - - wull - dat ok - öa Dochta - - - seng - -
rs	51850	Buchenhain	1	Ik bin - bi de Fru weʃst u - häb et - ehr - sägt und - se - - sägt - - se - - wull - t - - ehr Dochter - - - säggen - -
rs	51866	Röpersdorf	1	Ick bin - bi de Fru west un - hebb 't - är - segt un - se - - segt - - se - - wull - 't ok - är Dochter - - - seggen - -
rs	51877	Grünz	1	Ick be - bi de Fru west o - hep t - ea - sejjt o - se - - seggt - - se - - w[] - - - - ea Dochta - - - segg'n - -
rs	51893	Pargow (Pargowo)	1	Ik bö - bi de Fră west un - hew - - ähr - segt un - se - - segt - - se - - wu - t uk - ähr Dochter - - - segg'n - -
rs	51906	Zelislawiec	1	Ick bi - bie de Fru weest und - hew t - ehr - segt un - se - - segt - - se - - wull - t uck - ehr Dochter - - - seggen - -
rs	51918	Slotnica	1	Ick bĕ - bi de Frug wäst ŭ - heww t - ä - sächt ŭ - se - - sächt - - se - - wu - tt uck - ähĕ Dochtĕ - - - saijă - -
rs	51934	Zukowo	1	Ick bü̆ - bie de Frug weist u - heww - - eha dat seggt u - - - - - - - sē - - wu - tt - - ehrem Meikă - - - seggă - -
rs	5203	Nekielka	1	Ik be - bi de Fruk west o - heb - - ä dat secht o - sie - - sät - - sie - - wa - t ok - ährä Dochtä - - - säggä - -
rs	52064	Papenbruch	1	Ick bin - bi de Frau west un - hew t - (öhr) - seggt un - se - - seggt - - se - - woll - t ook - ähre Dochter - - - seggen - -
rs	52070	Wallitz	1	Ick bin - bi de Frau west un - hew - - ehr - segt un - se - - segt - - se - - woll - es ok - ehre Dochter - - - seg'n - -
rs	52079	Menz	1	Ik bin - bi de Frau wesst und - häb es - öhr - seggt un - se - - seggt - - se - - woll - es ok - öhr Dochter - - - seng'n - -
rs	52086	Barsdorf	1	Ick bün - bi de Fru west un - heff - - öhr - segt un - se - - sehr - - se - - wull - t o̊ck - öhre Do̊chta - - - seng - -
rs	52095	Petersdorf	1	Ick bin - bi de Fru west und - hebb t - er - secht un - se - - sehr - - se - - wull - 't ok - ehr Dochta - - - segg'n - -
rs	5210	Skwierzyna	1	Ich bin - bei d' Frau jewesen und - hoabe es - ihr - jesat und - sie - - sate - - sie - - wolle - es och - ihre Tochter - - - san - -
rs	52103	Flieth-Stegelitz	1	Ik bän - bi de Fru west un - hebb 't - ea - seggt un - se - - seggt - - se - - wull - t ok - äa Dochta - - - seggen - -
rs	52113	Passow	1	Ich bin - bie de Fru west un - heb t - ehr - seggt un - se - - seggt - - se - - will - t - - ehr Dochter - ok - segg'n - -
rs	52129	Widuchowa	1	Ick bin - bi de Fru west un - hebb t - äh - seggt un - see - - sähr - - se - - wull - 't ook - ähr Dochter - - - seggen - -
rs	52139	Banie	1	Ick bin - bie de Fru weest un - häbb t - är - säggt un - se - - säggt - - se - - will - t uck - ehr Dochter - - - säggen - -
rs	5214	Krobielewo	1	Ich bin - bei dar Frau gewast un - ho es - ehr - gesat und - sei - - sate - - sei - - wullte - es och - ehrer Tochter - - - sohn - -
rs	52154	Obromino	1	Ick be - bie t Fru wēst oh - hew t - eh - segt o - seh - - segt - - se - - wā - t uck - ehre Dochte - - - seie - -
rs	52169	Brzezina	1	Ick bĭ́ - bi de Fruj west u - hew - - é dat sĕgt u - se - - sähe - - se - - wull - det uck - âhre Dochte - - - säg[n?] - -
rs	52276	Bagicz	1	Jck bin - bie ra Fru wähst un - heww 't - äha - seggt und - sei - - sǟǟr - - sei - - wull - t uck - ähra Dochta - - - sǟǟga - -
rs	52278	Lasin Koszalinski	1	Ick bin - bi dea Fru west unn - heww - - äa dat seggt unn - sei - - sär - - sei - - wull - dat uck - äre Dochte - - - segge - -
rs	52311	Sieciemin	1	Ik binn - bi dä Fru west ou - hebb - - eer dat segt ou - sei - - sed - - sei - - wull - dat - - eerä Dochter - - - seggä - -
rs	52349	Pomysk Wielki	1	Ick bin - bi dere Fruge west un - hew 't - ähe - seggt un - sei - - sär - - sei - - wull - 't ock - ähre Dochter - - - segge - -
rs	52359	Szymbark	1	Ek ben - bie de Frug west o - heb dat - - - segt o - sei - - sed - - sei - - wul - dat uck - ere Dochte - - - segge - -
rs	52374	Szklana Gora	1	Ick bin - bi de Fru gewest und - hebbe - - er dat gesaïgt u - se - - saïgte - - se - - wull - et ok - erer Dochter - - - saïgen - -
rs	52396	Skowarcz	1	Ek ben - bi der Fru gewese onn - heb dit - err - gesegt onn - se - - säd - - ṡe - - wull - dit uck - ehre Dochter - - - segge - -
rs	52428	Oberlakendorf (Solnica Górna)	1	Ek si - bi der Fru gewese on - heb et - er - gesegt on - se - - sed - - se - - wull - et uk - ehrer Dochter - - - segge - -
rs	52440	Deep (Czajcze)	1	Ick bün - bie däa Fruwa wäst un - hew - - äa dat segt un - sei - - sähr - - sei - - wull - dat ok - ähra Dochda - - - sägn - -
rs	52463	Bialecino	1	Ick bin - bie däa Frugen wäst un - hew - - är dat seggt - - sei - - sähr - - sei - - wull - dat ock - ähre Dochta - - - seggen - -
rs	52478	Bronowo	1	Ick bin - bi derrä Fru wäst und - hef dat - ähr - secht - - sei - - secht - - sei - - wul - dat - - ärä Dochdä - - - sechä - -
rs	52484	Reddies	1	Jck bin - bie dö Fru west un - heb et - er - segt un - sei - - säd - - sei - - wull - et ock - ehre Dochter - - - segga - -
rs	52567	Pasewark	1	Eck senn - bi de Fru gewesen on - häw et - er - gesächt on - se - - sehd - - se - - wull - et uck - ehrer Dochter - - - säge - -
rs	52578	Bad Rügenwalde	1	Jck bin - bie de Fru west un - hew t - öhr - sägt un - sei - - sähr - - sei - - wul - t ok - öhrer Dochter - - - säge - -
rs	5259	Prusim	1	Ich bin - bei die Frau gewesen und - habe es - ihr - gesot u - sie - - sogte - - sie - - wolle - es och - ihre Tochter - - - sogen - -
rs	52600	Radoslaw	1	Ick bin - bi deä Fruw west un - hew - - ähä dat sägt un - sei - - sägt - - sei - - wull - dat ock - ährä Dochtä - - - sägä - -
rs	52700	Losino	1	Ick benn - bi er Fru west o - hew dat - er - segt o - sei - - sed - - sei - - wull - dat ock - erer Dochter - - - sege - -
rs	5271	Przyborowko	1	Ich bin - bei dar Frau gewasen und - hob es - ihr - gesogt und - sie - - sogte - - sie - - wullt - es och - ihrer Tochter - - - sogen - -
rs	52714	Labiszewo	1	Ik bin - bi da Fru west o - heb dat - ere - segt o - sei - - sed - - sei - - wull - dat uk - ere Dochta - - - segga - -
rs	52722	Karwen	1	Ick bin - bi de Fru west un - hew dat - er - segt un - sei - - ser - - sei - - wul - dat ok - ere Dochter - - - sege - -
rs	52755	Heubude (Stogi)	1	Eck ben - bi de Fru gewese on - haw et - ähr - gesägt on - se - - sed - - se - - wull - et uck - ähre Dochter - - - säge - -
rs	52762	Skowronki	1	Ek sen - bi der Fru gewesen onn - hebb et - ä - gesegt onn - se - - säd - - se - - wull - et ok - ära Dachta - - - seggen - -
rs	52766	Rowy	1	Jck bin - bie der Fru wähst unn - hew 't - äer - secht unn - sei - - säd - - sei - - wull - dat ok - ära Dochder - - - secha - -
rs	52767	Machowinko	1	Jck bin - bie de Fru wäst un - hew̄ dat - ä'e - seggt un - sei - - sär - - se[] - - wull - da ok - ähre Dochde - - - segge - -
st	5277	Gleboczek	1	Ik bin - bi de Fruge west o - heb t - e - secht o - se - - secht - - se - - wa - t auk - äre Doch[te?] - - - segge - -
st	52816	Hela	1	Ick sin - bi de Fru gewese un - heww - - er dat geseggt un - see - - säd - - see - - wull - et uk - ere Dochter - - - s[e/a?]gge - -
st	52819	Jaroslawiec	1	Ick bün - bi däe Fru wähst un - häw - - äe dat sägt un - sei - - säd - - sei - - wull - dat ohk - ähre Dochte - - - sege - -
st	52825	Krolowstrand (Królewice)	1	Jck bin - bi de Fru west un - hew dat - äe - segt un - sei - - segt - - sei - - wul - dat ok - äre Dochte - - - sege - -
st	52854	Drzezewo	1	Ick bin - bi de Fru wēst un - heww dat - ehr - seggt un - sei - - säd - - sei - - wull - dat ok - ehrer Dochter - - - segge - -
st	52865	Niebedzino	1	Eck benn - bie der Fru west o - hebb dat - ä̂r - sä̂̂gt o - sê̂ - - sä̂d - - sê̂ - - wull - dat uck - êre Dochter - - - segge - -
st	52871	Dabrowka Wielka	1	Eck benn - bie dei Fruh wäst ah - hebb dat - er - secht ah - sei - - säd - - sei - - wull - dat uck - äre Dochter - - - seggn - -
st	52881	Luzino	1	Eck benn - bi de Fru gewest un - hebb - - er dat secht un - se - - seg - - se - - wull - dat - - ihre Dochter - - - sägg - -
st	52887	Pogorze	1	Eck ben - bi de Fru gewest un - hew - - ehr es gesegt un - se - - sed - - se - - wull - et ok - erer Dochter - - - segge - -
st	52896	Bialogora	1	Eck ben - bi dei Fru west on - heb - - aer - segt un - sei - - saed - - sei - - wull - d[?]t - - aerae Dochter - - - saegae - -
st	52905	Karwenbruch	1	Eck ben - bie der Fru weest und - heb dat - er - segt und - se - - segt - - se - - wull - dat uck - ehrer Dochter - - - sēgen - -
st	5291	Gorki Noteckie	1	Ik bin - bi de Fru geweßt un - heb et - ehr - geseggt un - se - - seggte - - se - - wul - et ok - ehre Dochter - - - seggen - -
st	52913	Wladyslawowo	1	Ik ben - bi de Fru gewest on - häw dat - er - gesägt on - se - - säd - - se - - wull - dat - - ehre Dochter - - - sägn - -
st	52915	Lebieniec	1	Eck benn - bie de Fru west o - heb dat - ehr - segt o - sei - - sed - - sei - - wull - dat - - ehre Dochter - - - segge - -
st	52927	Zelazna	1	Ick bin - bie d' Fru west un - hew - - ehr dat seggt un - sei - - säd - - sei - - wull - dat uck - eh'rer Dochter - - - segga - -
st	52936	Tylowo	1	Ek bin - bih de Fru west un - heb et - er - secht un - se[c?]h - - sed - - se - - wull - dat uk - äreh Dochter - - - segge - -
st	5305	Rapin	1	Ick bin - bi de Fru gewest un - heb et - ör - gesecht un - se - - secht - - se - - wull[] - et ok - öhre Dochter - - - seggen - -
st	5315	Pilka	1	Ick bin - bi de Frug west und - heb t - e - sejt und - sie - - sede - - sie - - woll' - et och - eher Dochte - - - seje - -
st	5316	Rzecin	1	Ik bin - bi de Frug weist o - hew et - e - seggt o - sei - - seggt - - sei - - wut - et ok - ehro Dochde - - - segge - -
st	532	Zulawka Sztumska	1	Ech sei - bei der Frau gewese un - hob - - 'r s gesogt un do - - - sogt se - se - - wutt - 's - - der Tochter - - - sogn - -
st	5322	Tarnowko	1	Jck bin - bi dä Fruggo weist oh - hebb' ät - äh - sächt - - - - - - - - sey - - wo - t ock - eiro Dochte - - - säggio - -
st	5374	Groß Golle (Golaszewo)	1	Ick bin - bi dä Fruge wäse o - heb' - - ä - sächt o - sie - - sät - - sie - - woll - et och - ärer Dochter - - - säggen - -
st	5386	Lubicz	1	Ick bin - bi de Fru gewäst unn - hebb dat - ä - gesecht unn - se - - secht - - se - - will - dat uck - ähe Dochte - - - segge - -
st	5397	Slonow	1	Ik bin - bie dä Fru weest un - hebb 't - ä - secht un - se - - säd - - se - - wull - 't uk - ährer Dochter - - - seggen - -
st	5402	Huta Szklana	1	Ick bin - bi dä Frugŏ weist unn - hebb t - ä - seggt unn - se - - seid - - se - - wou - t ok - ähre Dochte - - - seggŏ - -
st	5409	Marienbusch	1	Jck bin - bi de Frugo weist o - häbb - - ä dat sächt o - se - - seid - - se - - wu - tt ok - ähro Dochte - - - säggo - -
st	5421	Ostrowki	1	Ich bin - bi de Fruge weist o - häb - - ä dat sächt o - se - - seid - - se - - wu - t ok - eire Dochte - - - sägge - -
st	54871	Neuarad (Aradu Nou)	1	Ich bin - ba der Frau g'west un - hab 's - ia - gsacht u - sie hot - gsacht - - sie - - tät - 's - - ihre Tochter - 'a - sāche - -
