Index	Bogennummer	Ort	Sprache	ich1	bin	sein1	war	hab	gewesen	bei	von	nach	zu	mit	der1	frau	weib	alten	basi	mutter	und1	ich2	habe	es1	für1	an1	zu1	gegen1	ihr	ihrder	ihrsie	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	ich3	hat2	es2	will	tut	geht	soll	macht	sagen	auch	schon	gleich	für2	an2	zu2	gegen2	ihrer	der	sein	mein	tochter	mädchen	deern	mensch	lüte	gits	famen
fg	21355	Wendlinghausen	1	e ck	- - -	s i nn -	- - - -	- - - -	- - w e s e n	b ui	-	- - -	-	-	d e r - -	f r u gg e n	- - - - -	- - - -	-	-	u n -	- - -	h ä bb e -	- e t	-	-	-	- - - - -	- üh r - -	- - - -	-	- - s e g t	u n -	-	s eu	- - - -	- - s ee - - -	- - -	s eu	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	au k	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21362	Reher	1	e k	- - -	s i n -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e r - -	f r äu - e n	- - - - -	- - - -	-	-	u n -	- - -	h e ww - -	- e t	-	-	-	- - - - -	- üh r - -	- - - -	-	- - s e g t	u n -	-	- -	- - - -	- - - - - - -	- - -	s ei	-	-	- - t	w o l - - -	- - -	- - - -	- - -	-	s e gg e n	au k	-	-	- - -	-	- - -	- - - - -	- üh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21384	Harderode	1	e ck	- - -	s ü nn -	- - - -	- - - -	- - w e ss - t	b eï	-	- - -	-	-	d ei - - -	f r iu - - -	- - - - -	- - - -	-	-	u n -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- - - - -	- - - -	s ei	- - s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s ei	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	äü k	-	-	- - -	-	- - -	- - - - -	- öu r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21405	Rheden	1	e k	- - -	s i nn -	- - - -	- - - -	- e w e s - t	b öi	-	- - -	-	-	d ä - - -	f r iu - e n	- - - - -	- - - -	-	-	u n -	- - -	h e w e -	- ö t	-	-	-	- - - - -	- ö r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s e gg t -	- - -	s ei	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	eu k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21429	Nette	1	e ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b äi	-	- - -	-	-	d ei - - -	f r iu - - -	- - - - -	- - - -	-	-	u n -	- - -	h e bb e -	- e t	-	-	-	- - - - -	- eh r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s ei	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- eh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21446	Steinlah	1	e k	b i n	- - - -	- - - -	- - - -	- e w e s - t	b i	-	- - -	-	-	d e r - -	f r u - e n	- - - - -	- - - -	-	-	u n -	- - -	h e w - -	- e t	-	-	-	- - - - -	- eh r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	u k	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2145	Kurschen (Kuz'Mino)	1	e k	- - -	s i - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	d e - - -	f r u - - -	- - - - -	- - - -	-	-	o n -	- - -	h e b - -	- e t	-	-	-	- - - - -	- e r - -	- - - -	-	g e s e g t	o n -	-	s e	- - - -	- - s e g t -	- - -	s e	-	-	- e t	w u ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- eh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21455	Gross Schiplage	1	j k	- - -	s e n -	- - - -	- - - -	- - w ia s e n	b ui	-	- - -	-	-	d e - - -	f r a w e -	- - - - -	- - - -	-	-	u n -	- - -	h ä w - -	- e t	-	-	-	- - - - -	- iah r - -	- - - -	-	- - s a g t	u n -	-	s e	- - - -	- - s ia r - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	au k	-	-	- - -	-	- - -	- - - - -	- ia r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2161	Kalnen (-)	1	ö ck	- - -	s ieh - -	- - - -	- - - -	g e w ä s e -	b ie	-	- - -	-	-	d ä - - -	f r u - - -	- - - - -	- - - -	-	-	o nn -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- äh r - -	- - - -	-	g e s e g t	o nn -	-	s eh	- - - -	- - s ä - d -	- - -	s eh	-	-	- ö t	w e ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- äh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21611	Schweicheln-Bermbeck	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s e n	b ie	-	- - -	-	-	d e - - -	f r u - e n	- - - - -	- - - -	-	-	u n d	- - -	h e bb e -	- e t	-	-	-	- - - - -	- üh r - -	- - - -	-	- - s a g t	u n -	-	s ei	- - - -	- - s äe - - -	- - -	s ei	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	au ck	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21632	Veltheim	1	e ck	b i n	- - - -	- - - -	- - - -	- - w ä s - n	b ie	-	- - -	-	-	d e n - -	- - - - - -	w ie w e -	- - - -	-	-	u - -	- - -	h e ww - -	- e t	-	-	-	- - - - -	- üh r - -	- - - -	-	- - s e g t	u n -	-	s ei	- - - -	- - s üe - - -	- - -	s ei	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg - n	o k	-	-	- - -	-	- - -	- - - - -	- üh r - n - -	- - -	- - - - - -	-	- - - - - - - -	- - - - - - -	- - - - - -	-	l üe	-	-
fg	21666	Rohden	1	e ck	- - -	s i n -	- - - -	- - - -	- e w e s e n	b ei	-	- - -	-	-	- - r - -	f r u - e n	- - - - -	- - - -	-	-	u n -	- - -	h ä ww e -	- - t	-	-	-	- - - - -	- öh r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s äë - - -	- - -	s ei	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	eo k	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21679	Springe	1	e ck	b i n	- - - -	- - - -	- - - -	- - w ä s e n	b e	-	- - -	-	-	d e r - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e bb e t	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	- - s e g t	- - -	-	- -	- - - -	- - - - - - -	- - -	s ei	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- üh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21687	Vardegötzen	1	e k	- - -	s i n -	- - - -	- - - -	- e w e s - t	b i	-	- - -	-	-	d e r - -	f r iu - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ww - -	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s äh - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	- -	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	d o g d e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21707	Rautenberg	1	e ck	b i n	- - - -	- - - -	- - - -	- - w ä s e n	- -	-	n a h	-	-	d e r - -	f r iu - - n	- - - - -	- - - -	-	-	u n -	- - -	h e ww e t	- - t	-	-	-	- - - - -	- - r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s äe - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	eo k	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2182	Soginten (Svirskoe)	1	e ck	- - -	s i - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	d e - - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e b - -	- e t	-	-	-	- - - - -	- ä r - -	- - - -	-	g e s e ch t	u n -	-	s e	- - - -	- - s e ch t -	- - -	s e	-	-	- e t	w ö ll - - -	- - -	- - - -	- - -	-	s ä k e -	u ck	-	-	- - -	-	- - -	- - - - -	- ä r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21882	Bodenstedt	1	ji k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ai	-	- - -	-	-	d ei - - -	f r äu - e -	- - - - -	- - - -	-	-	u n -	- - -	h ä bb - -	- e t	-	-	-	- - - - -	- ö r - -	- - - -	-	- - s e g t	u n -	-	s ei	- - - -	- - s äe - - -	- - -	s ei	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- ö r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21902	Rautheim	1	i ck	b i n	- - - -	- - - -	- - - -	- e w e s - t	b ie	-	- - -	-	-	d e r - -	f r uh - e n	- - - - -	- - - -	-	-	u n -	- - -	h ä w - -	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s äh - - e	- - -	s ei	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s ä gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	21936	Bartensleben	1	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b i	-	- - -	-	-	d e - - -	f r u - e -	- - - - -	- - - -	-	-	u n -	- - -	h e w e -	- - t	-	-	-	- - - - -	- - - - -	- - - -	s e	- - s e g t	u n -	-	s e	- - - -	- - s äe - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2200	Narmeln (Polski)	1	e ck	- - -	s i - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	d e r - -	f r u - - -	- - - - -	- - - -	-	-	o nn -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- e r - -	- - - -	-	g e s e g t	o nn -	-	s e	- - - -	- - s ä - d -	- - -	s ih h	-	-	- - t	w u ll - - -	- - -	- - - -	- - -	-	s e i e -	u ck	-	-	- - -	-	- - -	- - - - -	- ä r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2204	Leysuhnen (Ščukino)	1	e ck	- - -	s ie - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	- a - - -	f r u - - -	- - - - -	- - - -	-	-	o nn -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- äh - - -	- - - -	-	g e s e g t	o nn -	-	s e	- - - -	- - s ä - d -	- - -	s e	-	-	- e t	w u ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- äh r a - - -	- - -	- - - - - -	-	d o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22044	Rottorf	1	i ck	b i n	- - - -	- - - -	- - - -	- e w e s - t	b i	-	- - -	-	-	d e r - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ww - -	- e t	-	-	-	- - - - -	- e r - -	- - - -	-	- e s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22063	Hundisburg	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b i	-	- - -	-	-	d e - - -	f r uh - e -	- - - - -	- - - -	-	-	u n -	- - -	h e ww e -	- e t	-	-	-	- - - - -	- eh r - -	- - - -	-	- e s e g t	u n -	-	s e	- - - -	- - s äh - - -	- - -	s e	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- eh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22074	Farsleben	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b i	-	- - -	-	-	d e - - -	f r u - e -	- - - - -	- - - -	-	-	u n -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- eh r e -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s e gg t e	- - -	s e	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg - n	o k	-	-	- - -	-	- - -	- - - - -	- eh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22083	Reesen	1	j k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e - - -	f r u - e -	- - - - -	- - - -	-	-	u n -	- - -	h e w e -	- e t	-	-	-	- - - - -	- äh r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s e g t e	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e g e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22092	Paplitz	1	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e - - -	f r au - e -	- - - - -	- - - -	-	-	u n -	- - -	h e ww e -	- e t	-	-	-	- - - - -	- öäh r e -	- - - -	-	- - s ä r t	u n -	-	s ie	- - - -	- - s ä r t -	- - -	s ie	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öäh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22111	Wasbüttel	1	j ck	b i n	- - - -	- - - -	- - - -	- - w e s e n	b ie	-	- - -	-	-	d e - - -	f r ö - e -	- - - - -	- - - -	-	-	u n -	- - -	h e bb e -	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	- - s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s ei	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	o k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22149	Rätzlingen	1	j ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ie	-	- - -	-	-	d e - - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e bb e -	- e t	-	-	-	- - - - -	- öh r e -	- - - -	-	- - s e g t	u n -	-	s ei	- - - -	- - s äe - - -	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg e n	oo k	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2216	Hermsdorf (Pograničnyj)	1	e k	- - -	s i - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	d a - - -	f r u - - -	- - - - -	- - - -	-	-	o nn -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- äh r - -	- - - -	-	g e s e g t	o nn -	-	s e	- - - -	- - s ä - d -	- - -	s e	-	-	- e t	w u ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- äh r a - - -	- - -	- - - - - -	-	d o ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22172	Burgstall	1	j ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ai	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e w - -	- - -	-	-	-	- - - - -	- öah r - -	- - - -	-	- - s e g t	u n d	-	s e	- - - -	- - s äh - - -	- - -	s e	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s ä ng - n	o k	-	-	- - -	-	- - -	- - - - -	- öah r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22222	Reislingen	1	j k	b i n	- - - -	- - - -	- - - -	- e w e s - t	b i	-	- - -	-	-	d ä - - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ww e -	- e t	-	-	-	- - - - -	- - - - -	- - - -	s ei	- - s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s ei	-	-	- e t	w o ll - - -	- - -	- - - -	- - -	-	s e gg e n	- -	-	-	- - -	-	- - -	- - - - -	- öh r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22249	Roxförde	1	j k	b i n	- - - -	- - - -	- - - -	- - w e ss - t	b ie	-	- - -	-	-	d e - - -	f r u - - -	- - - - -	- - - -	-	-	u n d	- - -	h e bb - -	d e t	-	-	-	- - - - -	- äe r - -	- - - -	-	- - s äe g t	u n d	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e ng - -	a nk	-	-	- - -	-	- - -	- - - - -	- äe r e r - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2225	Moritten (Oktjabrskoe)	1	oe ck	- - -	s i - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	- a - - -	f r u - - -	- - - - -	- - - -	-	-	o n -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- ä - - -	- - - -	-	g e s e g t	- - -	-	- -	- - - -	- - - - - - -	- - -	s e	-	-	- e tt	w u ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- ä r a - - -	- - -	- - - - - -	-	d oa ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22264	Grieben	1	j ck	b i n	- - - -	- - - -	- - - -	- - w ä s - t	b äi	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h äu t - -	- - -	-	-	-	- - - - -	- e r - -	- - - -	-	- - s äh - t	u n -	-	s äi	- - - -	- - s äh - t -	- - -	s äi	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s ä ng - -	oo k	-	-	- - -	-	- - -	- - - - -	- öäh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22276	Zabakuck	1	i ck	b ü n	- - - -	- - - -	- - - -	- e w e s - t	b ei	-	- - -	-	-	d eh - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ww - -	- e t	-	-	-	- - - - -	- öh r - -	- - - -	-	- e s ä - d	u n -	-	s e	- - - -	- - s e r r e	- - -	s e	-	-	- e tt	w o ll - - -	- - -	- - - -	- - -	-	s e ng - n	o k	-	-	- - -	-	- - -	- - - - -	- öäh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22375	Westerholz	1	j ck	b i n	- - - -	- - - -	- - - -	- - w e s e n	b i	-	- - -	-	-	- e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ww e -	- e t	-	-	-	- - - - -	- ö r e -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	- e t	w o ll - - e	- - -	- - - -	- - -	-	s e gg - n	oh k	-	-	- - -	-	- - -	- - - - -	- ö r e - - -	- - -	- - - - - -	-	d o ch d e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22384	Tülau-Fahrenhorst	1	j ck	- - -	- - - -	- - - -	h e w -	- - w e s - t	b i	-	- - -	-	-	d e - - -	f r o - - -	- - - - -	- - - -	-	-	u n d	- - -	h ä ff - -	d a t	-	-	-	- - - - -	- öh r - -	- - - -	-	- - s e g t	u n d	-	s e	- - - -	- - s e g t -	- - -	s e	-	-	d a t	w o ll - - -	- - -	- - - -	- - -	-	s e g - n	o ck	-	-	- - -	-	- - -	- - - - -	- öh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22394	Köbbelitz	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ie	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e ff - -	d e t	-	-	-	- - - - -	- e r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	- e tt	w o ll - t -	- - -	- - - -	- - -	-	s e ng - n	au k	-	-	- - -	-	- - -	- - - - -	- e r - - - -	- - -	- - - - - -	-	d o ch d e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22407	Schenkenhorst	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b eï	-	- - -	-	-	d eï - - -	f r ou - - -	- - - - -	- - - -	-	-	u n -	- - -	h e b - -	- - t	-	-	-	- - - - -	- äh r - -	- - - -	-	- - s e r t	u n -	-	s eï	- - - -	- - s ä - - -	- - -	s eï	-	-	d - -	w o ll - - -	- - -	- - - -	- - -	-	s e ng - n	ou k	-	-	- - -	-	- - -	- - - - -	- äh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	2242	Naunienen	1	ö k	- - -	s ie - -	- - - -	- - - -	g e w e s e -	b i	-	- - -	-	-	- a - - -	f r u - - -	- - - - -	- - - -	-	-	u n -	- - -	h e bb - -	- ö t	-	-	-	- - - - -	- a - - -	- - - -	-	g e s e g t	o n -	-	s e	- - - -	- - s ä - d -	- - -	s e	-	-	- ö t	w u ll - - -	- - -	- - - -	- - -	-	s e gg e -	o k	-	-	- - -	-	- - -	- - - - -	- a - - - - -	- - -	- - - - - -	-	d a ch t a - - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22423	Querstedt	1	i ck	b i n	- - - -	- - - -	- - - -	- - w ä s - t	b e	-	- - -	-	-	d e - - -	f r oau - - -	- - - - -	- - - -	-	-	u n -	- - -	h e p - -	- - t	-	-	-	- - - - -	- öh r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s eeu - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s ä ng - -	oo k	-	-	- - -	-	- - -	- - - - -	- öh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22443	Staffelde	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e b - -	- - -	-	-	-	- - - - -	- öeh r - -	- - - -	-	- - s e g t	- - -	-	- -	- - - -	- - s e g t -	- - -	s ei	-	-	d e t	w o ll - - -	- - -	- - - -	- - -	-	s e g - n	oo k	-	-	- - -	-	- - -	- - - - -	- öh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22453	Grosswudicke	1	i ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b ei	-	- - -	-	-	d e - - -	f r au - e -	- - - - -	- - - -	-	-	u n -	- - -	h e bb - -	- e t	-	-	-	- - - - -	- äh r e -	- - - -	-	- - s äh - t	u n -	-	s ie	- - - -	- - s äh - t -	- - -	s ie	-	-	- - t	w i ll - - -	- - -	- - - -	- - -	-	s ä ng - n	o k	-	-	- - -	-	- - -	- - - - -	- äh r e - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22574	Masel	1	j ck	b i n	- - - -	- - - -	- - - -	- - w e s - t	b i	-	- - -	-	-	d ei - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e f - -	- - t	-	-	-	- - - - -	- e r - -	- - - -	-	- - s e g t	u n -	-	s ei	- - - -	- - s ä - - -	- - -	s ei	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e g - n	- -	-	-	- - -	-	- - -	- - - - -	- ä r e - - -	- - -	- - - - - -	-	d o g t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22581	Höddelsen	1	j k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b i	-	- - -	-	-	d e - - -	f r au - - -	- - - - -	- - - -	-	-	u n -	- - -	h e w - -	d e t	-	-	-	- - - - -	- eh r - -	- - - -	-	- - s e g t	u n -	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	d a t	w o ll - - -	- - -	- - - -	- - -	-	s e gg - n	ö k	-	-	- - -	-	- - -	- - - - -	- eh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22599	Wöpel	1	j ck	- - -	- - - -	- - - -	h e ff -	- - w e ss - t	b i	-	- - -	-	-	t - - - -	f r au - - -	- - - - -	- - - -	-	-	u n d	- - -	h e bb - -	- - t	-	-	-	- - - - -	- eh r - -	- - - -	-	- - s e g t	u n d	-	s e	- - - -	- - s äh - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e gg - n	- -	-	-	- - -	-	- - -	- - - - -	- eh r - - - -	- - -	- - - - - -	-	d o ch t e r - -	- - - - - - -	- - - - - -	-	-	-	-
fg	22621	Molitz	1	i k	b i n	- - - -	- - - -	- - - -	- - w e s - t	b eei	-	- - -	-	-	d e - - -	f r ou - - -	- - - - -	- - - -	-	-	u n -	- - -	h e b - -	- - t	-	-	-	- - - - -	- öu r - -	- - - -	-	- - s ä g t	u n -	-	s e	- - - -	- - s ä - - -	- - -	s e	-	-	- - t	w o ll - - -	- - -	- - - -	- - -	-	s e ng - -	ou k	-	-	- - -	-	- - -	- - - - -	- öu r - - - -	- - -	- - - - - -	-	d o g t e r - -	- - - - - - -	- - - - - -	-	-	-	-
