Index	Bogennummer	Ort	Sprache	ich1	bin	gewesen	bei	der	frau	und1	ich2	habe	es1	zu1	ihr	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	hat2	es2	will	sagen	auch	zu2	ihrer	tochter
ab	1296	Zabin	1	Jck	bin - - -	weist -	bie - - - -	de	Frug - - - -	u	-	häbb	't	- - - -	ä - - -	sächt	u	-	se - - - -	-	seid	-	se - - - - -	-	t	wu - - - -	segga	- - -	- - - -	eire - - - -	Dochte - - - - - -
ab	12969	Borlas	1	Ich	bin - - -	gewäsn -	bei - - - -	d'r	Fra - - - -	un	-	ho	s	- - - -	er - - -	gesait	un	-	se - - - -	-	saite	-	se - - - - -	-	s	wullt - - - -	sahn	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
ab	13005	Dohna	1	Ich	bin - - -	gewasen -	bei - - - -	d'r	Frau - - - -	und	-	ho͡ah	s	- - - -	er - - -	geso͡at	und	-	se - - - -	-	so͡ate	-	se - - - - -	-	's	wull - - - -	so͡ah'n	oh - -	- - - -	ihrer - - - -	Tuchter - - - - - -
ab	13019	Porschdorf	1	Ich	bin - - -	gewasen -	bei - - - -	der	Frau - - - -	und	-	ha	s	- - - -	er - - -	gesaht	und	-	se - - - -	-	sahte	-	se - - - - -	-	s	wällt - - - -	sahn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
ab	13047	Morgenröthe	1	Ich	bi' - - -	gewǟsen -	bei - - - -	der	Frǟ - - - -	und	-	hob	s	- - - -	ihr - - -	gesat	und	-	sie - - - -	-	sate	-	sie - - - - -	-	s	wollt - - - -	song'	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
ab	13054	Rittersgrün	1	Ich	bie - - -	gewösen -	bei - - - -	derr	Frǟ - - - -	un	-	ho	sch	- - - -	er - - -	gesät	un	do	ze - - - -	-	sat	-	se - - - - -	-	s	well - - - -	song	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
ab	1315	Kamien	1	Ig	bi - - -	w[or?]hst -	bi - - - -	de	Frug - - - -	u	-	häb	t	- - - -	ä - - -	sächt	u	-	sei - - - -	-	sär	-	sei - - - - -	-	-	wur - - - -	sägge	ug - -	- - - -	- - - - ähne	Dochte - - - - - -
bc	13169	Saupersdorf	1	Ich	bi - - -	gewasen -	bei - - - -	dar	Fraa - - - -	un	-	ho	s	- - - -	er - - -	gesaat	un	-	se - - - -	-	saat	-	sie - - - - -	-	s	wollt - - - -	song	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13187	Kühnheide	1	Ich	bie - - -	gewàsen -	bei - - - -	dr	Fràh - - - -	und	-	hob	sch	- - - -	r - - -	gesáht	un	-	se - - - -	-	sáht	-	se - - - - -	-	s	wöllt - - - -	sáh	à - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13210	Himmelmühle	1	Jch	bi - - -	găwăsn -	bei - - - -	da	Fra - - - -	un	-	ho	sch	- - - -	ar - - -	găsoaht	-	-	- - - - -	-	-	-	să - - - - -	-	s	wollt - - - -	soah	a - -	- - - -	ihră - - - -	Tochtăr - - - - - -
bc	13226	Rübenau	1	Iig	bi - - -	gewasen -	bei - - - -	der	Frah - - - -	un	-	ho	sch	- - - -	rer - - -	gesaht	un	-	sie - - - -	-	saht	-	se - - - - -	-	s	wollt - - - -	soh	a - -	- - - -	ihrer - - - -	Tahter - - - - - -
bc	13269	Thurm	1	Ich	bi - - -	gewäsen -	bei - - - -	der	Frä - - - -	un	-	hob	es	- - - -	ihr - - -	gesaht	un	-	se - - - -	-	sahte	-	se - - - - -	-	es	wullte - - - -	sahn	ä - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	13286	Ursprung	1	Ich	bieh - - -	gewaasen -	bei - - - -	dar	Fraa - - - -	unn	-	hob	sch	- - - -	er - - -	gesoaht	unn	-	sie - - - -	-	soaht	-	sie - - - - -	-	s	wullt - - - -	soah	a - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	133	Sosnowo	1	Ick	bü - - -	wäst -	bi - - - -	de	Fruga - - - -	o	-	hew	ea	- - - -	- dat - -	seggt	o	-	sei - - - -	-	sä	-	sei - - - - -	-	dat	wull - - - -	seḡa	uck - -	- - - -	ära - - - -	Dochta - - - - - -
bc	13317	Dittmannsdorf	1	Ich	bi - - -	gwāsn -	bĕ - - - -	dā	Frō - - - -	un	-	ho	s	- - - -	a - - -	gsōd	un	-	se - - - -	-	sōd	-	se - - - - -	-	s	welld - - - -	sán	o - -	- - - -	ihra - - - -	Dóchda - - - - - -
bc	13340	Grosshartmannsdorf	1	Ich	ben̄ - - -	gewasen -	bei - - - -	dar	Fra - - - -	on	-	hob	's	- - - -	r - - -	gsaht	on	-	se - - - -	-	saht	-	se - - - - -	-	s	wöllt - - - -	sahn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
bc	13355	Reichenau	1	Jch	bin - - -	gewasen -	bei - - - -	de	Froa - - - -	und	-	ha	es	- - - -	ihr - - -	gesaht	-	-	- - - - -	-	-	-	se - - - - -	-	es	wulle - - - -	sahn	oh - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	13372	Liebenau	1	Ich	bi - - -	g'wasen -	bei - - - -	d'r	Fra - - - -	und	-	hä	's	- - - -	'r - - -	ges(äht	und	-	se - - - -	-	soahte	-	se - - - - -	-	's	wullt - - - -	soahn	och - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	1338	Dzidno	1	Ich	bü - - -	west -	bi - - - -	dä	Frug - - - -	uh	-	hebb	e	- - - -	- dat - -	sächt	uh	-	sei - - - -	-	säd	-	sei - - - - -	-	dat	wu - - - -	säjä	uk - -	- - - -	ährä - - - -	Dochtä - - - - - -
bc	13529	Wang-Brückenberg	1	Ich	bihn - - -	gewahst -	bei - - - -	d'r	Frau - - - -	an	-	hoa	's	- - - -	'r - - -	gesoit	an	-	sie - - - -	-	soite	-	sie - - - - -	-	's	well - - - -	soin	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13543	Pisarzowice	1	Iech	bie - - -	gewasa -	bei - - - -	darr	Frau - - - -	un	-	ho	s	- - - -	ihr - - -	gesoat	und	-	sie - - - -	-	soate	-	sie - - - - -	-	's	wellt - - - -	sore	an - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13559	Boguszow-Gorce	1	Ich	binn - - -	gewast -	bei - - - -	dĕr	Frau - - - -	und	-	ho	s	- - - -	'r - - -	gesoat	und	-	sie - - - -	-	soate	-	sie - - - - -	-	's	welt - - - -	soan	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13655	Niederleutersdorf/Leutersdorf	1	Ich	bi - - -	gewast -	be - - - -	dar	Frou - - - -	und	-	ha	's	- - - -	er - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	s	well - - - -	soin	o - -	- - - -	ihrer - - - -	Tachter - - - - - -
bc	13678	Rohnau (-)	1	Īhch	bih - - -	gewoahst -	ba - - - -	dder	Frau - - - -	u	-	hoah	s	- - - -	er - - -	gesoit	un	-	se - - - -	-	soite	-	se - - - - -	-	s	wullt - - - -	soin	- - -	- - - -	o'hn - - - -	- Mahdel - - - - -
bc	13700	Rebiszow	1	Ihch	bihn - - -	g͡wahn -	bei - - - -	dirr	Frau - - - -	un	-	hoh	's	- - - -	irr - - -	gesoht	un	-	si - - - -	-	sohte	-	sie - - - - -	-	's	well - - - -	sohn	au - -	- - - -	- dirr - - -	Tochter - - - - - -
bc	13719	Siedlecin	1	Ich	bin - - -	gewäst -	bei - - - -	derr	Fraua - - - -	an	-	hoa	s	- - - -	irr - - -	gesoit	ann	-	- - - - -	-	-	-	se - - - - -	-	s	wull - - - -	soin	au - -	- - - -	ihrer - - - -	Tachter - - - - - -
bc	13727	Myslow	1	Ich	bien - - -	gewahst -	bei - - - -	dar	Fro - - - -	und	-	ho͡a	s	- - - -	irr - - -	gesoit	und	-	sȋ - - - -	-	soite	-	sȋ - - - - -	-	s	wullt - - - -	soin	au - -	- - - -	ihr'r - - - -	Tochter - - - - - -
bc	13745	Jugowa	1	Ich	bien - - -	gewast -	bei - - - -	der	Frau - - - -	und	-	hoa	's	- - - -	ir - - -	gesoat	und	-	sie - - - -	-	soate	-	si - - - - -	-	s	wellt - - - -	soan	au - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13830	Wlodowice	1	Ich	binn - - -	gewast -	bai - - - -	dr	Frau - - - -	on	-	ho	s	- - - -	r - - -	gesät	on	-	se - - - -	-	säte	-	se - - - - -	-	's	wulld - - - -	säen	ach - -	- - - -	- dr - - -	Tochter - - - - - -
bc	13869	Biernacice	1	Jch	bi - - -	gewast -	bei - - - -	dir	Frau - - - -	u	-	huo	s	- - - -	ir - - -	gesuot	u	-	sie - - - -	-	suote	-	sie - - - - -	-	es	wellt - - - -	suon	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13887	Rzymiany	1	Ich	bin - - -	gewast -	bei - - - -	dar	Frau - - - -	ich	-	hoh	s	- - - -	ihr - - -	gesoht	und	-	sie - - - -	-	sohte	-	sie - - - - -	-	es	wellte - - - -	sohn	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13898	Szadurczyce	1	Ich	bi - - -	gewȃst -	bei - - - -	d'r	Fraue - - - -	und	-	hoo	's	- - - -	'r - - -	gesoit	und	-	se - - - -	-	soite	-	se - - - - -	-	's	welld - - - -	so͡in	ooch - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13929	Stoszowice	1	Ich	bien - - -	gewast -	bei - - - -	der	Frau - - - -	und	-	ho	s	- - - -	er - - -	gesoat	und	-	se - - - -	-	soahte	-	se - - - - -	-	's	wellt - - - -	soahn	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	13996	Lutomia Gorna	1	Ich	bien - - -	gewast -	bei - - - -	der	Froh - - - -	u	-	ho	as	- - - -	'er - - -	gesoat	u	-	se - - - -	-	soate	-	se - - - - -	-	es	wellde - - - -	soan	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14023	Roztocznik	1	Jch	bihn - - -	gewās't -	bei - - - -	der	Frō - - - -	und	-	ho	's	- - - -	'r - - -	gesoat	und	do	sie - - - -	-	soate	-	- ich - - - -	-	's	war - - - -	soan	- - -	- - - -	- - - menner -	Tochter - - - - - -
bc	1403	Dobieszewo	1	Ik	bin - - -	wäst -	bi - - - -	de	Fruge - - - -	uo	-	hef	t	- - - -	ä - - -	sägt	uo	-	sei - - - -	-	sägt	-	sei - - - - -	-	t	wull - - - -	seggn	uk - -	- - - -	ähra - - - -	Dochta - - - - - -
bc	14034	Lipowa	1	Iich	bien - - -	gewast -	bei - - - -	d'r	Froe - - - -	und	-	hoa	s	- - - -	er - - -	gesoat	und	-	si - - - -	-	soate	-	sie - - - - -	-	's	wellt - - - -	soan	- - -	- - - -	ihrer - - - -	Toachter - - - - - -
bc	14074	Michalow	1	Jch	bi - - -	gewaßt -	bä - - - -	dr	Frau - - - -	und	-	ho	's	- - - -	ihr - - -	gesoit	und	-	sie - - - -	-	soite	-	- - d' - - -	-	's	wurd - - - -	soin	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14092	Karczow	1	Ich	bi - - -	gewast -	bei - - - -	der	Frau - - - -	und	-	ho	-	- - - -	ihr - - -	gesoit	und	-	sie - - - -	-	soite	-	sie - - - - -	-	es	wullte - - - -	soin	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14159	Jutrzyna	1	Ich	bi - - -	gewast -	bei - - - -	der	Frau - - - -	und	-	hou	s	- - - -	er - - -	geseut	und	-	se - - - -	-	soute	-	sie - - - - -	-	s	wil - - - -	seun	a - -	- - - -	- der - - -	Tochter - - - - - -
bc	1417	Rydzewo	1	Ich	bin - - -	giwast -	bei - - - -	dir	Fro - - - -	und	-	ho	as	- - - -	ihr - - -	gisoat	und	-	sie - - - -	-	soate	-	sie - - - - -	-	es	wiel - - - -	soan	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14234	Brzoza	1	Ick	bü̆ - - -	wäst -	bi - - - -	dēĕ	Frug - - - -	ŭ	-	hĕw	t	- - - -	äĕ - - -	seggt	ŭ	-	sei - - - -	-	sär	-	sei - - - - -	-	tt	wu - - - -	seggĕ	ōk - -	- - - -	ährĕ - - - -	Dochtĕ - - - - - -
bc	14250	Jaczkowice	1	Ich	bi - - -	gewast -	bei - - - -	der	Fro - - - -	und	-	ho	's	- - - -	ihr - - -	geseut	und	-	sie - - - -	-	seute	-	sie - - - - -	-	es	wullte - - - -	seun	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14275	Piastowice	1	Ich	bie - - -	gewast -	bei - - - -	der	Frau - - - -	und	-	ho	s	- - - -	er - - -	gesot	und	-	sie - - - -	-	sote	-	sie - - - - -	-	's	wird - - - -	son	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14305	Bozanow	1	Ich	bien - - -	gewaast -	bei - - - -	der	Fro - - - -	und	-	ho	s	- - - -	ihr - - -	gesoit	und	-	sie - - - -	-	soite	-	sie - - - - -	-	es	wullde - - - -	soin	oh - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	1432	Rzepowo	1	Jck	bün - - -	weist -	bi - - - -	de	Frug - - - -	un	-	hew	es	- - - -	äh - - -	gesägt	un	-	se - - - -	-	sägt	-	se - - - - -	-	es	will - - - -	sägen	ok - -	- - - -	eire - - - -	Dochte - - - - - -
bc	14321	Rogow Sobocki	1	Ich	bi - - -	gewast -	bei - - - -	der	Fro - - - -	und	-	ho	as	- - - -	er - - -	gesoat	und	-	si - - - -	-	soate	-	sie - - - - -	-	s	wält - - - -	soan	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14382	Wölfelsdorf (Wilkanów)	1	Ech	ben - - -	gewast -	bei - - - -	der	Frau - - - -	on	-	ho	s	- - - -	'er - - -	gesoit	on	-	- die - - -	-	soit	-	sie - - - - -	-	s	wel - - - -	soien	a - -	- - - -	- der - - -	Tochter - - - - - -
bc	1442	Lubowo	1	Ick	bü - - -	nômwōst -	bi - - - -	dem	Frugs - - - -	u	-	heww	t	- - - -	ä - - -	seggt	-	-	- - - - -	-	-	-	sei - - - - -	-	dat	wu - - - -	segge	uk - -	- - - -	äre - - - -	Dochte - - - - - -
bc	14449	Thröm (Trebom)	1	Ich	ben - - -	gewast -	bei - - - -	derr	Fra - - - -	und	-	hob	-	- - - -	er - - -	gesert	und	-	se - - - -	-	sert	-	se - - - - -	-	’s	well - - - -	sern	a - -	- - - -	- derr - - -	Tochter - - - - - -
bc	14458	Szczytna	1	Ich	bin - - -	gewast -	bei - - - -	dam	- Weiwe - - -	on	-	ho	s	- - - -	er - - -	gesät	on	-	se - - - -	-	säte	-	se - - - - -	-	s	wullt - - - -	sähn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14471	Jaszkowa Gorna	1	Ich	bien - - -	gewast -	bei - - - -	da	Frau - - - -	on	-	ho	s	- - - -	er - - -	gesät	on	-	se - - - -	-	säte	-	se - - - - -	-	's	wälde - - - -	sähn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14486	Nadziejow	1	Ich	bin - - -	gewast -	bei - - - -	der	Fraue - - - -	und	-	ho	es	- - - -	ihr - - -	gesot	und	-	sie - - - -	-	sote	-	sie - - - - -	-	es	welle - - - -	son	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	145	Smardzko	1	Ick	bün - - -	west -	bi - - - -	de'e	Frug - - - -	un	-	hew	t	- - - -	ä'e - - -	segt	u	-	sei - - - -	-	sär	-	sei - - - - -	-	t	wu - - - -	segge	ook - -	- - - -	äre - - - -	Dochte - - - - - -
bc	14505	Piorunkowice	1	Ich	bihn - - -	gewahst -	bei - - - -	dr	Frau - - - -	un	-	ho	s	- - - -	er - - -	gesoht	un	-	se - - - -	-	sohte	-	sie - - - - -	-	es	wull - - - -	sohn	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	1451	Steinforth (Brodźce)	1	Jjj	bün - - -	wääst -	bie - - - -	dää	Frugä - - - -	ua	-	heww	t	- - - -	ähä - - -	säscht	ua	-	sei - - - -	-	säd	-	sei - - - - -	-	t'	wutt - - - -	sejje	eok - -	- - - -	ährä - - - -	Doachtä - - - - - -
bc	14537	Bielice	1	Ech	ben - - -	gewast -	bei - - - -	dar	Frau - - - -	on	-	ho	's	- - - -	ihr - - -	gesäht	on	-	sie - - - -	-	sähte	-	sie - - - - -	-	es	well - - - -	sähn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	14560	Siemianowice Slaskie	1	Ich	bien - - -	gewast -	bei - - - -	der	Frou - - - -	und	-	ho	's	- - - -	ihr - - -	gesoat	u	-	sie - - - -	-	soate	-	se - - - - -	-	's	merd - - - -	soan	- - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	1461	Wegorzewo Szczecineckie	1	Ick	bün - - -	wäst -	bi - - - -	dä	Frugä - - - -	un	-	hef	t	- - - -	ä - - -	sägt	un	-	sai - - - -	-	säd	-	sei - - - - -	-	et	wull - - - -	sägä	ok - -	- - - -	ähre - - - -	Dochtä - - - - - -
bc	14613	Nohfelden	1	Eich	- - war -	gewescht -	bei - - - -	der	Fra - - - -	un	-	han	's	- - - -	er - - -	gesat	un	-	sie - - - -	-	sat	-	sie - - - - -	-	et	woult - - - -	san	- - -	- - - -	ihrem - - - -	- Märe - - - - -
bc	14635	Erzweiler	1	Eich	bin - - -	gewescht -	bei - - - -	d'r	Fra - - - -	un	-	han	s	- - - -	'er - - -	g'sat	un	-	- - - - -	-	s'sat	-	se - - - - -	-	s	- dät - - -	san	- - -	- - - -	ehrem - - - -	- Märe - - - - -
bc	14670	Nussbach	1	Ich	- - war -	- -	bei - - - -	der	Frä̀ - - - -	unn	-	hunn	'ssch	- - - -	er - - -	gesaht	unn	-	sĕ - - - -	-	saht	-	sĕ - - - - -	-	s	wéllt - - - -	sa̰on	ä̀c̄h - -	- - - -	éhrèr - - - -	Dochdèr - - - - - -
bc	14693	Dannenfels	1	Jch	- sein - -	gewes -	bei - - - -	der	Fraa - - - -	und	-	hun	s	- - - -	er - - -	gesaat	un	-	sie - - - -	hot	gesaat	-	sie - - - - -	-	s	- det - - -	saae	āch - -	- - - -	ehrer - - - -	Dochter - - - - - -
bc	14724	Monsheim	1	Jch	- - war -	gewest -	bei - - - -	d	Fraa - - - -	und	-	hun	s	- - - -	ehr - - -	gesaat	und	-	sie - - - -	-	saat	-	sie - - - - -	-	es	wolle - - - -	saae	aach - -	- - - -	ehrer - - - -	Dochter - - - - - -
bc	14752	Sankt Matthias	1	Eïch	- - wôr -	gewehs -	beï - - - -	der	Fra - - - -	onn	-	hônn	et	- - - -	er - - -	gesôht	onn	-	seï - - - -	-	sôht	-	sô - - - - -	-	t	wohl - - - -	sôhn	ocher - -	- - - -	herer - - - -	Dogter - - - - - -
bc	14955	Bescheid	1	Äich	- säi - -	gewöst -	bäi - - - -	der	Fra - - - -	un	-	hunn	er	- - - -	hir - - -	gesoat	un	-	söi - - - -	-	soat	-	säi - - - - -	-	et	wollt - - - -	soan	och - -	- - - -	hirer - - - -	Dogder - - - - - -
bc	14971	Allenbach	1	Eich	- sen - -	gewest -	bei - - - -	der	Fra - - - -	on	-	hon	et	- - - -	ihr - - -	gesat	o	-	sie - - - -	-	sat	-	sie - - - - -	-	et	wollt - - - -	sahn	och - -	- - - -	ihrer - - - -	Doochter - - - - - -
bc	1499	Stara Rzeka	1	Idj	bü - - -	weßt -	bi - - - -	da	Frug - - - -	u	-	heb	tdat	- - - -	äa - - -	seggt	u	-	see - - - -	-	säd	-	see - - - - -	-	dat	wull - - - -	segga	uck - -	- - - -	- - - - eana	Dochta - - - - - -
bc	14999	Berschweiler bei Kirn	1	Ich	- sinn - -	gewest -	bei - - - -	der	Fraa - - - -	unn	-	hann	s	- - - -	er - - -	gesaht	unn	-	sie - - - -	-	saht	-	sie - - - - -	-	et	wollt - - - -	sahn	- - -	- - - -	ihrer - - - -	Touchter - - - - - -
bc	15018	Bad Sobernheim	1	Eich	bin - - -	gewescht -	bei - - - -	derre	Fra - - - -	un	-	hon	s	- - - -	er - - -	gesaht	und	-	se - - - -	-	saht	-	se - - - - -	-	s	wollt - - - -	sahn	ah - -	- - - -	ehrer - - - -	Dochter - - - - - -
bc	15042	Neu-Bamberg	1	Jch	bin - - -	gewescht -	bei - - - -	der	Fraa - - - -	un	-	hun	s	- - - -	er - - -	gesaht	un	-	sie - - - -	-	saht	-	sie - - - - -	-	's	wollt - - - -	san	- - -	- - - -	ehrer - - - -	Dochter - - - - - -
bc	15066	Bechtolsheim	1	Jch	- - war -	gewest -	bei - - - -	der	Frah - - - -	unn	-	hunn	s	- - - -	er - - -	gesaht	unn	-	sie - - - -	-	seht	-	sie - - - - -	-	s	wollt - - - -	sahe	ach - -	- - - -	ehrer - - - -	Tochter - - - - - -
bc	15088	Bollendorf	1	Eich	- sein - -	gewes't -	bei - - - -	dĕr	Fra - - - -	an	-	hunn	et	- - - -	hīr - - -	gesoat	an	-	sei - - - -	-	soat	-	sei - - - - -	-	et	welt - - - -	so͜an	och - -	- - - -	hierer - - - -	Dūchter - - - - - -
bc	15096	Preist	1	Eich	- sein - -	gewest -	bei - - - -	der	Fraa - - - -	on	-	hun	et	- - - -	ihr - - -	gesot	on	-	sei - - - -	-	sot	-	se - - - - -	-	et	- det - - -	son	och - -	- - - -	ihrer - - - -	Doechter - - - - - -
bc	15118	Pohlbach	1	Öch	- sehe - -	gewäs -	be - - - -	der	Frau - - - -	un	-	hann	at	- - - -	- - - -	gesot	unn	-	- die - - -	hat	gesot	-	se - - - - -	-	-	- dät - - -	sohn	- - -	- - - -	ihrer - - - -	Duchter - - - - - -
bc	15137	Kautenbach	1	Eich	- - woa -	gewäst -	bei - - - -	der	Fra - - - -	und	-	honn	et	- - - -	er - - -	gesat	und	-	se - - - -	-	saot	-	se - - - - -	-	tet	woll - - - -	saon	aag - -	- - - -	ihra - - - -	Dogder - - - - - -
bc	15334	Kirchberg (Hunsrück)	1	Eich	- sein - -	gewes -	bei - - - -	der	Fra - - - -	un	-	honn	et	- - - -	ehr - - -	gesaat	un	-	sie - - - -	-	saat	-	sie - - - - -	-	et	wolld - - - -	saan	aach - -	- - - -	ehrer - - - -	Doochter - - - - - -
bc	15349	Ellern (Hunsrück)	1	Euch	- - war -	- -	beu - - - -	d'r	Fra - - - -	unn	-	honn	s	- - - -	'r - - -	gesahd	unn	-	se - - - -	hott	sahd	-	se - - - - -	-	's	wolld - - - -	sahn	ag - -	- - - -	ehrer - - - -	Dogder - - - - - -
bc	1536	Heidlauken (Bugorki)	1	Ek	- si - -	gewese -	bi - - - -	di	Fru - - - -	on	-	hew	et	- - - -	ähr - - -	gesecht	on	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	segge	ok - -	- - - -	ärer - - - -	Dochter - - - - - -
bc	15365	Bingen am Rhein	1	Ich	bin - - -	gewesen -	bei - - - -	de	Frā - - - -	unn	-	hawe	's	- - - -	ĕr - - -	gesaat	unn	-	sie - - - -	hot	gesaat	-	sie - - - - -	-	's	wollt - - - -	saa	āch - -	- - - -	ihrer - - - -	Dochter - - - - - -
bc	15394	Finthen	1	Jch	- sein - -	gewese -	bei - - - -	der	Fra - - - -	un	-	hab	es	- - - -	ihr - - -	gesat	un	-	sie - - - -	-	sat	-	sie - - - - -	-	's	wollt - - - -	sage	ach - -	- - - -	ihrer - - - -	Tochter - - - - - -
bc	1540	Heinrichswalde	1	Eck	- si - -	gewese -	bi - - - -	dä	Fru - - - -	un	-	hebb	et	- - - -	är - - -	geseggt	und	-	see - - - -	-	säd	-	se - - - - -	-	et	wul - - - -	segge	ok - -	- - - -	ährer - - - -	Dochter - - - - - -
bc	15418	Schneeberg (Sněžník)	1	Jch	bi - - -	gewasen -	ba - - - -	da	Fra - - - -	und	-	ho	's	- - - -	a - - -	geso(a)t	und	-	sie - - - -	-	so(a)te	-	sie - - - - -	-	's	wellt - - - -	so(a)n	a - -	- - - -	ihra - - - -	Tochta - - - - - -
bc	15503	Zettel (Sedlo)	1	Ich	bi - - -	gewa(a)s'n -	be - - - -	d'r	Fraa - - - -	un	-	ho	s	- - - -	a'ra - - -	gsoht	un'	-	sie - - - -	-	sohte	-	sie - - - - -	-	s	wullt - - - -	soh'a	a - -	- - - -	ihrer - - - -	Tucht'r - - - - - -
bc	1552	Pazuizen	1	Eck	- sie - -	gewese -	bie - - - -	de	Fru - - - -	un	-	hebb	er	- - - -	- et - -	gesȃgt	un	-	se - - - -	-	sed	-	se - - - - -	-	et	wu[ - - - -	sägge	ok - -	far - - -	äre - - - -	Dochter - - - - - -
bc	15538	Wisterschan (Bystřany)	1	Jch	bin - - -	gewasen -	bei - - - -	der	Frah - - - -	und	-	hob'	s	- - - -	er - - -	gesoht	und	-	sie - - - -	-	sohte	-	sie - - - - -	-	's	wullt - - - -	sohn	a - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	15550	Malschen (Malečov)	1	Ich	bie - - -	g'wast -	bai - - - -	dar	Fraan - - - -	un	-	hoob	's	- - - -	- - - -	g'soht	un	-	sie - - - -	-	sohte	-	sie - - - - -	-	's	will - - - -	sohn	a - -	- - - -	ihrar - - - -	Tuchtarn - - - - - -
bc	15638	Lukawetz (Lukavec)	1	Ich	bin - - -	gewast -	bei - - - -	dar	Fra - - - -	und	-	hob	s	- - - -	r - - -	gesot	u	-	sie - - - -	hout	gesot	-	sie - - - - -	-	s	welde - - - -	son	a - -	- - - -	ihrer - - - -	Tuchtr - - - - - -
bc	1565	Gierver Lauken	1	Eck	- si - -	gewese -	bi - - - -	de	Fru - - - -	un	-	hebb	et	- - - -	ehr - - -	gesecht	un	-	se - - - -	-	seed	-	se - - - - -	-	et	wull - - - -	segge	uck - -	- - - -	erer - - - -	Dochter - - - - - -
bc	15681	Neudorf (Vrchběla)	1	Ich	bie - - -	gewaast -	ba - - - -	dr	Frou - - - -	und	-	ho	s	- - - -	r - - -	gesoht	und	-	se - - - -	-	sohte	-	se - - - - -	-	es	welld - - - -	sohn	ou - -	- - - -	ihr(e)r - - - -	Tôchtr - - - - - -
bc	15685	Gastorf (Hoštka)	1	Ich	- - wor -	- -	bei - - - -	dr	Fra - - - -	und	-	ho	s	- - - -	'r - - -	gesoht	und	-	sie - - - -	-	sohte	-	sie - - - - -	-	es	wulde - - - -	sohn	a - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	15690	Wegstädtl (Štětí)	1	Ich	bi - - -	gewast -	ba - - - -	dr	Fra - - - -	und	-	ho	s	- - - -	r - - -	gesoht	und	-	sie - - - -	-	sohte	-	sie - - - - -	-	's	wöllde - - - -	son	a - -	- - - -	ihrer - - - -	Tuchter - - - - - -
bc	1571	Schmalleningken	1	Oeck	- si - -	gewä[ -	bi - - - -	de	Fru - - - -	un	-	hebb	ött	- - - -	är - - -	gesecht	un	-	se - - - -	-	säd	-	se - - - - -	-	ött	wull - - - -	segge	uck - -	- - - -	äre - - - -	Dochter - - - - - -
bc	15725	Nixdorf (Mikulášovice)	1	Eck	- sent - -	gewese -	bi - - - -	a	Fru - - - -	on	-	heb	ett	- - - -	ä - - -	gesägt	on	-	se - - - -	-	säd	-	se - - - - -	-	et	wull - - - -	segge	ock - -	- - - -	ära - - - -	Tachta - - - - - -
bc	1573	Groß Dirschkeim (Donskoye)	1	Ich	bieh - - -	gowast -	bei - - - -	dr	Frou - - - -	und	-	ho	ß	- - - -	r - - -	gosoht	und	-	sei - - - -	-	sohto	-	sie - - - - -	-	s	wällt - - - -	sohn	ou - -	- - - -	ihr'r - - - -	Tochtor - - - - - -
