Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	müde	wir	sind	und	uns	haben	einen	Durst
547780	20,99338566	54,40519107	2398	MERTENSDORF (TJOMKINO)	1	med	Wi	sand	on	-	heb	-	derscht.
547789	21,28673749	54,40141987	2409	TRAUSEN (LIPNYAKI)	1	maid	Wie	sinnt	uonn	-	hiebbe	-	dierscht.
547807	21,56653326	54,36655007	2426	GROￃﾟ PENTLACK (KAMENKA)	1	möd	Wie	sen	un	-	hebbe	-	durscht.
547817	21,82957764	54,3617094	2436	KOWARREN (ZAOZERNOYE)	1	möd	Wi	send	on	-	hebbn	-	derscht.
547834	22,13331286	54,34995769	2452	KLESCHOWEN (KUTUSOWO)	1	möd	Wie	sen	un	-	hebbn	-	dorscht(därscht).
375013	19,52712	54,32024	2466	TOLKMICKO	1	möd	Wie	sönn	onn	-	heww	-	derscht.
152242	19,83808	54,29556	2474	PIERZCHALY	1	möd	Wie	sen	on	-	hewwe	-	derscht.
547844	20,09813884	54,30449343	2482	PETERSWALDE (PIOTROWIEC)	1	möd	Wi	sön	on	-	hebbe	-	derscht.
153661	20,36688	54,27806	2494	SARUNY	1	möd	Wia	sönd	on	-	hebbe	-	derscht.
524034	20,66778	54,26158	2507	WOJCIECHY	1	möd	Wie	sönn	on	-	hebbe	-	durscht.
149290	22,36881	54,311	2586	JURKISZKI	1	möd	Wei	sönn	un	-	höbbe	-	därscht.
148578	22,66316	54,29125	2602	MACIEJOWIETA	1	möd	Wi	sind	un	-	hebbe	-	derscht.
149052	20,97559	54,24857	2676	RYGARBY	1	möd	Wie	sön	on	-	hebbe	-	derscht.
159955	21,22078	54,22234	2691	KOLWINY	1	med	Wi	send	ön	-	hebbe	-	derscht.
524097	21,52149	54,21336	2703	SROKOWO	1	möhd	Wie	sön	on	-	häbbe	-	därscht.
152888	21,84831	54,19826	2715	STREGIEL	1	meed	Wij	säm	enn	-	häbbe	-	därscht.
147123	22,08998	54,1819	2727	BUDZISKA	1	mödh	Wie	sönd	on	-	häbbe	-	därscht.
149930	22,3755	54,1671	2746	CHELCHY	1	möd	Wi	send	on	-	hebbe	-	derscht.
370990	19,53293	54,15703	2762	WILKOWO	1	möd	Wie	senn	on	-	hebbe	-	derscht.
372304	19,82948	54,1413	2781	KARWINY	1	müd	Wör	sein	enn	-	han	-	dorscht.
160680	20,09633	54,14074	2800	KRZYKALY	1	müd	Wea	sain	un	-	hie	-	derscht.
162247	20,36457	54,08463	2817	MAWRY	1	med	Wöa	sain	onn	-	hon	-	dährscht.
160459	20,66023	54,12332	2827	SARNOWO	1	müd	Wea	seinn	unt	-	hohne	-	Durscht.
149706	20,94413	54,10143	2846	LEDLAWKI	1	miad	Wie	sönn	onn	-	hebbe	-	derscht.
153681	22,62853	54,10033	2900	BORAWSKIE	1	meed	Wi	sönd	on	ons	-	-	därscht.
370457	19,46122	53,6373	2906	ZABROWO	1	meid	Wi	sind	un	-	hebbe	-	derscht.
148723	19,76793	53,66096	2916	STANOWO	1	müd	Wer	sein	on	-	hoube	-	dorscht.
147607	19,75882	53,49803	2923	FIJEWO	1	müd	Wer	send	und	-	hobe	-	dorst.
535107	19,98230035	53,32705066	2935	GROￃﾟ KOSCHLAU	1	müd	Werr	sennd	onn	-	haube	-	dorscht.
162449	19,79497	53,81492	2955	LIKSAJNY	1	müd	Wir	sönd	on	-	hoabe	-	dorscht.
158754	20,06956	53,7834	2962	MOLZA	1	müde	Wör	sein	on	-	haun	-	durscht.
370398	20,32869	53,80238	2970	WARKALY	1	müd	Wea	sain	on	-	hon	-	derscht.
170412	19,4496	53,83722	2996	BUCZNIK	1	müd	Wer	sei	on	-	haben	-	dorscht.
373035	21,17506	53,91539	3058	ZYNDAKI	1	meed	Wie	send	on	-	hebe	-	derscht.
524457	19,52713	53,98486	3069	RYCHLIKI	1	müd	Qöe	sond	onn	-	hoate	-	dorscht.
373009	19,80014	53,96474	3083	CHOJNIK	1	müd	Wä	sein	onn	-	haon	-	dorscht.
374079	20,07338	53,96624	3093	KSIAZNIK	1	mied	Wie	sein	onn	-	haon	-	durscht.
372153	20,36658	53,95943	3111	GLOTOWO	1	müd	Wea	sein	on	-	hon	-	derscht.
150886	20,64327	53,94733	3122	DERC	1	müd	Wea	sein	on	-	hon	-	därscht.
159092	21,20504	54,0744	3254	JURKOWO	1	med	Wie	sön	on	-	hebbe	-	derscht.
153053	21,49172	54,03376	3267	POZARKI	1	med	Wie	sen	on	-	hebe	-	derscht.
158788	22,10641	54,0154	3272	GAWLIKI WIELKIE	1	meed	Wi	sennt	onn	-	häbbe	-	Därscht.
371988	22,3218	53,99686	3280	SWIETAJNO	1	mehd	Wi	seend	on	-	hebbe	-	darscht.
522636	21,20448314	55,71965786	3301	BARSCHKEN	1	med	Wie	send	on	-	hebbe	-	darscht.
522639	21,36403742	55,68662072	3304	DAWILLEN	1	möhd	Wij	sönn	onn	-	häbbe	-	därscht.
522647	21,28926499	55,59351795	3309	DITTAUEN	1	med	Wi	sönd	un	-	hebe	-	derscht.
522665	21,48403217	55,55113505	3318	DEEGELN	1	möd	Wi	send	un	-	hebbe	-	derscht.
535122	20,92690302	55,23177528	3342	PILLKOPPEN	1	möed	Wie	söend	un	-	hebbe	-	derscht.
522717	21,26894734	55,19209992	3343	KARKELN	1	möd	Wie	sönd	un	-	hebbn	-	derscht.
522719	21,42381135	55,21041379	3345	DￃﾜNEN (ACKMENISCHKEN)	1	möd	Wie	sänd	on	-	hebbe	-	därscht.
522727	21,72199295	55,21450357	3351	PLEINE	1	möd	Wi	sönn	onn	-	hebbe	-	derscht.
522740	22,0268655	55,19542009	3362	CULLMEN-KULKEN	1	meed	Wih	sönd	onn	-	hübe	-	Dürrscht.
540914	20,85374118	55,15623681	3364	ROSITTEN (RYBACHIY)	1	mehd	Wir	senn	on	-	hebbe	-	därscht.
522769	22,28508079	55,1405652	3387	SASSENHￃﾖHE (AUGSGIRREN)	1	möd	Wi	send	un	-	hebbn	-	dürscht.
109286	10,85747	52,07227	3424	BEIERSTEDT	1	meu'e	Wie	sünd	un	-	het	-	Döst.
106358	10,59503	52,0891	3516	BORNUM	1	meue	Wüe	sind	un	-	hewwet	-	dost.
121880	11,15611	52,09298	3558	BECKENDORF	1	meue	Wei	sünd	un	-	hewwet	-	döst.
121079	11,43652	52,09266	3572	DOMERSLEBEN	1	meue	Wie	sind	un	-	hebben	-	Dorrst.
126882	11,6759	52,10371	3592	PRESTER	1	mede	Wie	sin	und	-	hem	-	dorscht.
123771	11,98839	52,1129	3609	DALCHAU	1	miede	Wie	sind	un	-	hemm	-	dorscht.
119140	12,19377	52,10792	3614	SCHWEINITZ	1	miede	Wie	sin	un	-	hahn	-	dorscht.
119893	12,50581	52,60408	3626	NENNHAUSEN	1	möh	Wi	seid	un	-	hebben	-	dößst.
125382	12,79568	52,62028	3634	BERGE	1	mühe	Wie	sind	un	-	hebn	-	döst.
120353	13,04255	52,63911	3639	PAUSIN	1	mühe	Wei	sind	un	-	hebbn	-	dorscht.
119944	13,31752	52,6149	3649	HERMSDORF	1	mide	Wie	sin	un	-	hebben	-	dorscht.
126273	13,57455	52,62656	3664	BIRKHOLZ	1	müde	Wir	sind	und	-	hebbn	-	durst.
122379	13,86407	52,61048	3677	GIELSDORF	1	müde	Wir	sinn	un	-	hebbn	-	dorscht.
127226	14,14088	52,61704	3688	RINGENWALDE	1	miäde	Wi	sin	un	-	hebbn	-	dorst.
547887	14,42838597	52,59654716	3703	LEHMANNSHￃﾖFEL	1	miede	Wie	sind	un	-	hebben	-	dorscht.
547885	14,6799315	52,59997004	3711	WARNICK (WARNIKI)	1	müede	Wi	sind	un	-	hebben	-	dorscht.
385626	14,95374	52,62138	3722	ZASZCZYTOWO	1	müde	Wir	sin	un	-	hebben	-	dorscht.
393038	15,18918	52,60977	3744	RUDNICA	1	mide	Wier	sinn	un	-	hoan	-	dorscht.
123880	12,46028	52,80289	3871	DREETZ	1	möj	Wi	sind	un	-	hebbn	-	dost.
126978	12,72901	52,77304	3880	BRUNNE	1	möi	Waei	sind	un	-	hebbn	-	Dost.
121701	13,03193	52,80287	3887	SOMMERFELD	1	möh	Wei	sünd	un	-	hem	-	dost.
125968	13,2942	52,80213	3896	MALZ	1	möde	Wie	sin	un	-	hem	-	dorst.
123638	14,10557	52,94874	3901	STOLZENHAGEN	1	müede	Wîe	sind	un	-	hebben	-	Dörscht.
126204	13,55547	52,78887	3906	PRENDEN	1	müde	Wi	sind	un	-	hebben	-	dorscht.
126786	13,83613	52,77805	3919	TRAMPE	1	muhde	Wir	sund	und	-	hebben	-	durscht.
124481	14,14217	52,78127	3931	NEUREETZ	1	mede	Wie	sind	un	-	hübbn	-	dorrscht.
147579	14,46705	52,76029	3944	KURZYCKO	1	miede	Wir	sinn	un	-	hebben	-	dorscht.
150736	14,6936	52,787	3949	GRZYMIRADZ	1	müede	Wie	sind	un	-	hebben	-	dorscht.
531341	14,94817	52,78026	3957	LUBISZYN	1	mede	Wie	sin	un	-	hebben	-	dorscht.
535125	15,20762904	52,77160384	3965	HEINERSDORF	1	miede	Wei	sind	un	-	hebben	-	dorscht.
122057	12,45354	52,93648	4081	BANTIKOW	1	möj	Wi	sünd	un	-	hemmen	-	döst.
123847	12,74485	52,92901	4093	KRￃﾄNZLIN	1	mög	Wie	sind	un	-	hem	-	dost.
123243	13,01943	52,93953	4102	SEEBECK	1	möh	Wie	sind	und	-	hemm	-	dörscht.
124119	13,28074	52,96653	4112	KLEIN-MUTZ	1	möge	Wi	sinn	un	-	hebbn	-	dest.
124065	13,52861	52,99313	4119	GROSS DￃﾖLLN	1	möd	Wi	sind	unn	-	hebben	-	dorscht.
119544	13,85918	52,933	4123	SENFTENHￃﾜTTE	1	mejde	Wie	sinn	un	-	hebben	-	dörscht.
152474	14,35655	52,94545	4142	STOKI	1	möh	Wie	sin	und	-	hebn	-	dorscht.
372358	14,65982	52,93143	4152	STOLECZNA	1	mihr	Wie	sind	un	-	häbben	-	dorscht.
158956	14,92963	52,96688	4161	GLAZOW	1	möj	Wie	sinn	un	-	hebbn	-	Dörscht.
161296	15,23687	52,94023	4171	OKUNIE	1	möd	Wi	sin	un	-	hebben	-	dorst.
126041	12,53709	52,46053	4293	BRIELOW	1	möhe	Wi	sind	un	-	hebb'n	-	dörscht.
118345	12,77535	52,44648	4306	DEETZ	1	müed	Wie	sind	un	-	hebben	-	dorst.
118018	13,01356	52,46797	4321	FAHRLAND	1	müe	Wie	sind	und	-	hebben	-	dörscht.
118092	13,31884	52,45754	4329	STEGLITZ	1	mude	Wi	sind	un	-	habben	-	dörst.
547967	13,57597707	52,44726789	4338	KￃﾖPENICK-KIETZ	1	mide	Wie	sind	und	-	hebben	-	duscht.
125818	13,85729	52,48105	4347	HERZFELDE	1	müede	Wie	sin	un	-	hebben	-	dorscht.
123040	14,16203	52,44962	4357	TEMPELBERG	1	müde	Wir	sind	und	-	hoben	-	durscht.
126566	14,37014	52,44265	4364	DￃﾖBBERIN	1	müde	Wie	sinn	un	-	hebben	-	dersch.
391717	14,66362	52,45044	4377	PAMIECIN	1	miede	Wei	sinn	u	-	häbben	-	dorscht.
392165	14,93236	52,42916	4388	GRABNO	1	müd	Wir	sind	u	-	hoin	-	dorst.
388117	15,25601	52,43521	4400	TRZEMESZNO LUBUSKIE	1	müde	Wir	sei	un	-	han	-	dorscht.
127119	12,46878	52,2815	4521	WOLLIN	1	müede	Wie	sind	un	-	hebbn	-	dörscht.
121241	12,74891	52,28544	4527	RￃﾄDEL	1	müede	Wi	sind	un	-	hem	-	dörscht.
127181	13,06389	52,28482	4539	WILDENBRUCH	1	müede	Wie	sind	un	-	hebben	-	dörst.
126556	13,31588	52,29388	4549	LￃﾖWENBRUCH	1	müäde	Wei	sin	un	-	hebben	-	dörscht.
520748	13,58802	52,29504	4560	DEUTSCH WUSTERHAUSEN	1	mude	Wei	sin	und	-	hebben	-	derscht.
123743	14,09297	52,30323	4573	NEU GOLM	1	müde	Wei	sin	un	-	hebben	-	durscht.
126348	14,43839	52,28346	4584	HOHENWALDE	1	mide	Wir	seien	un	-	hebben	-	durscht.
364652	14,65486	52,26578	4590	KUNICE	1	müde	Wai	sin	un	-	hebben	-	dorst.
387340	14,92745	52,28483	4595	MIERCZANY	1	mide	Wir	sin	un	-	hunn	-	dorscht.
391775	15,26046	52,26456	4603	TOPOROW	1	müde	Bir	sein	u	-	hoan	-	durscht.
124312	13,88034	52,28599	4608	ALT STAHNSDORF	1	müede	Wei	sin	un	-	hebben	-	durscht.
120553	12,51771	52,13159	4727	KLEIN GLIEN	1	müöde	We	sin	un	-	hänn	-	dorscht.
119274	12,78651	52,11314	4738	NIEDERWERBIG	1	müäde	Wei	sin	un	-	hähn	-	dörscht.
121408	13,024	52,1175	4749	ZￃﾜLICHENDORF	1	müede	Weig	sin	un	-	hänn	-	derscht.
127210	13,27178	52,10773	4761	SCHￃﾖNEWEIDE	1	miede	We	sinn	un	-	hän	-	derscht.
121359	13,58801	52,13116	4770	EGSDORF	1	miede	Wei	sin	un	-	hähn	-	derscht.
118933	13,81765	52,11735	4776	BIRKHOLZ	1	miede	Wir	sinn	un	-	hebben	-	Durscht.
121239	14,12444	52,10684	4789	BRIESCHT	1	mide	Wir	sin	und	-	hebben	-	durscht.
122419	14,38034	52,11292	4800	GROSS BRIESEN	1	müde	Wir	sin	und	-	hebben	-	durst.
389787	14,70338	52,1319	4813	KLOPOT	1	miede	Wir	sin	un	-	hoan	-	durscht.
531406	14,96435	52,1209	4824	RADOMICKO	1	müde	Merr	sind	und	-	haben	-	Durst.
531233	15,22954	52,08252	4832	RADNICA	1	müde	Bir	sein	und	-	hon	-	durscht.
386409	15,49242	52,12575	4950	PALCK	1	mühd	Bir	sain	und	-	hauhn	-	durscht.
388623	15,76848	52,10724	4965	STARE KRAMSKO	1	müde	Wir	sein	und	-	hon	-	durst.
374557	15,99102	52,11557	4968	ZODYN	1	müde	Bier	sain	und	-	huan	-	durst.
376020	16,27073	52,09524	4980	TARNOWA	1	müd	Brr	sain	und	-	hoan	-	durscht.
386488	15,50045	52,27172	5031	LUGOW	1	müd	Wir	sein	und	-	hon	-	durst.
161276	16,29936	52,27187	5056	BIALA WIES	1	mied	Bier	sain	und	-	huan	-	dürst.
371330	16,06838	52,22589	5091	BORUJA	1	müd	Wir	sem	un	-	hohn	-	durst.
386879	15,49407	52,46538	5122	GORZYCA	1	mide	Wir	sind	u	-	habbn	-	durst.
364952	15,73422	52,43536	5130	RANSKO	1	mid	Wir	sein	und	-	hon	-	durst.
371464	16,0794131	52,42180477	5139	GRUDNA	1	müde	Wir	sind	und	-	hoben	-	durscht.
374041	16,28958	52,43847	5141	BRODY	1	müd	Wir	sind	und	-	hoben	-	durscht.
372624	17,38455	52,39588	5203	NEKIELKA	1	müd	Wie	sin	o	-	hebä	-	dost.
531352	15,50421	52,59839	5210	SKWIERZYNA	1	mide	Wir	sinn	unn	-	hom	-	durscht.
366790	15,76797	52,62954	5214	KROBIELEWO	1	mide	Wer	send	und	-	hohn	-	durscht.
170297	16,01367	52,57974	5259	PRUSIM	1	miede	Wir	sind	und	-	hoben	-	durst.
153325	16,57968	52,57107	5271	PRZYBOROWKO	1	müde	Bir	sin	und	-	hoben	-	Durscht.
170301	17,1064	52,57329	5277	GLEBOCZEK	1	möd	Wi	sin	o	-	hebbe	-	dost.
390322	15,49686	52,7877	5291	GORKI NOTECKIE	1	möd	Wie	sin	un	-	hebbn	-	dorscht.
531385	15,82514	52,78224	5305	RAPIN	1	mehde	Wi	sinn	unn	-	hebben	-	dorscht.
531137	16,05691	52,79024	5315	PILKA	1	möde	Wi	sen	un	-	hebbe	-	dost.
150011	16,29826	52,76573	5316	RZECIN	1	möd	Wie	sin	un	-	hebo	-	dost.
370615	16,59704	52,77659	5322	TARNOWKO	1	möd	Wi	sin	oh	-	hebbo	-	döst.
535201	17,43005305	52,73629599	5374	GROￃﾟ GOLLE (GOLASZEWO)	1	müd	Wi	sind	o	-	häbbe	-	dost.
389311	15,52076	52,95685	5386	LUBICZ	1	mög	Wie	sind	o	-	häbbe	-	döst.
390801	15,77898	52,93321	5397	SLONOW	1	möd	Wie	sinn	o	-	hebbe	-	dorscht.
371083	16,06064	52,92128	5402	HUTA SZKLANA	1	möüd	Wie	sinn	unn	-	hebbö	-	döst.
543436	16,33038893	52,91989184	5409	MARIENBUSCH	1	möid	Wi	sinn	o	-	häbba	-	Dôst.
373190	16,9233	52,91973	5421	OSTROWKI	1	möd	Wie	sin	a	-	häbe	-	dost.
374965	16,61572	52,90771	5491	BRZEZNO	1	müd	Wie	sind	o	-	hebo	-	Dost.
137919	10,3857	51,04366	5519	BERKA V. D. HAINICH	1	möde	Mu	sond	on	-	honn	-	darst.
136723	10,68004	51,08197	5717	ILLEBEN	1	miede	Me	sin	on	-	han	-	dorscht.
138006	10,93045	51,11506	5730	GEBESEE	1	miëde,	Mi	sinn	o	-	haonn	-	Dorscht.
139545	11,21707	51,09189	5752	THALBORN	1	miede	Wir	sen	on	-	hann	-	dorscht.
138041	11,47092	51,09456	5774	NIRMSDORF	1	miede	Mr	hun	on	-	hon	-	dorscht.
125252	11,73675	51,10759	5810	CRￃﾖLPA-LￃﾖBSCHￃﾜTZ	1	müde	Merr	sinn	unn	-	hunn	-	dorscht.
119718	11,98998	51,12268	5827	KRￃﾖSSULN	1	miede	Mr	sin	un	-	hun	-	darscht.
142787	12,28344	51,10735	5863	MICHELWITZ	1	miede	Mer	sin	-	mer	han	-	dorscht.
138300	10,38309	51,23721	5867	HOLLENBACH	1	miede	Mie	sinn	un	-	han	-	dorst.
141152	10,65515	51,24724	5875	SCHLOTHEIM	1	müde	Wir	sin	und	-	hahn	-	durst.
138268	10,94926	51,24899	6074	OBERTOPFSTEDT	1	mäide	Me	sinn	unn	-	hann	-	Dorscht.
140306	11,17566	51,26229	6089	ETZLEBEN	1	mede	Meh	sei	un	-	han	-	dorscht.
122562	11,44421	51,25372	6105	ALLERSTEDT	1	miede	Mir	sinn	un	-	hunn	-	dorscht.
117964	11,72101	51,25779	6116	GLEINA	1	mide	Wir	sinn	un	-	hun	-	dorscht.
543484	11,95713904	51,27790491	6129	KLEINKAYNA/KLEINKAINA	1	mide	Mir	sin	und	-	habn	-	dorscht.
138989	12,27689	51,27301	6168	REHBACH	1	miede	Wir	sin	und	-	haben	-	duest.
141207	10,10111	51,40024	6171	MENGELRODE	1	miede	Me	sinn	un	-	han	-	dost.
141829	10,39571	51,41182	6185	KIRCHWORBIS	1	mide	Mir	sei	un	-	han	-	dorscht.
142908	10,64567	51,41729	6196	GROSSWENDEN	1	miede	Wie	sin	un	-	hann	-	dorscht.
137795	10,92771	51,42579	6341	AULEBEN	1	miede	Me	sinn	unn	-	hahn	-	dorscht.
124263	11,20275	51,41916	6359	HACKPFￃﾜFFEL	1	mide	Wi	sinn	un	-	hahn	-	dorscht.
122221	11,46135	51,43458	6371	MITTELHAUSEN	1	miede	Mir	sinn	unn	-	han	-	dorscht.
119979	11,68367	51,44174	6388	STEDTEN	1	mide	Mr	sin	un	-	han	-	durscht.
125213	11,98661	51,42541	6400	AMMENDORF	1	mide	Mir	sin	un	-	han	-	dorscht.
142404	12,22255	51,44566	6418	GLESIEN	1	mide	Wir	sin	un	-	han	-	dorscht.
141736	10,38059	51,55126	6426	ZWINGE	1	mäuh	Wir	sind	un	-	hewet	-	dost.
124966	10,95504	51,57345	6472	STOLBERG (HARZ)	1	müde	Mie	sin	un	-	han	-	durst.
106248	10,61756	51,58536	6577	WALKENRIED	1	mide	Mie	sinn	un	-	han	-	dorscht.
121263	11,20169	51,60088	6593	KￃﾖNIGERODE	1	meede	Me	sinn	un	-	ham	-	dorschd.
126483	11,43281	51,60078	6610	VATTERODE	1	mide	Mr	sin	un	-	han	-	durscht.
122388	11,70461	51,60497	6630	FREIST	1	midi	Wir	sind	un	-	han	-	dorst.
121258	11,96531	51,60326	6656	DREHLITZ	1	mide	Mer	sin	un	-	han	-	Dorscht.
126588	12,27636	51,76097	6660	MￃﾖST	1	mied	M'r	sen	un	-	hann	-	Durscht.
126052	12,23652	51,61112	6682	RAMSIN	1	mide	Mr	sinn	unn	-	hann	-	dorscht.
108222	10,6105	51,72785	6690	BRAUNLAGE	1	meude	Mei	sind	un	-	hem	-	dorscht.
120184	11,16773	51,73322	6705	RIEDER	1	meue	Wei	sin	un	-	hewwn	-	dorscht.
105245	10,38537	51,75371	6793	RIEFENSBEEK	1	mai'e	Wie	ßind	un	-	hewwet	-	dost.
123705	10,87365	51,75284	6801	NEUWERK	1	meuhe	Wei	sind	und	-	hemm	-	dorscht.
120759	11,46082	51,75833	6821	ASCHERSLEBEN	1	meude	Wei	sin	un	-	han	-	dorst.
119265	11,69886	51,76418	6831	GRￃﾖNA	1	mide	M'r	sinn	un	-	hann	-	dorscht.
121031	11,9767	51,78113	6848	ELSDORF	1	mide	Wir	sinn	und	-	hann	-	dorscht.
126680	10,88689	51,91415	6891	DANSTEDT	1	mäue	Wei	sind	un	-	het	-	döst.
126770	10,62543	51,92932	6960	ABBENRODE	1	meue	Wei	sind	un	-	het	-	Dorss.
121814	11,13702	51,92874	6981	EMERSLEBEN	1	meuhe	Wei	sünd	un	-	heit	-	dörst.
126323	11,42586	51,94131	6995	EGELN	1	meue	Wei	sin	un	-	häbben	-	Dorscht.
118795	11,67388	51,94703	7007	EICKENDORF	1	meude	Wei	sin	un	-	hebben	-	Dorscht.
118001	11,97232	51,95485	7022	KￃﾄMERITZ	1	müede	Wei	sin	un	-	hän	-	Dorst.
118575	12,23114	51,95654	7033	NATHO	1	müere	Wä	sin	un	-	hän	-	dorscht.
136932	12,51198	51,43433	7180	LIEMEHNA	1	miede	Wir	sian	unn	-	hamm	-	dorscht.
138513	12,78179	51,45308	7198	RￃﾖCKNITZ	1	miede	Mr	sinn	onn	-	hann	-	dorscht.
136827	13,05749	51,43354	7212	LAUSA	1	mide	Miär	sinn	un	-	hann	-	Durscht.
122425	13,33731	51,45449	7225	KOSILENZIEN	1	müde	Bär	sein	und	-	honn	-	dorscht.
119127	13,56632	51,46966	7246	KAHLA	1	müde	Mir	sin	un	-	han	-	durscht.
126021	13,86415	51,45586	7253	RUHLAND	1	miede	Wir	sind	und	-	haben	-	dorscht.
137430	14,10951	51,46191	7263	LAUTA	1	müde	Wir	sind	und	-	haben	-	durscht.
125816	12,51328	51,61265	7363	BRￃﾖSA	1	müde	Mer	sin	un	-	han	-	Dorscht.
142075	12,76792	51,61385	7371	FALKENBERG	1	mide	Mir	sin	un	-	han	-	dorscht.
138298	13,03894	51,5997	7384	ROSENFELD	1	mide	Mer	sin	un	-	han	-	dorst.
122395	13,31865	51,63101	7394	WIEDERAU	1	mide	Mär	sinn	un	-	hon	-	dorscht.
118629	13,59641	51,61058	7412	LUGAU	1	mide	Wir	sin	un	-	hon	-	durscht.
122734	13,86232	51,60726	7427	DOLLENCHEN	1	müde	Wir	sinn	und	-	hobben	-	durst.
543583	14,16587394	51,61108465	7435	PETERSHAIN/NEUPETERSHAIN	1	müde	Wir	sind	und	-	hoben	-	durst.
125784	12,4885	51,7859	7529	SCHLEESEN	1	müde	Wir	sin	un	-	han	-	dorscht.
123013	12,7859	51,78702	7546	BLEDDIN	1	miede	Mr	sin	un	-	han	-	dorscht.
119715	13,04784	51,78178	7562	KLOSSA	1	mide	Wir	sinn	un	-	honn	-	dorscht.
118432	13,31619	51,77761	7576	WERCHAU	1	miede	Wie	sinn	unn	-	hoan	-	dorscht.
543614	13,6283813	51,77774322	7586	WENDISCH DREHNA/WALDDREHNA	1	müde	Wei	sin	un	-	hon	-	derst.
118560	13,82084	51,80669	7596	SCHLABENDORF	1	müde	Wir	sin	u	-	hon	-	durscht.
121742	12,59595	51,95429	7688	STRAACH	1	müde	We	sinn	un	-	hän	-	Dörst
119978	12,78451	51,94368	7696	RAHNSDORF	1	mide	We	sin	un	-	hann	-	Dorscht.
122350	13,04399	51,96498	7710	ROHRBECK	1	schlaprig	Wai	sin	un	-	hän	-	derscht.
121832	13,32707	51,95556	7721	WAHLSDORF	1	müede	Wei	sin	un	-	hebben	-	dörscht.
124353	13,55801	51,94857	7732	HOHENDORF	1	müede	Wei	sin	un	-	hon	-	dörscht.
120005	13,85842	51,9372	7747	TREPPENDORF	1	mide	Wir	sin	und	-	hean	-	durscht.
120074	14,11383	51,94887	7758	SACROW	1	miede	Wir	sin	und	-	hon	-	durscht.
140523	12,51358	51,10431	7964	ZEDTLITZ	1	müde	Mr	sinn	un	-	hunn	-	durst.
139874	12,78682	51,11829	7979	HOHNBACH	1	müde	Mir	sin	un	-	hun	-	durscht.
139074	13,05727	51,10477	8011	ZIEGRA	1	müde	Mer	sinn	un	-	hoan	-	durscht.
137148	13,31541	51,10915	8032	RAUSSLITZ	1	mide	Mähr	sinn	unn	-	hoam	-	durscht.
141724	13,58038	51,12525	8055	COSWIG	1	mide	Mer	sin	und	-	han	-	duost.
138748	13,84034	51,12603	8075	LANGEBRￃﾜCK	1	müde	Mur	sein	und	-	honn	-	durscht.
137939	14,107	51,13087	8092	FRANKENTHAL	1	müdr	Wer	sein	u	-	han	-	dorscht.
137200	12,53059	51,28331	8272	FUCHSHAIN	1	miade	Mr	sein	un	-	haan	-	durscht.
142820	12,7893	51,27082	8289	NERCHAU	1	miede	Mer	sin	un	-	hem	-	durschd.
137817	13,05875	51,26277	8305	LIMBACH	1	mide	Mir	sin	un	-	hon	-	durscht.
141352	13,31305	51,28693	8321	MERGENDORF	1	mide	Mer	sin	un	-	ham	-	durschd.
140224	13,58547	51,2829	8345	ROSTIG	1	müde	Meer	sein	uns	-	ham	-	durscht.
543764	13,85316702	51,29946865	8358	STEINBORN	1	mied	Mir	sein	und	-	hon	-	durscht.
543765	14,09490462	51,28869546	8368	BERNBRUCH	1	müde	Wir	sein	und	-	hon	-	dorscht.
142126	14,34726	51,12303	8505	DRETSCHEN	1	müde	Mir	sein	und	-	hoam	-	durscht.
141158	14,67613	51,12741	8519	KITTLITZ	1	müde	Mier	sein	und	-	hen	-	durscht.
139416	14,93607	51,11776	8532	KUNNERWITZ	1	miede	Mer	sein	u	-	hon	-	durscht.
530102	15,19656	51,11864	8546	SIEKIERCZYN	1	miede	Mier	sein	und	-	hoam	-	Durscht.
386141	15,43317	51,10708	8560	WOLBROMOW	1	mihd	Wirr	sein	an	-	hoan	-	durscht.
369013	15,68805	51,10711	8574	PIESZKOW	1	müde	Mrr	sänn	und	-	honn	-	durst.
391722	15,98401	51,11183	8590	PRUSICE	1	müode	Mier	sein	und	-	honn	-	dueschd.
369595	16,24098	51,11235	8614	OGONOWICE	1	müde	Mer	seia	und	-	houhn	-	durst.
140858	14,66211	51,29773	8716	FￃﾖRSTGEN	1	müde	Wir	sind	u	-	haben	-	durscht.
543818	14,89083036	51,28703006	8726	OBER HORKA I	1	müde	Bier	sein	und	-	hoan	-	durscht.
530136	15,19505	51,30306	8736	WEGLINIEC	1	mide	Wir	sein	und	-	hom	-	durscht.
364524	15,42643	51,2588	8740	KIERZNO	1	müde	Mir	sein	u	-	hoan	-	durst.
388056	15,71788	51,27884	8751	SZCZYTNICA	1	müde	Mir	sein	und	-	hon	-	durst.
543820	15,98045549	51,27846389	8762	GￃﾖLLSCHAU (GOLISZￃﾓW)	1	müde	Mir	sein	und	-	hon	-	durscht.
390434	16,25635	51,25926	8777	BIENIOWICE	1	müde	Mir	senn	und	-	hon	-	Durscht.
139636	14,95724	51,45415	8852	KLEIN PRIEBUS	1	miede	Ber	sein	und	-	honn	-	durscht.
386999	15,18868	51,43756	8858	OKRAGLICA	1	mide	Wir	sein	und	-	hoan	-	durscht.
