Ort::REDE_GIDs	Ort::Longitude	Ort::Latitude	Bogennummer	Ort::Name	Ort::Sprache	müde	wir	sind	und	uns	haben	einen	Durst
544964	13,05746787	49,93785404	17075	POLINKEN (POLￃﾍNKA)	1	möid	Mia	san	und	-	hom	-	durst.
540726	12,56427266	49,7720973	17138	ALBERSDORF (PￃﾍSAￅﾘOVA VESCE)	1	möid	Mia	san	u	-	hom	-	duarscht.
534185	12,78758496	49,78516666	17151	DAMNAU	1	müd	Wia	san	und	-	hobm	-	durscht.
545061	13,12137244	49,77832844	17174	PIWANA (PIￅﾇOVANY)	1	Moid	-	sama	und	-	homma.	-	durscht
545065	13,31836954	49,7932149	17178	KOTTIKEN (CHOTￃﾍKOV)	1	meid	Wia(r)	sän	und	-	häm	-	Durscht.
545130	12,59263476	49,63101848	17244	DIANABERG (DIANA)	1	möid	Mia	san	und	-	hom	en	Durscht.
545150	12,83611997	49,61401094	17266	WIEDLITZ (VIDICE)	1	möid	Mia	san	und	-	ham	-	duascht.
545157	13,06318469	49,63824558	17273	HONOSITZ (HONEZOVICE)	1	mejt	Mia	san	und	-	hom	-	durscht.
545165	13,29099949	49,65550872	17281	DOBRZAN (DOBￅﾘANY)	1	möid	Mia	san	und	-	hom	-	duarscht.
545187	12,99003795	49,5009234	17306	BLISOWA (BLￃﾍￅﾽEJOV)	1	mejt	Wia	san	und	-	hom	-	Durscht.
534524	16,39993838	49,94474447	17309	HILBETEN	1	mied	Mir	sei	un	-	hom	-	durscht.
545200	16,70920166	49,91307027	17325	SCHￃﾖNWALD (STRￃﾁￅﾽNￃﾁ)	1	mide	Mir	sein	on	-	hon	-	Dorscht.
545239	17,02418646	49,91272165	17374	OBER-ULLISCHEN (HORNￃﾍ OLEￅﾠNￃﾁ)	1	mied	Mir	sein	un	-	hen	-	durscht.
545250	17,21258288	49,90928348	17389	BERGSTADT (HORNￃﾍ MￄﾚSTO)	1	mied	Wer	sein	und	-	heam	an	durscht.
545300	16,69330997	49,75727865	17433	RANIGSDORF (LINHARTICE)	1	meit	Mir	san	un	-	hom	-	duscht.
545309	16,92061223	49,77656682	17442	MￃﾜGLITZ (MOHELNICE)	1	maöde	Mir	sein	un	-	ham	-	durscht.
545324	17,19747408	49,76489875	17460	RIBNIK (RYBNIￄﾌEK)	1	mid	Mir	sein	und	-	hon	-	durscht.
545331	16,41268819	49,73996807	17468	STANGENDORF (VENDOLￃﾍ)	1	muid	Mir	sein	un	-	hom	-	Durscht.
545361	16,46388	49,64357938	17504	NEU-BIELA (LAVIￄﾌNￃﾉ)	1	muit	Mr	sein	und	-	hom	-	Duascht.
545378	16,60789251	49,63015779	17512	SCHLETTAU (SLATINA)	1	mait	Mir	sane	un	-	hom	-	durscht.
534688	16,87865364	49,57204105	17520	RUNARZ (RUNￃﾁￅﾘOV)	1	mit	My	sain	un	-	han	-	Dust.
540668	17,177449	49,571549	17521	NEBOTEIN (HNￄﾔVOTￃﾍN)	1	müad	Mi(a)	sa	und	-	hom'n	-	Du(a)scht.
545414	17,42874992	49,89452106	17568	TILLENDORF (TYLOV)	1	mied	Bir	sein	und	-	hoan	-	durscht.
545434	17,70804928	49,89871152	17585	MLADETZKO (MLADECKO)	1	mid	Bir	sein	und	-	hon	-	durscht.
545479	17,46310188	49,73079462	17643	SEIBERSDORF (BￄﾚLￃﾁ)	1	mied	Bir	heint	un	-	hon	-	durscht.
545492	17,6829573	49,73318935	17659	BERNHAU (BARNOV)	1	müd	Bir	sein	un	-	han	-	durscht.
534435	17,97308317	49,70909491	17680	KLANTENDORF	1	mied	Wr	sein	aon	-	haon	-	duescht.
545516	18,132408	49,68902075	17687	ENGELSWALD (MOￅﾠNOV)	1	mied	Mir	sein	on	-	hon	-	duescht.
545524	17,39883118	49,60097829	17698	NIRKLOWITZ (MRSKLESY)	1	mid	-	Sin	und	-	houn	-	durscht.
545541	17,68215393	49,60602071	17713	PUNKENDORF (BOￅﾇKOV)	1	müd	Bier	sein	un	-	hon	-	duscht.
545552	17,89790677	49,58061423	17726	HALBENDORF (POLOUVSￃﾍ)	1	mid	Mir	sein	oan	-	hoan	-	durscht.
540974	18,10923581	49,56425845	17737	SENFTLEBEN (ￅﾽENKLAVA)	1	mied	Mir	sein	on	-	hon	-	durscht.
545576	12,80409953	49,46044599	17759	LINZ (MLￃﾝNEC)	1	möi	Wia	san	und	-	hom	-	durscht.
545598	13,091469	49,28078338	17782	KOHLHEIM (UHLIￅﾠTￄﾚ)	1	meid	Mia	san	und	-	homan	an	duascht.
545607	13,30276094	49,26612249	17792	ￄﾌACHRAU (ￄﾌACHROV)	1	mejd	Mia	sama	und	-	homa	-	duascht.
545628	13,33062137	49,12628901	17801	HURKENTAL (HￅﾮRKA)	1	miad	Mir	sin	un	-	hann	-	durst.
545650	13,57753261	49,12042561	17824	ROTSAIFEN (ￄﾌERVENￃﾁ)	1	Miad	-	sama	und	-	home	an	durscht
540811	13,78390364	49,05868188	17832	WINTERBERG (VIMBERK)	1	miad	Mia	sann	und	-	haum	an	duascht.
540957	15,64233287	49,62987755	17843	SEHRLENZ (ￅﾽDￃﾍREC)	1	mojd	Bi(a)	san	u	-	houm	-	du(a)st.
540901	15,46916346	49,43296588	17854	IRSCHING (JIￅﾘￃﾍN)	1	miad	Mia	san	un	-	ham	-	durscht.
540967	15,63065627	49,43386003	17862	HILBERSDORF (JIHLAVA-HEROLTICE)	1	oplagt	Wi	san	und	-	hom	en	durscht.
545689	15,48846857	49,33208877	17876	SOLLOWITZ (SALAVICE)	1	möjd	Wir	san	und	-	hobn	-	durscht.
545691	15,58516769	49,28224193	17878	STANNERN (STONAￅﾘOV)	1	mott	Wer	san	und	-	hoben	-	durscht.
545693	14,95990581	49,21963599	17881	RIEGERSCHLAG (LODHￃﾉￅﾘOV)	1	mod	Mir	san	un	-	-	-	durschdi.
540970	15,002329	49,202983	17882	WENKERSCHLAG (DOLNￃﾍ RADOUￅﾇ)	1	mod	Mir	san	un	-	houm	an	durscht.
545696	14,95741261	49,13556567	17884	BUCHEN (BUK)	1	mod	Mie	san	un	-	houm	-	durscht.
545706	15,12750069	49,11172776	17895	HOSTERSCHLAG (ￄﾌLUNEK)	1	mod	Wir	san	un	-	houm	-	durl(durscht).
545709	15,35769926	49,08701313	17898	LIPOLZ (LIPOLEC)	1	med	Mir	san	and	-	haum	an	durti.
545741	16,63439555	49,18723537	17940	CZERNOWITZ (ￄﾌERNOVICE)	1	mied	Mir	san	und	-	houm	-	duascht.
545743	16,90652995	49,21777218	17942	GUNDRUM (KOMOￅﾘANY)	1	miad	Bia	san	und	-	hom	-	Duascht.
545755	16,48229302	49,05485994	17956	PRAHLITZ (PRAVLOV)	1	müad	Mir	san	und	-	hobn	-	duascht.
545760	16,60669491	49,05257221	17961	WOIKOWITZ (VOJKOVICE)	1	müad	Mr	san	u	-	hammer	-	duast
547187	20,40843205	49,38054456	17967	SUB-LECHNITZ (LECHNICA)	1	miht	Mier	sinn	unt	-	hon	-	durscht.
545764	20,49157246	49,26407216	17968	TOPPORTZ (TOPOREC)	1	mied	Bir	sain	unt	-	hon	n	duoscht.
545767	20,73249786	49,29620693	17972	HOBGARD (CHMEￄﾽNICA)	1	miede	Bir	seibar	ont	-	hober	a	Durscht.
547189	20,26734886	49,1223043	17981	NEU WALDDORF (NOVￃﾁ LESNￃﾁ)	1	miid	Bir	zaen	ond	-	hoon	-	Durscht.
547202	20,4730914	49,08532369	17993	DURELSDORF (TVAROￅﾽNￃﾁ)	1	mid	Bir	sein	und	-	-	-	duoschtig.
547208	20,58848476	49,02564128	17999	LEUTSCHAU (LEVOￄﾌA)	1	mid	Bir	sein	und	-	hon	-	Durscht.
547205	20,56768978	48,94297995	18000	ZIPSER NEUDORF (SPIￅﾠSKￃﾁ NOVￃﾁ VES)	1	mied	Wir	sahn	und	-	hon	-	Durscht.
547213	20,62	48,84	18001	WAGENDRÜSSEL (NÁLEPKOVO)	1	mid	Bie	sein	ound	-	-	-	duestich.
547212	20,93372629	48,85146308	18003	GￃﾖLLNITZ (GELNICA)	1	mid	Bie	sein	und	-	hobn	-	duescht.
547211	20,36687276	48,8196973	18004	DOBSCHAU (DOBￅﾠINￃﾁ)	1	müd	Bier	sein	und	-	-	-	duastich.
547217	20,90633397	48,71071744	18010	METZENSEIFEN (MEDZEV)	1	mühd	Bie	sain	-	esons.	-	-	düesat
547220	13,59260046	48,96730053	18013	BUCHWALD (BUￄﾌINA)	1	miad	Mia	san	und	-	hom	an	durscht.
547227	13,79494123	48,94551277	18018	SCHATTAWA (ZￃﾁTON)	1	miad	Mia	sant	und	-	hom	an	durscht.
547235	14,10381253	48,94718523	18028	ZABORSCH (ZￃﾁHORￃﾍ)	1	mod	Mi	san	und	-	höum	en	duascht.
547295	13,87892421	48,81591509	18058	HIRSCHBERGEN (HIRￅﾠPERKY/JELENI)	1	mod	Mir	san	und	-	houm	-	durscht.
547300	14,0740231	48,78213936	18064	HONETSCHLAG (HODￅﾇOV)	1	mod	Mia	sam	und	-	-	-	durschti.
10301	13,84145	48,60522	18091	KOLLERSCHLAG	1	miad	Mia	han	und	-	ham	-	duast.
547504	14,10455829	48,64006942	18095	SANKT THOMA (SVATￃﾝ TOMￃﾁￅﾠ)	1	möid	Mir	sama	und	-	homma	an	duascht.
547512	14,31207319	48,6157219	18101	HOHENFURTH (VYￅﾠￅﾠￃﾍ BROD)	1	müad	Mia	san	und	-	ham	-	durscht.
547555	14,42805572	48,93731559	18132	HUMMELN (HOMOLE)	1	müad	Miar	san	und	-	hobn	an	durscht.
547559	14,53884842	48,99293587	18135	RUDOLFSTADT (RUDOLFOV)	1	müid	Wir	san	und	-	hobn	n	durst.
6784	15,12159	48,9312	18144	GROSS-RADISCHEN	1	miad	Mir	san	und	-	ham	an	Durscht.
547572	14,35130255	48,78070398	18188	PRIETHAL (PRￃﾍDOLￃﾍ)	1	mot	San	ma	und	-	haum	a	duascht.
547574	14,62222893	48,76157409	18192	GOLLNETSCHLAG (KLENￃﾍ)	1	mied	Wir	sen	und	-	hau(b)m	-	durscht.
547583	14,86460492	48,79093469	18210	WEISSENBACH (VYSNￃﾉ)	1	müad	Miar	san	und	-	hobn	an	duarscht.
1825	15,11402	48,77595	18218	LANGSCHWARZA	1	miad	Mia	soan	und	-	haun	an	duascht.
547611	14,60020725	48,61371164	18290	UNTERWALD	1	müat	Mia	san	u	-	hom	om	durst.
1213	14,8248	48,62922	18296	BAD GROSSPERTHOLZ	1	müad	Mir	san	und	-	hoam	an	Durst.
9109	15,1154	48,63319	18310	OBERSTRAHLBACH	1	mird	Mir	san	und	-	hoam	an	durscht.
8215	15,35237	48,93926	18359	WALDKIRCHEN	1	müad	Mir	san	und	-	haben	an	durst.
547669	15,61331894	48,93919862	18364	HAFNERLUDEN (LUBNICE)	1	miad	Mir	san	und	-	ham	an	durscht.
540964	15,84398284	48,93495691	18367	SCHILTERN (ￅﾠTￃﾍTARY)	1	mr	Miad	san	und	-	hoonmr.	an	durscht
547920	16,15731666	48,88788008	18407	TￃﾖSTITZ (TￄﾚￅﾠETICE)	1	miad	Mir	san	und	-	hom	-	durscht.
8704	15,3815	48,79309	18432	DIETMANNS	1	mid	Mia	san	und	-	hom	-	durschd.
6309	15,63866	48,77886	18441	SCHIRMANNSREITH	1	miad	Mia	san	und	-	hom	an	duascht.
1855	15,90257	48,77849	18454	HOFERN	1	miad	Mir	san	und	-	hom	an	durst.
547955	16,13160996	48,7465636	18508	GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ)	1	miad	Mia	san	und	-	hom	-	durscht.
2862	15,39468	48,61876	18525	FRANZEN	1	miad	Mia	san(d)	und	-	ham(d)	-	Duaschd.
7482	15,63736	48,62925	18534	ROSENBURG	1	müad	Mir	san	und	-	ham	an	Dürst.
6575	15,84912	48,58705	18554	OBERDÜRNBACH	1	miad	Mir	san	und	-	hobm	an	durscht.
6083	16,09658	48,58647	18559	ASPERSDORF	1	miad	Mia	san	und	-	haum	an	duascht.
547963	16,37348031	48,91950827	18607	DAMNITZ (DAMNICE)	1	miad	Mia	san	und	-	hom	an	durscht.
548003	16,65177623	48,90542723	18627	TRACHT (STRACHOTￃﾍN)	1	mirt	Mir	san	und	-	hom	an	turscht.
548013	16,76723342	48,8738553	18637	SAITZ (ZAJECￃﾍ)	1	miand	Mir	san	und	-	hobn	-	durscht.
548015	16,38060332	48,75125755	18642	HￃﾖFLEIN AN DER THAYA (HEVLￃﾍN)	1	dalei	Wua	san	u	-	hom	-	duascht.
8827	16,61147	48,74191	18672	STￃﾜTZENHOFEN	1	mid	Mio	san	und	-	houm	-	durscht.
8563	16,86919	48,69199	18686	BERNHARDSTHAL	1	mied	Mie	sen	u	-	ham	-	dauscht.
1666	16,38001	48,59086	18701	PYHRA	1	ma	Müad	sam	u	-	homa.	an	Durscht
3395	16,64461	48,58654	18707	WILFERSDORF	1	müad	Mir	san	u	-	hom	an	duascht.
2578	16,81931	48,58918	18716	PALTERNDORF	1	darbi	Wir	san	und	-	hab	an	Durscht.
548044	18,7060573	48,96952464	18753	MￃﾜNCHWIES (VRￃﾍCKO)	1	mid,	Wie	sei	-	insuns	-	-	djiaschat
548029	18,65497127	48,86560792	18759	BETTELSDORF (SOLKA)	1	mit	Bija	saj	ont	-	hon	-	douscht.
548031	18,88553826	48,82156122	18763	OBERSTUBEN (HORNￃﾁ STUBNA)	1	mud	Bir	zomr	ont	-	hon	-	durst.
548032	18,75578607	48,72212455	18767	KRICKERHￃﾄU (HANDLOVￃﾁ)	1	müd	Bir	sain	ond	-	hom	an	durscht.
548035	18,87405447	48,68562767	18773	DEUTSCH-LITTA (KOPERNICA)	1	mauid	Baj	sei	ons	-	hemm	-	durscht.
548036	18,56458171	48,54111692	18774	HOCHWIESEN (VEL'Kￃﾉ POLE)	1	müd	Bia	sai	und	-	hom	-	duascht.
6302	13,33412	48,29152	18786	SANKT GEORGEN BEI OBERNBERG AM INN	1	müad	Mir	hand	und	-	ham	an	durscht.
3260	12,87807	48,13026	18800	HOCHBURG	1	miet	Mia	send	und	-	hem	an	durscht.
2067	13,08331	48,12996	18805	PISCHELSDORF AM ENGELBACH	1	miad	Mia	send	u	-	hebet	en	duast.
4511	13,88061	48,46514	18846	NIEDERKAPPEL	1	müad	Miar	san	und	-	habm	an	Duarst.
5870	14,08545	48,45077	18855	NIEDERWALDKIRCHEN	1	müad	Mia	hand	u.	-	han	-	durscht[?ː]
6387	13,62778	48,27893	18902	DORF AN DER PRAM	1	müad	Wie	san	und	-	ham	an	durscht.
1824	13,83155	48,28803	18910	MICHAELNBACH	1	müad	Mir	san	u	-	han	-	durscht.
5939	14,10729	48,28632	18923	ALKOVEN	1	miád	Miá	sán	und	-	haum	-	Duáscht.
8452	13,34042	48,12665	18984	ARNBERG	1	miad	Mir	san	und	-	ham	an	duascht.
8840	13,62036	48,11548	18987	RACKERING	1	miad	Mir	san	und	-	ham	an	duascht.
4832	13,84267	48,12872	19003	PENNEWANG	1	miad	Mia	han	und	-	håm	an	Durst.
8280	14,10999	48,09704	19011	SIPBACHZELL	1	miád	Mia	sán	und	-	ham	án	Durscht.
8668	14,34938	48,45608	19070	REICHENAU IM MￃﾜHLKREIS	1	müad	Mia	han	und	-	haum	-	Duaschd.
8164	14,61282	48,41729	19080	GUTAU	1	müad	Mia	san	u.	-	habn	-	Durst.
3644	14,81413	48,47743	19085	HACKSTOCK	1	müad	Mia	san	und	-	ham	an	durscht.
4536	15,11597	48,4355	19096	TRAUNSTEIN	1	müad	Mir	san	und	-	hobn	an	durst.
8623	14,35965	48,12637	19138	MARIA LAAH	1	müad	Mir	san	und	-	haben	an	durscht.
4983	14,56535	48,11219	19144	HAAG	1	miad	Mia	sand	und	-	habn	an	durst.
4455	14,87066	48,12448	19154	AMSTETTEN	1	müad	Mia	san	und	-	haubm	an	Duascht.
671	15,13802	48,13043	19163	WIESELBURG	1	miad	Miar	san	und	-	haum	an	duarscht.
2154	14,37301	48,28577	19225	STEYREGG	1	müad	Mir	san	und	-	ham	-	durscht.
5161	14,58171	48,27398	19233	SCHWERTBERG	1	miad	Mia	san	und	-	hom	on	duast.
10470	14,80633	48,26712	19245	BAD KREUZEN	1	miad,	Mia	san	-	-	hobn	an	durst.
1649	15,06545	48,28211	19257	ALTENMARKT	1	miad	Mir	san	u	-	haum	an	Durscht.
6265	15,37385	48,44265	19301	ELS	1	miad	Mir	san	und	-	hobn	an	duascht.
6317	15,61839	48,43843	19311	GNEIXENDORF	1	miad	Mia	san	und	-	hoam	en	Turscht.
5673	15,81873	48,4378	19322	FELS AM WAGRAM	1	müad	Mia	san	u	-	hom	-	durscht.
120	16,12987	48,44154	19334	OBERHAUTZENTAL	1	miad	Wir	san	u	-	hoan	an	durscht.
3789	15,37381	48,25755	19401	SCHￃﾖNBￃﾜHEL AN DER DONAU	1	müad	Mir	sand	und	-	haben	an	duascht.
8957	15,56514	48,25859	19404	KARLSTETTEN	1	müad	Mia	san	und	-	hom	an	duaschd.
2259	15,85976	48,25537	19419	WￃﾜRMLA	1	miad	Mie	son	und	-	hom	an	duascht.
3206	16,07034	48,25642	19429	RIED AM RIEDERBERG	1	miad	Mir	san	und	-	haben	-	durscht.
6637	15,34061	48,11103	19479	MANK	1	miard	Mir	ßan	und	-	hom	an	durscht.
5564	15,60619	48,10536	19486	WILHELMSBURG	1	miad	Mia	san	und	-	ham	an	duascht.
3882	15,862	48,08457	19492	STOLLBERG-SIEDLUNG	1	miad	Mir	san	und	-	ham	an	durst.
3342	16,10967	48,08122	19541	GRUB	1	miad	Mia	san	u	-	hoam	an	duascht.
1565	16,37147	48,42971	19564	OBERGￃﾄNSERNDORF	1	müad	Mia	san	u	-	hobn	an	durscht.
8376	16,65674	48,39499	19607	RAGGENDORF	1	miad	Mia	san	und	-	hom	an	duascht.
9119	16,84009	48,41077	19621	STILLFRIED AN DER MARCH	1	mied	Mir	san	und	-	haobm	an	Durscht.
548065	17,24752517	48,27003479	19640	GRￃﾜNAU (GRINAVA)	1	mi(a)d	Mi(e)	san	unt	-	how	an	duescht.
4951	16,37347	48,23057	19642	20. BEZIRK-BRIGITTENAU	1	miad	Ma	san	und	-	haben	an	Durscht.
877	16,56927	48,24529	19646	RAASDORF	1	müad	Mia	san	und	-	haben	an	durscht.
9501	16,87702	48,24132	19657	BREITENSEE	1	müad	Mir	san	u	-	haben	an	durst.
548066	16,98660986	48,17332242	19659	THEBEN (DEVÍN)	1	miad	Mir	san	und	-	hom	an	Durscht.
4984	16,34608	48,08334	19667	BIEDERMANNSDORF	1	miad	Mia	san	und	-	ham	an	duaschd.
2058	16,60641	48,08282	19674	ENZERSDORF AN DER FISCHA	1	miad	Mia	san	und	-	hom	an	duascht.
8089	17,06565	48,09174	19696	KITTSEE	1	miad	Mia	san	und	-	hom	-	Duascht.
548071	17,27654171	48,0994024	19705	MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR	1	miad	Mia	san	und	-	habm	an	Tuascht.
6146	16,85904	48,06596	19726	ROHRAU	1	miat	Mia	sent	und	-	hämb	-	Duscht.
1795	12,11833	47,59421	19739	THIERSEE	1	miad	Wie	send	und	-	haben	un	duscht.
548073	11,67317112	47,56336878	19748	ACHENWALD	1	mied	Mia	sen	un	-	hobn	-	duscht.
10322	13,08	47,94	19775	OBERTRUM AM SEE	1	müad	Wir	san	und	-	-	-	durst.
8654	13,33222	47,96455	19787	HOCHFELD	1	müad	Mia	hand	und	-	hom	-	Durscht.
4503	13,12175	47,77639	19823	VORDERFAGER	1	müad	Mia	sand	und	-	ham	an	duast.
5155	12,39171	47,6314	19851	SCHWENDT	1	müad	Miar	send	s	-	haben	-	Duschd.
8266	12,56947	47,58457	19854	WAIDRING	1	müad	Mia	send	und	-	hom	-	duscht.
2502	13,14376	47,62566	19859	KUCHL	1	miad	Wia	san	u	-	ham	-	duischt.
9635	13,60519	47,94665	19886	SCHￃﾖRFLING	1	müad	Mia	sand	und	-	ham	an	duascht,
3545	13,84472	47,93463	19896	GSCHWANDT	1	miad	Mir	san	und	-	ham	an	Durscht.
10508	14,1261	47,93733	19901	SCHLIERBACH	1	miad	Mia	san	und	-	ha͜͠om	an	duaschd.
7772	13,36379	47,76694	19941	SANKT GILGEN	1	miad	Mia	hand	und	-	håm	an	durscht.
1060	13,77433	47,81259	19945	EBENSEE	1	müad.	I	bi	Und	i.	ha	an	Durscht
1998	14,13035	47,80539	19947	STEYRLING	1	müd	Mir	san	und	-	ham	an	durscht.
534648	13,62557	47,71194	19956	BAD ISCHL	1	miad	Mia	send	und	-	-	-	dursti.
772	14,32754	47,72243	19965	WINDISCHGARSTEN	1	miad	Mir	san	und	-	-	-	diaschtö.
5193	13,61647	47,64116	19971	BAD GOISERN	1	ma	Miad	san	u	-	ham	-	durt.
5471	13,83922	47,62693	19977	GRUNDLSEE	1	miad	Mir	san	und	-	ham	an	Duschd.
548078	14,07582046	47,55789937	19993	WￃﾖRSCHACHWALD	1	müad	Mia	san	und	-	ham	-	ducht.
6099	14,34035	47,92138	20005	TRATTENBACH	1	miad	Mir	san	und	-	ham	an	Durst.
294	14,57161	47,97255	20008	SULZBACH	1	miad	Ma	san	und	-	ham	-	duarscht.
1279	14,89384	47,94794	20019	YBBSITZ	1	müad	Mia	san	und	-	hom	an	durscht.
9595	15,08807	47,92901	20023	GAMING	1	miad	Mia	sa	u	-	hom	an	duascht.
4247	14,63986	47,82049	20046	KLEINREIFLING	1	müad	Mir	san	und	-	hobn	-	Durst!
5957	15,31803	47,77347	20049	MARIAZELL	1	miad	Mia	san	und	-	haum	an	durscht.
3036	15,18285	47,78945	20051	NEUHAUS	1	müad	Mia	san	und	-	hobn	-	duascht.
3025	14,8932	47,74374	20058	LASSING	1	miad	Mia	san	und	-	hab'n	an	durscht.
9576	14,36442	47,59107	20062	ARDNING	1	miad	Mir	san	und	-	ham	an	durscht.
8741	14,50272	47,59723	20065	WENG	1	müad	Mia	san	und	-	haum	an	Duascht.
5267	14,76884	47,63452	20067	LAINBACH	1	miad	Mia	san	und	-	hom	an	duascht.
9648	15,30481	47,65106	20069	GOLLRAD	1	miad	Mir	san	und	-	hobn	an	durscht.
8336	15,07837	47,532	20077	OBERORT	1	müad	Mia	san	u	-	hobn	an	Dürscht.
534268	7,067507287	52,15805324	20090	WEXT	1	möde	Wi	sind	und	-	häbt	-	Düöst.
101194	7,29517	52,11388	20099	LEER	1	möh	Wie	sinnt	un	-	hɑ̈bt	-	Duorst.
543703	7,588860605	52,12498586	20110	HERBERN	1	möde	Wie	send	un	-	häwet	-	durst.
543711	7,842229277	52,1330543	20117	RINGEL	1	möh	Wie	sind	un	-	häwwet	-	duorst.
116652	8,14588	52,13922	20128	HILTER AM TEUTOBURGER WALD	1	möe	Wie	sind	un	-	hewet	-	dosse.
543781	7,064048835	52,26572224	20240	BARDEL	1	möde	Wi	zint	un	-	hewt	-	dörst.
102505	7,31817	52,25446	20248	HADDORF	1	möude	Wi	sind	un	-	hebbt	-	Düöast.
103272	7,58042	52,29816	20259	HÖRSTEL	1	mö	Wi	sind	un	-	hebt	-	dooß.
102815	7,87807	52,31422	20269	WESTERKAPPELN	1	möhe	Wie	sind	un	-	häwwet	-	duost.
105354	8,15798	52,31606	20283	ASTRUP	1	möe	Wie	sind	un	-	hewwet	-	döst.
543795	7,047183947	52,43692249	20346	FRENSDORF	1	möh	Wie	sind	un	-	hebt	-	döst.
107832	7,31002	52,4517	20350	ELBERGEN	1	möde	Wi	sind	un	-	häbbt	-	Däst.
543796	7,575270716	52,47498927	20361	SETLAGE	1	möh	Wi	sind	un	-	häbbt	-	dös.
106419	7,82957	52,47625	20370	MERZEN	1	möhe	Wie	sind	un	-	häbben	-	Döst.
107759	8,0952	52,47813	20381	VÖRDEN	1	möe	Wie	sind	und	-	hewwet	-	döst.
109831	6,73365	52,54624	20384	WIELEN	1	mö	Wij	sindt	en	-	hebt	-	Döst.
106742	6,95028	52,57618	20446	HOOGSTEDE	1	mö	Wy	sint	un	-	hebt	-	dörst
115474	7,26965	52,60078	20454	GEESTE	1	möüh	Wi	lünd	un	-	häbt	-	döss.
110942	7,58304	52,64501	20463	DOHREN	1	meuhe	Wie	bünd	und	-	häbbet	-	döst.
543799	7,80895926	52,64047486	20468	RENSLAGE	1	möh	Wie	sind	un	-	häbt	-	döst.
105319	8,12092	52,65932	20481	DINKLAGE	1	mäuhe	Wie	sint	und	-	hebbet	-	döst.
105553	7,24493	52,79004	20543	HAREN (EMS)	1	möue	Wir	bünt	un	-	häbbet	-	döst.
109461	7,5504	52,78572	20555	HÜVEN	1	möhe	Wi	bund	un	-	häb	-	dörst.
107332	7,78096	52,81598	20562	GAREN	1	möühe	Wie	sünd	un	-	häbbet	-	dörst.
105267	8,06387	52,81064	20575	SEVELTEN	1	möuhe	Wi	sünd	un	-	hebbet	-	döst.
115530	7,23473	52,97142	20589	NEUDERSUM	1	mäuhe	Wie	sünd	un	-	häbt	-	döst.
110403	7,44966	52,95796	20596	NEUBÖRGER	1	möe	Wi	bunt	un	-	habbet	-	därst.
520618	7,76901	52,97003	20599	NEUARENBERG	1	möhe	Wir	sünd	un	-	häbbt	-	döst.
110755	8,02414	52,95515	20604	GARREL	1	mäuje	Wi	sünd	un	-	hebbet	-	döst.
113801	8,31184	52,83661	20638	VISBEK	1	möe	Wi	sünd	un	-	hebbt	-	döst.
112245	9,97514	52,91878	20710	WIETZENDORF	1	maug	Wi	sünd	un	-	heint	-	döst.
543860	8,878103328	52,86272692	20734	COLONIE SYKE	1	möör	Wi	sünnd	un	-	hebbt	-	dösst.
105370	9,16808	52,87499	20753	MAGELSEN	1	möuhe	Wi	sind	un	-	hebt	-	döst.
112130	9,43239	52,86343	20763	NORDKAMPEN	1	meue	Wi	sünd	un	-	heft	-	döst.
104720	9,7293	52,88191	20774	VIERDE	1	meu	Wi	sünd	un	-	-	-	döstig.
117116	10,20256	52,8993	20788	SCHMARBECK	1	mōih	Wi	sünd	und	-	härwt	-	döst.
109702	8,64481	52,82247	20798	BRÜMSEN	1	möhe	Wi	sunt	un	-	häb	-	Dos.
116518	8,58443	52,67101	20891	DÖRPEL	1	möhe	Wie	sind	un	-	hebt	-	döst.
111151	8,88406	52,69239	20901	MAASEN	1	möe	Wi	sünd	un	-	hebt	-	döst.
107943	9,21314	52,68797	20917	DRAKENBURG	1	meuhe	Wie	sünd	un	-	hefft	-	döst.
543869	9,481851913	52,66567501	20920	UNTERRODEWALD	1	moie	Wie	sünd	und	-	het	-	döst.
107228	9,75629	52,67757	20933	THￃﾖREN	1	mäue	Wie	sünd	un	-	hett	-	döst.
106750	9,98769	52,73449	20936	HASSEL	1	moir	Wi	sünd	un	-	hett	-	Döst.
110201	10,27333	52,72449	20946	SCHARNHORST	1	meue	Wi	sünd	un	-	häfft	-	Döst.
117376	8,36081	52,65057	20948	ASCHEN	1	möhe	Wie	sünd	un	-	hebbet	-	Döst.
108434	8,37572	52,50909	21024	BURLAGE	1	möd	Wi	sünd	un	-	hewwet	-	döst.
110915	8,90975	52,52673	21033	HOYSINGHAUSEN	1	mäue	Wie	sind	un	-	hebbt	-	döst.
107545	9,20944	52,54802	21045	BROKELOH	1	mau	Wie	sünd	un	-	het	-	düst.
112440	9,46636	52,53603	21050	EMPEDE	1	meue	Wie	sünd	un	-	hät	-	Döst.
106668	9,76477	52,55174	21065	GAILHOF	1	meuhe	Wie	sünd	un	-	hett	-	dösten.
105433	10,0574	52,56429	21074	ADELHEIDSDORF	1	meue	Wi	sünd	un	-	hett	-	döst.
117073	10,28391	52,57727	21085	NORDBURG	1	mäue	Wir	sünd	und	-	huwwet	-	döst.
