Longitude	Latitude	REDE_GIDs	Name	Bogennummer	REDE_Namen	Sprache
9.84441	51.56385	115273	ESEBECK	25179	Esebeck	1
10.11311	51.57322	112706	EBERGￃﾖTZEN	25197	Ebergötzen	1
8.4739	51.66242	102200	BÖNNINGHAUSEN	25214	Bönninghausen	1
8.72275	51.65689	520373	KIRCHBORCHEN	25223	Kirchborchen	1
9.03645	51.70522	103925	SIEBENSTERN	25343	Siebenstern	1
9.2916	51.70661	103667	BRUCHHAUSEN	25354	Bruchhausen	1
9.55747	51.68976	113416	SCHￃﾖNHAGEN	25363	Schönhagen	1
9.81843	51.72098	104519	OLDENRODE	25373	Oldenrode	1
10.12307	51.7211	112731	MARKE	25391	Marke	1
8.4904	51.81524	102972	WESTERWIEHE	25407	Westerwiehe	1
8.773504023	51.83629146	545832	HAUSTENBECK	25514	Haustenbeck	1
8.98811	51.85941	104162	HEESTEN	25522	Heesten	1
9.27971	51.88107	101582	RISCHENAU	25543	Rischenau	1
9.52332	51.86619	111168	LOBACH	25560	Lobach	1
9.80806	51.87024	112147	WENZEN	25579	Wenzen	1
10.06521	51.88856	108993	ACKENHAUSEN	25596	Ackenhausen	1
10.32269	51.91222	114173	WOLFSHAGEN IM HARZ	25607	Wolfshagen im Harz	1
7.30554	50.44882	96238	KELL	25798	Kell	1
7.59824	50.45682	95124	STROMBERG	25824	Stromberg	1
7.83027	50.46395	97399	STAUDT	25845	Staudt	1
22.36881	54.311	149290	JURKISZKI	2586	Jurkiszki	1
8.10298	50.47351	98421	STEINBACH	25876	Steinbach	1
6.25276	50.53528	135386	HÖFEN	25904	Höfen	1
6.50041	50.57166	134862	GEMÜND	25914	Gemünd	1
22.66316	54.29125	148578	MACIEJOWIETA	2602	Maciejowieta	1
6.7722	50.58589	136417	IVERSHEIM	26141	Iversheim	1
7.03325	50.58326	94431	GELSDORF	26155	Gelsdorf	1
7.27917	50.58777	96207	OHLENBERG	26178	Ohlenberg	1
7.56153	50.62782	96159	SEIFEN	26205	Seifen	1
7.82891	50.63867	94397	GEHLERT	26228	Gehlert	1
8.08253	50.64513	93991	WAIGANDSHAIN	26261	Waigandshain	1
8.3276	50.65381	100248	SINN	26283	Sinn	1
6.21713	50.70959	136173	VENWEGEN	26312	Venwegen	1
6.47982	50.72767	136573	ÜDINGEN	26324	Üdingen	1
6.74579	50.73906	134374	BORR	26351	Borr	1
7.011607837	50.75523282	535359	ROISDORF	26578	Roisdorf	1
7.264558119	50.77189993	535365	GEISTINGEN	26604	Geistingen	1
7.51208	50.78124	134372	HERCHEN	26627	Herchen	1
7.80396	50.77583	99155	MITTELHOF	26642	Mittelhof	1
8.07045	50.80893	102925	WILDEN	26664	Wilden	1
8.310579688	50.82959295	535378	STRAßEBERSBACH	26683	Straßebersbach	1
6.186462819	50.8673817	545855	MARIAGRUBE	26712	Mariagrube	1
6.46479	50.88445	134724	NIEDERZIER	26734	Niederzier	1
6.71215	50.91204	136170	HORREM	26753	Horrem	1
20.97559	54.24857	149052	RYGARBY	2676	Rygarby	1
6.99248	50.9154	135446	POLL	26763	Poll	1
21.22078	54.22234	159955	KOLWINY	2691	Kolwiny	1
7.25578	50.93839	135100	HEILIGENHAUS	27003	Heiligenhaus	1
7.52408	50.94416	134961	FAULMERT	27025	Faulmert	1
21.52149	54.21336	524097	SROKOWO	2703	Srokowo	1
7.76182	50.96107	135882	HAHNSEIFEN	27038	Hahnseifen	1
8.05073	50.98044	102766	MÜSEN	27064	Müsen	1
8.29625	50.99744	103809	SCHAMEDER	27074	Schameder	1
8.88892	50.0083	100401	DUDENHOFEN	27106	Dudenhofen	1
9.19134	50.02903	82332	WENIGHÖSBACH	27135	Wenighösbach	1
21.84831	54.19826	152888	STREGIEL	2715	Stregiel	1
9.42905	50.03327	89686	WIESTHAL	27150	Wiesthal	1
9.70265	50.03536	90954	MASSENBUCH	27163	Massenbuch	1
9.97227	50.0501	83244	NEUBESSINGEN	27186	Neubessingen	1
10.2216	50.0744	73843	DITTELBRUNN	27209	Dittelbrunn	1
8.37568	50.14973	99243	VOCKENHAUSEN	27223	Vockenhausen	1
8.64714	50.16176	94522	HEDDERNHEIM	27244	Heddernheim	1
22.08998	54.1819	147123	BUDZISKA	2727	Budziska	1
8.91949	50.17877	95559	BRUCHKÖBEL	27425	Bruchköbel	1
9.15681	50.1871	95948	HAILER	27444	Hailer	1
22.3755	54.1671	149930	CHELCHY	2746	Chelchy	1
9.47236	50.1902	94694	OBERNDORF	27461	Oberndorf	1
9.68792	50.24181	72810	ROSSBACH	27469	Rossbach	1
9.95785	50.22152	88638	HASSENBACH	27480	Hassenbach	1
10.23457	50.21516	89284	POPPENLAUER	27501	Poppenlauer	1
8.38494	50.32567	96184	CRATZENBACH	27507	Cratzenbach	1
19.53293	54.15703	370990	WILKOWO	2762	Wilkowo	1
8.61792	50.34179	94840	FRIEDRICHSTAL	27692	Friedrichstal	1
8.89683	50.34677	99813	LEIDHECKEN	27719	Leidhecken	1
9.14844	50.36327	99303	GELNHAAR	27742	Gelnhaar	1
9.42231	50.36852	95263	ULMBACH	27765	Ulmbach	1
9.6511	50.39612	97574	EICHENRIED	27775	Eichenried	1
9.91324	50.3768	89689	WILDFLECKEN	27792	Wildflecken	1
10.20383	50.40168	86475	BASTHEIM	27807	Bastheim	1
19.82948	54.1413	372304	KARWINY	2781	Karwiny	1
8.38038	50.49119	94797	PHILIPPSTEIN	27821	Philippstein	1
8.61148	50.49416	99544	DORNHOLZHAUSEN	27835	Dornholzhausen	1
20.09633	54.14074	160680	KRZYKALY	2800	Krzykaly	1
8.91206	50.51945	99674	NONNENROTH	28010	Nonnenroth	1
9.14246	50.51819	100679	GÖTZEN	28027	Götzen	1
9.38635	50.53509	99217	ALTENSCHLIRF	28045	Altenschlirf	1
9.67469	50.55356	97303	FULDA	28063	Fulda	1
9.93294	50.55401	99744	RUPSROTH	28080	Rupsroth	1
10.19182	50.57012	141319	GERTHAUSEN	28107	Gerthausen	1
20.36457	54.08463	162247	MAWRY	2817	Mawry	1
17.24179	53.90401	152192	ZOLNA	282	Zolna	1
20.66023	54.12332	160459	SARNOWO	2827	Sarnowo	1
8.59958	50.66884	98188	KRUMBACH	28278	Krumbach	1
8.86344	50.67498	100459	LONDORF	28298	Londorf	1
9.08908	50.69377	95342	OTTERBACH	28315	Otterbach	1
9.42007	50.7215	97612	SCHWARZ	28330	Schwarz	1
9.65184	50.70307	98359	GROSSENMOOR	28346	Grossenmoor	1
9.89733	50.71974	95571	RASDORF	28358	Rasdorf	1
10.16738	50.70277	140563	WIESENTHAL	28369	Wiesenthal	1
8.55685	50.82511	95706	HERZHAUSEN	28392	Herzhausen	1
20.94413	54.10143	149706	LEDLAWKI	2846	Ledlawki	1
17.75803	53.87662	373273	KOSOBUDY	285	Kosobudy	1
8.84606	50.86045	101112	BETZIESDORF	28568	Betziesdorf	1
9.11693	50.85178	98606	NEUSTADT (HESSEN)	28589	Neustadt (Hessen)	1
9.34378	50.87003	96213	NEUKIRCHEN	28605	Neukirchen	1
9.64613	50.89148	98442	GITTERSDORF	28623	Gittersdorf	1
9.92366	50.8871	95036	HERFA	28640	Herfa	1
10.14264	50.87761	140225	FRAUENSEE	28651	Frauensee	1
18.09997562	53.88253175	541516	KￃﾖNIGSWIESE (LEￅﾚNA HUTA)	289	Königswiese (Leśna Huta)	1
22.62853	54.10033	153681	BORAWSKIE	2900	Borawskie	1
19.46122	53.6373	370457	ZABROWO	2906	Zabrowo	1
18.40028	53.85127	532570	LUBICHOWO	291	Lubichowo	1
19.76793	53.66096	148723	STANOWO	2916	Stanowo	1
19.75882	53.49803	147607	FIJEWO	2923	Fijewo	1
19.98230035	53.32705066	535107	GROￃﾟ KOSCHLAU	2935	Groß Koschlau	1
19.79497	53.81492	162449	LIKSAJNY	2955	Liksajny	1
20.06956	53.7834	158754	MOLZA	2962	Molza	1
20.32869	53.80238	370398	WARKALY	2970	Warkaly	1
19.4496	53.83722	170412	BUCZNIK	2996	Bucznik	1
18.94320745	53.86393989	534658	MONTAUERWEIDE	300	Montauerweide	1
13.61357	48.48026	3435	SANKT ROMAN	300660	Sankt Roman	1
13.07714	48.26128	8694	REIKERSDORF	300798	Reikersdorf	1
13.34504897	47.58758807	544193	RIGAUS	301042	Rigaus	1
21.17506	53.91539	373035	ZYNDAKI	3058	Zyndaki	1
19.52713	53.98486	524457	RYCHLIKI	3069	Rychliki	1
19.80014	53.96474	373009	CHOJNIK	3083	Chojnik	1
20.07338	53.96624	374079	KSIAZNIK	3093	Ksiaznik	1
20.36658	53.95943	372153	GLOTOWO	3111	Glotowo	1
15.54345	53.93552	532196	RYMAN	312	Ryman	1
20.64327	53.94733	150886	DERC	3122	Derc	1
7.46276	49.27843	94829	BATTWEILER	31677	Battweiler	1
7.71516	49.31178	96973	HELTERSBERG	31695	Heltersberg	1
8.00924	49.26181	95870	RAMBERG	31700	Ramberg	1
8.25607	49.30486	98557	GEINSHEIM	31719	Geinsheim	1
6.16901	49.35763	522565	DIEDENHOFEN	31737	Diedenhofen	1
6.44506	49.36868	35323	LAUMESFELD	31765	Laumesfeld	1
6.70066	49.39426	99134	BECKINGEN	31789	Beckingen	1
6.95094	49.41341	98246	CALMESWEILER	31800	Calmesweiler	1
7.21036	49.40694	96789	STEINBACH BEI OTTWEILER	31824	Steinbach bei Ottweiler	1
7.453633274	49.44090624	534156	DIETSCHWEILER	32019	Dietschweiler	1
7.69141	49.47033	95390	SIEGELBACH	32040	Siegelbach	1
7.938705171	49.49097128	534148	ALSENBORN	32053	Alsenborn	1
8.22634	49.48944	100047	ERPOLZHEIM	32067	Erpolzheim	1
6.40407	49.5531	99746	KREUZWEILER	32085	Kreuzweiler	1
6.68176	49.56202	99897	GREIMERATH	32102	Greimerath	1
6.92447	49.57302	96919	OBERLÖSTERN	32119	Oberlöstern	1
15.82486	53.93499	370644	PODWILCZE	324	Podwilcze	1
21.20504	54.0744	159092	JURKOWO	3254	Jurkowo	1
21.49172	54.03376	153053	POZARKI	3267	Pozarki	1
22.10641	54.0154	158788	GAWLIKI WIELKIE	3272	Gawliki Wielkie	1
22.3218	53.99686	371988	SWIETAJNO	3280	Swietajno	1
6.73469	49.07384	28534	ALTVILLER	32855	Altviller	1
7.00819	49.0745	30265	WOUSTVILLER	32883	Woustviller	1
21.20448314	55.71965786	522636	BARSCHKEN	3301	Barschken	1
7.27065	49.0973	27168	RIMLING	33035	Rimling	1
21.36403742	55.68662072	522639	DAWILLEN	3304	Dawillen	1
7.5068	49.10219	32484	ROPPEVILLER	33055	Roppeviller	1
7.77869	49.15063	100274	DAHN	33064	Dahn	1
21.28926499	55.59351795	522647	DITTAUEN	3309	Dittauen	1
8.00686	49.13025	93935	GLEISZELLEN	33102	Gleiszellen	1
8.25289	49.15197	95790	HERXHEIMWEYHER	33111	Herxheimweyher	1
6.44747	49.20661	30840	GUINKIRCHEN	33126	Guinkirchen	1
6.69829	49.24256	100041	ÜBERHERRN	33146	Überherrn	1
6.97751	49.24585	94013	MALSTATT	33159	Malstatt	1
21.48403217	55.55113505	522665	DEEGELN	3318	Deegeln	1
7.19974	49.24303	96131	NIEDERWÜRZBACH	33185	Niederwürzbach	1
8.95083	49.68248	94479	STEINBUCH	33331	Steinbuch	1
9.22005	49.68886	86306	BREITENDIEL	33346	Breitendiel	1
9.46691	49.69109	133241	HUNDHEIM	33364	Hundheim	1
9.72212	49.71075	84346	STEINBACH	33381	Steinbach	1
10.00107	49.72382	87569	EIBELSTADT	33400	Eibelstadt	1
20.92690302	55.23177528	535122	PILLKOPPEN	3342	Pillkoppen	1
10.24405	49.72856	89128	RￃﾖDELSEE	33420	Rödelsee	1
21.26894734	55.19209992	522717	KARKELN	3343	Karkeln	1
21.42381135	55.21041379	522719	DￃﾜNEN (ACKMENISCHKEN)	3345	Dünen (Ackmenischken)	1
21.72199295	55.21450357	522727	PLEINE	3351	Pleine	1
8.47034	49.83533	96448	ERFELDEN	33605	Erfelden	1
8.69787	49.8339	97042	TRAISA	33614	Traisa	1
22.0268655	55.19542009	522740	CULLMEN-KULKEN	3362	Cullmen-Kulken	1
8.96256	49.84068	100587	HEUBACH	33631	Heubach	1
20.85374118	55.15623681	540914	ROSITTEN (RYBACHIY)	3364	Rositten (Rybachiy)	1
9.20105	49.85922	90366	HOFSTETTEN	33648	Hofstetten	1
9.49031	49.86977	93143	BISCHBRUNN	33660	Bischbrunn	1
9.69494	49.85804	77833	BIRKENFELD	33677	Birkenfeld	1
10.01031	49.88363	85120	RUPPRECHTSHAUSEN	33692	Rupprechtshausen	1
10.22647	49.88995	83058	GAIBACH	33711	Gaibach	1
8.41048	49.9948	97074	RÜSSELSHEIM	33725	Rüsselsheim	1
8.66668	49.98671	100262	LANGEN (HESSEN)	33741	Langen (Hessen)	1
8.49951	49.30106	131656	ALTLUSSHEIM	33849	Altlussheim	1
8.75841	49.319	132491	SCHATTHAUSEN	33860	Schatthausen	1
22.28508079	55.1405652	522769	SASSENHￃﾖHE (AUGSGIRREN)	3387	Sassenhöhe (Augsgirren)	1
9.00823	49.3472	131042	DAUDENZELL	34001	Daudenzell	1
9.25406	49.34748	127680	BILLIGHEIM	34015	Billigheim	1
9.48669	49.36603	132998	OBERKESSACH	34025	Oberkessach	1
9.75131	49.37199	127424	AILRINGEN	34044	Ailringen	1
10.04968	49.41216	131053	LICHTEL	34058	Lichtel	1
10.29855	49.39891	80976	WINDELSBACH	34065	Windelsbach	1
8.44734	49.48099	98443	LUDWIGSHAFEN AM RHEIN	34076	Ludwigshafen am Rhein	1
8.72439	49.49399	131624	URSENBACH	34096	Ursenbach	1
8.96544	49.52482	100198	GAMMELSBACH	34216	Gammelsbach	1
9.2439	49.53425	131022	RUMPFEN	34228	Rumpfen	1
9.5049	49.53499	133647	GERICHTSTETTEN	34235	Gerichtstetten	1
10.85747	52.07227	109286	BEIERSTEDT	3424	Beierstedt	1
9.73105	49.54759	127954	KÖNINGSHOFEN	34247	Königshofen	1
10.00364	49.53411	71509	AUFSTETTEN	34266	Aufstetten	1
10.26555	49.57552	85270	WEIGENHEIM	34288	Weigenheim	1
8.44622	49.66245	98888	BOBSTADT	34305	Bobstadt	1
8.71527	49.65645	99179	MITTERSHAUSEN	34321	Mittershausen	1
16.14955	53.95055	148262	MODROLAS	344	Modrolas	1
8.52712	49.00389	132448	BERGHAUSEN	34447	Berghausen	1
9.26281	49.02206	132319	WINZERHAUSEN	34503	Winzerhausen	1
9.540869694	49.05526871	544414	LIEMERSBACH	34522	Liemersbach	1
9.76976	49.02851	129426	EUTENDORF	34535	Eutendorf	1
10.03779	49.07016	133651	HONHARDT	34545	Honhardt	1
10.29368	49.06036	84337	SEGRINGEN	34557	Segringen	1
8.48928	49.16535	132099	GRABEN	34566	Graben	1
8.75076	49.17902	129784	ODENHEIM	34707	Odenheim	1
9.04557	49.17711	131137	MASSENBACHHAUSEN	34734	Massenbachhausen	1
9.259617235	49.17403608	544422	BINSWANGEN	34750	Binswangen	1
9.50581	49.20179	132484	ÖHRINGEN	34773	Öhringen	1
9.77159	49.22127	130602	DÖTTINGEN	34791	Döttingen	1
10.00529	49.21815	131563	GAGGSTATT	34802	Gaggstatt	1
10.30317	49.2154	83055	DORFGￃﾜTINGEN	34818	Dorfgütingen	1
10.55891	49.05667	86624	RￃﾖCKINGEN	34838	Röckingen	1
10.79788	49.07592	90276	WINDSFELD	34855	Windsfeld	1
11.05857	49.0799	93045	ETTENSTATT	34872	Ettenstatt	1
11.29856	49.08918	78399	UNTERMￃﾄSSING	35003	Untermässing	1
11.56796	49.10204	74152	GIMPERTSHAUSEN	35011	Gimpertshausen	1
11.80902	49.09535	71608	BERATZHAUSEN	35026	Beratzhausen	1
12.0673	49.1151	73344	EITLBRUNN	35035	Eitlbrunn	1
12.30395	49.09295	91348	ALTENTHANN	35046	Altenthann	1
10.54482	49.22796	92821	RAUENZELL	35055	Rauenzell	1
10.77453	49.23381	91279	ISMANNSDORF	35067	Ismannsdorf	1
16.41182	53.94692	162750	SMECINO	351	Smecino	1
10.59503	52.0891	106358	BORNUM	3516	Bornum	1
11.05323	49.26665	70858	BￃﾜCHENBACH	35165	Büchenbach	1
11.30851	49.26458	79457	SELIGENPORTEN	35168	Seligenporten	1
11.58242	49.26041	81535	GￃﾜNCHING	35188	Günching	1
11.83645	49.28746	83858	ADERTSHAUSEN	35195	Adertshausen	1
12.07574	49.27923	84806	WIEFELSDORF	35204	Wiefelsdorf	1
12.3034	49.26958	75662	BODENWￃﾖHR	35211	Bodenwöhr	1
10.50832	49.40157	90207	FLACHSLANDEN	35223	Flachslanden	1
10.78893	49.40409	70872	GROSSHABERSDORF	35236	Grosshabersdorf	1
11.26115	49.41257	88899	BIRNTHON	35254	Birnthon	1
11.03657675	49.41647082	544228	RￃﾖTHENBACH	35339	Röthenbach	1
11.54411	49.42912	77160	ALFELD	35377	Alfeld	1
11.75991	49.43993	92487	AMMERTHAL	35382	Ammerthal	1
12.05548	49.43541	76222	TRISCHING	35393	Trisching	1
10.51095	49.58186	77313	UNTERNESSELBACH	35517	Unternesselbach	1
10.76904	49.58998	92619	OBERREICHENBACH	35524	Oberreichenbach	1
11.04964	49.59343	85286	BUCKENHOF	35544	Buckenhof	1
11.2727	49.58234	80296	KIRCHRￃﾖTTENBACH	35562	Kirchröttenbach	1
11.52376	49.59651	72938	HARTENSTEIN	35571	Hartenstein	1
11.7912	49.607	86320	SCHLICHT	35577	Schlicht	1
11.15611	52.09298	121880	BECKENDORF	3558	Beckendorf	1
12.01846	49.59211	80555	KOHLBERG	35585	Kohlberg	1
12.31766	49.60633	78547	OBERLIND	35597	Oberlind	1
16.6593432	53.9295732	534872	PORST	356	Porst	1
10.47624	49.74814	73801	HAAG	35710	Haag	1
11.43652	52.09266	121079	DOMERSLEBEN	3572	Domersleben	1
10.77547	49.75347	88467	MￃﾜHLHAUSEN	35729	Mühlhausen	1
11.03	49.76363	85428	PAUTZFELD	35755	Pautzfeld	1
11.26105	49.76878	84090	MOGGAST	35762	Moggast	1
11.5433	49.75642	86952	PEGNITZ	35778	Pegnitz	1
11.82038	49.78699	78377	SPEINSHART	35791	Speinshart	1
12.03638	49.77975	92020	FRIEDERSREUTH	35799	Friedersreuth	1
12.31033	49.78557	80913	PLￃﾖSSBERG	35807	Plössberg	1
10.49998	49.88641	78900	GEUSFELD	35824	Geusfeld	1
10.77167	49.90142	80879	TￃﾜTSCHENGEREUTH	35843	Tütschengereuth	1
11.00996	49.9114	92918	LITZENDORF	35857	Litzendorf	1
11.6759	52.10371	126882	PRESTER	3592	Prester	1
11.29084	49.93687	83906	HOLLFELD	36007	Hollfeld	1
11.51595	49.93435	73059	DONNDORF	36017	Donndorf	1
11.78525	49.922	91734	KIRCHENPINGARTEN	36039	Kirchenpingarten	1
12.0609	49.93217	77978	HOHENHARD	36049	Hohenhard	1
12.2854	49.94685	71694	LEONBERG	36056	Leonberg	1
7.14395868	48.07027814	535430	HOHRODBERG	36065	Hohrodberg	1
7.36359	48.08198	31694	COLMAR	36084	Colmar	1
11.98839	52.1129	123771	DALCHAU	3609	Dalchau	1
12.19377	52.10792	119140	SCHWEINITZ	3614	Schweinitz	1
7.54397	48.44858	27113	MEISTRATZHEIM	36159	Meistratzheim	1
7.83364	48.46521	132470	MÜLLEN	36178	Müllen	1
8.318877104	48.47427737	535438	KNIEBIS (KR.FREUDENSTADT)	36202	Kniebis (Kr.Freudenstadt)	1
12.50581	52.60408	119893	NENNHAUSEN	3626	Nennhausen	1
8.08784	48.49713	128437	ÖDSBACH	36272	Ödsbach	1
7.09516	48.56921	30266	TURQUESTEIN-BLANCRUPT	36277	Turquestein-Blancrupt	1
7.30732	48.6228	29369	WANGENBOURG	36282	Wangenbourg	1
7.56378	48.61325	34859	FURDENHEIM	36309	Furdenheim	1
7.800596219	48.61004415	535446	RUPRECHTSAU	36334	Ruprechtsau	1
12.79568	52.62028	125382	BERGE	3634	Berge	1
8.06363	48.62871	130859	ACHERN	36348	Achern	1
7.05201	48.73253	522594	SAARBURG	36362	Saarburg	1
13.04255	52.63911	120353	PAUSIN	3639	Pausin	1
7.26992	48.75755	171959	BOIS DE CHÊNE	36489	Bois De Chêne	1
13.31752	52.6149	119944	HERMSDORF	3649	Hermsdorf	1
7.55068	48.7751	31730	WILSHAUSEN	36525	Wilshausen	1
7.81552	48.78159	30134	MARIENTHAL	36552	Marienthal	1
8.05803	48.80321	36426	FORT-LOUIS	36567	Fort-Louis	1
8.30895	48.81087	129232	BAD ROTENFELS	36594	Bad Rotenfels	1
16.97152	53.91653	162673	PRZERADZ	366	Przeradz	1
13.57455	52.62656	126273	BIRKHOLZ	3664	Birkholz	1
6.98122	48.93023	27494	ALTWILLER	36737	Altwiller	1
7.25159	48.91879	29239	WEISLINGEN	36755	Weislingen	1
13.86407	52.61048	122379	GIELSDORF	3677	Gielsdorf	1
7.48181	48.9216	28610	LICHTENBERG	36772	Lichtenberg	1
7.76782	48.95111	29006	GOERSDORF	36789	Goersdorf	1
8.04269	48.95814	25854	SIEGEN	36823	Siegen	1
8.26776	48.96981	134177	NEUBURGWEIER	36842	Neuburgweier	1
14.14088	52.61704	127226	RINGENWALDE	3688	Ringenwalde	1
7.62537	48.10625	127778	BISCHOFFINGEN	36880	Bischoffingen	1
7.88416	48.12924	134007	MALECK	36898	Maleck	1
8.0932	48.15752	129888	YACH	36911	Yach	1
7.38445	48.24184	31120	ORSCHWILLER	36933	Orschwiller	1
7.60713	48.28366	31314	BINDERNHEIM	37007	Bindernheim	1
7.85658	48.27938	132276	SCHMIEHEIM	37025	Schmieheim	1
14.42838597	52.59654716	547887	LEHMANNSHￃﾖFEL	3703	Lehmannshöfel	1
8.07369	48.29315	131725	BOLLENBACH	37035	Bollenbach	1
7.33005	48.40339	34415	LE HOHWALD	37058	Le Hohwald	1
14.6799315	52.59997004	547885	WARNICK (WARNIKI)	3711	Warnick (Warniki)	1
8.37655	48.16035	132924	BUCHENBERG	37119	Buchenberg	1
8.6275	48.16786	129752	ROTTWEIL	37138	Rottweil	1
8.86282	48.16319	132412	OBERNHEIM	37153	Obernheim	1
14.95374	52.62138	385626	ZASZCZYTOWO	3722	Zaszczytowo	1
9.11728	48.17723	128051	WINTERLINGEN	37302	Winterlingen	1
9.35367	48.20566	131215	DÜRRENWALDSTETTEN	37314	Dürrenwaldstetten	1
9.6255	48.21166	132414	HAUSEN AM BUSSEN	37333	Hausen am Bussen	1
9.8845	48.20597	128322	BAUSTETTEN	37354	Baustetten	1
10.10404	48.22279	81585	ILLERTISSEN	37369	Illertissen	1
8.37253	48.31105	129571	SCHENKENZELL	37388	Schenkenzell	1
8.57013	48.31544	130666	AISTAIG	37401	Aistaig	1
15.18918	52.60977	393038	RUDNICA	3744	Rudnica	1
8.81662	48.35457	128030	STETTEN BEI HAIGERLOCH	37555	Stetten bei Haigerloch	1
9.12013	48.35833	133459	SALMENDINGEN	37571	Salmendingen	1
9.33549	48.3568	132598	BERNLOCH	37581	Bernloch	1
9.60621	48.37705	129053	GUNDERSHOFEN	37598	Gundershofen	1
9.87924	48.36355	128359	EGGINGEN	37607	Eggingen	1
10.10684	48.37944	74978	HOLZHEIM	37622	Holzheim	1
8.57584	48.49849	133441	OBERWALDACH	37658	Oberwaldach	1
8.83695	48.52245	127575	BONDORF	37802	Bondorf	1
9.07887	48.53096	131441	LUSTNAU	37825	Lustnau	1
9.34646	48.52951	130804	DETTINGEN AN DER ERMS	37855	Dettingen an der Erms	1
9.56312	48.51405	132136	DONNSTETTEN	37862	Donnstetten	1
9.85361	48.52731	132857	RADELSTETTEN	37869	Radelstetten	1
10.0765	48.55285	131298	BALLENDORF	37883	Ballendorf	1
10.32391	48.56885	93272	OBERMEDLINGEN	37900	Obermedlingen	1
8.34869	48.63918	128211	RAUMÜNZACH	37902	Raumünzach	1
9.05976	48.66017	130893	SCHÖNAICH	37947	Schönaich	1
8.54684	48.67203	132539	HÜNERBERG	38044	Hünerberg	1
8.82859	48.69507	129506	GECHINGEN	38056	Gechingen	1
9.31773	48.69423	127326	DENKENDORF	38095	Denkendorf	1
9.56681	48.69308	131250	ALBERSHAUSEN	38116	Albershausen	1
9.8211	48.71191	130160	WINZINGEN	38136	Winzingen	1
10.06418	48.72989	132357	ZANG	38146	Zang	1
10.29294	48.731	129855	AUERNHEIM	38155	Auernheim	1
8.55523	48.82296	131983	DENNACH	38169	Dennach	1
8.80329	48.82521	132338	TIEFENBRONN	38182	Tiefenbronn	1
9.03021	48.84495	129516	SCHÖCKINGEN	38348	Schöckingen	1
9.29823	48.8577	130587	HEGNACH	38373	Hegnach	1
9.54865	48.85844	128316	STEINENBERG	38407	Steinenberg	1
9.81435	48.88102	131913	RUPPERTSHOFEN	38422	Ruppertshofen	1
10.0482	48.8833	129290	FACHSENFELD	38437	Fachsenfeld	1
10.31352	48.90259	130117	BALDERN	38448	Baldern	1
8.74383	48.99804	130252	KLEINVILLARS	38482	Kleinvillars	1
9.02154	48.99915	133433	HOHENHASLACH	38502	Hohenhaslach	1
8.86067	48.00602	132343	NENDINGEN	38623	Nendingen	1
9.10207	48.01811	132477	ROHRDORF	38640	Rohrdorf	1
9.38609	48.01005	130194	VÖLLKOFEN	38655	Völlkofen	1
9.61467	48.01934	129126	REICHENBACH	38666	Reichenbach	1
9.88168	48.04583	131901	MITTELBUCH	38682	Mittelbuch	1
10.12798	48.0594	128901	UNTEROPFINGEN	38695	Unteropfingen	1
12.46028	52.80289	123880	DREETZ	3871	Dreetz	1
10.59756	48.568	81558	KICKLINGEN	38720	Kicklingen	1
10.83586	48.57347	83465	WESTENDORF	38738	Westendorf	1
11.33526	48.58019	89893	WAIDHOFEN	38764	Waidhofen	1
11.5777	48.58007	74038	ESCHELBACH AN DER ILM	38774	Eschelbach an der Ilm	1
12.72901	52.77304	126978	BRUNNE	3880	Brunne	1
11.09074	48.58242	74385	PￃﾖTTMES	38863	Pöttmes	1
13.03193	52.80287	121701	SOMMERFELD	3887	Sommerfeld	1
11.82132	48.5868	87550	HEBRONTSHAUSEN	38899	Hebrontshausen	1
12.11336	48.60961	74959	OBERGLAIM	38912	Oberglaim	1
10.5672	48.73137	72973	FRONHOFEN	38935	Fronhofen	1
13.2942	52.80213	125968	MALZ	3896	Malz	1
11.07121	48.74457	86825	STEPPERG	38963	Stepperg	1
14.10557	52.94874	123638	STOLZENHAGEN	3901	Stolzenhagen	1
13.55547	52.78887	126204	PRENDEN	3906	Prenden	1
10.84006	48.75927	87505	HAFENREUT	39062	Hafenreut	1
11.34577	48.75413	91872	GEROLFING	39089	Gerolfing	1
11.57629	48.76108	93570	IRSCHING	39103	Irsching	1
11.84985	48.75567	92240	SIEGENBURG	39116	Siegenburg	1
12.07877	48.78621	73861	SEMERSKIRCHEN	39126	Semerskirchen	1
12.30322	48.76569	83760	HOFKIRCHEN	39140	Hofkirchen	1
10.55239	48.90411	92861	DￃﾜRRENZIMMERN	39160	Dürrenzimmern	1
10.84499	48.91055	87863	GUNDELSHEIM	39179	Gundelsheim	1
13.83613	52.77805	126786	TRAMPE	3919	Trampe	1
11.30127	48.91192	79905	WALTING	39201	Walting	1
11.03844	48.92811	90807	BIESWANG	39293	Bieswang	1
14.14217	52.78127	124481	NEUREETZ	3931	Neureetz	1
11.56632	48.94379	80799	PONDORF	39317	Pondorf	1
11.86022084	48.92952421	544532	NEUKELHEIM	39329	Neukelheim	1
12.06031	48.92014	73106	PEISING	39342	Peising	1
10.34917	48.07733	89286	ARLESRIED	39356	Arlesried	1
10.64019	48.06227	79195	TￃﾜRKHEIM	39370	Türkheim	1
11.37906	48.06724	85373	GAUTING	39398	Gauting	1
14.46705	52.76029	147579	KURZYCKO	3944	Kurzycko	1
