Longitude	Latitude	REDE_GIDs	Name	Bogennummer	REDE_Namen	Sprache
20.40843205	49.38054456	547187	SUB-LECHNITZ (LECHNICA)	17967	Sub-Lechnitz (Lechnica)	1
20.49157246	49.26407216	545764	TOPPORTZ (TOPOREC)	17968	Topportz (Toporec)	1
20.73249786	49.29620693	545767	HOBGARD (CHMEￄﾽNICA)	17972	Hobgard (Chmeľnica)	1
20.26734886	49.1223043	547189	NEU WALDDORF (NOVￃﾁ LESNￃﾁ)	17981	Neu Walddorf (Nová Lesná)	1
20.4730914	49.08532369	547202	DURELSDORF (TVAROￅﾽNￃﾁ)	17993	Durelsdorf (Tvarožná)	1
20.58848476	49.02564128	547208	LEUTSCHAU (LEVOￄﾌA)	17999	Leutschau (Levoča)	1
16.69276	53.74786	161335	GALOWO	180	Galowo	1
20.56768978	48.94297995	547205	ZIPSER NEUDORF (SPIￅﾠSKￃﾁ NOVￃﾁ VES)	18000	Zipser Neudorf (Spišská Nová Ves)	1
20.62	48.84	547213	WAGENDRÜSSEL (NÁLEPKOVO)	18001	Wagendrüssel (Nálepkovo)	1
20.93372629	48.85146308	547212	GￃﾖLLNITZ (GELNICA)	18003	Göllnitz (Gelnica)	1
20.36687276	48.8196973	547211	DOBSCHAU (DOBￅﾠINￃﾁ)	18004	Dobschau (Dobšiná)	1
20.74010208	48.73016195	547215	SCHMￃﾖLLNITZ (SMOLNￃﾍK)	-18008	Schmöllnitz (Smolník)	1
20.90633397	48.71071744	547217	METZENSEIFEN (MEDZEV)	18010	Metzenseifen (Medzev)	1
13.59260046	48.96730053	547220	BUCHWALD (BUￄﾌINA)	18013	Buchwald (Bučina)	1
13.79494123	48.94551277	547227	SCHATTAWA (ZￃﾁTON)	18018	Schattawa (Záton)	1
14.10381253	48.94718523	547235	ZABORSCH (ZￃﾁHORￃﾍ)	18028	Zaborsch (Záhorí)	1
13.87892421	48.81591509	547295	HIRSCHBERGEN (HIRￅﾠPERKY/JELENI)	18058	Hirschbergen (Hiršperky/Jeleni)	1
14.0740231	48.78213936	547300	HONETSCHLAG (HODￅﾇOV)	18064	Honetschlag (Hodňov)	1
13.84145	48.60522	10301	KOLLERSCHLAG	18091	Kollerschlag	1
14.10455829	48.64006942	547504	SANKT THOMA (SVATￃﾝ TOMￃﾁￅﾠ)	18095	Sankt Thoma (Svatý Tomáš)	1
14.31207319	48.6157219	547512	HOHENFURTH (VYￅﾠￅﾠￃﾍ BROD)	18101	Hohenfurth (Vyšší Brod)	1
14.42805572	48.93731559	547555	HUMMELN (HOMOLE)	18132	Hummeln (Homole)	1
14.53884842	48.99293587	547559	RUDOLFSTADT (RUDOLFOV)	18135	Rudolfstadt (Rudolfov)	1
15.12159	48.9312	6784	GROSS-RADISCHEN	18144	Gross-Radischen	1
14.35130255	48.78070398	547572	PRIETHAL (PRￃﾍDOLￃﾍ)	18188	Priethal (Prídolí)	1
14.62222893	48.76157409	547574	GOLLNETSCHLAG (KLENￃﾍ)	18192	Gollnetschlag (Klení)	1
14.86460492	48.79093469	547583	WEISSENBACH (VYSNￃﾉ)	18210	Weissenbach (Vysné)	1
15.11402	48.77595	1825	LANGSCHWARZA	18218	Langschwarza	1
22.5167	54.8167	541836	RUDSZEN (POLTAVSKOE)	1829	Rudszen (Poltavskoe)	1
14.60020725	48.61371164	547611	UNTERWALD	18290	Unterwald	1
14.8248	48.62922	1213	BAD GROSSPERTHOLZ	18296	Bad Grosspertholz	1
15.1154	48.63319	9109	OBERSTRAHLBACH	18310	Oberstrahlbach	1
15.35237	48.93926	8215	WALDKIRCHEN	18359	Waldkirchen	1
15.61331894	48.93919862	547669	HAFNERLUDEN (LUBNICE)	18364	Hafnerluden (Lubnice)	1
15.84398284	48.93495691	540964	SCHILTERN (ￅﾠTￃﾍTARY)	18367	Schiltern (Štítary)	1
16.15731666	48.88788008	547920	TￃﾖSTITZ (TￄﾚￅﾠETICE)	18407	Töstitz (Těšetice)	1
22.81669606	54.80000132	541847	WARUPￃﾖNEN (FￃﾋDOROVKA)	1842	Warupönen (Fëdorovka)	1
15.3815	48.79309	8704	DIETMANNS	18432	Dietmanns	1
15.63866	48.77886	6309	SCHIRMANNSREITH	18441	Schirmannsreith	1
15.90257	48.77849	1855	HOFERN	18454	Hofern	1
16.96984	53.75059	158846	JELNIA	185	Jelnia	1
16.13160996	48.7465636	547955	GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ)	18508	Gerstenfeld (Ječmeniště)	1
15.39468	48.61876	2862	FRANZEN	18525	Franzen	1
15.63736	48.62925	7482	ROSENBURG	18534	Rosenburg	1
15.84912	48.58705	6575	OBERDÜRNBACH	18554	Oberdürnbach	1
16.09658	48.58647	6083	ASPERSDORF	18559	Aspersdorf	1
16.37348031	48.91950827	547963	DAMNITZ (DAMNICE)	18607	Damnitz (Damnice)	1
16.65177623	48.90542723	548003	TRACHT (STRACHOTￃﾍN)	18627	Tracht (Strachotín)	1
16.76723342	48.8738553	548013	SAITZ (ZAJECￃﾍ)	18637	Saitz (Zajecí)	1
16.38060332	48.75125755	548015	HￃﾖFLEIN AN DER THAYA (HEVLￃﾍN)	18642	Höflein an der Thaya (Hevlín)	1
16.61147	48.74191	8827	STￃﾜTZENHOFEN	18672	Stützenhofen	1
16.86919	48.69199	8563	BERNHARDSTHAL	18686	Bernhardsthal	1
16.38001	48.59086	1666	PYHRA	18701	Pyhra	1
16.64461	48.58654	3395	WILFERSDORF	18707	Wilfersdorf	1
16.81931	48.58918	2578	PALTERNDORF	18716	Palterndorf	1
18.7060573	48.96952464	548044	MￃﾜNCHWIES (VRￃﾍCKO)	18753	Münchwies (Vrícko)	1
18.65497127	48.86560792	548029	BETTELSDORF (SOLKA)	18759	Bettelsdorf (Solka)	1
18.88553826	48.82156122	548031	OBERSTUBEN (HORNￃﾁ STUBNA)	18763	Oberstuben (Horná Stubna)	1
18.75578607	48.72212455	548032	KRICKERHￃﾄU (HANDLOVￃﾁ)	18767	Krickerhäu (Handlová)	1
18.87405447	48.68562767	548035	DEUTSCH-LITTA (KOPERNICA)	18773	Deutsch-Litta (Kopernica)	1
18.56458171	48.54111692	548036	HOCHWIESEN (VEL'Kￃﾉ POLE)	18774	Hochwiesen (Vel'Ké Pole)	1
13.33412	48.29152	6302	SANKT GEORGEN BEI OBERNBERG AM INN	18786	Sankt Georgen bei Obernberg am Inn	1
12.87807	48.13026	3260	HOCHBURG	18800	Hochburg	1
13.08331	48.12996	2067	PISCHELSDORF AM ENGELBACH	18805	Pischelsdorf am Engelbach	1
13.88061	48.46514	4511	NIEDERKAPPEL	18846	Niederkappel	1
14.08545	48.45077	5870	NIEDERWALDKIRCHEN	18855	Niederwaldkirchen	1
13.62778	48.27893	6387	DORF AN DER PRAM	18902	Dorf an der Pram	1
13.83155	48.28803	1824	MICHAELNBACH	18910	Michaelnbach	1
14.10729	48.28632	5939	ALKOVEN	18923	Alkoven	1
21.33071539	54.71800592	541892	KￃﾖNIGLICH DAMERAU	1895	Königlich Damerau	1
13.34042	48.12665	8452	ARNBERG	18984	Arnberg	1
13.62036	48.11548	8840	RACKERING	18987	Rackering	1
13.84267	48.12872	4832	PENNEWANG	19003	Pennewang	1
14.10999	48.09704	8280	SIPBACHZELL	19011	Sipbachzell	1
21.6499872	54.73016708	541900	PESSELN	1904	Pesseln	1
14.34938	48.45608	8668	REICHENAU IM MￃﾜHLKREIS	19070	Reichenau im Mühlkreis	1
14.61282	48.41729	8164	GUTAU	19080	Gutau	1
14.81413	48.47743	3644	HACKSTOCK	19085	Hackstock	1
15.11597	48.4355	4536	TRAUNSTEIN	19096	Traunstein	1
14.35965	48.12637	8623	MARIA LAAH	19138	Maria Laah	1
14.56535	48.11219	4983	HAAG	19144	Haag	1
14.87066	48.12448	4455	AMSTETTEN	19154	Amstetten	1
15.13802	48.13043	671	WIESELBURG	19163	Wieselburg	1
21.93005406	54.69998961	541915	GROￃﾟ GERLAUKEN (VJAZOVKA)	1919	Groß Gerlauken (Vjazovka)	1
14.37301	48.28577	2154	STEYREGG	19225	Steyregg	1
14.58171	48.27398	5161	SCHWERTBERG	19233	Schwertberg	1
22.21995783	54.67997099	541919	PAKALLNISCHKEN (SUVOROVO)	1924	Pakallnischken (Suvorovo)	1
14.80633	48.26712	10470	BAD KREUZEN	19245	Bad Kreuzen	1
15.06545	48.28211	1649	ALTENMARKT	19257	Altenmarkt	1
15.37385	48.44265	6265	ELS	19301	Els	1
15.61839	48.43843	6317	GNEIXENDORF	19311	Gneixendorf	1
15.81873	48.4378	5673	FELS AM WAGRAM	19322	Fels am Wagram	1
16.12987	48.44154	120	OBERHAUTZENTAL	19334	Oberhautzental	1
15.37381	48.25755	3789	SCHￃﾖNBￃﾜHEL AN DER DONAU	19401	Schönbühel an der Donau	1
15.56514	48.25859	8957	KARLSTETTEN	19404	Karlstetten	1
15.85976	48.25537	2259	WￃﾜRMLA	19419	Würmla	1
16.07034	48.25642	3206	RIED AM RIEDERBERG	19429	Ried am Riederberg	1
15.34061	48.11103	6637	MANK	19479	Mank	1
15.60619	48.10536	5564	WILHELMSBURG	19486	Wilhelmsburg	1
15.862	48.08457	3882	STOLLBERG-SIEDLUNG	19492	Stollberg-Siedlung	1
19.90818698	54.64428333	535058	PILLAU	1953	Pillau	1
16.10967	48.08122	3342	GRUB	19541	Grub	1
20.15361676	54.5820861	541947	PATERSORT (BEREGOVOE)	1956	Patersort (Beregovoe)	1
16.37147	48.42971	1565	OBERGￃﾄNSERNDORF	19564	Obergänserndorf	1
16.65674	48.39499	8376	RAGGENDORF	19607	Raggendorf	1
20.42971236	54.62002257	541953	BERGAU (TZWETKOWO)	1962	Bergau (Tzwetkowo)	1
16.84009	48.41077	9119	STILLFRIED AN DER MARCH	19621	Stillfried an der March	1
17.24752517	48.27003479	548065	GRￃﾜNAU (GRINAVA)	19640	Grünau (Grinava)	1
16.37347	48.23057	4951	20. BEZIRK-BRIGITTENAU	19642	20. Bezirk-Brigittenau	1
16.56927	48.24529	877	RAASDORF	19646	Raasdorf	1
16.87702	48.24132	9501	BREITENSEE	19657	Breitensee	1
16.98660986	48.17332242	548066	THEBEN (DEVÍN)	19659	Theben (Devín)	1
16.34608	48.08334	4984	BIEDERMANNSDORF	19667	Biedermannsdorf	1
16.60641	48.08282	2058	ENZERSDORF AN DER FISCHA	19674	Enzersdorf an der Fischa	1
17.06565	48.09174	8089	KITTSEE	19696	Kittsee	1
17.27654171	48.0994024	548071	MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR	19705	Mischdorf bei Pressburg (Nové Košar	1
16.85904	48.06596	6146	ROHRAU	19726	Rohrau	1
12.11833	47.59421	1795	THIERSEE	19739	Thiersee	1
11.67317112	47.56336878	548073	ACHENWALD	19748	Achenwald	1
20.75395508	54.59520723	541967	FUCHSBERG (SEMￃﾋNOVO)	1977	Fuchsberg (Semënovo)	1
13.08	47.94	10322	OBERTRUM AM SEE	19775	Obertrum am See	1
13.33222	47.96455	8654	HOCHFELD	19787	Hochfeld	1
13.12175	47.77639	4503	VORDERFAGER	19823	Vorderfager	1
12.39171	47.6314	5155	SCHWENDT	19851	Schwendt	1
12.56947	47.58457	8266	WAIDRING	19854	Waidring	1
13.14376	47.62566	2502	KUCHL	19859	Kuchl	1
21.02997097	54.6200058	541989	PREGELSWALDE (-)	1987	Pregelswalde (-)	1
13.60519	47.94665	9635	SCHￃﾖRFLING	19886	Schörfling	1
13.84472	47.93463	3545	GSCHWANDT	19896	Gschwandt	1
14.1261	47.93733	10508	SCHLIERBACH	19901	Schlierbach	1
13.36379	47.76694	7772	SANKT GILGEN	19941	Sankt Gilgen	1
13.77433	47.81259	1060	EBENSEE	19945	Ebensee	1
14.13035	47.80539	1998	STEYRLING	19947	Steyrling	1
13.62557	47.71194	534648	BAD ISCHL	19956	Bad Ischl	1
14.32754	47.72243	772	WINDISCHGARSTEN	19965	Windischgarsten	1
13.61647	47.64116	5193	BAD GOISERN	19971	Bad Goisern	1
13.83922	47.62693	5471	GRUNDLSEE	19977	Grundlsee	1
14.07582046	47.55789937	548078	WￃﾖRSCHACHWALD	19993	Wörschachwald	1
14.34035	47.92138	6099	TRATTENBACH	20005	Trattenbach	1
14.57161	47.97255	294	SULZBACH	20008	Sulzbach	1
14.89384	47.94794	1279	YBBSITZ	20019	Ybbsitz	1
15.08807	47.92901	9595	GAMING	20023	Gaming	1
14.63986	47.82049	4247	KLEINREIFLING	20046	Kleinreifling	1
15.31803	47.77347	5957	MARIAZELL	20049	Mariazell	1
15.18285	47.78945	3036	NEUHAUS	20051	Neuhaus	1
14.8932	47.74374	3025	LASSING	20058	Lassing	1
14.36442	47.59107	9576	ARDNING	20062	Ardning	1
14.50272	47.59723	8741	WENG	20065	Weng	1
14.76884	47.63452	5267	LAINBACH	20067	Lainbach	1
15.30481	47.65106	9648	GOLLRAD	20069	Gollrad	1
15.07837	47.532	8336	OBERORT	20077	Oberort	1
7.067507287	52.15805324	534268	WEXT	20090	Wext	1
7.29517	52.11388	101194	LEER	20099	Leer	1
7.588860605	52.12498586	543703	HERBERN	20110	Herbern	1
7.842229277	52.1330543	543711	RINGEL	20117	Ringel	1
8.14588	52.13922	116652	HILTER AM TEUTOBURGER WALD	20128	Hilter am Teutoburger Wald	1
7.064048835	52.26572224	543781	BARDEL	20240	Bardel	1
7.31817	52.25446	102505	HADDORF	20248	Haddorf	1
7.58042	52.29816	103272	HÖRSTEL	20259	Hörstel	1
7.87807	52.31422	102815	WESTERKAPPELN	20269	Westerkappeln	1
8.15798	52.31606	105354	ASTRUP	20283	Astrup	1
7.047183947	52.43692249	543795	FRENSDORF	20346	Frensdorf	1
7.31002	52.4517	107832	ELBERGEN	20350	Elbergen	1
7.575270716	52.47498927	543796	SETLAGE	20361	Setlage	1
7.82957	52.47625	106419	MERZEN	20370	Merzen	1
8.0952	52.47813	107759	VÖRDEN	20381	Vörden	1
6.73365	52.54624	109831	WIELEN	20384	Wielen	1
6.95028	52.57618	106742	HOOGSTEDE	20446	Hoogstede	1
7.26965	52.60078	115474	GEESTE	20454	Geeste	1
7.58304	52.64501	110942	DOHREN	20463	Dohren	1
7.80895926	52.64047486	543799	RENSLAGE	20468	Renslage	1
8.12092	52.65932	105319	DINKLAGE	20481	Dinklage	1
7.24493	52.79004	105553	HAREN (EMS)	20543	Haren (Ems)	1
7.5504	52.78572	109461	HÜVEN	20555	Hüven	1
7.78096	52.81598	107332	GAREN	20562	Garen	1
8.06387	52.81064	105267	SEVELTEN	20575	Sevelten	1
7.23473	52.97142	115530	NEUDERSUM	20589	Neudersum	1
7.44966	52.95796	110403	NEUBÖRGER	20596	Neubörger	1
7.76901	52.97003	520618	NEUARENBERG	20599	Neuarenberg	1
8.02414	52.95515	110755	GARREL	20604	Garrel	1
8.31184	52.83661	113801	VISBEK	20638	Visbek	1
22.50016715	54.62991219	542060	ENSKEMEN (-)	2067	Enskemen (-)	1
9.97514	52.91878	112245	WIETZENDORF	20710	Wietzendorf	1
8.878103328	52.86272692	543860	COLONIE SYKE	20734	Colonie Syke	1
9.16808	52.87499	105370	MAGELSEN	20753	Magelsen	1
9.43239	52.86343	112130	NORDKAMPEN	20763	Nordkampen	1
9.7293	52.88191	104720	VIERDE	20774	Vierde	1
10.20256	52.8993	117116	SCHMARBECK	20788	Schmarbeck	1
8.64481	52.82247	109702	BRÜMSEN	20798	Brümsen	1
22.73599317	54.63812267	535064	EYDTKAU (EYDTKUHNEN)	2081	Eydtkau (Eydtkuhnen)	1
8.58443	52.67101	116518	DÖRPEL	20891	Dörpel	1
8.88406	52.69239	111151	MAASEN	20901	Maasen	1
9.21314	52.68797	107943	DRAKENBURG	20917	Drakenburg	1
9.481851913	52.66567501	543869	UNTERRODEWALD	20920	Unterrodewald	1
9.75629	52.67757	107228	THￃﾖREN	20933	Thören	1
9.98769	52.73449	106750	HASSEL	20936	Hassel	1
10.27333	52.72449	110201	SCHARNHORST	20946	Scharnhorst	1
8.36081	52.65057	117376	ASCHEN	20948	Aschen	1
8.37572	52.50909	108434	BURLAGE	21024	Burlage	1
8.90975	52.52673	110915	HOYSINGHAUSEN	21033	Hoysinghausen	1
9.20944	52.54802	107545	BROKELOH	21045	Brokeloh	1
9.46636	52.53603	112440	EMPEDE	21050	Empede	1
9.76477	52.55174	106668	GAILHOF	21065	Gailhof	1
10.0574	52.56429	105433	ADELHEIDSDORF	21074	Adelheidsdorf	1
10.28391	52.57727	117073	NORDBURG	21085	Nordburg	1
19.21069	53.82183	160131	RODOWO	211	Rodowo	1
8.64674	52.50044	103244	PREUSSISCH STRÖHEN	21105	Preussisch Ströhen	1
8.3898	52.33045	106174	BROCKHAUSEN	21190	Brockhausen	1
8.63405	52.34995	102861	ISENSTEDT	21199	Isenstedt	1
8.95277	52.33325	103305	WIETERSHEIM	21218	Wietersheim	1
9.21751	52.36874	114317	HÜLSHAGEN	21235	Hülshagen	1
9.48492	52.38681	108796	HOLTENSEN	21252	Holtensen	1
21.27474769	54.57882765	541353	KLEIN NUHR (SUKHODOL'YE)	2127	Klein Nuhr (Sukhodol'Ye)	1
9.75132	52.3891	113565	LIST	21280	List	1
10.06143	52.39489	115927	IMMENSEN	21295	Immensen	1
10.32142	52.39354	112043	VOIGTHOLZ-AHLEMISSEN	21305	Voigtholz-Ahlemissen	1
8.41425	52.0046	101691	STEINHAGEN	21316	Steinhagen	1
8.71676	52.01463	102011	KRENTRUPERHAGEN	21342	Krentruperhagen	1
21.62013419	54.57005281	542122	SKUNGIRREN (PEN'KI)	2135	Skungirren (Pen'Ki)	1
9.01787	52.01324	103905	WENDLINGHAUSEN	21355	Wendlinghausen	1
9.23089	52.02846	107085	REHER	21362	Reher	1
9.54208	52.04508	111651	HARDERODE	21384	Harderode	1
9.78734	52.05878	108868	RHEDEN	21405	Rheden	1
10.08174	52.038	107455	NETTE	21429	Nette	1
10.32948	52.07531	114684	STEINLAH	21446	Steinlah	1
21.88330517	54.51668997	542131	KURSCHEN (KUZ'MINO)	2145	Kurschen (Kuz'Mino)	1
8.42817	52.15828	112044	GROSS SCHIPLAGE	21455	Gross Schiplage	1
22.16975911	54.52012092	542154	KALNEN (-)	2161	Kalnen (-)	1
8.6718	52.15733	101524	SCHWEICHELN-BERMBECK	21611	Schweicheln-Bermbeck	1
8.9677	52.18788	101248	VELTHEIM	21632	Veltheim	1
9.24711	52.1961	105774	ROHDEN	21666	Rohden	1
9.55567	52.20741	116182	SPRINGE	21679	Springe	1
9.76348	52.21504	109400	VARDEGￃﾖTZEN	21687	Vardegötzen	1
10.03434	52.21999	111284	RAUTENBERG	21707	Rautenberg	1
22.42986516	54.5016424	542508	SOGINTEN (SVIRSKOE)	2182	Soginten (Svirskoe)	1
10.3324	52.22627	104424	BODENSTEDT	21882	Bodenstedt	1
10.58483	52.24025	107091	RAUTHEIM	21902	Rautheim	1
11.13295	52.24058	120362	BARTENSLEBEN	21936	Bartensleben	1
19.67147972	54.46957437	540912	NARMELN (POLSKI)	2200	Narmeln (Polski)	1
19.84999981	54.46997869	543105	LEYSUHNEN (ￅﾠￄﾌUKINO)	2204	Leysuhnen (Ščukino)	1
10.84096	52.25623	112471	ROTTORF	22044	Rottorf	1
11.39951	52.24731	122830	HUNDISBURG	22063	Hundisburg	1
11.65499	52.27548	124836	FARSLEBEN	22074	Farsleben	1
11.93747	52.28307	118705	REESEN	22083	Reesen	1
12.23627	52.27553	119661	PAPLITZ	22092	Paplitz	1
10.59431	52.41361	108461	WASBￃﾜTTEL	22111	Wasbüttel	1
11.11387	52.40093	122806	RￃﾄTZLINGEN	22149	Rätzlingen	1
20.17466577	54.43254804	545946	HERMSDORF (POGRANIￄﾌNYJ)	2216	Hermsdorf (Pograničnyj)	1
11.69646	52.40703	123686	BURGSTALL	22172	Burgstall	1
10.84171	52.4211	116837	REISLINGEN	22222	Reislingen	1
11.40384	52.43433	119996	ROXFￃﾖRDE	22249	Roxförde	1
20.44948952	54.44766449	545940	MORITTEN (OKTJABRSKOE)	2225	Moritten (Oktjabrskoe)	1
11.96126	52.44002	123806	GRIEBEN	22264	Grieben	1
12.21537	52.45574	127014	ZABAKUCK	22276	Zabakuck	1
10.56262	52.59885	115220	WESTERHOLZ	22375	Westerholz	1
10.87697	52.57705	107430	TￃﾜLAU-FAHRENHORST	22384	Tülau-Fahrenhorst	1
11.09553257	52.58503126	544004	KￃﾖBBELITZ	22394	Köbbelitz	1
11.39427	52.6017	121479	SCHENKENHORST	22407	Schenkenhorst	1
20.70648261	54.44337509	535077	NAUNIENEN	2242	Naunienen	1
11.66397	52.60153	119307	QUERSTEDT	22423	Querstedt	1
11.95658	52.6014	121929	STAFFELDE	22443	Staffelde	1
12.231	52.59371	117936	GROSSWUDICKE	22453	Grosswudicke	1
10.5153	52.75135	105512	MASEL	22574	Masel	1
10.82391	52.78033	124932	HￃﾖDDELSEN	22581	Höddelsen	1
11.09919	52.76301	123964	WￃﾖPEL	22599	Wöpel	1
11.38085	52.76485	117904	MOLITZ	22621	Molitz	1
11.63736	52.76929	120905	RￃﾖNNEBECK	22636	Rönnebeck	1
11.91213	52.77979	121594	IDEN	22654	Iden	1
12.19465	52.78429	119182	KUHLHAUSEN	22667	Kuhlhausen	1
10.83564	52.89159	111226	PROITZE	22685	Proitze	1
10.52559	52.92076	112469	HOLDENSTEDT	22773	Holdenstedt	1
11.11794	52.92444	110640	WUSTROW (WENDLAND)	22796	Wustrow (Wendland)	1
11.39455	52.94488	106959	LOMITZ	22810	Lomitz	1
11.64245	52.9155	120633	JEGGEL	22819	Jeggel	1
11.92033	52.95775	121751	GROSS LￃﾜBEN	22832	Gross Lüben	1
12.2009	52.94353	126375	GￃﾖRIKE	22846	Görike	1
6.89919	51.41868	101223	HOLTHAUSEN	22910	Holthausen	1
7.14475	51.42633	101667	DAHLHAUSEN	22931	Dahlhausen	1
7.440652873	51.45810976	544034	LANGELOH	22965	Langeloh	1
7.72969	51.46063	102743	HALINGEN	22990	Halingen	1
7.96057	51.4516	103028	NEHEIM	22998	Neheim	1
8.22732	51.47615	101380	NIEDERBERGHEIM	23010	Niederbergheim	1
6.36299	51.57103	102751	KAPELLEN	23021	Kapellen	1
6.6022	51.54559	102995	RHEINBERG	23031	Rheinberg	1
6.901533702	51.5894299	544066	HOLTHAUSEN BEI KIRCHHELLEN	23184	Holthausen bei Kirchhellen	1
7.13741	51.59252	103406	HERTEN	23191	Herten	1
7.39916	51.62422	102331	WALTROP	23207	Waltrop	1
7.66172	51.59444	103160	KAMEN	23218	Kamen	1
7.93087	51.65191	102847	NORDDINKER	23231	Norddinker	1
6.07057	51.70749	103882	KESSEL	23261	Kessel	1
6.33914	51.70982	101179	KEHRUM	23271	Kehrum	1
6.59016	51.72886	103878	HAMMINKELN	23284	Hamminkeln	1
6.86433	51.74642	102304	ERLE	23293	Erle	1
8.231584076	51.66488154	544138	GÖTTINGEN	23343	Göttingen	1
22.66645761	54.4857982	547762	WENSLOWISCHKEN (VOZNESENSKOYE)	2338	Wenslowischken (Voznesenskoye)	1
7.13224	51.75267	102730	HOLTWICK	23402	Holtwick	1
7.39511	51.76309	103922	SEPPENRADE	23412	Seppenrade	1
7.5934	51.81826	102429	DAVENSBERG	23419	Davensberg	1
7.94635	51.80536	101460	VORHELM	23426	Vorhelm	1
8.20222	51.80379	101255	STROMBERG	23435	Stromberg	1
7.090871267	51.94956678	544165	STOCKUM BEI COESFELD	23453	Stockum bei Coesfeld	1
7.35441	51.92822	103416	NOTTULN	23466	Nottuln	1
7.61785	51.96303	101405	MÜNSTER	23471	Münster	1
7.89819	51.97427	102244	EINEN	23478	Einen	1
8.14209	51.97737	102153	GREFFEN	23483	Greffen	1
6.255515898	51.85708916	544174	SPEELBERG	23494	Speelberg	1
6.59361	51.87915	103952	HEMDEN	23498	Hemden	1
6.85711	51.90792	101671	WESEKE	23507	Weseke	1
5.8999	51.01437	547392	TÜDDERN	23545	Tüddern	1
6.17221	51.03878	134430	PORSELEN	23566	Porselen	1
6.40679	51.04786	135008	HOLZWEILER	23602	Holzweiler	1
6.69129	51.07309	135418	EVINGHOVEN	23630	Evinghoven	1
6.974307355	51.08552788	544260	REUSRATH	23817	Reusrath	1
7.21868086	51.10219986	535471	(STOLZENBERG)	23843	(Stolzenberg)	1
7.482521669	51.11069717	544279	OBERKLÜPPELBERG	23858	Oberklüppelberg	1
7.75338	51.12	101712	VALBERT	23873	Valbert	1
8.00787	51.15597	102266	SPORKE	23885	Sporke	1
8.28584	51.15411	103666	SCHMALLENBERG	23902	Schmallenberg	1
6.16371	51.21195	134714	ELMPT	23906	Elmpt	1
6.42005	51.22806	134866	HELENABRUNN	23922	Helenabrunn	1
6.680221539	51.21619719	544290	WEIßENBERG	23933	Weißenberg	1
20.99338566	54.40519107	547780	MERTENSDORF (TJOMKINO)	2398	Mertensdorf (Tjomkino)	1
21.28673749	54.40141987	547789	TRAUSEN (LIPNYAKI)	2409	Trausen (Lipnyaki)	1
6.9077	51.25791	135601	HUBBELRATH	24107	Hubbelrath	1
7.19655	51.27156	136207	BARMEN	24134	Barmen	1
7.439350364	51.27752811	544345	DELLE	24156	Delle	1
7.67985	51.28832	103687	ALTENA	24167	Altena	1
7.984	51.29586	102939	STOCKUM	24180	Stockum	1
6.38696445	51.38212687	545780	WALL	24208	Wall	1
6.6309	51.39584	104010	VENNIKEL	24218	Vennikel	1
21.56653326	54.36655007	547807	GROￃﾟ PENTLACK (KAMENKA)	2426	Groß Pentlack (Kamenka)	1
8.26093	51.33724	102517	BERGHAUSEN	24336	Berghausen	1
21.82957764	54.3617094	547817	KOWARREN (ZAOZERNOYE)	2436	Kowarren (Zaozernoye)	1
8.81166	51.02736	96272	BOTTENDORF	24360	Bottendorf	1
9.09777	51.04852	100016	BERGFREIHEIT	24380	Bergfreiheit	1
9.35252	51.03159	96729	ROPPERSHAIN	24412	Roppershain	1
9.63006	51.04594	95575	KONNEFELD	24431	Konnefeld	1
9.8863	51.06005	96740	BERNEBURG	24454	Berneburg	1
10.13366	51.0732	98981	LￃﾜDERBACH	24466	Lüderbach	1
8.56285	51.15356	101970	ZÜSCHEN	24490	Züschen	1
22.13331286	54.34995769	547834	KLESCHOWEN (KUTUSOWO)	2452	Kleschowen (Kutusowo)	1
8.79521	51.1695	94257	RHADERN	24636	Rhadern	1
9.08456	51.18648	99290	BUHLEN	24659	Buhlen	1
19.52712	54.32024	375013	TOLKMICKO	2466	Tolkmicko	1
9.33089	51.20406	98544	METZE	24677	Metze	1
9.59177	51.21072	100950	WATTENBACH	24695	Wattenbach	1
9.90463	51.20911	101088	VOCKERODE	24715	Vockerode	1
10.14349	51.22692	138955	GROSSTￃﾖPFER	24737	Grosstöpfer	1
19.83808	54.29556	152242	PIERZCHALY	2474	Pierzchaly	1
20.09813884	54.30449343	547844	PETERSWALDE (PIOTROWIEC)	2482	Peterswalde (Piotrowiec)	1
8.48993	51.35499	101289	OLSBERG	24884	Olsberg	1
8.76465	51.34354	95069	SUDECK	24901	Sudeck	1
9.03822	51.35057	94608	BRAUNSEN	24917	Braunsen	1
9.30371	51.36918	98507	ZIERENBERG	24926	Zierenberg	1
20.36688	54.27806	153661	SARUNY	2494	Saruny	1
9.56267	51.37759	105985	SPEELE	24942	Speele	1
9.86152	51.40459	100251	HERMANNRODE	24959	Hermannrode	1
20.66778	54.26158	524034	WOJCIECHY	2507	Wojciechy	1
8.48718	51.5111	103245	MEISTE	25113	Meiste	1
8.74005	51.51591	103985	FÜRSTENBERG	25131	Fürstenberg	1
9.02706	51.52914	102192	SCHERFEDE	25136	Scherfede	1
9.2802	51.53451	103788	KÖRBECKE	25150	Körbecke	1
9.58599	51.57712	98123	GOTTSTREU	25163	Gottstreu	1
