Index	Bogennummer	REDE_Namen	Sprache	WS12::Transliteration WS12
ab	12167	Altendambach	1	Wu ge∫t´n hie, söllä miör mit dör gehä.
ab	12184	Altenfeld	1	Wo geh∫ten hin, so'llen mir mit dir?
ab	12341	Rohrbach	1	Wu ge∫tn hien, saln mie met dir gin?
ab	12371	St. Jacob bei Leutenberg	1	Wu gih∫t´n du hīn, sulln mir a mit dir gīhe?
ab	12390	Neundorf (bei Schleiz)	1	Wu gieh∫t´n dau höin, soll'n m'r mit d'r gen?
ab	12410	Ebersgrün	1	Wu geh∫tn hie, sell'n mer mit der geh.
ab	12428	Roitzschau/Rotschau	1	Wu geßta hie, sellma mitir gieh?
ab	12496	Horsdorf	1	Wu gehsta hi, soll'n me a mit?
ab	12529	Ködnitz	1	Wu gi∫t´n hi, soll me mit gehn?
ab	12556	Kornbach	1	Wu gih∫t du hin, solln mèr mit dir gehn?
ab	12572	Habnith	1	Wau gäi∫t du hi, söllma mit dia gaih?
ab	12594	Uchenhofen	1	Wo gäh∫te hie, sölln mar miter gieha?
ab	12616	Reutersbrunn	1	Wu geh∫t de hie sälln mär mit'dr geh?
ab	12656	Weismain	1	Wu giäh∫t´n hie, solln mä miet?
ab	1278	Insko	1	Wo gehst du hē, schö̆ wī mit dī go͡aa?
ab	1287	Konotop	1	Woe geh∫t du he, schȫ wir mit di gaua?
ab	12876	Lohma	1	Wu gih'ste hen, sull'mer mitter gih?
ab	12898	Heiersdorf	1	Wu gih∫t´n hen, soll'n mir mit ge/ihn.
ab	12921	Sachsenburg	1	Wu gi∫ten hin, solle m'r mit gihn?
ab	12942	Rothenfurth	1	Wu gi∫d´n hen, sóll'n mer mit dir giehn?
ab	1296	Zabin	1	Wo geh∫t du he, schö̅ wie mit die gauha?
ab	12969	Borlas	1	Wo gieh∫t´n hen, sull' mer met di[i durchgestrichen]r giehn.
ab	13005	Dohna	1	Wu gißte hin, simm'r mitt'r giehn?
ab	13019	Porschdorf	1	Wo geh∫t de hin, sell mer mit dr gihn?
ab	13047	Morgenröthe	1	Wu gi∫t du hie, selln wir mit dir gieh.
ab	13054	Rittersgrün	1	Wu gi∫te dä hi, selln mer mit der gin.
ab	1315	Kamien	1	Wo geh∫t du henn, schu wie mit di gaun
bc	13169	Saupersdorf	1	Wu gi∫t de hie, sulln mer mit d'r gieh?
bc	13187	Kühnheide	1	Wu gi∫t de hie, sölln m'r mit dir gieh?
bc	13210	Himmelmühle	1	Wu gih∫tă dä hie, solln mir mit diar gihă.
bc	13226	Rübenau	1	Wu  gi∫t dä hie, solln mer mit giehe?
bc	13269	Thurm	1	Wu gieh∫t du hi', sullen mer mit dir giehn?
bc	13286	Ursprung	1	Wu gieh∫te hie, sull mer miet gieh?
bc	133	Sosnowo	1	Wo geh∫t du he scheula wi mit dir goaa.
bc	13317	Dittmannsdorf	1	Wu gieh∫t d dä hie, selln mar met dir giehn.
bc	13340	Grosshartmannsdorf	1	Wu gi∫t dĕ hī, solln ma md dă géhn?
bc	13355	Reichenau	1	Wu gi∫t de hin, sull'n mer mit dir gihn.
bc	13372	Liebenau	1	Wu gi∫t´n hin, sull'n mer mit dir gihn?
bc	1338	Dzidno	1	Wöha geh∫t düu henn, scho wie mit die gau^oha.
bc	13529	Wang-Brückenberg	1	Wu gieh∫t´n hie, sie m'r mit d'r gihn?
bc	13543	Pisarzowice	1	Wu gie∫te hie, silln merr mit derr giehn?
bc	13559	Boguszow-Gorce	1	Wu gieh∫t dě hie, silln m'er mit dĕrr giehn?
bc	13655	Niederleutersdorf/Leutersdorf	1	Wu gih∫te hi, soll mer mött der gihn?
bc	13678	Rohnau (-)	1	Wuh gih∫t de hi, s?i"?ll'n mer midder gīhn?
bc	13700	Rebiszow	1	Wu gieh∫t di hie, sull'n mirr mit dirr giehn?
bc	13719	Siedlecin	1	Wu gieh∫t de hie? Soal ich mit derr giehe?
bc	13727	Myslow	1	Wu gih∫t du hie, sull'n w'r mit dirr giehn?
bc	13745	Jugowa	1	Wu gieh∫t´n hih, silln mir mit dir giehn?
bc	13830	Wlodowice	1	Wu gieh∫t de hie, sell mer mit dr giehe?
bc	13869	Biernacice	1	Wu gih∫t di hin, sil ber mit dr gihn?
bc	13887	Rzymiany	1	Wu gieh∫t du hien, sill bir mit der gihn?
bc	13898	Szadurczyce	1	Wu gih∫t de hie, sull' ber mit d'r gihn?
bc	13929	Stoszowice	1	Wu gieh∫t de hi sill'n mer mit d'r giehn
bc	13996	Lutomia Gorna	1	Wu gieh∫te de hie, sull'n mer mit der giehn.
bc	14023	Roztocznik	1	Wu güh∫t´n hü, suln wir mit dir güh'n.
bc	1403	Dobieszewo	1	Wo geh∫t du he, schäla wi mit ka^oma?
bc	14034	Lipowa	1	Wu gieh∫te hien, sil ber mit dr giehn?
bc	14074	Michalow	1	Wu gie∫t de hi, suln wr o mitte gihn?
bc	14092	Karczow	1	Wu gih∫t du hin, sullen wir mit dir gihn.
bc	14159	Jutrzyna	1	Wu gie∫te hin, solln wer mit der giehn?
bc	1417	Rydzewo	1	Wo geh∫t du hēě, schö wi mit di gahĕ?
bc	14234	Brzoza	1	Wu gieh∫t du hien, sulln bir mit dir giehn?
bc	14250	Jaczkowice	1	Wu gih∫t te hin, sull ber mit dir gihn.
bc	14275	Piastowice	1	Wu gieh∫t de hin, sull'n wer mit der giehn.
bc	14305	Bozanow	1	Wo gieh∫t de hie, sull'n mir mit dir giehn?
bc	1432	Rzepowo	1	Wo ge∫t du he, schöw wie mit die gaua.
bc	14321	Rogow Sobocki	1	Wu gieh∫t d´hie, sull mer mit der giehn.
bc	14382	Wölfelsdorf (Wilkanów)	1	Wo geh∫t du he, salla mir met dir gehen.
bc	1442	Lubowo	1	Wo geh∫t de hä? Schö wi mit die goh?
bc	14449	Thröm (Trebom)	1	Wo gehist du hen, selln wirr mett derr gehin.
bc	14458	Szczytna	1	Wu gieh∫t de hie, selmer met dr gihn?
bc	14471	Jaszkowa Gorna	1	Wu gieh∫te hie, sel mer metter giehn?
bc	14486	Nadziejow	1	Wo gi∫t du hin, sollen wir mit dir gihn.
bc	145	Smardzko	1	Wo gehst du hen, schöiv mit di goahe
bc	14505	Piorunkowice	1	Wo gih∫t du hin, sollen wir mitde gihn?
bc	1451	Steinforth (Brodźce)	1	Weoa jeh∫t diu henn schoww' mitt gouä
bc	14537	Bielice	1	Wu geh∫t du he, sella wir met der gehen?
bc	14560	Siemianowice Slaskie	1	Wu gih∫te hin, silla mer mite gihn?
bc	1461	Wegorzewo Szczecineckie	1	Wo geh∫t du hen, soll wi mit di gauen
bc	14613	Nohfelden	1	Wou ge∫cht dau hein, soulle mer mit der gehn?
bc	14635	Erzweiler	1	Wo ge∫chde hen, so wille mer met dr gehen
bc	14670	Nussbach	1	Wo géh∫chdé hén, sélle mèrr médder gehn? 
bc	14693	Dannenfels	1	Wu geh∫chte heh, sullen mer mit der geh'?
bc	14724	Monsheim	1	Wo geh∫cht d hü, soll mer mit der gehn.
bc	14752	Sankt Matthias	1	Wo gih∫t te hinn, sollmer mett der gihn?
bc	14955	Bescheid	1	Wou gäh∫t doau henn, solln mer met der goan.
bc	14971	Allenbach	1	Wo geh∫t dou hien, solle m'r met d'r gehen?
bc	1499	Stara Rzeka	1	Woa geh∫t du henn, säa wie mit koama?
bc	14999	Berschweiler bei Kirn	1	Wou geh∫t dau hien, solle merr mett derr gehn?
bc	15018	Bad Sobernheim	1	Wo ge∫chte hin, solle mer met der gehn
bc	15042	Neu-Bamberg	1	Wo geh∫t de hehn solln mer met der gehen.
bc	15066	Bechtolsheim	1	Wu geh∫te dann hen, sell ehner mit derr geh.
bc	15088	Bollendorf	1	We gäah∫t de hin, sollen měr mett der gohn?
bc	15096	Preist	1	Wu gä∫t de hin, solln mer mat der gon?
bc	15118	Pohlbach	1	Wou gäh∫ct dou hihn, sollen mer mat gohn?
bc	15137	Kautenbach	1	Wo gä∫t dau hin, solln ma met da gehn?
bc	15334	Kirchberg (Hunsrück)	1	Wo geh∫te hien, solle mer mit dehr gehn?
bc	15349	Ellern (Hunsrück)	1	Wo ge∫ch de hin, solln m'r met d'r gehn?
bc	1536	Heidlauken (Bugorki)	1	Wo geih∫t du henn, sull wi met di goahne?
bc	15365	Bingen am Rhein	1	Wo gē∫cht du hin, solln mĕr mit dĕr gehn
bc	15394	Finthen	1	Wo geh∫te hin, solle mer mit der gehen?
bc	1540	Heinrichswalde	1	Wo gei∫t du henn, sull wie mìt di gahne?
bc	15418	Schneeberg (Sněžník)	1	Wu gi∫t denn hin, sull ma mitgiehn.
bc	15503	Zettel (Sedlo)	1	Wu gieh∫t du hi', süll'n m'e mit die gieh?
bc	1552	Pazuizen	1	Wo gei∫t du hen, s?a?ll wie met die gahne?
bc	15538	Wisterschan (Bystřany)	1	Wu geh∫te hin, sull'n mr mit dir gehn?
bc	15550	Malschen (Malečov)	1	Wu gi∫t´n hie, suin mer wiet dar giehn?
bc	15638	Lukawetz (Lukavec)	1	Wu gi∫te hin, sulln mr mitr gién?
bc	1565	Gierver Lauken	1	Wo gei∫t du henn, soll wi mettkame?
bc	15681	Neudorf (Vrchběla)	1	Wu gi∫tn hie, sollmr mitr giehn?
bc	15685	Gastorf (Hoštka)	1	Wu gie∫t´n hi, sulln mr a mit dir gihn?
bc	15690	Wegstädtl (Štětí)	1	Wu gist de hin, sulln mr mit dr giehn
bc	1571	Schmalleningken	1	Wo gei∫t du henn, soll wi mött di goane?
bc	15725	Nixdorf (Mikulášovice)	1	Wu gieh∫to hieh? simmer mitr giehn?
bc	1573	Groß Dirschkeim (Donskoye)	1	Woa geh∫t du hen sull wi mett die gohne?
bc	15751	Rückersdorf (Dolní Řasnice)	1	Wu gīst denn hī, soll mă mit dĭr gīn.
bc	1578	Rantau (Zaostrov'Ye)	1	Wo gei∫t du henn, sull wi mèt di go͡ane
bc	158	Polczyn-Zdroj	1	Wo jeh∫t du henn, schö wi mit di jae?
bc	1580	Schulstein (Vol'Noe)	1	Woa gei∫t du hen, sull wi met dir goane?
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	Wu gi∫tn hie, simma mit dir giehn?
bc	15824	Zwickau (Cvikov)	1	Wu gi∫te hie, solln mr mit dir gihn?
bc	15847	Christophsgrund (Kryštofova Údolí)	1	Wu gieh∫te denn hie, solch mit dr giehn?
bc	15858	Gränzendorf (Hraničá)	1	Wu geih∫t-de hie, söll mr mit dir geihn?
bc	1588	Alt Susimilken (Tarassowka)	1	Wo gei∫t du hen, soll wie mit die gone?
bc	15971	Puletschnei (Pulečný)	1	Wuhie gieh∫te, sülln mr mittegiehn?
bc	15975	Graber (Kravaře)	1	Wû gi∫t dn hie, sulln mr mit dîr gîn
bc	15989	Thammühl (Staré Splavy)	1	Wu gieh∫te hi, solln mr mit dir giehn?
cd	15995	Proschwitz (Česká Proseč)	1	Wu gi∫t denn hie, soll mor denn mitgiehn 
cd	16007	Harrachsdorf (Harrachov)	1	Wuh gieh∫t denn hie, sell mer mettr giehn.
cd	16015	Witkowitz (Vítkovice)	1	Wu gieh∫t denn hie, semmə mitər gehn?
cd	16050	Forst (Fort)	1	Wu gießt da hie, soll ma met da giehn?
cd	16063	Gabersdorf (Libeč)	1	Wu gieh∫tn hie, sell man mit dr giehn
cd	16083	Bodisch (Bohdašin)	1	Wu gih∫ten hie, sillon mitto gihn?
cd	16139	Zwitschin (Zvičina)	1	Wo gieh∫t denn hie, soll ich denn mitter giehn?
cd	16154	Großbock (Velká Bukovina)	1	Wu gieh∫t n hie, soll mer [r ist über e geschrieben] denn mit der [e ist über r geschrieben] giehn?
cd	16179	Schmiedeberg (Kovářská)	1	Wu gi∫te hie? Sell mr mit gieh?
cd	1626	Tulpeningken (Zarečnoe)	1	Wo gei∫t du henn, süll wie mött die gahne?
cd	16276	Waitzengrün (Loučná)	1	Wou gäih∫t hi, sölln ma mit dir gäih?
cd	1628	Wisborienen (Livny)	1	Wo geih∫t du hen, sull wi met di met goane?
cd	16298	Sittmesgrün (Mezirolí)	1	Wou gäih∫t dann hin, solln mia mit dia gäihn.
cd	16322	Petersdorf (Petrov)	1	Wou gä∫tn hie, söma mit gai.
cd	16338	Podletitz (Podlesice)	1	Wu ge∫t hie? Soll ma mit dir geh?
cd	16442	Kropitz (Krapice)	1	Wöi nau göi∫t, soll'n miä mit dia gäi(n)?
cd	16470	Ebersfeld (Podlesi)	1	Wo goih∫t hie, soll ma^o mit dir gäi.
cd	16491	Rabensgrün (Haje)	1	Wa^ou gäi∫t d^oann hin, soll ma^o mit dir gäihn?
cd	16523	Lintsch (Hlineč)	1	Wou geihsta hin, soll ma mitgeïhn?
cd	1654	Postnicken (Zalivnoe)	1	Woa gei∫t du henn, sull wie mett dir gone?
cd	16602	Klotantschen (Kotaneč)	1	Wou gej∫t du hi, sojn mir mit dir gej?
cd	16610	Tschernowitz (Černovice)	1	Wu gih∫t de hie, selmer ebber mit geh?
cd	16625	Hawran (Havraň)	1	Wu gi∫t du hie, sulln mir a mitgieh?
cd	16636	Liebshausen (Libčeves)	1	Wu gieh∫te hin, sulln mr mit dir giehn
cd	1664	Labagienen/Haffwinkel (Zalivino)	1	Woa gei∫t de hen, sull wi met di gane.
cd	16670	Priesen (Březno)	1	Wo gēh∫t dū hī, sōllmer mit dr gēh?
cd	16689	Libeschitz (Liběšice)	1	Wū gēh∫t de hī, sělln mr mit dr gēh?
cd	16725	Leschkau (Ležky)	1	Wou gïi∫d du hie, soll ma mi dia geï?
cd	16739	Pschoblik (Pšovlky)	1	Wu ge∫t hi, solln m(i)r mit dir geh'?
cd	16751	Prag-Smichow (Smíchov)	1	Wo geh∫tu hin, solln wir mit dir gehn.
cd	16755	Weißbach (Bílý Potok)	1	Wu gieh∫te hin, sell'wr mitt'r giehn?
cd	16770	Schediwy (Šediviny)	1	Wu gie∫t n hie, selmrn mit daar gien?
cd	16775	Friedrichswald (Orlické Záhoří)	1	Wu gieh∫tn hie, sella ?e?rn mitr giehn?
cd	16801	Böhmischdorf	1	Wu gieh∫tn hin, selban mitr giehn?
cd	16814	Rokitnitz (Rokytnice)	1	Wu gih∫t n hi, sella mern mit dr gihn?
cd	1683	Kreuzingen (Bol'Shakovo)	1	Wo geist du hen, sulle wi met di gane?
cd	16876	Nieder-Ullersdorf (Dolní Boříkovice	1	Wo giehst tn hie, sol mr mit dr giehn
cd	16889	Heinzendorf (Hynčice Nad Moravou)	1	Wu gieh∫tn hinn, seln mer  metter giehn?
cd	16907	Karlsdorf	1	wû ges(t)n̥ (gehst dir denn) hêən, foŷ b?n met? gêən?
cd	16932	Kuhberg	1	Wo gieste denn hin, söll br mit dir giehn?
cd	16949	Rausen (Rusín)	1	Wo gih∫t du hiea, sell br mett dir gien?
cd	1698	Buttkuhnen (Pokrovskoe)	1	Wo gei∫t du henn, sull wie met die goane?
cd	16991	Breitenau (Bretnová Široká Niva)	1	Wue giëh∫tn hiën, soll br met dr giëhn
cd	17012	Lobenstein (Úvalno)	1	Wu ge∫tn hijn, soll be met dr gijn?
cd	17029	Lohhäuser (Slatina)	1	Wou gai∫t hi(n), solln ma mit dir gai?
cd	17061	Deutsch Thomaschlag (Německé Domasl	1	Wou gehi∫t hin, sölln ma mit dir göih?
cd	17075	Polinken (Polínka)	1	Wau ge[äi darüber geschrieben]h∫t hin, soll ma mit gai?
cd	1708	Baltruschatschen (Jakovlevo)	1	Wo gei∫t du hen, soll wi möt di goane?
cd	17138	Albersdorf (Písařova Vesce)	1	Wou gäih∫t dau hi'n, soll ma mit dia (r) gëi(n)?
cd	17151	Damnau	1	Wa^ou gäih∫t dan hi(n), soll(n) mia mit dia gäihn?
cd	17174	Piwana (Piňovany)	1	Wa^ou gäih∫t hi^(n), sollma mit dia gäihn?
cd	17178	Kottiken (Chotíkov)	1	Wau geïst hi(n), sol ma mit di(r) geï(n)?
cd	17244	Dianaberg (Diana)	1	Wàu gäihst dənn hĩ, soll mə mit dia gäĩh?
cd	17266	Wiedlitz (Vidice)	1	Wau gäih∫t du hi(n), sollma mia mit dia mitgäih.
cd	17273	Honositz (Honezovice)	1	Wau ga^ejst hi, soln ma^o mit dia^o ga^oi?
cd	17281	Dobrzan (Dobřany)	1	Waou gaih∫t denn hi, soll ma mit gäih?
cd	17306	Blisowa (Blížejov)	1	Wao gäe∫t tan hi(n), soll ma mit gäi(n)?
cd	17309	Hilbeten	1	Wuhi gie∫ta, selma mit dia gia.
cd	17325	Schönwald (Strážná)	1	Wu gieh∫t denn hie, selln wir mit dr giehn
cd	1733	Rottenen (Raktino)	1	Wōŭ jeih∫t diu henn, siull wi met die gohne?
cd	17374	Ober-Ullischen (Horní Olešná)	1	Wo gieh∫tn hijn, sell mern mijt dr giejn?
cd	17389	Bergstadt (Horní Město)	1	Wu ge∫tn hien, sömem metd(e)r gi(é)n?
cd	1741	Pojerstieten (Kolodcy)	1	Woa gei∫t du hen ekwa met die kame.
cd	17433	Ranigsdorf (Linhartice)	1	Wu gie∫tn hei, sell ichn mit dir mit gie.
cd	17442	Müglitz (Mohelnice)	1	Wū gih∫t´n hin, selln m' mītgihn?
cd	17460	Ribnik (Rybniček)	1	Wo geh∫t´n hen, solln mer met der giëhn?
cd	17468	Stangendorf (Vendolí)	1	Wu giehsn he(i), schäichn mit Dir gie?
cd	1747	Beydritten (Pervomajskij)	1	Wo gei∫t hen, sull wi metkoame?
cd	17504	Neu-Biela (Lavičné)	1	Wu gieh∫t d hee, schen mr mit dr meetgieh?
cd	17512	Schlettau (Slatina)	1	Bu gi∫tn hai, sellmr maitgieh?
cd	17520	Runarz	1	Bu gīzt den hin, seln mə mit dir gīn?
cd	17521	Nebotein (Hnĕvotín)	1	Bū gejst hie, sulln m(a) mit di(r) gej?
cd	17568	Tillendorf (Tylov)	1	Wu ge∫tn hiän, sö berr met der giän?
cd	1758	Brasdorf (Antonovka)	1	Wo gei∫t du henn, sull wi metko͡ame?
cd	17585	Mladetzko (Mladecko)	1	Wo geh∫te hin, sellber mitdr giehn?
cd	17643	Seibersdorf (Bělá)	1	Wu geh∫tn hin, soelber met gehn?
cd	17659	Bernhau (Barnov)	1	Wo geh∫t´n hin, soll brm metgahn?
cd	17680	Klantendorf	1	Wue gieh∫t hien, selmr mietkume?
cd	17687	Engelswald (Mošnov)	1	Wuê gie∫t hienn, selln mr mettr giehn?
cd	17698	Nirklowitz (Mrsklesy)	1	Wu ge∫t hen, selber met gehn.
cd	17713	Punkendorf (Boňkov)	1	Wu ge∫ta hin, solbe met dir giehn.
cd	1772	Groß Goldbach (Slavinsk)	1	Woa gei∫t du hän, sull wie mit die goahne.
cd	17726	Halbendorf (Polouvsí)	1	Wo gieh∫tn hien, se^illn wr miet dir gien.
cd	17737	Senftleben (Ženklava)	1	Wu ge∫t hen, selemer met kumme.
cd	-17739	Polanka Wielka	1	Wo gehscht hin, soll mer mit dir gehe?
cd	-17744	Bulowice	1	Wohin gehst, sollen wir mit dir gehen?
cd	-17746	Chocznia	1	Wo gehsh hin, sol ma mit dir mitgeh?
cd	-17749	Alt-Bielitz (Stare Bielesko)	1	Wöj gejst dü hejn, sella wir met dir gejn?
cd	17759	Linz (Mlýnec)	1	Wao gai∫t dann hi, sollma mitgöih?
cd	17782	Kohlheim (Uhliště)	1	Wau geih∫t hie, solma mit dia geih?
cd	17792	Čachrau (Čachrov)	1	Wau gej∫t hin, soll ma mitgej?
cd	17801	Hurkental (Hůrka)	1	Woa geh∫tan hie, sollma mit dir geh.
cd	17824	Rotsaifen (Červená)	1	Wō geh∫tan hi, soll ma mid dia geh?
cd	17832	Winterberg (Vimberk)	1	Wou geh∫t denn hi^(n), sullma^o mit dia^o gei^(n)?
cd	17843	Sehrlenz (Ždírec)	1	beju hi gojst? Sôll b(a) mit di(a) gojn?
cd	17854	Irsching (Jiřín)	1	Wou geh∫t denn hin, schuln ma a mit dir gehn.
cd	17862	Hilbersdorf (Jihlava-Heroltice)	1	Wou geist den hi, solln mə hat mit diə gein.
cd	17876	Sollowitz (Salavice)	1	Wo geh∫t hie, sol i mit dir geh?
cd	17878	Stannern (Stonařov)	1	Wo gei∫t du hi(n) soll ma mit dir gehn.
cd	17881	Riegerschlag (Lodhéřov)	1	Wou geh∫t dann hin, sul i midgeih?
de	17882	Wenkerschlag (Dolní Radouň)	1	Wou geh∫t d´n hie, suln ma mit dir geï.
de	17884	Buchen (Buk)	1	Wou geh∫t dänn hi, sulln mr mit dir gei
de	17895	Hosterschlag (Člunek)	1	Wou geh∫tan (du) hie, sulln mr mit dir geïh?
de	17898	Lipolz (Lipolec)	1	Wou geh∫t hi, soul'n ma mit diar geii
de	17940	Czernowitz (Černovice)	1	Bou geh∫t hi, sulln mir mit dir gej?
de	17942	Gundrum (Komořany)	1	Bou gestn hä, schall br mit dir goi?
de	17956	Prahlitz (Pravlov)	1	Wo geï∫t hin, soln ma mit dier geïhn.
de	17961	Woikowitz (Vojkovice)	1	Buh geh∫t hi, sulln ma mitgeh?
de	17967	Sub-Lechnitz (Lechnica)	1	Wohin ke∫ch tu, soll'n mar mit ter kehn
de	17968	Topportz (Toporec)	1	Wu gejh∫t hin, soll ber mët (gejn)? kumm?
de	17972	Hobgard (Chmeľnica)	1	Wu djih∫t du hin, sou be vih met de djihn?
de	17981	Neu Walddorf (Nová Lesná)	1	Wu gejst de hin, sul ber mët dir gein?
de	17993	Durelsdorf (Tvarožná)	1	Wu gej∫t hin, soll ber mit gejn
de	17999	Leutschau (Levoča)	1	Wu geist hin soll ber met dir geihn?
de	180	Galowo	1	Woe geh∫t deu hennmscholln wi mit di goahn?
de	18000	Zipser Neudorf (Spišská Nová Ves)	1	Wo gejst du hin, soll ber mit dir gejn?
de	18001	Wagendrüssel (Nálepkovo)	1	Bu gëhst, soll ba mëta gëhn.
de	18003	Göllnitz (Gelnica)	1	Bu geh∫t du hin, soll ba met die géhn?
