Index	Bogennummer	REDE_Namen	Sprache	WS28::Transliteration WS 28
de	18296	Bad Grosspertholz	1	Ös derfts nit solchi Dummheitn treibn. 
de	18310	Oberstrahlbach	1	Es därft's net so deppati Sochan moch'n.
de	18359	Waldkirchen	1	Es derfts net solche Dummheitn treibn.
de	18364	Hafnerluden (Lubnice)	1	Ihr dürft's kane solchn Kinderein treim.
de	18367	Schiltern (Štítary)	1	Es derfts nit soliche Kinnerein treibn.
de	18407	Töstitz (Těšetice)	1	Es derfts nit so kindische Sochan treim.
de	1842	Warupönen (Fëdorovka)	1	Ju dörwe nich sunne Kinderie driewe!
de	18432	Dietmanns	1	Ės däafts nit sõichi Kindarein (Dumheidn) treim (mocha).
de	18441	Schirmannsreith	1	Es deafts net so kindisch sein.
de	18454	Hofern	1	Ös dearfß nit solchi Kinarei'n treib'n.
de	185	Jelnia	1	Ji döwa ni son Kinerikchen driwen.
de	18508	Gerstenfeld (Ječmeniště)	1	Ös derfts nit solache Kinarein treim.
de	18525	Franzen	1	Ės dėafz nėd sodani Dummheidn treiim.
de	18534	Rosenburg	1	Es derfts net solche Kindereien machen
de	18554	Oberdürnbach	1	Ös därfts nit solche Kindereien treibn. (Der Ausdruck Kindereien wird nicht gebraucht!)
de	18559	Aspersdorf	1	Es deafz net soichi Kinareian treim.
de	18607	Damnitz (Damnice)	1	Ös derfts net söliche Kinastückln mocha.
de	18627	Tracht (Strachotín)	1	Ees derfts nit söliche Kinderein treibn.
de	18637	Saitz (Zajecí)	1	Mochts ka su a Tummheit.
de	18642	Höflein an der Thaya (Hevlín)	1	Ös därfz nät sölache kindesche Sochan treim.
de	18672	Stützenhofen	1	Ir derft koani Kinnrein treibn.
de	18686	Bernhardsthal	1	Ös deafts nit sölache Kinarein treibm.
de	18701	Pyhra	1	Ös dörfst nit solchani Kinastückl treibn.
de	18707	Wilfersdorf	1	Derft's nöt solche Soch'n mocha.
de	18716	Palterndorf	1	Ös därfts nit solchi Kinarein treibn.
de	18753	Münchwies (Vrícko)	1	Ja deat net hila kinderische Dummheit treim
de	18759	Bettelsdorf (Solka)	1	Ija téjt ka seta Kendrstėcke trá(j)(b)m.
de	18763	Oberstuben (Horná Stubna)	1	Iⱱ te̜ⱱt net settⱱ khendⱱs̆pewl maxŋ.
de	18767	Krickerhäu (Handlová)	1	Ihr dört net sötte Kenderei treim.
de	18773	Deutsch-Litta (Kopernica)	1	Auḭs dḁjä̠rt nit sitt'n Daumheitn treim.
de	18774	Hochwiesen (Vel'Ké Pole)	1	Iah djart net setiga Kinderein treubn.
de	18786	Sankt Georgen bei Obernberg am Inn	1	Ös derfts nöt söltane Kindereien macha.
de	18800	Hochburg	1	Ös deafz nöt söchanö Kindareian treim.
de	18805	Pischelsdorf am Engelbach	1	Machts koane soöchen Dummheitn.
de	18846	Niederkappel	1	Ös dearfz nöt sölchani Kinareian treibm. 
de	18855	Niederwaldkirchen	1	Ös derfst net a so a d’Madlwer treim.
de	18902	Dorf an der Pram	1	Ös deafts net so kindisch sei.
de	18910	Michaelnbach	1	Deft's kane sölchan Dummheidn måcha.
de	18923	Alkoven	1	Es deáfz net soiche Schpompánádln treim!
de	1895	Königlich Damerau	1	Ju derwe nich solk Kindarie driewe
de	18984	Arnberg	1	Ös derfz nöt söchanö Kinareien treim.
de	18987	Rackering	1	Ös defz neöt so Kin(d)isch sa(n).
de	19003	Pennewang	1	Ös defst defz nöt so kindisch sañ.
de	19011	Sipbachzell	1	Ös derft’s nöt solchane Faxereien treibn.
de	1904	Pesseln	1	Iu darfè sonnè Kinderi-è nich driewè.
de	19070	Reichenau im Mühlkreis	1	Ös deafts nöd söcha Kinareian drei(b)m. 
de	19080	Gutau	1	Ös derft's nöt solchane Kindareien treibn.
de	19085	Hackstock	1	Ös derfts koan soichan Bledsinn trei'm.
de	19096	Traunstein	1	Es dürfts nit solche Kinarein treibn.
de	19138	Maria Laah	1	Sads nėt so kindisch!
de	19144	Haag	1	Ös derfts nett ållweil söcherne Flausn (Schnacks'n) treib'n.
de	19154	Amstetten	1	Ös derfts net solch Kinareien treibm.
de	19163	Wieselburg	1	Es düarfst kane soichane Kindarein mochn.
de	1919	Groß Gerlauken (Vjazovka)	1	Ju darfe nich sohne Kindereien driewe.
de	19225	Steyregg	1	Ös derfts nöt söchanö Kinereien treibm.
de	19233	Schwertberg	1	Ös dērfz nət sõīchə spō̹̃pŋnŋ̄̃dl mãochā.
de	1924	Pakallnischken (Suvorovo)	1	Ju därwe nich solke Kinderieë driewe.
de	19245	Bad Kreuzen	1	Ös defts nöt so Kinereien treib'n.
de	19257	Altenmarkt	1	Ös derfts nit solche Kindereien (Sochan) mocha!
de	19301	Els	1	Ös därfts koane solche Narrnstückln nit måcha.
de	19311	Gneixendorf	1	Es derfz net soiche Kindareien treibm.
de	19322	Fels am Wagram	1	Ös derfz net soichane Dummheidn mocha.
ef	19334	Oberhautzental	1	Es därfst net solche Kindareian treim.
ef	19401	Schönbühel an der Donau	1	Ös därfts koane solchan Kinderstückl mocha.
ef	19404	Karlstetten	1	Ös deaf'z net so Dummheid'n treim.
ef	19419	Würmla	1	Seid's net so kindisch.
ef	19429	Ried am Riederberg	1	Es derfts net so Kinderreien treibn.
ef	19479	Mank	1	Ös derfts net solche Sochan (Kindereien fehlt!) treim.
ef	19486	Wilhelmsburg	1	Tuat's nöt går a so deppat!
ef	19492	Stollberg-Siedlung	1	Ös derfst nit solche Kindereien treib'n.
ef	1953	Pillau	1	Juh dörffe nicht solche Kindarie drüwe
ef	19541	Grub	1	Eis deaft's koani soichn Dummheita mocha.
ef	1956	Patersort (Beregovoe)	1	Ju dörwe nich solke Kinderiē triewe.
ef	19564	Obergänserndorf	1	Ös derfts net solchane Dummheiten mocha.
ef	19607	Raggendorf	1	Ös derfts nit solche Kinarein mocha.
ef	1962	Bergau (Tzwetkowo)	1	Ju dörwe nich solke Alwerie driewe.
ef	19621	Stillfried an der March	1	Es dearft's nit soilchi Kindərschtickl mo̜cha.
ef	19640	Grünau (Grinava)	1	E(i)s d[e?](a)ft's nit so(u)lche Khind(e)schtikl treibm.
ef	19642	20. Bezirk-Brigittenau	1	Ös därfts net solchane Kindereien (Sprupernadeln) treib'n.
ef	19646	Raasdorf	1	Es derft's net solche Dummheit'n måch'n.
ef	19657	Breitensee	1	Ihr därfts nit solcha Kinerein mochn!
ef	19659	Theben (Devín)	1	(Ihr) Es derfts net solche Kinderei'n treib'n.
ef	19667	Biedermannsdorf	1	Äs deafts ned soichane Schbompanadln (Dumheidn) dreim.
ef	19674	Enzersdorf an der Fischa	1	Ös deafts net so Kindarein mochn.
ef	19696	Kittsee	1	Io deafst nit sojeti Dummheit'n treibn! (Kindereien nicht gebräuchlich)
ef	19705	Mischdorf bei Pressburg (Nové Košar	1	Eas teaftst nid söchri Kindarein treibm.
ef	19726	Rohrau	1	Oes dürftz nit solche Kinereien treibn
ef	19739	Thiersee	1	Ös dearz nit so kindisch sei.
ef	19748	Achenwald	1	Ös teffts nied so kindisch sei.
ef	1977	Fuchsberg (Semënovo)	1	Ju dörwe nich solk Kindarie driewe.
ef	19775	Obertrum am See	1	Ös derft's nöt so dummö Sach'n machá!
ef	19787	Hochfeld	1	Ös deafts nöt söchanö Kinarein macha.
ef	19823	Vorderfager	1	Ös derfts nöt söchanö Kinarein treim.
ef	19851	Schwendt	1	Ös deafts nid so kindisch sei(n)!
ef	19854	Waidring	1	Ös defts nit soichä Kinareien treibn.
ef	19859	Kuchl	1	Ös dea(r)fst's nöt so(lich)ö Kindarei'n trei'm.
ef	1987	Pregelswalde (-)	1	Ju darwe nich sollke Kindari driwe.
ef	19886	Schörfling	1	Söchanö Kindareien (Dummheitn) defts nöt macha!
ef	19896	Gschwandt	1	Ihr derfts koani solchan Kindareien nit treim.
ef	19901	Schlierbach	1	Ös desfts nöd söchanö Kinareien dreibm.
ef	19941	Sankt Gilgen	1	Ös derfts koana söchan fågn måcha.
ef	19945	Ebensee	1	Macht'z koani uzo(g)na Sachăn!
ef	19947	Steyrling	1	Es deefst nöt so kinische Sachan macha.
ef	19956	Bad Ischl	1	Machts koani so Kindösch'n Gschichtn.
ef	19965	Windischgarsten	1	Ös defts nöt so kinisch sa!
ef	19971	Bad Goisern	1	Es de͜afts nit söla kindesche Såchen mo̊cha.
ef	19977	Grundlsee	1	Ös defts nit söla Fåxn måcha.
ef	19993	Wörschachwald	1	Ös defts nöt soichanö Kinarein treim.
ef	20005	Trattenbach	1	Ës derfz nët solche Dumheiten mocha.
ef	20008	Sulzbach	1	Ie sáds do'net so kindisch ũnd treilz sechtane Sâchan.
ef	20019	Ybbsitz	1	Es derft's nit so kindisch sein!
ef	20023	Gaming	1	Ös dearft's nimma so Kinarein treibn (so kindischi Sochn)
ef	20046	Kleinreifling	1	ÖIir [„Ö“ über „I“] dafst dürfts [„dafst“ über „dürfts“] nöt solli Kindereien treibn.
ef	20049	Mariazell	1	Es deafts nit sou kindisch sein.
ef	20051	Neuhaus	1	Ös derft's net solchi Kindarein treib'n.
ef	20058	Lassing	1	Ös deafts nit solche Gschichtn mocha!
ef	20062	Ardning	1	Es derfst nit suichi Dummheiten mochn.
ef	20065	Weng	1	Eïs deafz nit suichi Kinarein treim.
ef	20067	Lainbach	1	Ös derfz nit soiche Kindarein treim.
ef	20069	Gollrad	1	E(i)s deafts nit so(u)ichi Cindereien (hier nicht gebräuchlich) treibn
ef	20077	Oberort	1	Ihr derft net solchene Kindereien treibn.
ef	20090	Wext	1	I drüwet nich sük Kinnerien driewen
ef	20099	Leer	1	J drüörft nich so Kinnersk wiɑ̈rsen (sou dumm Tug driewen).
ef	20110	Herbern	1	Ih drüwet nig sökke Kin̄erien driewen.
ef	20117	Ringel	1	Ji drürwet nich sür[?]e Kinderiggen driewen
ef	20128	Hilter am Teutoburger Wald	1	Ji drüöwet nich sükke Kinneriggen driben.
ef	20240	Bardel	1	I dört ni sökke kindereien driwen.
ef	20248	Haddorf	1	I drüö͡äwet nich süöke Kinnereien driwen.
ef	20259	Hörstel	1	Ih döörft nig söke Kinderihen drifen.
ef	20269	Westerkappeln	1	Gie drüwet nich süöke Cinnerigge driewen.
ef	20283	Astrup	1	Ji dröwet nich sücke Kinnerrien drieb'n.
ef	20346	Frensdorf	1	Ih dürt nich sökke Kinnerei drieven.
ef	20350	Elbergen	1	I dräᶟvet nich söcke Kinnereien driven.
ef	20361	Setlage	1	Jh dröwet nich sücke Kinnereien driwen.
ef	20370	Merzen	1	Je dröwwet nich sücke Kinnerrien driewen.
ef	20381	Vörden	1	Ji (Gie) drüwet nigg sökke Kinnerien (Kinneriggen) driewen.
ef	20384	Wielen	1	Ij mögt niet son Kinnerspil maken.
ef	20446	Hoogstede	1	Y döört nich sökke kinnerye (drieven). (by'n neine hebben.)
ef	20454	Geeste	1	Ih dräfft nich sükke Kinnere͜ïen driwen.
ef	20463	Dohren	1	Ih dröwet nich sükke Kinnereen driewen.
ef	20468	Renslage	1	Jie dröwet nich sücke Kinnareien (Domeleien, Quetkereien) driewen.
ef	20481	Dinklage	1	Jie dräwet nich sükke Kinnerräien driewen.
ef	20543	Haren (Ems)	1	Ih dǖrt nig sükke Kinnereïen drīwen.
ef	20555	Hüven	1	Ih dröäfet nich sücke Kinneree triwen.
ef	20562	Garen	1	Ih  drö͡äwet nich sücke Kinnerèìen driewen.
ef	20575	Sevelten	1	Ji drövet nich sücke Kinnere driwen.
ef	20589	Neudersum	1	I dräöwet nich sücke Kinnerräie driewen
ef	20596	Neubörger	1	I dürt nich söke Kinnere driewen.
ef	20599	Neuarenberg	1	Ji drȫhwet nich sükke Kinnerräien driewen.
ef	20604	Garrel	1	Ji dräwet nich sücke Kinnereÿe driwen.
ef	20638	Visbek	1	Ji dröft nich sücke Kinnereen driewen.
ef	2067	Enskemen (-)	1	Ju darfe nich solke Kinderië driwe.
ef	20710	Wietzendorf	1	Ji dräwt nich saune Kinnerstreich (Kinnereien ist nicht üblich) driewen.
ef	20734	Colonie Syke	1	Jii drä͜öft nich soone Kinn'rtä͜ög driib'n.
ef	20753	Magelsen	1	Ji dräft(ö) nich sone Narrentäge(ö) drieben.
ef	20763	Nordkampen	1	Ji dräft nig soune Kinderee driem.
ef	20774	Vierde	1	Jih dröft nich saune Kinnerknäy drihm.
ef	20788	Schmarbeck	1	Jy dröwt nich saune Malseiten maken.
ef	20798	Brümsen	1	Jie drowt nech sökke Kinnerehe drîebn.
ef	2081	Eydtkau (Eydtkuhnen)	1	Ju darfe nich solke Kinderiee driewe.
ef	20891	Dörpel	1	Jie dröbet nich sone Kinnerehen drîeben.
ef	20901	Maasen	1	Ji dräft nich sone Kinnereen driw'n.
fg	20917	Drakenburg	1	Ji dräft nich so ne Kinnerien  drieben.
fg	20920	Unterrodewald	1	Jie dröft nich so͜une Kinnerëien drieben.
fg	20933	Thören	1	Ji dröft nich sonne Kinnereien driwen.
fg	20936	Hassel	1	Ji dröft nich saune Kinnereien driewen!
fg	20946	Scharnhorst	1	Iü dörrft nich saune Kinnerein driem.
fg	20948	Aschen	1	Ji dräft nich sücke Kinnereen driwen.
fg	21024	Burlage	1	Ji dröwet nich sücke Kinnere'en driewen.
fg	21033	Hoysinghausen	1	Ji dräwt nich sone Kinderei driben.
fg	21045	Brokeloh	1	Jie dräft nich saune Kinnerreien driewen.
fg	21050	Empede	1	Jie dröwet nich saune Kinnerien drieb'n.
fg	21065	Gailhof	1	Ji dröft nich saune Kinnerie drieben.
fg	21074	Adelheidsdorf	1	Ji drüft nich sone Kinnerien drieben.
fg	21085	Nordburg	1	Ji dröft nich saune Kinnerien trieben.
fg	211	Rodowo	1	Jhr dörft nich sohne Fayn machn
fg	21105	Preussisch Ströhen	1	Ihr (ör) dörft nich' so ne Kinderren trieben.
fg	21190	Brockhausen	1	Jü drüäwet nich ßükte Kinnerstreiche driwen.
fg	21199	Isenstedt	1	Jieh dröubet nich sükke Kinnerien driben.
fg	21218	Wietersheim	1	Jie drüwwet nich sone Kinnerreie triem.
fg	21235	Hülshagen	1	Gie drüwet nich söcke Kinnertente drieben.
fg	21252	Holtensen	1	Ji dröwet nich sau Kinderien driewen.
fg	2127	Klein Nuhr (Sukhodol'Ye)	1	Ju dür[f]t nich solke Kenderien driewe.
fg	21280	List	1	Ji dröwet nich sollke Kinderien driewen.
fg	21295	Immensen	1	Ji drüwet nich saune Kinnerien driewen.
fg	21305	Voigtholz-Ahlemissen	1	Ji drewet nicht sänne Kinderie driewen.
fg	21316	Steinhagen	1	Jēi drürvet nich sökke Kinneriggen drēiben.
fg	21342	Krentruperhagen	1	Jüi drüwet' nich sükke Kinne_rüggen drüiben
fg	2135	Skungirren (Pen'Ki)	1	Iu dörwe nich solche Kinderrei driewe.
fg	21355	Wendlinghausen	1	Jui drüwet nich sökke Kinnerigge druiben.
fg	21362	Reher	1	Jeu dröwet nich sä̂u Kinnareuen dreumen.
fg	21384	Harderode	1	Je͡ii drüwet nich sä͡one [tie bar reicht bis Wortende] Kindere͡ïn dre͡ïben.
fg	21405	Rheden	1	Joi dröwet nich sä u Kinneröe dröeben,
fg	21429	Nette	1	Je ̆-i dröwwet nich sä ̆-une Kindere ̆-ien dre ̆-iben.
fg	21446	Steinlah	1	Jĕ-ĭ d[r?]ûwet nich saune Kinnerĕ-ĭen drĕ-ĭwn.
fg	2145	Kurschen (Kuz'Mino)	1	Ju darfe nich solke Kinderie driwe.
fg	21455	Gross Schiplage	1	Jui drürwet nich sükke Kinneriggen druiben.
fg	2161	Kalnen (-)	1	Iu dörfe nich sollke Kinderriee driewe.
fg	21611	Schweicheln-Bermbeck	1	Gie drübet nich sicke Kinerien driben.
fg	21632	Veltheim	1	Jie drüwet nich sücke Kinnerei driew'n.
fg	21666	Rohden	1	Jeï dröwt nich sa Dummheiten mo(a)ken.
fg	21679	Springe	1	Jẽ dröwt nich sãũ kinderrẽën drẽwen.
fg	21687	Vardegötzen	1	Ji dröwet nich sau Kinderin driwen.
fg	21707	Rautenberg	1	Jeï dröwet nich saune Kinnereïen maken.
fg	2182	Soginten (Svirskoe)	1	Ju darfe nich solke Kinderei driwe.
fg	21882	Bodenstedt	1	Jai dört nich sonne Kinderaien traiben.
fg	21902	Rautheim	1	Jü dört nich saune Kinderien drieben.
fg	21936	Bartensleben	1	Ji dört nich sönne Kinderien drieben.
fg	2200	Narmeln (Polski)	1	Ju därwen nich sone Kinderie driewe.
fg	2204	Leysuhnen (Ščukino)	1	Ju dörwe nich solk Kingarie driwe.
fg	22044	Rottorf	1	Ii dört nich saune Kinderrien driwen.
fg	22063	Hundisburg	1	Jih dörm'm nich sonne Kinderien drih'm.
fg	22074	Farsleben	1	Gie dörb'n nich sonne Kindereien drieb'n.
fg	22083	Reesen	1	Ji dörmn nich sönne Kinderreien driemn
fg	22092	Paplitz	1	Jie derb'n nich sönne Kindereien driem
fg	22111	Wasbüttel	1	Ji dörrt nich sünne Kinderie drieben.
fg	22149	Rätzlingen	1	Ji dört nich sönne Lapalien (Kinderstreichn) drieb'n
fg	2216	Hermsdorf (Pograničnyj)	1	Ju dörwe nich solke Knidarei driwe.
fg	22172	Burgstall	1	Jhr dörrb nich sönne Kinneraien driewn.
fg	22222	Reislingen	1	Iie dört nich saune Kinderie drieben.
fg	22249	Roxförde	1	Je därm nich soüne Kinnereien treiven.
fg	2225	Moritten (Oktjabrskoe)	1	Ju bruke nich solk Kindastreiche to moake.
fg	22264	Grieben	1	Jie därrun nich sönne Kinderein driuhn.
fg	22276	Zabakuck	1	Ji därrn nich sonne Kinderein driun.
fg	22375	Westerholz	1	Jü dröft nich sönn' e Kinn'erei'n drieb'n.
fg	22384	Tülau-Fahrenhorst	1	Je dörft nicht sönne Kinnereen driem.
fg	22394	Köbbelitz	1	Je derm nich sönne Kinnerein driem.
fg	22407	Schenkenhorst	1	Je'i dörm nich sön'e Kinnerre'in drim.
fg	2242	Naunienen	1	Ju dörfe nich solk Kindarie drive.
fg	22423	Querstedt	1	Je därwen nich sön'n Kinneräen driewen.
fg	22443	Staffelde	1	Ii derven nich so ön Kinnereien driewen.
fg	22453	Grosswudicke	1	Jie därrun nich son'ne Kindereien drie'un.
fg	22574	Masel	1	Jü mä't nig sönne Kinnera͡ien driven.
fg	22581	Höddelsen	1	Ji dörm nich sön Kinnereen drim.
fg	22599	Wöpel	1	Jih dörb'n nich sonn Kinnerein driebm.
fg	22621	Molitz	1	Je dörwen nich sänn Kinnereeien driewen.
fg	22636	Rönnebeck	1	Jie derf'n nich sönn' Kinnäeräi driewen
fg	22654	Iden	1	Ji därwen nich so'n Kinnerspöll bedriwen.
fg	22667	Kuhlhausen	1	Ji därwen nich sönne Kinnerrei driwen
fg	22685	Proitze	1	Ji dörbn nich ßo'n Kinnereen driebn.
fg	22773	Holdenstedt	1	Jüh dorft nig sünne Kinneräihen drie'm.
fg	22796	Wustrow (Wendland)	1	Ji dörb'n nich sön'n Kinnerrien drieb'n.
fg	22810	Lomitz	1	Ji dörm'n nich sö̈͜ü̆'n Kinnerrë͜ïn driem'n.
fg	22819	Jeggel	1	Jich da͡erbn nich sonn Kinnerëin drib'n.
fg	22832	Gross Lüben	1	Jie dähn nich sönn Kindereien driewen.
fg	22846	Görike	1	Ihr (Jü) dürft (däfn) nich solche (sönn) Kinderein driwen.
fg	22910	Holthausen	1	Get dörwen ne sonn Ke-inere-ien driewen
fg	22931	Dahlhausen	1	[J]it dräwet nich sölke Kinnerige driwen.
fg	22965	Langeloh	1	Jt drü͡öwet nit sölke Kinneriggen drieven.
fg	22990	Halingen	1	Eÿ drüiwet nitt sian̄ Kinnereÿen dreÿwen.
fg	22998	Neheim	1	Ji drüewet nit süelke Keineroien droiwen.
fg	23010	Niederbergheim	1	Uih drüwet nitt sëu Kinneruien druiwen.
fg	23021	Kapellen	1	Gej dörft nit sönn Blaagerejen te drieven.
fg	23031	Rheinberg	1	Geh dörft nit son Kindereje driewe!
fg	23184	Holthausen bei Kirchhellen	1	Gitt dröst nech sökke Kinderreen driven
fg	23191	Herten	1	Jt dröft nig so Kinnerie driewen.
fg	23207	Waltrop	1	It döürft nit solke Kinnerigge driewen.
fg	23218	Kamen	1	Jt dröft nit solke Kinderiggen dreiben [Bogen unter 'ei']. 
fg	23231	Norddinker	1	Iu drüit nit sänu Kinneruien druib’m. 
fg	23261	Kessel	1	Geli dörft nitt sön Kinderē driwe
fg	23271	Kehrum	1	Gej dörft nit so'n Kindereje drive.
fg	23284	Hamminkeln	1	Ej dörft niet sonne Blagerejen driewen. (Blag = Kind)
gh	23293	Erle	1	I' dröwet nicht sokke Kinderijen driwen.
gh	23343	Göttingen	1	Jey drüt nie süke Kinnereyen dreywen.
gh	2338	Wenslowischken (Voznesenskoye)	1	Ju darfe nich sollke Kindereie drüwe.
gh	23402	Holtwick	1	Ih dröüft nich sokke Blagerie driewen.
gh	23412	Seppenrade	1	Jet drüeft nich sokke Kinnerien drieben.
gh	23419	Davensberg	1	Ji drüft nich söke Kinnerrinn drieben.
gh	23426	Vorhelm	1	Ji drüft nig sükke Kinnerien driwen
gh	23435	Stromberg	1	Je drüwet nich so Kinnereen dreeben.
gh	23453	Stockum bei Coesfeld	1	Ih drüöft nich sökke kine Reeen driven.
gh	23466	Nottuln	1	Yh dröft nich söcke Kinnerien driem.
gh	23471	Münster	1	Ji drürft nich söcke Kinderieen driewen.
gh	23478	Einen	1	Gieh drüft nich sokke Kinnerien drieven.
gh	23483	Greffen	1	Ji drüöwet nich sücke Kinnerijen driewen
gh	23494	Speelberg	1	Gej dörft niet soke kinderéje driewe.
gh	23498	Hemden	1	Ih dröft neeth sone Kindereien drieven.
gh	23507	Weseke	1	Ih dröft nich sökke Kindereyen driwen.
gh	23545	Tüddern	1	Ihr dort son Kennerien net duehn. 
gh	23566	Porselen	1	Ihr darft net so'n Kähngereh driefe.
gh	23602	Holzweiler	1	Ir dörft net sunn Kengere drive.
gh	23630	Evinghoven	1	Ir dürft esun Kengereie nett drieve.
gh	23817	Reusrath	1	Ür dörft nit sune Kengereen drieven.
gh	23843	(Stolzenberg)	1	Ihr dörft net sonn Kengerei'n driewen.
gh	23858	Oberklüppelberg	1	Et duren nich so Kingeriggen driven.
gh	23873	Valbert	1	Iet dürwet sölke Cingeriggen nit drieven.
gh	23885	Sporke	1	Ie (Ih) droft (oder drowwet) sü͡ilke  Blagerieen nit driewen. (Für droft auch druft)
gh	23902	Schmallenberg	1	Eï druwwet nit süelke Kingereïen drehiwen.
gh	23906	Elmpt	1	Öhr dört nēt sonn Kengereien drieven.
gh	23922	Helenabrunn	1	Er dörft net son Kengerrein drieven.
gh	23933	Weißenberg	1	Er dörf net oson Kéngerëi dri͜eve.
gh	2398	Mertensdorf (Tjomkino)	1	Iu darft nich solke Kinderie driwe.
gh	2409	Trausen (Lipnyaki)	1	Ju di|erwe nich solk Kingarie|e driewe.
gh	24107	Hubbelrath	1	Ihr dörft nitt sonn Kengereie driwe
gh	24134	Barmen	1	Get dörwen nitt somm Kengereien driewen.
gh	24156	Delle	1	Iät drüwet net so͜ne Plaërigge triewen.
gh	24167	Altena	1	I͡ät druwwet nit se͡u Kinderiggen drēǐwen.
gh	24180	Stockum	1	I. drüefet nit seo Kinnerrëien drëiven.
gh	24208	Wall	1	Ihr dörft net sun Weetereien driewen.
gh	24218	Vennikel	1	Chei dörf nit son Keinderstrehk driewen.
gh	2426	Groß Pentlack (Kamenka)	1	Ju durft nicht Faxe make
gh	24336	Berghausen	1	Ehr daerft net solche Kännerei treiwe.
gh	2436	Kowarren (Zaozernoye)	1	Juh dörwe nich solke Kinderriee driwe.
gh	24360	Bottendorf	1	Ehr därft nett sulche Kennerreihen treiwen.
gh	24380	Bergfreiheit	1	Deer derft net sulche Kennereien treiben.
gh	24412	Roppershain	1	Dä därft so kenge Kenderspäle triewen.
gh	24431	Konnefeld	1	De derft nit so Kengere͡ien drieben.
gh	24454	Berneburg	1	De därft net solche Kinnereien triewe.
gh	24466	Lüderbach	1	De därft nitt sălche Kengeréien driebe
gh	24490	Züschen	1	Ieh dröwwen nitt sülke Kinderspiele drieben.
gh	2452	Kleschowen (Kutusowo)	1	Ju darfe nich solke Kindereie driewe.
gh	24636	Rhadern	1	Jih tröw̄en nitt sau Kingeriggen triewen.
gh	24659	Buhlen	1	Deh därfe net so Kennerei’n treiwen (e – i)
gh	2466	Tolkmicko	1	Juh dörwe nich sone Kingerie driwe.
gh	24677	Metze	1	Dä därfet nett solchä Keinäreien triewen.
gh	24695	Wattenbach	1	Äh därft nett solche Kennereien triewen.
gh	24715	Vockerode	1	De därfd nidd soulche Kinnereien driwen.
gh	24737	Grosstöpfer	1	Deh derft nit solche Kinderien triewe.
gh	2474	Pierzchaly	1	Ju dörwe nich sohne Kinderi driwe.
gh	2482	Peterswalde (Piotrowiec)	1	Ju möge nich selg Kingastrike driwe.
gh	24884	Olsberg	1	Öh drouwet nitt sülke Blagerÿen driewen.
gh	24901	Sudeck	1	Ji drowwet nit sülke Kingeriggen (nicht gebräuchl.) driewen. (Flusen, Narreriggen, Dummeriggen)
gh	24917	Braunsen	1	Ji drowwet so kene Peppelerigge driwen.
gh	24926	Zierenberg	1	Ji drewet net solche Kinneriggen triewen.
gh	2494	Saruny	1	Ju dörwe nich solk Kindariee driewe.
gh	24942	Speele	1	De suld kenne Kengerigge driben.
gh	24959	Hermannrode	1	De derwet nech sau Kindrregen trieben.
gh	2507	Wojciechy	1	Ju dörwe nich solk Kindarie driewe
gh	25113	Meiste	1	Jui drüwet nit sükere Blageriggen druiwen.
gh	25131	Fürstenberg	1	Jy dröwwet nit sücle Kinneryggen drywen.
gh	25136	Scherfede	1	Jäi drüwet nie sücke Blogeriggen dräiwen.
gh	25150	Körbecke	1	Je͡-i dröbbet ne͡-i sücke Kingeriggen dre͡iiben.
gh	25163	Gottstreu	1	Ie dröbet nich solche Kindereien trieben.
gh	25179	Esebeck	1	Jie dröwet nich sa ne Kinderie drieben.
gh	25197	Ebergötzen	1	Jie därwet nich sau Kinderie'n driehm.
gh	25214	Bönninghausen	1	Jiu drüwet nit süke Kinneriggen druiwen.
gh	25223	Kirchborchen	1	Jeī drüwet net süke Kinnerigge dreīwen.
gh	25343	Siebenstern	1	Jiä dröwwet ni süke Kinneriggen driäwen.
gh	25354	Bruchhausen	1	Jäi dröwwet ni sau Kinnerigge draiben.
gh	25363	Schönhagen	1	Jü dröwet nich sone Kinnerei drewen.
gh	25373	Oldenrode	1	Jei dröwet nich seau Kinderrein drëiben.
gh	25391	Marke	1	J(äi) drüwet nich s(eau)ne Kinderr(äi)ha dr(äi)wen.
gh	25407	Westerwiehe	1	Ji drüöwet nich sökke Kinnerrigge dreïwen.
gh	25514	Haustenbeck	1	Jü drüwet nich sökke Kinnerrügjen drü(u)n.
gh	25522	Heesten	1	Jüi drüwet nich söcke Kinnerigge drüiwen.
gh	25543	Rischenau	1	Jo͡=i drüwet nich sökk Kinneröggen druiwen..
gh	25560	Lobach	1	Jei dröbet nich sau Kinderai draiwen.
gh	25579	Wenzen	1	Jäi dröwet nich sä-une Kinderäien dräiben.
gh	25596	Ackenhausen	1	Jeui dröwet nich seane Kindereuie dreuimen.
gh	25607	Wolfshagen im Harz	1	Jä͡i drewet nich saune Kinderrä͡i drä͡iwen.
gh	25798	Kell	1	Dir dörft nit e su en Kinereien treiwe.
gh	25824	Stromberg	1	Ihr dorft nett solche Kinnereije dreiwe
gh	25845	Staudt	1	Iha durft net su Kinnareie treiwe
gh	2586	Jurkiszki	1	Ju darfe nich solche Kinderei driewe.
gh	25876	Steinbach	1	Ihr daft net solche Kinnereier treiwe.
gh	25904	Höfen	1	Dir doscht net sonn Köngdereien driefen.
gh	25914	Gemünd	1	Ihr duscht nett sonn Kengderéiè drieve.
