Index	Bogennummer	REDE_Namen	Sprache	WS28::Transliteration WS 28
kl	39329	Neukelheim	1	Ös derfst nöt sechena Kindereien treim.
kl	39342	Peising	1	Ös deafz nöt sechana Kindereien treibn.
kl	39356	Arlesried	1	Ir deafet it so Kendereia treiba.
kl	39370	Türkheim	1	Ihr derfat koine söttage Kindreia treiba.
kl	39398	Gauting	1	Ös derfts id soichane Kindarein treim.
kl	3944	Kurzycko	1	Ji derwen nich sone Kingerien driewen.
kl	39459	Kaufering	1	Es dürfts öt so kindische Sacha macha.
kl	39475	Eching am Ammersee	1	Ös dürft's nit solchi Kindareia treiba.
kl	3949	Grzymiradz	1	Ji derft nich sone Kingerien driewen.
kl	39494	Perlach	1	Ihr derft nit sölchi Kinderein treibn.
kl	39503	Zorneding	1	Es derfts net sēchani Kinderein treibn.
kl	39509	Albaching	1	Ihr därft nöt allö Kindereien treim.
kl	39515	Sankt Leonhard	1	Ös derfts net setlane Kindarein treim.
kl	39517	Niederraunau	1	Ihr derfĕt ko̰inĕ söllă̰ Kinda̰reia dreibă̰.
kl	39529	Walkertshofen	1	Ihr derfăt nit solche Kindereua treuba.
kl	39546	Oberottmarshausen	1	Solle Kindereien därfant ihr nim̄a treiba.
kl	3957	Lubiszyn	1	Jie därben nich sone Kindereien driewen.
kl	39647	Mittelstetten	1	Ös dürfts kua̰ne sölle Kinderei'n treib'n.
kl	3965	Heinersdorf	1	Jei darwen nich sone Kindereien dreiwen.
kl	39662	Bergkirchen	1	Ös därfts it soiche Kinderei treibn.
kl	39667	Unterschleissheim	1	Es dürft's net solche Dumheit'n treibn.
kl	39673	Moosinning	1	Ös därfst nöt solche Kindereien (Dum̄heiten) treibn.
kl	39687	Oberdorfen	1	Ös derfz nöt söchanö Kinderein treim.
kl	39693	Wettenhausen	1	Iar defat net sole Kindereia treiba.
kl	39710	Zusmarshausen	1	Ihr därfent nit solle Kindereia treiba.
kl	39723	Täfertingen	1	Jhr derft koine sölle Kindereia dribe!
kl	39742	Gallenbach	1	Es derftsch keine solige Kindereien dreim.
kl	39865	Hilgertshausen	1	Es derfts koani sölle Kindereien treibn m
kl	39880	Allershausen	1	Ös dearfts nöt sölnö Kinderei'n treib'n.
kl	39891	Rast	1	Es derfst net so Kindereien dreim.
kl	39901	Vilsheim	1	Öß dèrfz nöt söchanö̰ Kindareia̰n dreim.
lm	39954	Sattelbogen	1	Ös däafts koan [große Tilde unter „an“] sella Kindareian treim.
lm	39962	Krailing	1	Ös derfz nöd söchönö Kindereien trei’m.
lm	39968	Oberried	1	Ös diafts nöt söchane Kindaräien träm.
lm	40000	Pertolzhofen	1	Déz därfz nird sechane Kindereien treibn.
lm	40012	Tiefenbach	1	Treibts niad so Kindaräen.
lm	40047	Pemfling	1	Es deafts net sechana Sachan träbm, doi han z kindisch.
lm	40057	Arnschwang	1	Ös därft's nöt sȫchā Kindārǟen̄ trǟ m!
lm	40112	Wald an der Alz	1	Ös derfts koa söcha Kindrein treim.
lm	40137	Ranoldsberg	1	Es derft's net solchane Kindarein treib'n.
lm	40145	Erharting	1	Ös döā̈(r)fz nöt so kindösch sḛi.
lm	40155	Gumpersdorf	1	Ös derfts nöt söchanö Kindereien treim.
lm	40191	Vilsbiburg	1	Ös deafz koani soichán Kindáreián treibn.
lm	40202	Gangkofen	1	Ös derfts nöt söchanö Kindereian treim.
lm	40212	Neuhofen	1	Ös deáfz nöd sȫchanȫ Kindareian treim.
lm	40220	Bad Birnbach	1	Ös derfts nöt söchas dum̄s Zeig treim.
lm	40231	Ruhstorf an der Rott	1	Ös derfts nöt so Kindereian treibn.
lm	40274	Wörth an der Isar	1	Ös däefts nöd söchanö Kindareian treim (mocha).
lm	40286	Griesbach	1	Ös derfz nöt solche Kindereien treiben.
lm	40297	Indersbach	1	Ös de(r)fts koa͜i söcha Kindareian trei(b)m.
lm	40308	Walchsing	1	Es dörfts nöt solchene Kindereien treibn.
lm	40320	Kirchberg	1	Ös deafz koane secha Kindereien treim.
lm	40331	Haag	1	Ös derfz kui södda Dummheit(e)n treibn. (treim)
lm	40402	Hankofen	1	Ös deafz koanö söchen Kindereien treibm.
lm	40414	Plattling	1	Ös deafts nöt soïchanö Kindereien macha.
lm	40420	Auerbach	1	Ēs dēăfts ko̰a so Kindareian dreim.
lm	40428	Saldenburg	1	Ös derfts ka(i)na so Dum̄heitn treibn.
lm	40439	Karlsbach	1	Ia derft nöt söchana Kindareien treim.
lm	40516	Steinach	1	Ös därfts koa̰ sölche Buamastückl'n nöt trei'm. Auch: Kindaschdüggl'n (nämlich genauester Klang der Aussprache)
lm	40524	Perasdorf	1	Es derfz nöt sôichene Kindereien treib'm.
lm	40531	Regen	1	Ös döafts koa söchene Dum̄heidn mocha!
lm	40535	Klingenbrunn	1	Müaßt's ös's Möda wieda vascherzn?! oder: "Herd's auf mit engganö Dum̄heidn!"
lm	40538	Riekofen	1	Ös därfts kone sechene Kindereien (:auch Kindasachen:) treib'n.
lm	40597	Lindau (Bodensee)	1	Ihr dirfent et settige Kindereia triebe.
lm	40605	Schnellers	1	Ihr miößét kăi sötèg Kinderöiā tri/ebe.
lm	40613	Ratholz	1	Dir déa̰rfĕt it déara Kindéröia triebĕ.
lm	40637	Eschbach	1	Ihr dürfet nit dergattiga Kindereia (Chindereia) trieba!
lm	40655	Erzingen	1	Ihr dürfet nit derlei Kindereie triebe'.
lm	40757	Schienen	1	Ihr därfet nit sōnige Kindereia triba.
lm	40771	Wollmatingen	1	Ihr dürfet nit derlei Kindereie triebe.
lm	40785	Kluftern	1	Ihar derfet kuani Kindareia a so macha.
lm	40798	Obereisenbach	1	Ia̰r deöfa̰t it a̰ so Kḭnda̰reia̰ triba̰.
lm	40807	Ratzenried	1	Dir derat it solle Kindareia treibã.
lm	4081	Bantikow	1	Ii därwen nich sönn' Kinneriën drîwen.
lm	40819	Kreuzthal	1	Ihar dearfet it sötta Kindereia treiba.
lm	40844	Münchingen	1	Ihr dürfăt kaini so Chinderaiă tríebă.
lm	40863	Tengen	1	Ihr dörfet chone so Chindereia triba.
lm	40898	Billafingen	1	Ihr defet kuine so Kindereie treiba.
lm	4093	Kränzlin	1	Jie därwen nich sönne Kinnereien driewen.
lm	41018	Eigeltingen	1	Ihr därfet it so kindele.
lm	4102	Seebeck	1	Jie derfen nich sönne Kindereien driewen.
lm	41049	Illmensee	1	So Kindereia dürfet ihr konni trība.
lm	41057	Baindt	1	Ihr derfet koine setige Kindereia triba.
lm	41064	Ziegelbach	1	Ihr déffet koine settige Kindaleia treiba.
lm	41076	Maria Steinbach	1	D'r dä̰fa̰t it sötta̰ga̰ Kinda̰reua̰ treuba̰.
lm	41086	Waldau	1	Ihr dä͡efe itt so Kindereier driwer.
lm	41098	Hubertshofen	1	D'r därfat nimma so gägelik si.
lm	41114	Öfingen	1	Ihr dorfet n[er?]t solche Kindereie trie=èbe.
lm	4112	Klein-Mutz	1	Jü därben nich sonne Kindereien driwen.
lm	4119	Gross Dölln	1	Ji derben nich sonne Kindereien driben.
lm	41200	Masevaux	1	Ihr därfa kö so Kindrdings mācha.
lm	41214	Aspach-Le-Bas	1	Ihr derfa nit a so Kinderäia triwā.
lm	4123	Senftenhütte	1	Jie derben nich sunne Kinderien drieben.
lm	41245	Lipburg	1	Ihr dèrfet nitt so Čhindereiè triebè.
lm	41262	Utzenfeld	1	Ihr derfe it so Chindereie tribe.
lm	41275	Schluchsee - Blasiwald	1	Da dörfet it so Chindereia trieba.
lm	41296	Oberentzen	1	Ihr dèrfa nit sonagi Kindareia triwa.
lm	41309	Feldkirch	1	Ihr derfet nitt so Chindereie triebe.
lm	41336	Kappel	1	Ihr derfa nit solche Kindereia trieba.
lm	41351	Urbès	1	Jhr därfe gä so Kindereje driewe.
lm	41365	Rimbach-Près-Guebwiller	1	Ḕhr dérfa nìet a sōnigè Ke̊ndarēia trībă.
lm	4142	Stoki	1	Jie därwen ni sohne Kingerrein driewen.
lm	41460	Rixheim	1	Ihr därfe ké so Kèndarèia triwe.
lm	4152	Stoleczna	1	Ji deärwn ne son' Kingeäri driew'n.
lm	41566	Ranspach-Le-Bas	1	Er därft nitt so Chingareya drieba.
lm	41598	Lörrach	1	D'r dörfed nüt so Chindereien trībȇ.
lm	4161	Glazow	1	Jie daarwe nĭ soon Kingnarie driewe.
lm	41623	Hütten	1	Der  dȫrfè keini è so Chindereiè drībè.
lm	41653	Largitzen	1	Ihr därfet no so Kindersache trieben!
lm	4171	Okunie	1	Ji darwen nich sohn Kineriee driwen.
lm	41714	Lucelle	1	Ihr dĕrfăt nit sonigi khingăré|iă tribă.
lm	41785	Höhenrain	1	Ös dĕafds id sö͜ini Kinderein dreim.
lm	41801	Grosshöhenrain	1	Machts ma net so Gschichtn, sitt
lm	41811	Tattenhausen	1	Oes deaft's nöt söcha Kindarein treim.
lm	41819	Ollarzried	1	Ihr dearft it söllḛ Kindḛreia treiba.
lm	41836	Kaufbeuren	1	Ihr derfet koina sette Kinderoie treiba.
lm	41845	Denklingen	1	Iar därfat koine söttige kindische Sächa macha.
lm	41855	Raisting	1	Ös derfts nit so viel Kinderein treiba.
lm	41872	Baiernrain	1	Es derfts koane soichan Kindreeian treim.
lm	41932	Huglfing	1	Ös de͡afts net sölla Kinderein treibm.
lm	41939	Penzberg	1	Es deaftsch it, so Dummheitn (Kinderein) dreim.
lm	41948	Reichersbeuern	1	Ös därfts nöt solche Kindereien macha.
lm	41953	Parsberg	1	Ihr dürft nöt solche Kindereien treib'n.
lm	41963	Kirchdorf am Inn	1	Ös derftst nöt sölla̰ni Kindarein treibn.
lm	41969	Aschau im Chiemgau-Niederaschau	1	Ös derfts koane solche Kindereien treim.
lm	41971	Betzigau	1	Dir derfa̰t koi sölle Kindereia ma̰che.
lm	41980	Sulzschneid	1	Dir därfet it sölla Kindareia treibe.
lm	41986	Steingaden	1	Ir därft it solli Kindereiḛn treibḛn
lm	42039	Bayerniederhofen	1	Dir därft nit solcha Kinderaia treiba.
lm	42049	Jachenau	1	Ös derfts it sölla Kindarein treibm.
lm	42056	Unterjoch	1	Jhr derfet nit so Kindereien treiben
mn	42062	Oberau	1	Ëis darfts it soli Kinderein trei'm.
mn	42070	Eggstätt	1	Es deafts nöt soichi Kindarein traibn. (traim.)
mn	42076	Traunwalchen	1	Ös därfts nöt söīchănĭ dummheidn treim.
mn	42084	Kirchanschöring	1	Ös derfts koan söllene Kindereein macha.
mn	42116	Ruhpolding	1	Oes derft's a nöt söchanö  Fratzarein macha.
mn	42118	Anger	1	Ös deafts nöt sölani Kinderein treim.
mn	42132	Ramsau bei Berchtesgaden	1	Ös derfts net sölli Kinderein treibn.
mn	42140	Hachiville	1	Dèrr duorft keng e sou eng Kannereien dreiwen.
mn	42166	Niederwampach	1	Der duorf keng eso Kannerei dreifen.
mn	42180	Neidhausen	1	Dir duorft keng esŭ èng Kannereien dreiwen
mn	42236	Ettelbrück	1	Dir dûorft kèng é su Kanerégkéten drêiven.
mn	42254	Rambrouch	1	Derr durft keng esûo Kannereien dreiwen.
mn	42302	Eischen	1	Der durft nit so Kannereien dreiwen.
mn	42316	Hünsdorf	1	Dīr dōārft kèng esŏ Kănnĕreien mé zĕ dreiven.
mn	42341	Biwer	1	Dir duorft kèng esŏ èng Kannereien dreiwen.
mn	42414	Uewerkuer	1	Der doarft kèng eso Kănereien dreiven.
mn	42431	Peppange	1	Dir durft kèng u sèu Kannereuĕn dreiwen.
mn	42469	Schwarzenbach an der Pielach	1	Es derfts nit solche Kindereien mocha.
mn	42470	Lehenrotte	1	Ös derfts nit solche Kindereien treibn. 
mn	42472	Thal	1	Es därftz net soiche Kindereien treim.
mn	42477	Grillenberg	1	Es deaft's nit soichi Kindarein treim.
mn	42520	Schneebergdörfl	1	Es derfs nit sulche Dummheiten mocha.
mn	42527	Mollram	1	Ös derfst net solche Kinderein treibn!
mn	42532	Frein an der Mürz	1	Es derfts net solche Kinarein treibm.
mn	42571	Massing	1	Ëis derfts net sulchi Kinderei treib'm.
mn	42573	Semmering	1	Ös därft's nit suichi Kindarein treim.
mn	42587	Feistritz am Wechsel	1	E'is derfts nit suichi Kinderein treim.
mn	42612	Gleichenbach	1	Eis derfts nit suichi Dumheidn mocha.
mn	42635	Weiden am See	1	Iah deaft nit söülchi Kindarei'n treibm - oder auch: Äis deaft's ...
mn	42637	Nickelsdorf	1	Es däffts nit so kindisch sein.
mn	42640	Siegersdorf	1	Ös derfts nöt solche Kindareien treib'n.
mn	42647	Stotzing	1	Es derfts nit so a Kinderei mocha.
mn	42670	Wieselburg (Mosonmagyaróvár)	1	Es teafts nīd söichi Kin(d)arein treim (mochn)
mn	42688	Andau	1	Ihr derfts nit soliche Kindereien treiben.
mn	42691	Wiesen	1	Ös därfts nit solchi Såcha måcha.
mn	42701	Baumgarten	1	Ia deaffst nit solchi Dumheitn mochn.
mn	42706	Apetlon	1	Eis dearfts nit seoultige Kinaspülerein treim.
mn	42722	Horitschon	1	Ihr därft nit solche Kindereien treiben!
mn	42728	Holling (Fertőboz)	1	Ochtazwuanzk. (E)is teafts kuani söülchn Spüllarein treim.
mn	42748	Frasnacht	1	Er törfed nöd söttig Chindereie triibe.
mn	42821	Rietli	1	Ehr törid kä dere göfelige Zäg mache.
mn	42843	Hohenems	1	Ihr dürfen nit dera Dummheita trieba.
mn	42850	Bizau	1	Eor töarschtod nüd  derer Gogaria tribo.
mn	42856	Riezlern	1	Ihar dürft ned söddeg Gendereia driba.
mn	42908	Gamprin	1	Ür därfen net derna Kindereia trieba.
mn	42926	Röns	1	Machand nit dera Kindareia.
mn	4293	Brielow	1	Ji därn nich sonne Kindereine driwen
mn	42933	Buchboden	1	Ihr dürft nit a so a Gogerei macha.
mn	42939	Lech	1	Ihr dürfed ned derä dommä däng'r draibä.
mn	42970	Sargans	1	Ir dörfnd nid derä Chindereïä triibä.
mn	42977	Schruns	1	Ihar därfen net söttei Kindareia triba.
mn	42985	Vils	1	Diar derfat it söttig[e?] Lagglereia treiba.
mn	43004	Hinterhornbach	1	Ös dearfet knă so Kindereiê treibe
mn	43013	Rinnen	1	Es dürfet it sellig Kinde̊reie̊ tia.
mn	43021	Ehrwald	1	Ös därfåt it söllig å Kindereiå treibå.
mn	43022	Leutasch	1	Ös derfts it sölla Kindereian treibn.
mn	43027	Bach	1	Oes dearft nit solcha Kindereija treiba.
mn	43037	Silzerberg	1	Ös dörfet itt sölla Kindereien treib'n.
mn	43055	Hatting	1	Ös darft nit solla Kindereidn treibm.
mn	4306	Deetz	1	Ji derr'n nich sönne Kin̄jereien driewen.
mn	43070	Mils bei Imst	1	Ös derfat it sölle Kindereie treibe
mn	43122	Unterried	1	Ös dearfet nit söllane Kindareien treib'n.
mn	43133	Holdernach	1	Ös derfat nit settni dummheita treiba.
mn	43152	Kauns	1	Ös dörfat it a so kindisch sein (Kindereien nicht bekannt)
mn	43161	Unterberg	1	Ös droftd nit sölle Kindereien treib'n.
mn	43162	Pertisau	1	Ös derfts nid a so umlåppma.
mn	43173	Brixlegg	1	Ös terfz nit sölchi Loppareien treim.
mn	43183	Penningdörfl	1	Ös derft's nit soiche Kindareien treibn
mn	4321	Fahrland	1	Jie derfen nich sonne Kidnereien driewen.
mn	43210	Innsbruck	1	Ös derfts nit sölche Dummheitn treibn. 
mn	43224	Kolsassberg	1	Er ös darfts net söche Kindereien treibn. 
mn	43251	Aschau im Zillertal	1	Ös derft's net solche (Kindereien) Dummheiten treib'n.
mn	43280	Krimml	1	E̊s derfz nit soônhene Kindareien treim.
mn	43285	Trins	1	Ös derfet nit sölla Kindereien treibn.
mn	43288	Dornauberg	1	Ös derft nit so kindisch sei.
mn	4329	Steglitz	1	Ji derft nich sonne Kindereien driven
mn	43297	Schmirn	1	Dös derft nitt sölla Kindereien måchen.
mn	43301	Kitzbühel	1	Ös dåfst ni̊d so͡ichi Ki͡narein to͡a/treibn.
mn	43303	Hochfilzen	1	Ös derfts nit söllene Kindereien treiben.
mn	43310	Saalfelden am Steinernen Meer	1	Ös derft's nid soichö Kinarein treim.
mn	43315	Werfen	1	Ös defz nöt soichanö Dummheitn måchn.
mn	43331	Bramberg am Wildkogel	1	Ös dearfts nöt so Kindischn.
mn	43340	Niedernsill	1	Ös deafz nit so kinisch sein
mn	43347	Sankt Georgen	1	Dös derfst nöt toan, dös san kindische Såchn.
mn	43354	Goldegg	1	Ös deafz nit so kindisch sei.
mn	43359	Kleinarl	1	És derfts nīt söchani Kīnnareīn måchn.
mn	43372	Bad Gastein	1	Ös deafts nöt söchö Faxn måchn.
mn	43378	Berg-Gruben	1	Seits nit so kinderische Låppm!
mn	43379	Heiligenblut	1	Deisch derft nöt seitene Kinderein treibm.
mn	4338	Köpenick-Kietz	1	I derft nich sone Kinderien drieben.
mn	43381	Sankt Martin am Tennengebirge	1	Machts kane Dummheitn.
mn	43384	Ramsau	1	Seits nicht so kindisch.
mn	43391	Assach	1	Ös defts nit solchane Kinareien treibn.
mn	43393	Donnersbach	1	Machtz net solche Kindareien. 
mn	43412	Untertauern	1	Ös derft’s nit söchani Dummheitn treibn!
mn	43420	Pöllau	1	Eis derfts nit sölltn Kindarein treibn.
mn	43427	Oberweissburg	1	Ös däfz nit söde Gåggereien måchn.
mn	43433	Sauerfeld	1	Ös derfts nöt söt[o?] Kindereien treibn.
mn	43439	Ranten	1	Des deaft's nit so kindasche Såchn treibn.
mn	43453	Strechen	1	Er derfst net solcham Kinnerein treibn.
no	43455	Treglwang	1	Ös derfft net solchi Kindareian treibn.
no	43457	Kalwang	1	Seid’s nit a so kinisch. 
no	43458	Trofaiach	1	Ös derfts net sölchi Kinarei͠en treibn.
no	43462	Hafendorf	1	Deafts net gor a so kinisch sein!
no	4347	Herzfelde	1	Ii derfen nich sohne Kinnereien driewen.
no	43480	Sankt Michael in Obersteiermark	1	Seds nöt so kündüsch.
no	43488	Pusterwald	1	Dös derfts net so kindesch sein.
no	43489	Sankt Oswald	1	Es derfts konne solchan Kindereien mach'n. (anfanga)
no	43494	Sankt Marein bei Knittelfeld	1	E-is därfts net solchane (selti) Kindarein mochn!
no	43497	Frohnleiten	1	Ir (Eïs) derfds net so kinnische Soch'n dreim!
no	43505	Sankt Peter ob Judenburg	1	Müaßts net goa so kindisch sein.
no	43530	Teufenbach	1	Durfts nit sulche dumme Sochen mochen.
no	43534	Sankt Johann	1	Däs derft's nöt sölli Kindereina treib'n.
no	43537	Kainach bei Voitsberg	1	Ös derfts net sulchi Dummheitn mochn. 
no	43544	Gratwein	1	Seids nod[a?] so kindisch!
no	4357	Tempelberg	1	Jie derfen nicht solche Kindereien driewen.
no	43576	Fochnitz	1	Ös dürfts net so kindisch sein.
no	43579	Wenigzell	1	Es derfts nit sölche Dummheit'n treib'm.
no	43633	Ehrenschachen	1	Es derfts koani söchtn Dummheit’n mocha!
no	4364	Döbberin	1	Jie derfen ni soone Kinderrien drieven.
no	43640	Salmannsdorf	1	Eis dearfz net soöli kina rain traim.
no	43662	Sankt Kathrein am Offenegg	1	Dös derfts nit sulchi Kinarein treibn.
no	43699	Siget in der Wart	1	Es därft's nit solche Kindereien treib'n.
no	43715	Stubenberg	1	Ös derfts net sochane Kinderein mochn.
no	43726	Unterrohr	1	Dis derfts nöid sulche Kindargschpul treibn.
no	43756	Eggersdorf	1	Måcht's nit so(u) kinische Såchn.
no	43761	Sinabelkirchen	1	De-is deafts nit sölti Kinnarain trai(b)n.
no	4377	Pamiecin	1	Jei dörfen nich sone Kinderreien dreiwen.
no	43773	Bad Blumau	1	Dös dearftst nit sölchi Dummheiten treib'n.
no	43782	Deutsch Tschantschendorf	1	E-is de-afts nit sulchi Kindareien trei-ibn.
no	43850	Klostermarienberg	1	Eis derfts nid sau kindisch sein
no	4388	Grabno	1	Ihr derft nicht solche Kindereien treiben.
no	43889	Moschendorf	1	Eis derf'z nit seiilti Kïnaspül traib'n.
no	43896	St. Jakob	1	Dēis megg it sene Zummheitn treibn. Seit it a sou kindisch. 
no	43905	Oberpeischlach	1	Deis migg it sėline Kindereiin treibm.
no	43909	Mörtschach	1	Dös derft's nöt sötanö hundsmöitn treibm.
no	43910	Flattach	1	Dös därfts net so Kindisch sein!
no	43938	Kolbnitz	1	Dös derfts nit sötane Kindereien treiben.
no	43939	Ausservillgraten	1	Dös derft ött sölle Kindererei'n treib'm.
no	43948	Assling	1	Oes dörft nött söllane Kindrareien treibn.
no	43959	Lindsberg	1	Seids decht nit går a so Kindisch.
no	43977	Kornat	1	Dös derft net soitane Dum̄heitn treibn.
no	43982	Berg im Drautal	1	Dös terfs nit sötene Kindereien treibm.
no	43988	Goderschach	1	Dös derfts nit sötam fåxn måchn. 
no	4400	Trzemeszno Lubuskie	1	Ihr derft nich sone Kindereien treiben.
no	44006	Kremsbrücke	1	Tös tärft nit sötanö Cind[r?]ein treibm.
no	44010	Oberhof	1	Dös derfts nit solche Kindereien treiben.
no	44038	Kleblach-Lind	1	Ihr derf[t?] nit solche Sachn machn.
no	44040	Obermillstatt	1	Dös tearfts nit sötene Tummheitn måchn.
no	44054	Patergassen	1	Dös derfts nit söchtene Kindareien treibn.
no	44056	Steuerberg	1	Dös derft's nit går a so kindisch sein!
no	44109	Hermagor	1	Dös derfts nit setene Tumheitn måchn.
no	44117	Bleiberg-Kreuth	1	Dös deafts nit setane Dummheitn måchn.
no	44124	Villach	1	Dös teafts nit solche Kindareien treibn. 
no	44142	Schiefling	1	Ihr därfts nit solche Kindarein treibn.
no	44162	Suetschach	1	Des toerfts nit solche Kindereien treibn.
no	44174	Sankt Salvator	1	Dös terfz nit söchte Tumheitn treibm!
no	44182	Heft	1	Seids nit a so kindisch!
no	44189	Schiefling	1	Deis darfts net sölli
no	44196	Modriach	1	Seids net so kindisch.
no	44200	Launegg	1	Saps net so kinisch!
no	44234	Obermühlbach	1	Dös dearfts nit söchtene Kindereien mâchn.
no	44243	Hochfeistritz	1	Dös derfts nit solche Kindarein treibm.
no	44248	Sankt Andrä	1	Dös (Ihr) dürfst nit solche Kinderreien treiben.
no	44256	Glashütten	1	Seids net gor a so kinisch!
no	44261	Sankt Peter im Sulmtal	1	Des dearft's neit sulche Dummheitn måch'n.
no	44295	Oberhaag	1	Dös deafts net sovül Dummhaitn mochn.
no	44303	Klagenfurt-Harbach	1	Es derfts nit so kindisch sein.
no	44308	Eberndorf	1	Ihr derfz nit solche Kindereien treibn.
no	44313	Lorenzenberg	1	Dös derfts net solch' Kind'sche Soichn treibn.
no	44314	Sankt Margarethen	1	Ihr tärfz nit solche Cindarein treibn.
no	44320	Bad Eisenkappel	1	Ihr derft nit soane Kindereien treibn
no	44333	Paldau	1	Dös derfts nit sölchi Kinnereien treib'n.
no	44347	Hohenbrugg an der Raab	1	Ihr (Ös) dearft nit sulchi Kinarei'n treib'n. (Kinagspül? - Gocklarei.)
no	44358	Mogersdorf	1	Eis deafts nit söiche Buamstickl treim
no	44371	Allerheiligen bei Wildon	1	Mochts kane Dummheiten
no	44398	Leibnitz	1	Deis deafts net sòlche Kìnneraìn traibn.
no	44414	Klöch	1	Sabs ( Tuats) (seid) do nit so tro(a)ttll! (dumm)
no	44425	Ratschendorf	1	Ihr därft's net sölte Kindarein treibn.
no	44433	Langegg	1	Machts kane Dummheit'n!
no	44439	Ebental (Polom)	1	Ihr taffät et hetteinä Kindrareiän treibm
no	44442	Steinwand (Podstenice)	1	Ihr tahfat et hettana Kindrareäni treibm
no	44445	Obergras (Trava)	1	Ir deafät et hetäne̤i Kummhe̤iten tre̤iben
no	44447	Göttenitz (Gotenica)	1	Ihr deaffòt et hettei nò Kendreión tribn
no	44454	Nesseltal (Koprivnik)	1	Yr dearfot et hetteino Kindrareien treibn!
no	44461	Tiefenbach (Briga)	1	Ihr därfät et hettanä Kendrareän treibm
no	44465	Unterlag (Spodnji Log)	1	Ihr tiǟffät et hétanei Kindreiäu treibn
no	44519	Wildensbuch	1	Ihr dörfet nit sonigi Chindereie triebe.
no	44610	Wittenwil	1	Er törfed kei so Genggelizüüg tribe.
no	44685	Neukirch an der Thur	1	Er törfet nöd eso toms züg tribe!
no	44770	Mont-Tramelan	1	Dir dörfet nid settigi Dummheit tribe.
no	44771	Pieterlen	1	Dir dörfet nit söttegi Chindereie trybe.
no	44796	Merzligen	1	Dir dörft nid söttig Chindereie mache.
no	44801	Gals	1	Dir dörf nid so dumms Züg mache.
no	44832	Huggerwald	1	Dīr dērfe[?] nīt sŏnigi Chīngereie tribe
no	44851	Ziefen	1	Dir dörfet nitt settigi Chindereie driibe.
no	44858	Anwil	1	Dir dörfet nit settigi chindereie aschtelle.
no	44888	Umiken	1	Er tōrfed ned settigi (sanigi) L[un?]pereye trybe.
no	44994	Gänsbrunnen	1	Dir dörft nit so Chinderzüg mache.
no	45009	Oensingen	1	Dir dörfet nit settige Chindereie mache.
op	45022	Mühlethal	1	ir dö̀rfet net chinderligs màche.
op	45067	Meisterschwanden	1	Ir törfe-nìd settigi chinderèie triibe.
op	45192	Mülchi	1	Dir dörfet nid söttigi Chinderei mache.
op	45195	Eigenthal	1	Ier döfid ned dere Chindereie triibe.
op	4521	Wollin	1	Ji derbn nich sönne Kinderreien driem.
op	4527	Rädel	1	Ji därven nich sönne Kingereien driewen.
op	45279	Hildisrieden	1	Ihr dörfid ned settige Chindereie triebe!
op	45299	Willisau	1	Iehr dörfid nid söttigs Galölizüg trybe.
op	45312	Bleuen	1	D'ihr dörfit nit settigi Chindereie triibe.
op	45345	Dielsdorf	1	Ihr dörfed nüd därigs Chinderüg mache.
op	45356	Unterwagenburg	1	Ihr dörfett nūd e derigs Grätterlizüg tribe.
op	4539	Wildenbruch	1	Gei dern nich sönne Kindereien driewen.
op	45474	Boden bei Fischenthal	1	Ihr därfed nüd derigi Chindereie tribe.
op	4549	Löwenbruch	1	Jei derfen nich sonne Kindereien driewen.
op	45492	Dicken bei Degersheim	1	Ehr dörfet nöd derigi Kindereie tribe.
op	45501	Bonstetten	1	Ihr dö[r?]fet kei dere Chindereie triebe.
op	45529	Riedikon	1	Ihr törfed nüd so Chindezüg tribe! Nüd so chindelig tue!
op	4560	Deutsch Wusterhausen	1	Jei derwen nich sone Kingereien driefwen.
op	45611	Feusisberg	1	Ihr dörft nüt selleg[i] Dumheite triebe.
op	45627	Starkenbach	1	Tüend doch nöd so tumm wie Gofä.
op	45630	Risch	1	Machid au nüd derigs Chinderzüg.( Derigi Chinderie dörftd er de nüd mache!)
op	45644	Reichenburg	1	Ihr dürfid nüd derige Chinderie tribä.
op	45692	Süri	1	Dir dörft nit settigi Chinderei tribe.
op	45694	Courlevon	1	Dir dörft nid setägi Dummheitä tribä
op	45716	Brünisried	1	I[?r] dörfet nit sitig Chinderie triebe. [Erstes Wort für Korrektur überschrieben, dadurch nicht duetlich genug lesbar.]
op	45718	Ferpicloz	1	Machet doch nit settigi Kaubereie!
op	45722	Abländschen	1	Tüet m'r nit eso tumm ganggle.
op	4573	Neu Golm	1	Jhr derft nicht sone Kindereien driwen.
op	45734	Dentenberg	1	Dir dȏrfet nid settegi Chindereie tribe.
op	45758	Mutten	1	Dir därfit nid settig Tummhéte mache.
op	45764	Oberfrittenbach	1	Dir dörfid nid settigi Chindereie triibe.
op	45784	Schüpfheim	1	Dr dörfit nid sötigi Chinderijä tribä.
op	458	Wietrzno	1	Ju doäfe ni sohn Kinnerieg draiwe.
op	4584	Hohenwalde	1	Ihr dorft nich sone Kindereien dreiven.
op	45863	Gurzelen	1	Dir dörfet nid settigi Chindereie triibe.
op	45878	Linden (Oberlangenegg)	1	Dihr dörfit nit settig Kingereie triibe.
op	45891	Sörenberg	1	Dier dörfid ned sötigi Chindereye triibe.
op	45892	Lungern	1	Triibid oi nid ä seler Nooleriää!
