Index	Bogennummer	REDE_Namen	Sprache	WS11::Transliteration WS11
ab	13019	Porschdorf	1	Ich schladch glei mit dem Kochläffel um de Uhren, du Affen!
ab	13047	Morgenröthe	1	Ich schlog dich gleich mit dem Kuchlöffel im de Uhrn, du Aff!
ab	13054	Rittersgrün	1	Ich schlog dich geleich mitten Kochlöffel im de Ohrn, du Aff.
ab	1315	Kamien	1	Ig schla die glig mit demm Kaukläpe um d Ohre, du Aup.
bc	13169	Saupersdorf	1	Ich schlog dich geleich mit d'n Kochlöffel im de Uhren, du Aff'!
bc	13187	Kühnheide	1	Ich schlág dich geleich mit'n Kochlöffl im de Ohrn, du Áff!
bc	13210	Himmelmühle	1	Ich schloag diech gleich mit'n Kochläffel im de Uhrn, du Oaff!
bc	13226	Rübenau	1	Iig schlah düg gleich mit n Kührlöffel im de Uhrn, du Aff!
bc	13269	Thurm	1	Ich schla' dich glei mit dem Kochlöffel im de Uhren, du Affe!
bc	13286	Ursprung	1	Ich schloah dich gleih mit dm Kuchlöffel üm die Uhrn, du Aff.
bc	133	Sosnowo	1	Ick schloa di glik mit de Kell üm dei Ohra, du Oap!
bc	13317	Dittmannsdorf	1	Ich schla dich glei mit'n Kochläffel em de Uhrn, du Aff!
bc	13340	Grosshartmannsdorf	1	Ich schlád'ch glei mid'n K´chleffl im 'd Ohan, du Aff!
bc	13355	Reichenau	1	Ich schloht'ch glei mit d'n Kuchlöffel im de Uhren, du Offe!
bc	13372	Liebenau	1	Ich schloa d'ch glei mit'm Kuchläffel im de Uhren, du Affe!
bc	1338	Dzidno	1	Ich schla di föt mit dem Kaukläppe üm dei Äura, dü Aup.
bc	13529	Wang-Brückenberg	1	Ich schlo dich glei mi'm Kooklöffel üm die Uhr'n, du Offe!
bc	13543	Pisarzowice	1	Iech schloh diech glei mit demm Kochleffel im die Uhr'e, du Offe!
bc	13559	Boguszow-Gorce	1	Ich schloa dich glei mi'm Koochlöffel im die Uhrn, du Offe!
bc	13655	Niederleutersdorf/Leutersdorf	1	Ich schloie dich glei möt'n Kührlöffel ömm de Uhren, du Affe.
bc	13678	Rohnau (-)	1	Īch schloitsch glei midd'n Kochleffel im de Uhren, du Oaffe!
bc	13700	Rebiszow	1	Ich schloh dich glei mi'mm Kohchlöffel im di Uhr'n, du Offe!
bc	13719	Siedlecin	1	Ich schlō dich glei mim Koochleffel im de Uhrn, du Offe.
bc	13727	Myslow	1	Ich schloi dich glei mit'm Kooklöffel im di Uhr'n, du Offe.
bc	13745	Jugowa	1	Ich schloa dich glei mit'n Kokläffel im di Uhrn, du Offe!
bc	13830	Wlodowice	1	Iech schlo diech glei mi'm Kokläffel em de Ohrn, du Offe!
bc	13869	Biernacice	1	Ich schlo dich glei mit m Kohchleffl im die Uhrn du Offe du.
bc	13887	Rzymiany	1	Ich schloh dich gleich mit dam Koklöffel im die Uhrn, du Offe.
bc	13898	Szadurczyce	1	Ich schloi dich glei mi'm (mihd'em) Kuchlaffel im (hinger) de Uhren, du Offe.
bc	13929	Stoszowice	1	Ich schlo dich glei mit'm Koglöffel im de Uhrn, du Offe!
bc	13996	Lutomia Gorna	1	Ich schlo dich glei mit'm Kokleffel im de Uhr'n, du Offe.
bc	14023	Roztocznik	1	Ich schlo dich glei mit'm Koglöffel im die Uhren, du Offe.
bc	1403	Dobieszewo	1	Ik schlå di glik mit dem Kocklöpel um dei Ohra, du Åp.
bc	14034	Lipowa	1	Iich schloh dich glei mimm Koogleffel im di Uhrn, du Oaffe!
bc	14074	Michalow	1	Ich schlo dich glä mim Kochlöffel im d'Uren, du Offe.
bc	14092	Karczow	1	Ich schlo dich gleich mit dam Kochläffel em die Uhr'n du Offe.
bc	14159	Jutrzyna	1	Ich schlo dich glei mid'n Kochlöffel iim d Uhren, du Offe!
bc	1417	Rydzewo	1	Ick schla di glik mit dem Kakläpel üm't Ohre, du Ap!
bc	14234	Brzoza	1	Ich schlo dich gleich mit dem Koklöffel im die Uhr'n, du Offe!
bc	14250	Jaczkowice	1	Ich schlo dich gleich mi'n Kochlöffel im de Uhren du Offe!
bc	14275	Piastowice	1	Ich schlo dich glei miden Kochlöffel im de Uren, du Offe.
bc	14305	Bozanow	1	Ich schloo diech glei mit'm Kooklöffel emm die Uhrn, die Offe.
bc	1432	Rzepowo	1	Ick schlau die glik mit dem Kokleipn üm de Ohra, du Aupp.
bc	14321	Rogow Sobocki	1	Ich schlo dr glei a Koglöffel im d'Uhrn, du Offe.
bc	14382	Wölfelsdorf (Wilkanów)	1	Ech schlo dich glei met dam Koklöffel em die Ohren, du Offe.
bc	1442	Lubowo	1	Ik schlå di gliek mit dem Kôkläpel ümt Ore, du Åp!
bc	14449	Thröm (Trebom)	1	Ich schlo dich glei memm Kochlöffel em de Ahrn, du Off. 
bc	14458	Szczytna	1	Ich schlo dich bale met m Koklöffel em die Ohrn, du Offe!
bc	14471	Jaszkowa Gorna	1	Ich schlo diech glei mit'm Koklöffel em de Ohrn, du Offe!
bc	14486	Nadziejow	1	Ich schlo dich gleich mit dam Koklöffel um die Uhren, du Offn.
bc	145	Smardzko	1	Ick schloa di gliek mit dem Koakläpel üm't Ohre, du Oap.
bc	14505	Piorunkowice	1	Ich schloh dich glei mitm Koochläffel im de Uhren, du Offe!
bc	1451	Steinforth (Brodźce)	1	Ijj schloa di jlij mit em Koakläpel ümmt' Eorä, diu Oap!
bc	14537	Bielice	1	Ech schlo dech glei met dam Kokläffel em de Ohrn, du Offe!
bc	14560	Siemianowice Slaskie	1	Ich schlo dich glei midn Kuchlöffel im de Uhren, du Offe.
bc	1461	Wegorzewo Szczecineckie	1	Ick slau di glik mit dem Kaukläpel um dei Ohrä, du Aup.
bc	14613	Nohfelden	1	Eich schlau'der gleich merrem Kochleffel emm die Ouhre, dau Aff!
bc	14635	Erzweiler	1	Ich schlan d'r gleich merem Kochleffel hinner dije Ohre, dau Aff.
bc	14670	Nussbach	1	Ich schlan dich (oder deich) mérrèm Kochléffel um die Ohre, du Aff!
bc	14693	Dannenfels	1	Ich schlah' der gleich de Kochlöffel um die Ohre, du Aff!
bc	14724	Monsheim	1	Ich schlag d're glei mürm Kochlöffel um die Ohre, du Aff!
bc	14752	Sankt Matthias	1	Eïch schlôn der gleïch de Kochleffel omm de Oren, dô Aaf!
bc	14955	Bescheid	1	Äich schleen däich gläich mött dem Koachläffel em di Ouren, dau Aaf.
bc	14971	Allenbach	1	Eich schlahn der gleich met dem Kochläffel em di Uhre, dou Aff!
bc	1499	Stara Rzeka	1	Idj schloa die roeds mit demm Koakläpel imm't Ohra, du Oap!
bc	14999	Berschweiler bei Kirn	1	Ich schlahe der gleich mett dem Kochlöffel oumm die Ouhre, du Aff.
bc	15018	Bad Sobernheim	1	Eich schlon deich gleich merrem Kochlaffel um die Ohre, du Aff!!
bc	15042	Neu-Bamberg	1	Ich schlah dich gleich metem Kachlöffel um die Ohre, du Affn.
bc	15066	Bechtolsheim	1	Ich schloh dich gleich mirrem Kochlöffel um die Ohre du Aff.
bc	15088	Bollendorf	1	Eich schlinn dĕch gleich matt dĕm Koachläfel em d'Uhren, dau Aaf!
bc	15096	Preist	1	Eich schlön der gleîch mat däm Kogläfel iwer dei Uren, dan Aaf!
bc	15118	Pohlbach	1	Ech schlin dich gleich mat dem Kachläfel umm de Ahren, do Af.
bc	15137	Kautenbach	1	Eich schlan deich gleich met dem Kochläfel omm déi Ohren, dau Aff.
bc	15334	Kirchberg (Hunsrück)	1	Eich schlahn deich gleich mit dem Kochleffel um die Ohre, du Aff!
bc	15349	Ellern (Hunsrück)	1	Euch schlahn d'r gleuch met d'm Kochlöffel äns um die Ohre, dau Aff!
bc	1536	Heidlauken (Bugorki)	1	Öck schloag di glik met dem Koakläpel om de Ohre, du Oap!
bc	15365	Bingen am Rhein	1	Ich schlaa dich gleich um die Ohre, du Aff, mit dĕm Kochlöffel.
bc	15394	Finthen	1	Ich schlog dich gleich mit dem Kochlöffel um die Ohre, du Aff!
bc	1540	Heinrichswalde	1	Eck schlag di glik mittem Kakläpel umme Ohre, du Aap!
bc	15418	Schneeberg (Sněžník)	1	Wirscht glei a poor Schallen kriegen, du Offe.
bc	15503	Zettel (Sedlo)	1	Ich schlo'tsch die glei mit'n Kühelöff'l üm die Uh'rn, du Offe!
bc	1552	Pazuizen	1	Eck schlag die glick met de Kakläpel omme Ohrn, du Aap!
bc	15538	Wisterschan (Bystřany)	1	Ich schloh dich glei mit'n Kührlöffel im de Ohr'n, du Offe!
bc	15550	Malschen (Malečov)	1	Ich schlou dich glai mi'n Kuchleffl imm die Ohr'n, du Offm!
bc	15638	Lukawetz (Lukavec)	1	Ich schlo dich glei mit dr Kiratschke im de Ohrn, du Offe!
bc	1565	Gierver Lauken	1	Eck schlag di gliek met dem Kakleüel omme Ohre, du Aap!
bc	15681	Neudorf (Vrchběla)	1	Ich schlô dich glei midn Kochleffl im de Ouhrn du Offa!
bc	15685	Gastorf (Hoštka)	1	Ich schlou dich glei mit dr Mechatschke (Kuchlöffl) im de Ohrn, du Offe!
bc	15690	Wegstädtl (Štětí)	1	Ich schlou dich glei midn Kuchlöffel im de Ohrdn, du Offe! (Besser: Ich schlou dr glei de Kuchlöffel im de Ohrdn)
bc	1571	Schmalleningken	1	Oeck schloag di glieck mött dem Schleef omme Ohre, du Oap.
bc	15725	Nixdorf (Mikulášovice)	1	Ich schloutch glai mittn Kiehrläffl imm do Ohrn, du Offo!
bc	1573	Groß Dirschkeim (Donskoye)	1	Eck schlon die glick mette Kockläpell emme Ohre, du Op.
bc	15751	Rückersdorf (Dolní Řasnice)	1	Ich schloitsch glej mitn Kochlöffl em dĕ ōrn, du offe!
bc	1578	Rantau (Zaostrov'Ye)	1	Ek schloa di glik mèt dem Koakläpel em de Ohre, du Oapp!
bc	158	Polczyn-Zdroj	1	Ick schla die jliek mit demm Kaklähpel ümm t'Ohre, du Ap.
bc	1580	Schulstein (Vol'Noe)	1	Eck schlo di glik met dem Koaklepel eme Ore, du Oap!
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	Ihch schloutsch glei mit'n Kuchleffl im d'Uhrn, du Offe!
bc	15824	Zwickau (Cvikov)	1	Yech (ie) schlo(a)tsch glei of de Uhrn mi(t)n Ko(a)chleffl, du O(A)ffe!
bc	15847	Christophsgrund (Kryštofova Údolí)	1	Ich schlu dr glei mitn Kochlöffel ejs öm dö Uhr, du Offe!
bc	15858	Gränzendorf (Hraničá)	1	Ich schloi dich glei mid'dn Kihrläffl ömm de Ur'n, du Oaffe.
bc	1588	Alt Susimilken (Tarassowka)	1	Oeck schlog die gliek mit'm Koklöpel ome Ohre, du Ōp!
bc	15971	Puletschnei (Pulečný)	1	Ich schloj dr glei 'n Kochleffl ŏm de Uhrwaschl, du Offe du!
bc	15975	Graber (Kravaře)	1	Ich schlô dich glai midn Areggleffl hindr de Orn, du Offa!
bc	15989	Thammühl (Staré Splavy)	1	Ich schlo dich gleich mitn Kuchleffl um de Uhrn, du Offa!
cd	15995	Proschwitz (Česká Proseč)	1	Ich schlu dich glei midn Kaffeeleffl em de Uhren, du Offe.
cd	16007	Harrachsdorf (Harrachov)	1	Ich schlou dich glei met'n Kochleffel em de Uhrn, du Offe.
cd	16015	Witkowitz (Vítkovice)	1	Ich schlô dich glei mitn Kôchleffl em de Ohrn, du Offa du!
cd	16050	Forst (Fort)	1	Ich schloo do glei a Kochlöffl em do Ohrn, du Off!
cd	16063	Gabersdorf (Libeč)	1	Ich schlo dich glei mit dam Kochlöffel em die Urn du Offe!
cd	16083	Bodisch (Bohdašin)	1	Ich schlo dich glei mit dam Kochlöffel im die Ohrn, du Offe!
cd	16139	Zwitschin (Zvičina)	1	Ich schlo dich glei mit dann Kochlöffel em die Ohrn, du Off!
cd	16154	Großbock (Velká Bukovina)	1	Ich schlô dich glei mit damm Kôchlöffl êm die Ohran, du Offn!
cd	16179	Schmiedeberg (Kovářská)	1	Ich hua dr geleich en Kochlöffel em de Uhrn, du Åff!
cd	1626	Tulpeningken (Zarečnoe)	1	Öck schlag die glik mött dem Kakläpel omm de Ohre, du Ap.
cd	16276	Waitzengrün (Loučná)	1	Ich schlouch di glei mit'n Köialöffl üwa d'Ourn, du Åff.
cd	1628	Wisborienen (Livny)	1	Eck schloag di glick met dem Koakläpel omme Ohre, du Aap!
cd	16298	Sittmesgrün (Mezirolí)	1	I schloch dö glei mit'n Kochlöffl üm d'Ouan, du Åff!
cd	16322	Petersdorf (Petrov)	1	Ich schlochta gleich aboar niwa nimm Kochlöffö imm tao"rn du Oaff.
cd	16338	Podletitz (Podlesice)	1	Ich schlóch dich gleich mit'n Kochlöffl im d'Ohrn, du Ŏff!
cd	16442	Kropitz (Krapice)	1	O du Åff, i hau da n' Kuchlöffl üba d'Oan.
cd	16470	Ebersfeld (Podlesi)	1	Ich schlog die glei mit dem Kuhllöffel um Ohren, du Åff.
cd	16491	Rabensgrün (Haje)	1	I schlochte glei mitn Kochlöffel im d Åuån, du Åff.
cd	16523	Lintsch (Hlineč)	1	Ich schloch då glei mit'n Kulöffl im d Åawaschl, du Åff.
cd	1654	Postnicken (Zalivnoe)	1	Eck schlo die glik mett dem Koklepel emme Ohre, du Ob.
cd	16602	Klotantschen (Kotaneč)	1	Ich schloch dech gleich mitn Kochleffl imd Ouan, du Âff!
cd	16610	Tschernowitz (Černovice)	1	Ich schoch dich gleich mitn Kührlöffel hiner de Ohrn, du Off!
cd	16625	Hawran (Havraň)	1	Ich schloch dich gleich mitn Kuchlöffel über de Uhren, du Off!
cd	16636	Liebshausen (Libčeves)	1	Ich schlo dich glei mitn Kuchlöffel im de Uhrn, du Offe.
cd	1664	Labagienen/Haffwinkel (Zalivino)	1	Ek schlag di glik met dem Kakläpel em de Ohre, du App.
cd	16670	Priesen (Březno)	1	Ich schlōch dich gleich mitn Kōhrlöffel ěm de Urn, du Off.
cd	16689	Libeschitz (Liběšice)	1	Īch schlōch dĭch gleich mitn Kochlĕffl im de Ūhrn, du Oaff!
cd	16725	Leschkau (Ležky)	1	Ich schloch dich gleich mi dn Kochleffl im d Ohan, du Off!
cd	16739	Pschoblik (Pšovlky)	1	Ich schlōch dich gleich mi'n Kochleff'l im d'Ohr'n, du Off'!
cd	16751	Prag-Smichow (Smíchov)	1	Ich schlage dich gleich mit dem Kochlöffel um die Ohren du Affe.
cd	16755	Weißbach (Bílý Potok)	1	Ich schlo dich glei mid'm Koachläffl em die Uhrn, du Oaffe!
cd	16770	Schediwy (Šediviny)	1	Ich schlo dich glei mit m Kochleffl em die Awaschlan, du Offe.
cd	16775	Friedrichswald (Orlické Záhoří)	1	Ich schlo dr glei a Kokläffl em die An, du Oaffe!
cd	16801	Böhmischdorf	1	Ich schlo dich glei mit'm Kokläffl em de Ohrn (Ohrwaschla), du Offe!
cd	16814	Rokitnitz (Rokytnice)	1	Ich schlo dr glei a Kochläffel em die Ohrwaschlan, du Offe!
cd	1683	Kreuzingen (Bol'Shakovo)	1	Ok schlag di glik met dem Kochlapel om de Ohre, du Āp!
cd	16876	Nieder-Ullersdorf (Dolní Boříkovice	1	Ich schloo dich glei mit d'm Kochlöffl em die Ohrwaschla, du Offe!
cd	16889	Heinzendorf (Hynčice Nad Moravou)	1	Ich schloh dich glei metn Kokleffo em da Ohn, du Off.
cd	16907	Karlsdorf	1	ex hā (haue; šlô schlage) dix glaê me(t)n Kôglefl fā də ōrn, du of, dû.
cd	16932	Kuhberg	1	Ich schloo dir glei mit em Kochlöffl äs emm die Uhrn, du Åffe!
cd	16949	Rausen (Rusín)	1	Ich schloh dich glei mett dan Kochleffel em de Uhrn, du Åffe!
cd	1698	Buttkuhnen (Pokrovskoe)	1	Eck schlog die gliek met dem Koakläpel om de Ohre, du Aap!
cd	16991	Breitenau (Bretnová Široká Niva)	1	Ech schlo dech glei metn Kochleffl em de Uhrn, du Off.
cd	17012	Lobenstein (Úvalno)	1	Ech schlo dech glei metn Kochleffl em de Urn (Urwaschlan) du Offe.
cd	17029	Lohhäuser (Slatina)	1	Ich schlah de glai mitn Kulöffl üwa d Uoan, du Åff.
cd	17061	Deutsch Thomaschlag (Německé Domasl	1	I schloa da glei a boar af d'Ouhom mi(t)n Kullöffel, du Aff du.
cd	17075	Polinken (Polínka)	1	I schloch de glei mit dian Kochlöffl üwa Åuan, du Åff.
cd	1708	Baltruschatschen (Jakovlevo)	1	Oek schloag di gliek mitmn Koakläpel omme Ohre, du Aff!
cd	17138	Albersdorf (Písařova Vesce)	1	Ich schlochte glei mitn Kulöffl üma Oan, du Off!
cd	17151	Damnau	1	I schloch de glei mit'n Kuhlöffl iwad Oán, du Åff.
cd	17174	Piwana (Piňovany)	1	Ich schloch da glei ån Kulöffl um d'Åuawaschla, du Åff!
cd	17178	Kottiken (Chotíkov)	1	Ich schlåg di glei(ch) mitn Kollöffel üba d Ouwaschla, du Åff!
cd	17244	Dianaberg (Diana)	1	Ich schlōch de glei mid'n Kuleffl um d'Àuǝwaschlǝ, du Àff.
cd	17266	Wiedlitz (Vidice)	1	I schloch di glei mittn Küllöffl um d ouawaschla, du Ouffm du.
cd	17273	Honositz (Honezovice)	1	Ich schloch de glei min Kuleffl um d'Åua, du Off.
cd	17281	Dobrzan (Dobřany)	1	I schlog de glin mit n Kulöffl üwa d'Auawaschln, du Off!
cd	17306	Blisowa (Blížejov)	1	Ich schochta glei an Kullöffel um d'Oawaschla, du Åff!
cd	17309	Hilbeten	1	Ich ga dr glei min Kochlöffl über d Ohrwaschlich, du Åff!
cd	17325	Schönwald (Strážná)	1	Ich schlo dir glei mit'm Kochlöffel öm e Uhwaschla, du Offe.
cd	1733	Rottenen (Raktino)	1	Eck schloan di jlik met em Koakläpel ŏm 'e Aäre, diu Oap.
cd	17374	Ober-Ullischen (Horní Olešná)	1	Ich schlou d glei a por mijtn Kouchleffl em d Ourn, du Off!
cd	17389	Bergstadt (Horní Město)	1	Iéch ga d(e)r glei áns metn Kogläffel ieber di Orn, du Ganoff.
