Index	Bogennummer	REDE_Namen	Sprache	WS10::Transliteration WS10
bc	14537	Bielice	1	Ech wel's a nemme weder thun!
bc	14560	Siemianowice Slaskie	1	Ich wil's au wetter nimme thun.
bc	1461	Wegorzewo Szczecineckie	1	Ick will et ok ni mehr weddä dauä.
bc	14613	Nohfelden	1	Eich will et ag nemme wirer dun.
bc	14635	Erzweiler	1	Ich will's nimmi dun.
bc	14670	Nussbach	1	Ich wills äch nimmi wirrèr dun.
bc	14693	Dannenfels	1	Ich will's nimmi wirrer dué.
bc	14724	Monsheim	1	Ich wills awer net me wierer dan.
bc	14752	Sankt Matthias	1	Eïch wellet ôch net mih widder duhn!
bc	14955	Bescheid	1	Äich wöll et och nött meh douen.
bc	14971	Allenbach	1	Eich well et ach net me wierer doun!
bc	1499	Stara Rzeka	1	Idj wad dat uck ni' meha wedda doana.
bc	14999	Berschweiler bei Kirn	1	Ich well et aach nett meh wierer thoun.
bc	15018	Bad Sobernheim	1	Eich wills ag nimme wirre dun.
bc	15042	Neu-Bamberg	1	Ich will's ach netmeh wirrer thu.
bc	15066	Bechtolsheim	1	Ich wells aach nett meh wirre duh'.
bc	15088	Bollendorf	1	Eich well et och net mih wieder dohn!
bc	15096	Preist	1	Eich wöll et nöt me don.
bc	15118	Pohlbach	1	Ech wellet net me duhn.
bc	15137	Kautenbach	1	Eich wellet aag net wirra doun.
bc	15334	Kirchberg (Hunsrück)	1	Eich will et aach nitt meh wiere dhun.
bc	15349	Ellern (Hunsrück)	1	Euch will's ag gar nitt meh dhun!
bc	1536	Heidlauken (Bugorki)	1	Ek wöll et ok nich wedder done!
bc	15365	Bingen am Rhein	1	Ich will's āch nitt mehr widder dhun.
bc	15394	Finthen	1	Ich will's ach nit mer wieder thun!
bc	1540	Heinrichswalde	1	Ek well et ok nich mehr wedder donn.
bc	15418	Schneeberg (Sněžník)	1	Ich wie's a nimme(j) machen.
bc	15503	Zettel (Sedlo)	1	Ich wills a nimm(e)r tu'a.
bc	1552	Pazuizen	1	Eck wel et ock nich mehr wedder dohn?
bc	15538	Wisterschan (Bystřany)	1	Ich wars a nimma wieder tun.
bc	15550	Malschen (Malečov)	1	Ich will's a nimmej wiedar moch'n.
bc	15638	Lukawetz (Lukavec)	1	Ich wills a nich mehr mochn.
bc	1565	Gierver Lauken	1	Eck well et uck nich mehr wedder dohne.
bc	15681	Neudorf (Vrchběla)	1	Ich wills ou nimmej wiedr machn!
bc	15685	Gastorf (Hoštka)	1	Ich wills a ni meï wieder tun!
bc	15690	Wegstädtl (Štětí)	1	Ich wills a ni mehr wieder mochn.
bc	1571	Schmalleningken	1	Oeck wöll ött uck nich mehr wedder done.
bc	15725	Nixdorf (Mikulášovice)	1	Ich wiehs ou nimmie machn.
bc	1573	Groß Dirschkeim (Donskoye)	1	Eck well ett ock nich meha weda done.
bc	15751	Rückersdorf (Dolní Řasnice)	1	ich wölls ne mī machn.
bc	1578	Rantau (Zaostrov'Ye)	1	Ek wöll èt ok nich mér wedda doun.
bc	158	Polczyn-Zdroj	1	Ick wi'tt uck nich mehr wedde daue.
bc	1580	Schulstein (Vol'Noe)	1	Eck wel et ok nich meha wedda donn.
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	Ihch was nemmej machn.
bc	15824	Zwickau (Cvikov)	1	Yech (sp. ie) w(e)ll's ou ne(i)mmi tun.
bc	15847	Christophsgrund (Kryštofova Údolí)	1	Ich wölls ou nemie machn.
bc	15858	Gränzendorf (Hraničá)	1	Ich wills ou nem-mi wiedr tun.
bc	1588	Alt Susimilken (Tarassowka)	1	Oeck will et ock nich mehr dohne.
bc	15971	Puletschnei (Pulečný)	1	Ich will's ou nemieh' machn.
bc	15975	Graber (Kravaře)	1	Ich war's a nimmê wiedr mochn.
bc	15989	Thammühl (Staré Splavy)	1	Ich wills ou ni meja wiedr tun.
cd	15995	Proschwitz (Česká Proseč)	1	Ich wels ou nimer wiedr machn.
cd	16007	Harrachsdorf (Harrachov)	1	Ich well's ou ne meïr machn.
cd	16015	Witkowitz (Vítkovice)	1	Ich wells â wettə nemmə mochn.
cd	16050	Forst (Fort)	1	Ich wells a wetta nee mochn!
cd	16063	Gabersdorf (Libeč)	1	Ich wills a nimmer wieder tun!
cd	16083	Bodisch (Bohdašin)	1	Ich will's a nimme wieder tun.
cd	16139	Zwitschin (Zvičina)	1	Ich wills a wetter nee tun.
cd	16154	Großbock (Velká Bukovina)	1	Ich wêlls a wettr ne tun.
cd	16179	Schmiedeberg (Kovářská)	1	Ich wills an net wieder måchn!
cd	1626	Tulpeningken (Zarečnoe)	1	Öck wöll et ok nich mehr wedder dohne.
cd	16276	Waitzengrün (Loučná)	1	Ih wüll's a nimma wieda toun.
cd	1628	Wisborienen (Livny)	1	Eck well et uck nich mehr wedder done!
cd	16298	Sittmesgrün (Mezirolí)	1	Ich wls a nimma tou(n).
cd	16322	Petersdorf (Petrov)	1	Ich wühs nimmer wieder tau.
cd	16338	Podletitz (Podlesice)	1	Ich wills a nimmer to.
cd	16442	Kropitz (Krapice)	1	I wüll's a nimma tou(n).
cd	16470	Ebersfeld (Podlesi)	1	Ich wills nimmå toun.
cd	16491	Rabensgrün (Haje)	1	I wüils a nimma toun.
cd	16523	Lintsch (Hlineč)	1	Ich wills a nimma tau.
cd	1654	Postnicken (Zalivnoe)	1	Eck wöll et ok nich meha wedda dohne!
cd	16602	Klotantschen (Kotaneč)	1	Ich wills aa net meja tou!
cd	16610	Tschernowitz (Černovice)	1	Ich wärs a nimmer mochen.
cd	16625	Hawran (Havraň)	1	Ich wills a nimmer mochn.
cd	16636	Liebshausen (Libčeves)	1	Ich wills a nimehr wieder mochen.
cd	1664	Labagienen/Haffwinkel (Zalivino)	1	Ik well et ok nich mea wedda done.
cd	16670	Priesen (Březno)	1	Ich wills ā něměr moachň.
cd	16689	Libeschitz (Liběšice)	1	Īch wills nimmermēhr moachn.
cd	16725	Leschkau (Ležky)	1	Ich will s a nimmamehr widda dou!
cd	16739	Pschoblik (Pšovlky)	1	Ich will's a nimme(r) wide(r) moch'n!
cd	16751	Prag-Smichow (Smíchov)	1	Ich will es auch nicht mehr wieder tun.
cd	16755	Weißbach (Bílý Potok)	1	Ich wa's (wil's) oa nemme tun!
cd	16770	Schediwy (Šediviny)	1	Ich wills a wettr nemme tun.
cd	16775	Friedrichswald (Orlické Záhoří)	1	Ich wa's gewieß nemme macha.
cd	16801	Böhmischdorf	1	Ich wiells a nemme wiedr tun.
cd	16814	Rokitnitz (Rokytnice)	1	Ich wills a nemme wieder macha!
cd	1683	Kreuzingen (Bol'Shakovo)	1	Ok woll et ok nich mehr wedder done.
cd	16876	Nieder-Ullersdorf (Dolní Boříkovice	1	Ich war es auch nemme tun.
cd	16889	Heinzendorf (Hynčice Nad Moravou)	1	Ich wells a nimmer wiedr tun.
cd	16907	Karlsdorf	1	ex wāršun (werde es schon) nimŋ mòxŋ.
cd	16932	Kuhberg	1	Ich wells a nimme wieder tun!
cd	16949	Rausen (Rusín)	1	Ich wihl es a nie mie mer wieder tun!
cd	1698	Buttkuhnen (Pokrovskoe)	1	Eck well et ok nich mehr wedder dohne.
cd	16991	Breitenau (Bretnová Široká Niva)	1	Ech wiëls a nie mehr wiëder mochn.
cd	17012	Lobenstein (Úvalno)	1	Ech wells a nie mehr wijdr tun.
cd	17029	Lohhäuser (Slatina)	1	Ich wülls a näi mäia wida tou.
cd	17061	Deutsch Thomaschlag (Německé Domasl	1	I wül's a nimma wieda tou(n).
cd	17075	Polinken (Polínka)	1	I wills a nimma wieda toun.
cd	1708	Baltruschatschen (Jakovlevo)	1	Oek wöll et ok nich mehr wedder dohne.
cd	17138	Albersdorf (Písařova Vesce)	1	Ich wüls a nimma tou(n).
cd	17151	Damnau	1	I wül's a nimma wieda tou(n).
cd	17174	Piwana (Piňovany)	1	I wüll's a nimmamäia tou(n)!
cd	17178	Kottiken (Chotíkov)	1	I wills o nimmameia måchn. (tou(n)).
cd	17244	Dianaberg (Diana)	1	Ich wüll's ā nimmǝ tàu.
cd	17266	Wiedlitz (Vidice)	1	I wüls nimma meja tou(n).
cd	17273	Honositz (Honezovice)	1	Ich wils a nimmå wiedå tåu.
cd	17281	Dobrzan (Dobřany)	1	I wia s a nimma maia tou!
cd	17306	Blisowa (Blížejov)	1	Ich wills a nimmamea tou!
cd	17309	Hilbeten	1	Ich waß net wäa tua.
cd	17325	Schönwald (Strážná)	1	Ich will's au nimme wieder tun.
cd	1733	Rottenen (Raktino)	1	Eck well et ok nich mehr wedder dohne.
cd	17374	Ober-Ullischen (Horní Olešná)	1	Ich wills a nimmr wijdr tun.
cd	17389	Bergstadt (Horní Město)	1	Doas los ich mer gesäeh sein.
cd	1741	Pojerstieten (Kolodcy)	1	Eck well ock nich mea weda done.
cd	17433	Ranigsdorf (Linhartice)	1	Eich weis au wet mer woch amol taun.
cd	17442	Müglitz (Mohelnice)	1	Ich wērs ā nie wieder måchn.
cd	17460	Ribnik (Rybniček)	1	Ech well's a nimmer weder mochn!
cd	17468	Stangendorf (Vendolí)	1	Äich wäis a net mehr wedr tôu.
cd	1747	Beydritten (Pervomajskij)	1	Ek war et ok nich wedda dahne.
cd	17504	Neu-Biela (Lavičné)	1	Ejch wehs a net mehr weder tiu.
cd	17512	Schlettau (Slatina)	1	Aich bais es weidr nett mehr mochn.
cd	17520	Runarz	1	Ich bels ā nī mēr bīdǝ tun.
cd	17521	Nebotein (Hnĕvotín)	1	Ich bill's ach nimme(ha)a mochn.
cd	17568	Tillendorf (Tylov)	1	Ich wües a nimmer wiäder tun.
cd	1758	Brasdorf (Antonovka)	1	Ek wöll et ok nich mea wedda dohne.
cd	17585	Mladetzko (Mladecko)	1	Ich warfch nimmer tun.
cd	17643	Seibersdorf (Bělá)	1	Ech wells a niema tun.
cd	17659	Bernhau (Barnov)	1	Ech well's a nimmahr weder tun.
cd	17680	Klantendorf	1	Iech wiels nimmer tun.
cd	17687	Engelswald (Mošnov)	1	Ech wiêlls ao nimmr wiedr tun.
cd	17698	Nirklowitz (Mrsklesy)	1	Ech wells a nimmer mochn.
cd	17713	Punkendorf (Boňkov)	1	Es wills au nie wieder tun.
cd	1772	Groß Goldbach (Slavinsk)	1	Oeck well et ok nich mea dohne.
cd	17726	Halbendorf (Polouvsí)	1	Eich wells a nimmer weider tun.
cd	17737	Senftleben (Ženklava)	1	Ech wels o nemer wedder tun.
cd	-17739	Polanka Wielka	1	Ich wills nimie tue.
cd	-17744	Bulowice	1	Ich wers auch nimmer wieder tun.
cd	-17746	Chocznia	1	I wéils nimame moche.
cd	-17749	Alt-Bielitz (Stare Bielesko)	1	Eche wejl's a nemmej wejder tün!
cd	17759	Linz (Mlýnec)	1	Ich wills a nimma tou.
cd	17782	Kohlheim (Uhliště)	1	I wills a nima tou.
cd	17792	Čachrau (Čachrov)	1	I wias a niema tou.
cd	17801	Hurkental (Hůrka)	1	I wölls a nimma toa.
cd	17824	Rotsaifen (Červená)	1	I tuas o ch nimma!
cd	17832	Winterberg (Vimberk)	1	I wels a niemå wiedå toa(n).
cd	17843	Sehrlenz (Ždírec)	1	i bi(a)s a net me(a) tejun.
cd	17854	Irsching (Jiřín)	1	I wills ach nit mehr wieder toun.
cd	17862	Hilbersdorf (Jihlava-Heroltice)	1	I wills a net widǝ toun.
cd	17876	Sollowitz (Salavice)	1	I wüls a nimma to.
